pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
112070002,1120700,2,1,1,8,1,3,2,51,5,2,1,2, ,1,1,1,9,1,1,5,5,3,9,5,5,7,6.5,4,4,4,5,5,5,4,5,4,5,3,3,4,4,4,4,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,3,4,3,4,4,4.44,3,4,2,4,1,4,3,4,2,1,33
112070003,1120700,3,1,1,8,1,3,2,21,5,1,1,2, ,1,1,1,9,1,1,3,3,3,9,7,7,7,7.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,3,2,4,3,4,1,1,34
112080001,1120800,1,1,1,8,1,3,1,74,5,2,12,2, ,1,2, ,0,1,8,9,9,9,2,1,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2.72,3,3,1,3,2,4,3,4,2,2,30
112080002,1120800,2,1,1,8,1,3,2,71,4,2,1,2, ,1,2, ,0,1,8,9,9,9,2,1,1,1,1.25,2,2,1,1,2,1,2,2,1,1,1,1,3,3,3,3,2,2,2,2,2,1.857142857,3,3,3,3,3,4,4,4,4,3,3,3,2,2,4,4,4,4,3,3,3,3,4,3,2,3.24,3,4,1,4,1,3,3,4,2,2,32
112080004,1120800,4,1,1,8,1,3,2,21,5,1,1,2, ,1,1,3,7,1,1,4,4,4,9,6,6,6,6.75,4,4,4,5,5,4,4,5,4,4,3,3,4,4,4,4,5,4,3,4,4,4.047619048,4,4,4,4,4,5,5,4,5,5,4,4,3,3,4,4,4,4,5,4,3,4,4,3,3,4,2,3,1,3,3,3,3,4,2,2,27
112090001,1120900,1,1,1,8,1,3,1,72,5,2,12,1,2,1,1,4,6,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3.2,3,4,2,1,2,3,3,4,2,2,27
112090002,1120900,2,1,1,8,1,3,2,69,5,2,4,1,1,1,1,4,6,1,4,9,9,9,6,1,1,1,2.25,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1.619047619,4,5,5,5,4,5,5,4,4,3,3,3,3,3,4,4,3,3,4,5,4,4,4,4,3,3.92,4,4,1,3,2,4,3,4,2,2,32
112100001,1121000,1,1,1,8,1,3,1,64,5,2,6,1,1,1,1,1,9,1,8,9,8,9,2,1,2,1,1.5,3,4,3,2,2,2,2,2,3,3,2,2,4,4,3,3,4,3,2,3,3,2.80952381,4,4,4,4,4,5,4,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3.56,4,4,1,3,2,4,3,4,1,2,33
112100002,1121000,2,1,1,8,1,3,2,62,5,2,1,2, ,1,1,1,9,1,3,4,4,3,7,6,6,7,6.5,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2.19047619,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3.44,4,4,1,3,1,3,3,3,2,2,33
112100004,1121000,4,1,1,8,1,3,2,32,5,2,6,1,1,1,1,1,9,1,1,3,3,3,9,7,7,7,7.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,3,2,4,3,4,1,1,33
112120001,1121200,1,1,1,8,1,3,1,76,4,2,5,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,4,1,1,31
112120002,1121200,2,1,1,8,1,3,2,73,3,2,1,2, ,1,1,5,5,1,8,9,9,9,2,1,1,1,1.25,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1.476190476,3,2,4,4,4,3,3,2,2,2,2,2,1,1,3,3,3,3,2,2,2,1,1,1,1,2.28,3,3,2,4,3,3,3,4,2,2,28
112120004,1121200,4,1,1,8,1,3,2,16,4,1,1,2, ,1,1,1,9,1,4,7,7,6,6,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4.84,3,4,1,4,2,3,3,4,2,2,31
112130001,1121300,1,1,1,8,1,3,1,56,5,2,14,1,2,1,1,3,7,1,4,7,7,7,6,3,3,3,3.75,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,4,3,3,3,3.80952381,4,5,5,5,4,4,4,4,4,5,5,3,3,3,4,4,4,4,5,4,4,5,4,3,3,4.08,3,4,1,4,2,3,4,4,3,3,30
112130002,1121300,2,1,1,8,1,3,2,54,5,2,5,1,1,1,1,5,5,1,3,4,4,3,7,6,6,7,6.5,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2.333333333,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,3,2,2,2,4,4,3,3.44,3,3,2,3,2,3,3,4,2,2,28
112130003,1121300,3,1,1,8,1,3,1,27,5,1,1,2, ,1,1,1,9,1,1,6,6,3,9,4,4,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4.88,3,4,2,3,2,2,2,3,2,2,28
112130004,1121300,4,1,1,8,1,3,2,25,5,1,7,1,3,1,1,1,9,1,1,3,3,3,9,7,7,7,7.5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4.095238095,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4.92,3,2,1,3,2,3,3,4,1,1,30
112140001,1121400,1,1,1,8,1,3,1,42,5,2,11,1,1,1,1,1,9,1,3,6,6,4,7,4,4,6,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,3,1,3,3,4,2,2,31
112140002,1121400,2,1,1,8,1,3,2,40,5,2,9,1,1,1,1,1,9,1,1,3,3,3,9,7,7,7,7.5,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.666666667,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4.8,3,3,2,4,1,3,3,4,2,1,31
112140003,1121400,3,1,1,8,1,3,2,9,2,1,1,2, ,1,1,3,7,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1.666666667,3,4,4,3,3,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1.84, , , , , , , , , , ,#VALUE!
112150001,1121500,1,1,1,8,1,3,1,57,5,2,9,1,1,2,1,1,9,1,6,6,6,6,4,4,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4.285714286,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,5,4,3,3,4,4,4,4,4.32,3,3,2,2,2,3,3,4,2,2,27
112150002,1121500,2,1,1,8,1,3,2,54,4,2,6,1,1,2,1,1,9,1,4,6,6,6,6,4,4,4,4.5,3,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3.523809524,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,3,3,3,3,3,3,4.28,4,4,2,3,2,4,4,4,2,2,32
112150003,1121500,3,1,1,8,1,3,2,26,5,1,5,1,1,2,1,1,9,1,1,3,3,3,9,7,7,7,7.5,4,4,4,5,4,4,5,4,3,4,3,3,4,5,5,5,4,3,3,4,3,3.952380952,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4.52,3,3,1,4,2,3,3,4,3,2,29
112160001,1121600,1,1,1,8,1,3,1,50,5,2,12,1,1,1,1,1,9,1,3,4,4,3,7,6,6,7,6.5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4.80952381,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4.92,4,4,1,3,2,4,4,4,1,1,35
112160002,1121600,2,1,1,8,1,3,2,50,5,2,6,1,1,1,1,2,8,1,1,6,6,3,9,4,4,7,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4.761904762,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4.84,4,4,4,3,3,4,4,4,4,4,25
112160003,1121600,3,1,1,8,1,3,1,20,5,1,1,2, ,1,1,4,6,1,4,4,6,7,6,6,4,3,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,3,2,3,3,4,2,2,31
112160004,1121600,4,1,1,8,1,3,1,20,5,1,1,2, ,1,1,5,5,1,6,8,8,8,4,2,2,2,2.5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4.857142857,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.92,3,4,1,3,3,3,3,3,3,3,28
112170001,1121700,1,1,1,8,1,2,1,68,3,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,2,4,3,3,3,4,2,2,28
112170002,1121700,2,1,1,8,1,2,2,64,3,2,1,2, ,2,1,1,9,1,3,6,6,6,7,4,4,4,4.75,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1.19047619,4,4,4,4,3,3,3,3,2,2,2,2,3,3,4,4,4,4,3,3,2,3,2,2,2,3,3,3,2,1,2,2,2,4,2,2,24
112180001,1121800,1,1,1,8,1,3,2,61,3,4,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.04,1,3,2,3,4,3,3,4,2,2,24
112180003,1121800,3,1,1,8,1,3,2,36,5,2,1,2, ,1,1,3,7,1,1,6,6,4,9,4,4,6,5.75,4,3,5,5,5,3,4,4,3,4,3,2,4,5,5,5,4,3,4,3,2,3.80952381,5,5,5,5,4,5,5,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3.76,2,2,2,3,3,4,4,3,2,1,29
112180004,1121800,4,1,1,8,1,3,1,9,2,1,1,2, ,1,1,3,7,2, , , , ,0,0,0,0,0,3,3,2,2,3,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1.666666667,4,3,5,4,4,3,4,4,4,3,2,2,2,2,4,4,4,4,3,3,3,2,2,3,3,3.24, , , , , , , , , , ,#VALUE!
112190001,1121900,1,1,1,8,1,3,1,54,5,2,10,1,3,1,1,4,6,1,4,4,4,4,6,6,6,6,6,4,3,4,3,3,4,4,2,2,2,4,3,5,5,4,4,3,3,3,3,3,3.380952381,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,4,2,3,2,4,3,3,3.48,3,3,1,4,2,4,4,4,2,2,32
112190002,1121900,2,1,1,8,1,3,2,53,4,2,1,2, ,1,1,1,9,1,3,4,4,4,7,6,6,6,6.25,3,4,3,3,4,3,3,2,4,3,3,3,4,4,3,3,4,3,3,2,2,3.142857143,4,4,3,2,3,4,4,4,4,5,3,3,3,3,4,4,3,3,3,2,2,2,2,2,3,3.16,3,2,1,3,2,3,3,4,1,1,30
112190003,1121900,3,1,1,8,1,3,1,28,5,4,4,1,1,1,1,1,9,1,3,4,6,3,7,6,4,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,3,4.6,3,2,3,2,3,3,1,4,2,2,22
112200001,1122000,1,1,1,8,1,3,1,32,5,2,8,1,3,1,1,1,9,1,3,4,4,4,7,6,6,6,6.25,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,4,3,3,3,4.476190476,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,3,3,3,4,3,3,4.44,3,3,4,3,2,3,3,4,2,2,26
112200002,1122000,2,1,1,8,1,3,2,32,5,2,1,2, ,1,1,1,9,1,1,3,3,1,9,7,7,9,8,4,5,5,4,4,5,5,5,4,4,4,4,5,5,5,5,4,3,3,4,3,4.285714286,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.8,4,4,1,3,2,4,3,4,2,2,32
112200003,1122000,3,1,1,8,1,3,2,9,2,1,1,2, ,1,1,3,7,2, , , , ,0,0,0,0,0,3,4,3,3,4,4,4,3,2,2,2,2,4,4,4,4,2,2,2,1,1,2.857142857,4,4,4,5,5,5,5,4,4,3,1,1,2,2,4,4,4,4,3,3,2,2,2,3,2,3.28, , , , , , , , , , ,#VALUE!
112210002,1122100,2,1,1,8,1,3,2,69,3,2,8,1,3,1,1,4,6,1,4,6,6,6,6,4,4,4,4.5,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,2,1,1,1,1,1,1.761904762,4,4,4,5,5,4,4,4,4,4,3,3,4,4,5,5,5,5,4,3,3,3,4,4,4,4.04,3,3,1,3,2,3,3,3,1,1,32
112210003,1122100,3,1,1,8,1,3,2,43,5,1,1,2, ,1,1,1,9,1,1,3,3,3,9,7,7,7,7.5,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,3,3,3,3,3,3.619047619,5,5,5,5,5,5,4,4,4,4,4,4,3,3,5,5,5,5,4,4,5,5,5,5,5,4.52,3,2,2,2,2,2,1,4,2,2,23
112210004,1122100,4,1,1,8,1,3,2,36,5,1,5,1,1,1,1,1,9,1,1,4,3,3,9,6,7,7,7.25,4,5,5,4,4,3,4,4,4,5,3,3,4,4,4,4,5,5,5,5,5,4.238095238,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,3,3,3,4,4.56,3,4,1,3,2,4,2,4,2,2,30
112220001,1122200,1,1,1,8,1,3,1,43,5,2,9,1,1,1,1,1,9,1,3,6,6,6,7,4,4,4,4.75,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,5,5,4.84,3,4,1,2,1,3,4,2,1,1,35
112220002,1122200,2,1,1,8,1,3,2,40,5,2,1,2, ,1,1,1,9,1,1,4,4,6,9,6,6,4,6.25,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,3,4,4,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3,5,4,4,4.72,3,3,1,3,2,4,3,4,1,1,32
112220003,1122200,3,1,1,8,1,3,1,12,2,1,1,2, ,1,1,4,6,1,4,7,7,7,6,3,3,3,3.75,4,4,4,4,4,4,4,4,1,1,3,3,4,4,4,4,4,4,2,2,2,3.333333333,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,5,5,5,5,5,3,3,3,3,3,4.12, , , , , , , , , , ,#VALUE!
112220004,1122200,4,1,1,8,1,3,1,10,2,1,1,2, ,1,1,4,6,1,3,7,7,9,7,3,3,1,3.5,4,4,4,4,4,4,4,3,3,3,2,2,4,4,4,4,4,4,3,3,2,3.476190476,5,5,5,5,5,5,5,5,5,5,2,2,3,3,5,5,5,5,5,4,4,5,4,4,5,4.44, , , , , , , , , , ,#VALUE!
112230001,1122300,1,1,1,8,1,3,1,66,4,2,5,1,1,1,1,4,6,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,3,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2.76,3,3,2,2,2,3,3,3,1,1,30
112230002,1122300,2,1,1,8,1,3,2,65,4,2,1,2, ,1,1,1,9,1,4,6,6,6,6,4,4,4,4.5,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1.476190476,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,4,2,2,3,2,1,1,1,1,1,2.36,4,4,2,3,2,3,4,4,2,2,31
112230003,1122300,3,1,1,8,1,3,1,32,5,1,9,1,1,1,1,1,9,1,1,4,3,3,9,6,7,7,7.25,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.92,4,4,2,3,2,3,3,4,2,1,31
112230004,1122300,4,1,1,8,1,3,1,31,5,1,5,1,1,1,1,1,9,1,1,4,4,4,9,6,6,6,6.75,5,5,5,5,5,5,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,3,3,3,3,3,4.44,3,2,3,4,2,3,4,3,2,1,30
112240001,1122400,1,1,1,8,1,3,1,73,5,2,15,1,2,1,1,5,5,2, , , , ,0,0,0,0,0,2,1,1,2,2,2,2,3,2,2,1,1,3,3,3,3,2,2,2,2,2,2.047619048,4,4,4,4,4,3,3,4,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3.08,3,2,2,3,2,3,4,4,2,2,28
112240002,1122400,2,1,1,8,1,3,2,69,2,2,1,2, ,1,1,1,9,1,3,4,4,3,7,6,6,7,6.5,3,3,2,2,2,2,3,3,2,2,2,2,4,4,4,4,3,3,2,2,2,2.666666667,4,4,4,4,4,3,3,3,4,2,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3.12,2,3,2,2,3,4,3,4,2,2,26
112250001,1122500,1,1,1,8,1,2,1,32,5,1,7,1,1,2,1,1,9,1,2,4,4,3,8,6,6,7,6.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,2,3,4,4,2,1,32
112250002,1122500,2,1,1,8,1,2,1,27,5,1,1,2, ,2,1,1,9,1,1,6,6,6,9,4,4,4,5.25,4,4,5,5,4,4,5,5,5,5,4,3,5,5,5,5,4,3,4,4,3,4.333333333,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,3,4,4,4,4.6,3,4,1,2,1,3,3,3,2,2,31
112260002,1122600,2,1,1,8,1,3,2,43,5,2,1,2, ,1,1,5,5,1,1,4,4,3,9,6,6,7,7,4,3,4,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4.92,3,3,1,3,3,4,4,3,2,1,32
112260003,1122600,3,1,1,8,1,3,1,14,3,1,1,2, ,1,1,3,7,1,3,4,4,4,7,6,6,6,6.25,4,4,4,4,5,4,5,5,3,3,3,3,4,4,4,5,4,5,5,5,5,4.19047619,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4.36,3,2,2,3,3,2,3,4,2,2,25
112270001,1122700,1,1,1,8,1,3,1,36,5,2,8,1,1,2,1,1,9,1,4,6,6,6,6,4,4,4,4.5,4,4,4,4,5,4,5,4,4,4,3,3,4,4,5,5,5,4,4,3,4,4.095238095,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,3,3,3,4,3,4.36,2,3,2,2,2,2,3,4,2,2,25
112270002,1122700,2,1,1,8,1,3,2,36,5,2,1,2, ,2,1,1,9,1,3,6,6,6,7,4,4,4,4.75,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,3,3,3,3,4.380952381,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4.84,3,4,2,3,2,4,3,4,2,2,30
112290002,1122900,2,1,1,8,1,3,1,42,5,2,11,1,1,2,1,4,6,1,4,6,6,6,6,4,4,4,4.5,4,5,5,4,4,3,3,3,4,4,4,4,5,5,5,5,5,5,5,4,4,4.285714286,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4.76,3,4,1,3,2,4,3,4,2,2,31
112290003,1122900,3,1,1,8,1,3,2,41,5,2,1,2, ,2,1,1,9,1,1,3,3,3,9,7,7,7,7.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,3,4.761904762,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,1,2,3,4,2,2,28
112290004,1122900,4,1,1,8,1,3,2,15,3,1,1,2, ,2,1,3,7,1,4,5,5,5,6,5,5,5,5.25,4,4,4,4,5,4,3,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4.047619048,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,3,2,3,3,3,2,1,30
112320001,1123200,1,1,1,8,1,3,1,51,5,2,12,1,1,1,1,4,6,1,2,8,9,2,8,2,1,8,4.75,5,4,4,5,4,5,4,4,5,5,4,4,5,4,5,5,4,4,5,4,3,4.380952381,5,4,5,5,4,4,5,4,4,5,4,4,4,5,5,5,4,4,5,4,4,4,5,5,3,4.4,3,3,1,3,2,3,2,2,1,2,31
112320002,1123200,2,1,1,8,1,3,2,50,4,2,1,2, ,2,1,5,5,1,4,6,4,4,6,4,6,6,5.5,4,4,4,4,4,5,4,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3.714285714,4,5,5,5,5,4,4,5,5,5,5,4,3,4,4,4,4,4,4,2,3,3,3,4,4,4.08,4,3,1,3,1,3,3,3,1,1,34
112340002,1123400,2,1,1,8,1,2,2,69,4,2,1,2, ,1,2, ,0,1,4,4,4,6,6,6,6,4,5.5,3,3,3,4,3,3,2,3,3,3,2,3,3,3,2,3,3,4,3,3,2,2.904761905,4,4,4,3,3,2,3,3,3,3,2,2,3,3,4,3,3,2,2,2,2,3,1,2,2,2.72,3,3,2,2,1,2,2,3,3,2,26
112400001,1124000,1,1,1,1,1,1,2,31,5,1,7,1,1,1,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,4,3,3,1,2,3,3,2,1,1,30
112410001,1124100,1,1,1,1,1,3,1,52,5,2,9,1,1,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.96,3,3,1,3,2,2,2,3,1,1,30
112410002,1124100,2,1,1,1,1,3,2,52,5,2,1,2, ,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.88,3,3,1,3,3,3,3,2,1,1,32
112420001,1124200,1,1,1,1,1,1,2,29,5,1,7,1,1,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4.92,2,3,2,3,2,3,3,3,2,1,29
112430001,1124300,1,1,1,1,1,3,1,64,5,2,9,1,1,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.761904762,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.84,3,2,1,2,2,3,3,2,1,1,31
112430002,1124300,2,1,1,1,1,3,2,55,4,2,1,2, ,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,4.19047619,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.6,2,2,1,2,2,2,2,2,1,1,28
112430003,1124300,3,1,1,1,1,3,1,31,5,1,8,1,1,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.96,3,3,2,2,2,2,2,2,1,1,29
112440001,1124400,1,1,1,1,1,3,1,46,5,2,11,1,1,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,2,2,2,1,1,28
112440002,1124400,2,0,1,1,1,3,2,44,5,2,1,2, ,2,1,1,9,1,2,2,2,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.96,3,3,2,3,2,3,2,2,1,1,31
