pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,med_income,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,satis,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10,esteem
310001,3100,1,1,1,1,1959,62,4,3,5,2,7,275,5,1,3,3,52,1,2, , , , ,0,2, , , ,0, ,1,10,4,3,3,3.33,3,3,3,2,3,4,4,3,3,4,3,3,3,3,2,3,3,2,2,2,3,3,2,2,3,3,2,2,2,3,2,3,18
310002,3100,2,1,1,2,1963,58,4,3,5,2,5,175,4,1,1,1,52,1,2, , , , ,0,2, , , ,0, ,1,10,3,3,2,2.67,3,4,3,3,3,3,3,3,5,5,4,4,3,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,19
310003,3100,3,1,1,2,1992,29,5,4,5,1,7,275,5,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,1,60,4,4,4,4,3,3,3,2,3,4,4,4,5,4,5,5,3,3,2,2,2,3,2,2,2,3,2,2,1,2,2,3,2,2,2,3,21
310004,3100,4,1,1,2,1994,27,5,4,5,1,5,175,4,1,1,1,31,2,1,10,5,20,20,40,1,2,10,60,70,1,1,60,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,3,3,2,3,3,2,2,2,3,3,2,2,1,2,2,2,2,3,3,2,19
320001,3200,1,1,1,1,1936,85,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,2,2,2.33,3,3,2,2,2,2,2,3,3,2,2,3,4,3,4,4,3,3,3,4,3,3,1,2,2,2,1,1,3,3,2,3,18
320002,3200,2,1,1,2,1937,84,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,2,1,1,1.33,2,1,1,2,1,2,2,4,4,5,5,4,3,3,2,3,3,3,3,4,4,3,1,2,3,2,3,3,2,3,3,3,15
320003,3200,3,1,1,1,1971,50,4,3,5,1,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1,10,4,4,4,4,2,2,1,2,2,2,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,4,1,1,3,2,3,3,2,2,2,3,16
330001,3300,1,1,1,2,1939,82,2,1,5,3,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,4,4,3.67,3,3,3,2,4,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,3,2,2,2,3,2,2,3,2,2,3,21
340001,3400,1,1,1,1,1964,57,5,4,5,2,5,175,4,1,3,3,52,2,2, , , , ,0,2, , , ,0, ,1,24,4,4,3,3.67,4,4,3,3,4,4,3,3,4,3,3,4,2,2,3,2,3,3,2,2,3,2,2,2,1,1,2,2,3,2,2,2,21
340002,3400,2,0,1,2,1966,55,4,3,5,2,3,75,3,1,1,1,52,1,2, , , , ,0,2, , , ,0, ,1,36,4,3,3,3.33,4,3,3,4,3,3,3,3,4,4,3,4,2,3,3,2,2,3,4,3,2,3,2,2,2,1,1,2,2,1,1,2,22
340003,3400,3,1,1,1,1991,30,5,4,5,1,5,175,4,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,1,36,4,3,3,3.33,4,4,3,3,4,4,3,3,3,4,4,4,3,2,3,3,2,2,2,3,3,2,2,2,1,1,2,2,1,2,2,2,19
340004,3400,4,1,1,1,1997,24,5,4,1,1,1,0,1,2, ,0, ,2,1,1,7,20,20,40,2, , , ,0, ,1,12,4,3,4,3.67,4,3,3,4,4,4,4,4,3,4,4,3,2,2,3,3,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,18
350001,3500,1,1,1,1,1955,66,4,3,5,2,4,125,4,1,1,1,91,2,2, , , , ,0,2, , , ,0, ,1,10,4,3,4,3.67,4,3,3,4,3,4,4,4,3,3,4,4,3,2,3,3,3,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,19
350002,3500,2,1,1,1,1987,34,5,4,5,1,7,275,5,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,1,36,4,4,3,3.67,4,4,3,4,3,4,4,4,3,3,4,3,3,2,3,3,2,2,2,3,2,2,2,2,2,1,2,3,3,2,2,3,20
350003,3500,3,1,1,2,1954,67,4,3,5,2,1,0,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1, ,4,4,3,3.67,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,2,3,3,2,2,3,2,2,2,3,3,2,2,2,3,2,3,18
360001,3600,1,1,1,1,1972,49,5,4,5,2,8,325,6,1,1,1,31,2,2, , , , ,0,1,12,10,0,10,1,1,10,6,6,6,6,6,5,6,5,5,6,5,6,2,2,2,2,3,3,2,1,2,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,23
360002,3600,2,1,1,2,1977,44,5,4,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1,36,3,3,3,3,5,4,4,3,4,5,4,3,4,3,2,3,1,1,1,1,1,2,1,1,1,1,2,3,1,3,2,3,3,2,2,1,26
370001,3700,1,0,1,1,1969,52,5,4,5,2,8,325,6,1,1,1,31,2,1,10,6,20,20,40,2, , , ,0, ,1,60,5,5,5,5,5,5,6,6,5,6,7,6,3,2,2,2,2,1,2,2,2,2,1,2,2,2,4,4,1,4,1,3,4,2,1,1,33
370002,3700,2,0,1,2,1969,52,4,3,5,2,7,275,5,1,1,1,31,2,1,10,4,20,20,40,1,12,10,10,20,1,1,2,6,6,5,5.67,3,6,6,5,5,4,6,6,2,2,2,1,1,2,2,1,1,1,1,1,2,2,3,3,2,3,3,1,2,1,2,1,23
380001,3800,1,1,1,1,1977,44,5,4,5,2,8,325,6,1,1,1,31,2,1,10,5,30,60,90,1,15,10,10,20,1,1,10,6,6,5,5.67,5,5,5,6,5,5,5,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,3,3,3,4,3,2,3,3,3,18
380002,3800,2,1,1,2,1979,42,6,5,5,2,8,325,6,1,1,1,31,2,1,10,5,50,50,100,1,12,15,10,25,1,1,12,5,5,5,5,4,4,5,4,5,5,6,5,2,1,2,2,3,1,2,1,2,1,1,1,1,1,3,3,3,3,2,3,3,3,2,2,23
390001,3900,1,1,1,2,1968,53,4,3,5,2,1,0,1,2, ,0, ,1,2, , , , ,0,1,12,10,10,20,3,1,120,4,4,4,4,4,4,4,4,4,5,5,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,2,3,1,1,26
390002,3900,2,1,1,2,1994,27,5,4,5,1,6,225,5,1,1,1,31,1,1,10,5,10,10,20,1,15,60,60,120,2,1,12,2,4,2,2.67,2,3,2,4,1,5,5,3,5,5,1,6,2,3,1,1,4,3,2,2,3,1,4,4,1,4,1,4,2,3,2,1,30
390003,3900,3,1,1,1,1997,24,5,4,2,1,1,0,1,2, ,0, ,1,1,10,2,30,30,60,1,15,10,10,20,3,1,5,4,4,4,4,3,4,3,4,2,4,4,4,3,3,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,2,3,1,1,26
390004,3900,4,1,1,1,1967,54,5,4,5,2,18,1000,8,1,1,1,13,1,2, , , , ,0,2, , , ,0, ,1,12,4,1,1,2,4,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,17
400001,4000,1,1,1,1,1957,64,4,3,5,2,6,225,5,1,1,1,93,1,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,2,2,2,2,2,2,1,1,1,3,2,1,3,2,2,2,2,1,1,25
400002,4000,2,1,1,2,1961,60,3,2,5,2,1,0,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,1,1,25
410002,4100,2,1,1,2,1965,56,4,3,5,4,3,75,3,1,1,1,95,1,1,10,3,30,30,60,2, , , ,0, ,1,36,4,4,4,4,2,2,2,2,2,3,3,3,4,4,6,4,2,3,2,2,3,3,3,3,2,2,3,1,2,2,3,1,1,3,1,1,18
410003,4100,3,1,1,2,2004,17,4,3,3,1,1,0,1,2, ,0, ,1,1,10,1,60,60,120,1,15,30,30,60,3,1,24,3,3,3,3,2,2,2,2,1,2,2,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,20
420001,4200,1,1,1,1,1980,41,4,3,5,2,7,275,5,1,1,1,44,1,1,10,1,180,180,360,1,15,120,150,270,1,2, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
420002,4200,2,1,1,2,1980,41,4,3,5,2,3,75,3,1,1,1,99,2,1,2,1,160,290,450,1,2,40,80,120,3,1,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
420003,4200,3,1,1,1,2007,14,3,2,1,1,1,0,1,2, ,0, ,2,1,10,5,30,110,140,1,12,10,20,30,1,2, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,3,1,1,28
430001,4300,1,1,1,1,1981,40,4,3,5,2,8,325,6,1,1,1,75,2,1,10,1,240,60,300,2, , , ,0, ,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
430002,4300,2,1,1,2,1981,40,4,3,5,2,8,325,6,1,1,1,52,2,1,14,1,300,120,420,2, , , ,0, ,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,1,1,26
440001,4400,1,1,1,1,1962,59,5,4,5,2,1,0,1,2, ,0, ,2,1,10,1,120,120,240,2, , , ,0, ,2, ,3,4,4,3.67,4,5,5,5,5,6,6,6,6,6,5,6,2,1,1,2,1,2,2,2,3,3,3,3,2,4,2,3,3,2,2,2,26
440002,4400,2,1,1,2,1965,56,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,120,120,240,2, , , ,0, ,2, ,5,5,4,4.67,4,4,4,4,4,5,5,5,5,5,5,5,2,1,1,1,2,1,2,2,2,3,3,3,2,2,2,3,3,3,2,2,23
440003,4400,3,1,1,2,1990,31,5,4,5,1,6,225,5,1,1,1,31,2,1,8,4,90,180,270,1,15,30,30,60,3,1,36,5,4,4,4.33,4,5,4,4,4,5,5,5,6,5,5,6,3,3,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,24
440004,4400,4,1,1,2,1993,28,5,4,5,1,6,225,5,1,1,1,31,2,1,10,3,60,120,180,1,15,30,30,60,1,1,36,5,5,5,5,4,5,4,4,5,6,6,6,6,5,4,6,3,2,1,2,2,2,2,1,1,3,3,3,2,2,3,3,3,3,2,3,21
460001,4600,1,1,1,1,1972,49,5,4,5,2,9,375,6,1,1,1,27,2,1,10,5,60,60,120,1,2,30,30,60,1,1,24,6,6,6,6,6,5,6,6,5,6,6,6,4,4,4,4,1,1,2,2,2,1,1,1,1,1,3,3,1,4,2,3,3,3,1,1,28
460002,4600,2,1,1,2,1976,45,4,3,5,2,7,275,5,1,1,1,24,1,1,10,6,30,60,90,1,15,10,10,20,2,1, ,6,6,6,6,6,5,5,6,6,6,6,5,4,4,4,4,1,1,1,2,2,1,1,1,1,1,4,3,1,3,2,4,3,3,1,1,29
470001,4700,1,1,1,1,1962,59,4,3,5,2,8,325,6,1,3,3,44,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,3,3,6,4,5,6,6,6,3,3,4,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,21
470002,4700,2,1,1,2,1936,85,2,1,5,4,1,0,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,1, ,3,3,3,3,4,4,3,4,4,5,5,5,2,3,5,2,3,3,2,1,1,2,2,1,2,2,3,3,1,2,2,3,3,3,2,2,24
470003,4700,3,1,1,2,1969,52,4,3,5,2,1,0,1,1,4,4,44,2,2, , , , ,0,2, , , ,0, ,1, ,3,3,4,3.33,4,4,5,5,4,5,5,5,2,2,2,2,2,2,1,2,1,3,3,3,2,3,2,2,2,3,3,1,2,1,2,2,20
480001,4800,1,1,1,1,1940,81,3,2,5,2,4,125,4,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,5,3,4,4,4,4,4,3,4,4,3,5,2,2,3,4,2,2,2,2,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,22
480002,4800,2,1,1,2,1946,75,3,2,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,4,4,3,3,4,4,3,5,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,20
490001,4900,1,1,1,2,1964,57,4,3,5,2,10,425,7,1,1,1,52,2,2, , , , ,0,2, , , ,0, ,1, ,6,6,6,6,6,6,6,5,5,4,4,6,2,3,5,3,2,3,1,2,2,3,2,1,1,2,3,3,3,3,3,2,2,3,2,3,19
490003,4900,3,1,1,1,1995,26,5,4,5,1,1,0,1,2, ,0, ,2,1,1,4,120,120,240,2, , , ,0, ,1,4,6,5,5,5.33,4,4,5,5,5,4,4,4,3,3,2,3,2,2,3,3,3,3,2,2,3,3,1,1,2,1,2,2,2,3,2,2,16
500001,5000,1,1,1,2,1961,60,4,3,5,2,5,175,4,1,3,3,42,2,1,10,5,30,30,60,1,12,30,30,60,1,1, ,5,5,5,5,4,4,4,5,5,5,6,5,4,4,3,3,1,1,2,2,2,2,1,1,1,1,2,2,2,3,3,2,3,3,2,2,20
510001,5100,1,1,1,2,1944,77,2,1,5,3,6,225,5,1,3,3,53,1,2, , , , ,0,2, , , ,0, ,1, ,3,3,3,3,2,2,3,2,3,5,5,4,2,3,5,4,2,2,1,2,3,3,2,2,2,2,2,2,2,1,1,2,1,3,2,2,18
520001,5200,1,1,1,1,1961,60,4,3,5,2,7,275,5,1,1,1,76,2,1,10,5,60,60,120,2, , , ,0, ,2, ,6,6,6,6,5,5,6,5,6,5,5,5,4,4,3,3,2,2,1,1,1,2,2,1,1,1,3,3,3,3,2,2,3,3,2,2,22
520002,5200,2,1,1,2,1972,49,4,3,5,2,5,175,4,1,1,1,52,2,1,10,6,30,30,60,1,15,20,20,40,1,1,24,6,6,5,5.67,6,6,5,5,6,6,6,5,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,2,2,3,2,2,3,3,2,1,23
530001,5300,1,1,1,1,1948,73,3,2,5,2,5,175,4,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,3,3,4,4,3,4,4,4,2,2,4,3,3,3,2,2,2,3,3,2,3,3,2,2,2,1,1,2,1,2,2,2,19
530002,5300,2,1,1,2,1947,74,3,2,5,2,1,0,1,2, ,0, ,2,1,10,5,20,30,50,2, , , ,0, ,1, ,4,4,3,3.67,4,3,5,5,4,4,4,4,2,3,3,3,1,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,21
530003,5300,3,1,1,1,1969,52,4,3,5,2,8,325,6,1,1,1,31,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,4,4.67,4,4,6,5,5,5,5,5,2,3,2,3,2,2,3,3,3,3,2,2,3,3,2,2,1,2,1,3,3,3,2,2,23
530004,5300,4,1,1,2,1972,49,4,3,5,2,5,175,4,1,1,1,52,2,1,10,2,180,180,360,1,15,30,30,60,1,1,24,4,4,4,4,4,4,3,5,4,4,4,4,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,21
540001,5400,1,1,1,1,1947,74,3,2,5,2,11,475,7,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,4,4.67,4,6,5,5,5,5,5,5,2,3,4,4,3,3,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,21
540002,5400,2,1,1,2,1957,64,3,2,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,4,4,4,4,5,5,5,4,5,5,5,5,4,3,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3,18
540003,5400,3,1,1,2,1988,33,4,3,5,1,5,175,4,1,1,1,52,2,1,10,2,60,60,120,2, , , ,0, ,1,36,4,4,4,4,5,5,6,4,4,4,4,4,2,3,2,3,1,1,2,1,2,2,1,1,1,1,2,2,3,2,3,3,3,3,3,3,17
550001,5500,1,1,1,1,1945,76,2,1,5,4,4,125,4,1,1,1,94,2,1,10,3,30,30,60,2, , , ,0, ,1, ,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,23
550002,5500,2,1,1,1,1981,40,4,3,5,2,6,225,5,1,1,1,75,2,1,10,2,60,60,120,1,16,60,60,120,1,1,24,4,4,5,4.33,6,6,5,5,4,6,6,6,3,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,22
550003,5500,3,1,1,2,1983,38,4,3,5,2,7,275,5,1,1,1,31,2,1,10,2,30,30,60,1,12,10,20,30,1,1,24,6,6,5,5.67,6,6,6,5,5,5,5,5,4,4,4,4,2,1,2,2,2,1,1,1,2,1,4,3,2,3,2,3,3,2,1,1,28
560001,5600,1,1,1,1,1974,47,5,4,5,2,10,425,7,1,1,1,27,2,1,10,4,30,30,60,1,15,30,60,90,1,1,24,6,6,5,5.67,5,4,4,5,3,5,6,5,4,3,3,2,2,1,1,2,1,1,1,2,2,1,2,3,1,3,3,3,2,2,1,2,24
560002,5600,2,1,1,2,1977,44,4,3,5,2,1,0,1,2, ,0, ,2,1,10,5,60,60,120,1,15,30,30,60,1,1,24,6,6,6,6,5,4,4,4,4,6,6,6,5,5,5,5,2,2,1,2,1,1,1,2,2,1,2,2,1,3,3,3,2,2,2,2,22
570001,5700,1,1,1,1,1958,63,4,3,5,2,8,325,6,1,1,1,82,1,1,10,2,30,30,60,1,16,20,20,40,1,1,12,6,6,5,5.67,6,6,6,6,5,6,6,6,5,5,5,5,2,2,1,2,2,1,1,2,1,1,3,3,1,3,2,3,3,2,2,1,27
570002,5700,2,1,1,2,1958,63,4,3,5,2,5,175,4,1,1,1,52,1,1,10,2,30,30,60,2, , , ,0, ,1, ,6,6,5,5.67,6,6,6,5,5,5,5,5,4,4,5,5,2,2,1,2,2,1,1,2,1,2,4,3,1,2,3,3,2,2,1,1,26
580001,5800,1,1,1,1,1944,77,3,2,5,2,9,375,6,1,3,3,44,2,2, , , , ,0,2, , , ,0, ,1, ,5,4,4,4.33,4,4,5,5,5,5,5,4,4,2,2,2,1,1,2,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,22
580002,5800,2,1,1,2,1948,73,3,2,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,1,12,30,30,60,2,1, ,5,4,4,4.33,5,4,4,5,5,5,5,4,3,2,2,2,1,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,1,24
590001,5900,1,1,1,1,1975,46,4,3,5,1,8,325,6,1,1,1,85,2,1,10,5,30,30,60,2, , , ,0, ,1, ,5,5,5,5,4,4,3,5,4,6,6,6,2,2,4,3,2,3,3,3,2,2,2,3,3,2,2,2,1,3,2,3,2,2,2,2,23
600002,6000,2,1,1,2,1962,59,3,2,5,2,5,175,4,1,1,1,44,2,2, , , , ,0,1,12,30,30,60,1,1, ,5,5,4,4.67,6,5,6,6,5,6,6,6,3,2,3,3,1,1,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,21
600004,6000,4,0,1,1,1992,29,5,4,5,1,7,275,5,1,1,1,31,2,1,1,6,120,150,270,1,15,30,60,90,1,1,24,6,6,5,5.67,5,5,5,4,4,6,6,6,3,4,4,4,2,3,3,3,3,3,1,2,2,3,3,3,1,2,1,3,3,3,2,2,25
600005,6000,5,1,1,1,1996,25,5,4,5,1,1,0,1,2, ,0, ,2,1,1,1,90,90,180,1,15,30,60,90,1,1,10,6,6,6,6,5,4,6,6,5,6,6,5,5,4,5,5,2,2,3,3,3,3,2,2,2,2,3,3,1,2,1,3,3,2,2,2,26
610001,6100,1,1,1,2,1991,30,5,4,5,1,8,325,6,1,1,1,31,2,1,1,6,60,60,120,1,15,30,30,60,1,1,24,6,6,6,6,5,5,6,6,5,6,6,5,5,4,5,5,2,2,2,3,3,3,2,2,3,2,3,3,1,1,1,3,3,2,2,2,25
620001,6200,1,1,1,2,1983,38,5,4,5,1,8,325,6,1,1,1,31,2,1,1,5,60,60,120,1,15,30,30,60,1,1,36,6,6,6,6,5,4,6,6,6,6,6,5,5,5,4,4,2,3,3,3,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,2,24
630001,6300,1,1,1,1,1978,43,5,4,5,2,10,425,7,1,1,1,31,2,1,10,5,30,30,60,1,12,20,20,40,1,1,3,6,6,6,6,5,5,5,6,5,5,5,4,4,2,2,2,3,2,2,1,3,1,3,2,2,2,3,3,3,3,3,3,2,2,3,3,20
630002,6300,2,1,1,2,1980,41,4,3,5,2,5,175,4,1,1,1,31,2,1,10,6,30,30,60,1,12,10,10,20,1,1,60,5,4,4,4.33,5,6,6,4,4,5,5,5,4,4,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,22
640001,6400,1,1,1,2,1963,58,4,3,5,2,8,325,6,1,1,1,94,2,1,10,5,25,25,50,2, , , ,0, ,1, ,5,5,4,4.67,4,4,5,5,5,4,4,4,3,3,4,4,2,2,2,3,3,2,3,1,2,2,3,3,3,3,3,2,2,1,2,2,22
650002,6500,2,1,1,2,1940,81,2,1,5,2,1,0,1,2, ,0, ,2,1,10,3,30,30,60,2, , , ,0, ,1, ,5,4,4,4.33,5,5,5,4,4,5,5,6,2,2,2,2,3,3,1,2,1,3,3,2,2,2,2,2,1,2,1,3,3,3,2,2,23
660001,6600,1,1,1,1,1962,59,4,3,5,2,11,475,7,1,2,2,71,2,1,10,1,120,240,360,2, , , ,0, ,2, ,6,5,5,5.33,4,4,5,5,4,5,4,4,2,1,1,3,2,1,2,3,1,1,2,2,1,2,3,3,1,4,2,4,3,4,2,2,26
660002,6600,2,1,1,2,1965,56,5,4,5,2,8,325,6,1,1,1,24,2,1,10,5,30,30,60,1,12,30,30,60,1,1,120,5,6,7,6,6,5,5,4,5,5,4,6,2,3,2,3,1,2,2,1,1,1,1,1,1,1,4,4,1,4,2,4,3,4,2,1,29
660004,6600,4,1,1,1,1993,28,5,4,5,1,7,275,5,1,1,1,81,2,1,10,3,30,30,60,1,1,30,30,60,1,1,120,5,5,5,5,5,6,5,5,4,5,6,5,3,2,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,3,2,4,4,3,2,1,28
670001,6700,1,1,1,1,1966,55,5,4,5,2,8,325,6,1,1,1,43,1,1,10,1,90,90,180,1,12,30,30,60,1,1,120,5,5,4,4.67,5,5,4,5,5,6,5,5,1,1,1,1,3,2,1,2,2,2,3,2,2,2,4,3,1,2,2,2,3,3,3,2,23
670002,6700,2,1,1,2,1968,53,5,4,5,2,1,0,1,2, ,0, ,1,1,10,1,90,120,210,1,1,60,90,150,1,1, ,5,5,5,5,4,5,5,5,5,5,6,6,3,1,2,2,1,1,1,1,1,2,1,1,1,1,4,4,1,2,1,4,4,3,1,1,31
680002,6800,2,1,1,2,1937,84,4,3,5,2,1,0,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,20
690001,6900,1,1,1,1,1966,55,6,5,5,2,10,425,7,1,1,1,26,1,1,4,1,60,60,120,1,12,90,150,240,2,1,60,6,6,6,6,6,5,5,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,1,4,1,4,4,4,1,1,31
690002,6900,2,1,1,2,1969,52,5,4,5,2,6,225,5,1,1,1,24,1,1,10,1,120,180,300,1,1,60,90,150,3,1,180,6,5,5,5.33,6,7,7,6,6,7,6,6,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,2,2,30
700001,7000,1,1,1,1,1959,62,5,4,5,2,10,425,7,1,1,1,51,1,1,10,3,60,90,150,1,12,20,30,50,3,2, ,5,4,6,5,5,5,6,6,6,6,6,5,3,1,1,1,3,3,3,2,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,17
700002,7000,2,1,1,2,1966,55,4,3,5,2,6,225,5,1,1,1,42,1,1,8,2,60,90,150,1,16,30,30,60,2,1,60,5,5,5,5,4,5,5,5,5,5,5,5,3,2,2,2,3,3,3,2,1,2,2,2,2,1,3,3,3,3,3,4,3,3,3,2,22
710001,7100,1,0,1,1,1967,54,5,4,5,2,10,425,7,1,1,1,22,1,1,10,1,120,150,270,1,12,30,60,90,1,1,120,5,5,4,4.67,5,5,5,4,5,6,5,5,3,2,2,2,3,2,1,2,2,2,2,1,1,1,4,3,3,3,3,4,4,4,3,3,22
710002,7100,2,0,1,2,1971,50,4,3,5,2,1,0,1,2, ,0, ,1,1,10,1,60,90,150,1,15,30,90,120,2,1,12,5,5,5,5,6,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,4,4,4,3,3,3,2,2,22
710003,7100,3,0,1,2,1997,24,5,4,1,1,1,0,1,2, ,0, ,1,1,10,1,90,180,270,1,15,90,150,240,1,1,120,6,6,5,5.67,7,6,6,6,5,6,5,5,2,2,2,2,1,1,1,1,2,1,1,1,1,1,3,3,1,4,1,4,4,4,2,2,28
710004,7100,4,0,1,2,1999,22,5,4,1,1,1,0,1,2, ,0, ,1,1,8,1,60,90,150,1,2,30,30,60,1,1,120,6,6,5,5.67,7,6,6,6,5,6,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,4,4,4,4,20
720002,7200,2,1,1,2,1983,38,5,4,5,2,1,0,1,2, ,0, ,1,1,10,1,150,180,330,1,15,90,150,240,4,1,180,5,5,5,5,5,5,5,6,6,5,5,4,1,1,1,1,3,4,3,2,3,2,2,1,2,2,3,3,3,2,3,3,3,3,2,2,21
730001,7300,1,1,1,1,1961,60,5,4,5,2,10,425,7,1,3,3,51,1,1,10,1,60,60,120,1,12,30,30,60,1,2, ,5,5,5,5,6,4,5,5,5,5,4,6,4,3,3,4,2,2,1,2,1,1,2,1,1,1,4,4,1,3,2,3,3,3,1,1,29
730002,7300,2,1,1,2,1965,56,5,4,5,2,7,275,5,1,1,1,44,1,1,10,1,60,60,120,1,12,30,30,60,1,1, ,5,5,5,5,5,4,5,6,5,5,5,5,3,4,3,3,3,2,2,3,2,1,1,1,2,2,3,3,2,2,2,3,3,4,2,2,22
