pid,av15
10320005,2.5 
10370002,2.5 
10430002,2.5 
10450003,2.5 
10650001,2.5 
10820001,2.5 
10850001,2.5 
10930005,2.5 
10940001,2.5 
10950002,2.5 
11000002,2.5 
11140001,2.5 
11190005,2.5 
11240002,2.5 
11260001,2.5 
11260002,2.5 
11260005,2.5 
11370002,2.5 
11400002,2.5 
11410003,2.5 
11440002,2.5 
11530002,2.5 
11600001,2.5 
11600006,2.5 
11630001,2.5 
11820002,2.5 
11850001,2.5 
11860001,2.5 
11960003,2.5 
12010002,2.5 
12010004,2.5 
12120001,2.5 
12130001,2.5 
12170003,2.5 
12180004,2.5 
12210001,2.5 
12260001,2.5 
12270001,2.5 
12350002,2.5 
12360001,2.5 
12510004,2.5 
12570004,2.5 
12580002,2.5 
12630005,2.5 
12730001,2.5 
13040002,2.5 
13160001,2.5 
13190001,2.5 
13460002,2.5 
13490003,2.5 
13560002,2.5 
13580001,2.5 
13600002,2.5 
13620004,2.5 
13640002,2.5 
13770001,2.5 
13780001,2.5 
13780004,2.5 
13790002,2.5 
13890002,2.5 
13980002,2.5 
14090001,2.5 
14410001,2.5 
14530002,2.5 
14620001,2.5 
14650001,2.5 
14650002,2.5 
14660001,2.5 
14700004,2.5 
14800002,2.5 
14820001,2.5 
14830003,2.5 
14840001,2.5 
14870001,2.5 
14870002,2.5 
14870004,2.5 
14880002,2.5 
14890002,2.5 
14900002,2.5 
14930002,2.5 
14950002,2.5 
15010001,2.5 
15120001,2.5 
15120003,2.5 
15140002,2.5 
15160001,2.5 
15180001,2.5 
15180002,2.5 
15200002,2.5 
15200003,2.5 
15260001,2.5 
15310001,2.5 
15350001,2.5 
15400001,2.5 
15410003,2.5 
15450001,2.5 
15570003,2.5 
15630102,2.5 
15660001,2.5 
15660002,2.5 
15670001,2.5 
15680001,2.5 
15770003,2.5 
15840001,2.5 
15880002,2.5 
16060001,2.5 
16100004,2.5 
16120001,2.5 
16170001,2.5 
16270001,2.5 
16270003,2.5 
16270004,2.5 
16350001,2.5 
16360001,2.5 
16360004,2.5 
16640001,2.5 
16640004,2.5 
16690001,2.5 
16700001,2.5 
16740001,2.5 
16780001,2.5 
16790003,2.5 
17040001,2.5 
17080003,2.5 
17440004,2.5 
17470001,2.5 
17580004,2.5 
17620001,2.5 
17630002,2.5 
17650001,2.5 
17710002,2.5 
17720002,2.5 
17720004,2.5 
17730004,2.5 
17880001,2.5 
17970003,2.5 
18530001,2.5 
18540003,2.5 
18680001,2.5 
18850001,2.5 
18850004,2.5 
18900002,2.5 
19070002,2.5 
19110004,2.5 
19120002,2.5 
19280001,2.5 
19310004,2.5 
19320002,2.5 
19720001,2.5 
19730002,2.5 
19810002,2.5 
19970003,2.5 
19990002,2.5 
20030001,2.5 
20120001,2.5 
20470001,2.5 
20540001,2.5 
20550001,2.5 
20620004,2.5 
20660003,2.5 
20840001,2.5 
20850002,2.5 
20930003,2.5 
20990001,2.5 
20990002,2.5 
21120004,2.5 
21160001,2.5 
21190001,2.5 
21230001,2.5 
21550003,2.5 
21590002,2.5 
21590003,2.5 
21650005,2.5 
21710002,2.5 
21750003,2.5 
21750004,2.5 
21800002,2.5 
21870003,2.5 
22020001,2.5 
22060001,2.5 
22060002,2.5 
22070003,2.5 
22100003,2.5 
22140002,2.5 
22150003,2.5 
22170002,2.5 
22180001,2.5 
22200002,2.5 
22230001,2.5 
22260002,2.5 
22290001,2.5 
22330001,2.5 
22360001,2.5 
22470003,2.5 
22560001,2.5 
22650001,2.5 
22780002,2.5 
22810001,2.5 
22840002,2.5 
22940001,2.5 
22950004,2.5 
23080001,2.5 
23290001,2.5 
23290002,2.5 
23320001,2.5 
23320002,2.5 
23380002,2.5 
23490001,2.5 
23550002,2.5 
23570002,2.5 
23580001,2.5 
23660002,2.5 
23830001,2.5 
23850001,2.5 
23860002,2.5 
23880001,2.5 
23890001,2.5 
23930003,2.5 
23930005,2.5 
23970003,2.5 
23990001,2.5 
24100002,2.5 
24210004,2.5 
24220001,2.5 
24280002,2.5 
24300001,2.5 
24590001,2.5 
24630001,2.5 
24650003,2.5 
24710002,2.5 
24740001,2.5 
24740002,2.5 
24780002,2.5 
24810002,2.5 
24820001,2.5 
24880001,2.5 
24880004,2.5 
24890003,2.5 
24910001,2.5 
25060002,2.5 
25070001,2.5 
25070002,2.5 
25070004,2.5 
25200001,2.5 
25220002,2.5 
25270003,2.5 
25280003,2.5 
25290001,2.5 
25370001,2.5 
25370002,2.5 
25500001,2.5 
25610002,2.5 
25610003,2.5 
25610004,2.5 
25680002,2.5 
25740001,2.5 
25740002,2.5 
25770001,2.5 
25850001,2.5 
25940001,2.5 
26010001,2.5 
26080001,2.5 
26080002,2.5 
26160001,2.5 
26160002,2.5 
26240002,2.5 
26250002,2.5 
26360003,2.5 
26500002,2.5 
26500003,2.5 
26530002,2.5 
26550004,2.5 
26720002,2.5 
26770001,2.5 
26820001,2.5 
26830001,2.5 
26910001,2.5 
26950002,2.5 
27010002,2.5 
27090002,2.5 
27110003,2.5 
27170001,2.5 
27180001,2.5 
27190002,2.5 
27230001,2.5 
27240001,2.5 
27250001,2.5 
27300005,2.5 
27320001,2.5 
27320002,2.5 
27360002,2.5 
27370001,2.5 
27370002,2.5 
27520001,2.5 
27520002,2.5 
27540001,2.5 
27630001,2.5 
27660003,2.5 
27670005,2.5 
27690001,2.5 
27790001,2.5 
27880001,2.5 
27880003,2.5 
28330004,2.5 
28340002,2.5 
28370001,2.5 
28370002,2.5 
28540001,2.5 
28600004,2.5 
28630006,2.5 
28710003,2.5 
28720001,2.5 
28840002,2.5 
28900002,2.5 
28920001,2.5 
28930002,2.5 
29100002,2.5 
29100003,2.5 
29100004,2.5 
29270003,2.5 
29300001,2.5 
29330001,2.5 
29380002,2.5 
29420001,2.5 
29450001,2.5 
29550001,2.5 
29670001,2.5 
29780001,2.5 
29800001,2.5 
29800002,2.5 
29960001,2.5 
30150001,2.5 
30240102,2.5 
40020002,2.5 
40040001,2.5 
40040002,2.5 
40050002,2.5 
40120001,2.5 
40120002,2.5 
40170002,2.5 
40200002,2.5 
40210001,2.5 
40220001,2.5 
40220002,2.5 
40220003,2.5 
40240002,2.5 
40260002,2.5 
40290001,2.5 
40290002,2.5 
40300002,2.5 
40320001,2.5 
40340002,2.5 
40350002,2.5 
40360001,2.5 
40370001,2.5 
40400002,2.5 
40420001,2.5 
40430002,2.5 
40440003,2.5 
40450003,2.5 
40500002,2.5 
40610004,2.5 
40710001,2.5 
50600001,2.5 
50630001,2.5 
50950001,2.5 
50970003,2.5 
51010001,2.5 
51020002,2.5 
51040001,2.5 
51040003,2.5 
51090002,2.5 
51100001,2.5 
51100002,2.5 
51600002,2.5 
51680001,2.5 
51720002,2.5 
51750001,2.5 
51820002,2.5 
51830001,2.5 
51870002,2.5 
51900002,2.5 
51910001,2.5 
51930002,2.5 
51940001,2.5 
51950001,2.5 
51980003,2.5 
52000001,2.5 
52180001,2.5 
52320001,2.5 
52360001,2.5 
52450001,2.5 
52470001,2.5 
52470002,2.5 
52500002,2.5 
52520001,2.5 
52520003,2.5 
52650001,2.5 
52670001,2.5 
52690003,2.5 
52810002,2.5 
52910001,2.5 
52920002,2.5 
52940001,2.5 
52940002,2.5 
52980002,2.5 
53180001,2.5 
53190002,2.5 
53200001,2.5 
53220001,2.5 
53220002,2.5 
53230002,2.5 
53260002,2.5 
53270001,2.5 
53280001,2.5 
53280002,2.5 
53330002,2.5 
53360001,2.5 
53370001,2.5 
53410001,2.5 
53410002,2.5 
53480001,2.5 
53630002,2.5 
53740002,2.5 
53850001,2.5 
53860003,2.5 
53890001,2.5 
53980001,2.5 
54020003,2.5 
54020004,2.5 
54020005,2.5 
54100001,2.5 
54130001,2.5 
54290002,2.5 
54310002,2.5 
54330006,2.5 
54470001,2.5 
54530001,2.5 
54540001,2.5 
54600003,2.5 
54640001,2.5 
54650001,2.5 
54710002,2.5 
54820002,2.5 
54840001,2.5 
54910001,2.5 
54960003,2.5 
54970001,2.5 
55000002,2.5 
55060002,2.5 
55330001,2.5 
55410001,2.5 
55430001,2.5 
55430002,2.5 
55490001,2.5 
55490002,2.5 
55580001,2.5 
55580002,2.5 
55600003,2.5 
55630001,2.5 
55760004,2.5 
55860004,2.5 
55910004,2.5 
56020001,2.5 
56020003,2.5 
56130001,2.5 
56180002,2.5 
56250001,2.5 
56250002,2.5 
56250003,2.5 
56320001,2.5 
56430002,2.5 
56430003,2.5 
56450001,2.5 
56570001,2.5 
56590003,2.5 
56610002,2.5 
56650002,2.5 
56790001,2.5 
56800001,2.5 
56870001,2.5 
56940001,2.5 
57010002,2.5 
57030001,2.5 
57070002,2.5 
57090003,2.5 
57210001,2.5 
57220002,2.5 
57250003,2.5 
57350002,2.5 
57620001,2.5 
57810002,2.5 
57870002,2.5 
57890003,2.5 
57900002,2.5 
57960002,2.5 
57990002,2.5 
58720001,2.5 
58730002,2.5 
58730004,2.5 
58810002,2.5 
59110001,2.5 
59190002,2.5 
59300001,2.5 
59300002,2.5 
59440001,2.5 
59460002,2.5 
59460003,2.5 
59500001,2.5 
59500002,2.5 
59530001,2.5 
59560001,2.5 
59560004,2.5 
59600003,2.5 
59870004,2.5 
60060001,2.5 
60070001,2.5 
60130002,2.5 
60180001,2.5 
60180003,2.5 
60200002,2.5 
60230004,2.5 
60250002,2.5 
60310001,2.5 
60410002,2.5 
60410101,2.5 
60420001,2.5 
60460001,2.5 
60480001,2.5 
60500002,2.5 
60610004,2.5 
60650001,2.5 
60660002,2.5 
60680001,2.5 
60720001,2.5 
60720002,2.5 
61050002,2.5 
61060001,2.5 
61130002,2.5 
61190001,2.5 
61200001,2.5 
61250001,2.5 
61260002,2.5 
61270002,2.5 
61300002,2.5 
61470002,2.5 
61710002,2.5 
61770002,2.5 
61800001,2.5 
61800003,2.5 
61930003,2.5 
62130001,2.5 
62610002,2.5 
62630004,2.5 
62670001,2.5 
63570003,2.5 
63600001,2.5 
63910003,2.5 
63990002,2.5 
63990005,2.5 
64230001,2.5 
64240002,2.5 
64300001,2.5 
64370004,2.5 
64420002,2.5 
64450002,2.5 
64460001,2.5 
64480002,2.5 
64500001,2.5 
64630004,2.5 
64660004,2.5 
64670001,2.5 
64670003,2.5 
64690002,2.5 
64690004,2.5 
64700004,2.5 
64720001,2.5 
64830002,2.5 
64880002,2.5 
64910001,2.5 
65000002,2.5 
65040001,2.5 
65090003,2.5 
65100001,2.5 
65110001,2.5 
65220002,2.5 
65260004,2.5 
65400001,2.5 
65440003,2.5 
65470002,2.5 
65500002,2.5 
65520001,2.5 
65530002,2.5 
65540002,2.5 
65550002,2.5 
65590001,2.5 
65590102,2.5 
65670001,2.5 
65690003,2.5 
65710002,2.5 
65730001,2.5 
65740001,2.5 
66450001,2.5 
66470002,2.5 
66520003,2.5 
66560002,2.5 
66630004,2.5 
66680001,2.5 
66720004,2.5 
66950002,2.5 
67010001,2.5 
67020002,2.5 
67290001,2.5 
67310002,2.5 
67390002,2.5 
67540002,2.5 
67810001,2.5 
68030001,2.5 
68060001,2.5 
68070001,2.5 
68080001,2.5 
68130001,2.5 
68160002,2.5 
68240001,2.5 
68280001,2.5 
68430001,2.5 
68640004,2.5 
68810001,2.5 
69060001,2.5 
69060003,2.5 
69060004,2.5 
69080001,2.5 
69090001,2.5 
69150002,2.5 
69180001,2.5 
69180002,2.5 
69260002,2.5 
69260003,2.5 
69410004,2.5 
69450001,2.5 
69450003,2.5 
69480001,2.5 
69690001,2.5 
69740001,2.5 
69750003,2.5 
69750004,2.5 
69750005,2.5 
69760001,2.5 
69760002,2.5 
69790001,2.5 
69790003,2.5 
69890002,2.5 
69930001,2.5 
69930002,2.5 
69930003,2.5 
69940002,2.5 
69980004,2.5 
69990002,2.5 
70000002,2.5 
70030003,2.5 
70340003,2.5 
70620005,2.5 
71020001,2.5 
71030003,2.5 
71040002,2.5 
71050002,2.5 
71100002,2.5 
71110001,2.5 
71160002,2.5 
71260001,2.5 
71260002,2.5 
71270001,2.5 
71330001,2.5 
71460002,2.5 
71460003,2.5 
71550003,2.5 
71640003,2.5 
71660002,2.5 
60001,2.6 
100001,2.6 
260001,2.6 
290003,2.6 
300004,2.6 
310004,2.6 
320001,2.6 
320002,2.6 
380001,2.6 
440002,2.6 
470002,2.6 
470003,2.6 
490001,2.6 
510001,2.6 
520002,2.6 
530003,2.6 
530004,2.6 
540001,2.6 
550001,2.6 
580001,2.6 
590001,2.6 
610001,2.6 
640001,2.6 
640002,2.6 
650001,2.6 
650002,2.6 
700001,2.6 
710001,2.6 
720001,2.6 
750004,2.6 
760001,2.6 
810002,2.6 
810003,2.6 
940001,2.6 
940003,2.6 
960002,2.6 
980002,2.6 
980003,2.6 
990003,2.6 
1000001,2.6 
1020003,2.6 
1040002,2.6 
1040004,2.6 
1200005,2.6 
1530002,2.6 
1600001,2.6 
1630001,2.6 
1870002,2.6 
1990004,2.6 
2040001,2.6 
2080001,2.6 
2120002,2.6 
2200002,2.6 
2230001,2.6 
2250003,2.6 
2280002,2.6 
2300002,2.6 
2310004,2.6 
2320002,2.6 
2330001,2.6 
2410001,2.6 
2690003,2.6 
2730001,2.6 
2810001,2.6 
2890002,2.6 
3080002,2.6 
3110002,2.6 
3130001,2.6 
3160002,2.6 
3180001,2.6 
3190002,2.6 
3210001,2.6 
3530002,2.6 
3580002,2.6 
3720002,2.6 
3730001,2.6 
3740002,2.6 
3760002,2.6 
3760003,2.6 
3770004,2.6 
3780002,2.6 
3780003,2.6 
4190001,2.6 
4380001,2.6 
4390002,2.6 
4410001,2.6 
4440001,2.6 
4440003,2.6 
4460002,2.6 
4470001,2.6 
4470002,2.6 
4480002,2.6 
4530001,2.6 
4800002,2.6 
4830003,2.6 
4920002,2.6 
4940002,2.6 
4990002,2.6 
5330004,2.6 
5350004,2.6 
5360002,2.6 
5460003,2.6 
5510001,2.6 
5530003,2.6 
5710003,2.6 
5770001,2.6 
5870001,2.6 
5890004,2.6 
5910002,2.6 
5960001,2.6 
5960003,2.6 
6010001,2.6 
6040004,2.6 
6070001,2.6 
6090001,2.6 
6230005,2.6 
6260004,2.6 
6270001,2.6 
6270002,2.6 
6290002,2.6 
6310001,2.6 
6360002,2.6 
6400002,2.6 
6420001,2.6 
6480004,2.6 
6660001,2.6 
6710001,2.6 
6730002,2.6 
6900002,2.6 
6930002,2.6 
7040002,2.6 
7100001,2.6 
7110001,2.6 
7290001,2.6 
7350002,2.6 
7480002,2.6 
7530003,2.6 
7540004,2.6 
7840002,2.6 
7870001,2.6 
7870002,2.6 
7890002,2.6 
7910001,2.6 
7910002,2.6 
7920001,2.6 
7920002,2.6 
7930002,2.6 
7970001,2.6 
7980002,2.6 
8270002,2.6 
8290003,2.6 
8300002,2.6 
8330001,2.6 
8410002,2.6 
8420001,2.6 
8450002,2.6 
8470002,2.6 
8500003,2.6 
8560001,2.6 
8580002,2.6 
8580003,2.6 
8580004,2.6 
8590001,2.6 
8590004,2.6 
8600002,2.6 
8640002,2.6 
8890001,2.6 
8890003,2.6 
8900003,2.6 
8900004,2.6 
8900005,2.6 
9040001,2.6 
9070002,2.6 
9070003,2.6 
9070004,2.6 
9120001,2.6 
9270002,2.6 
9440002,2.6 
9460001,2.6 
9490001,2.6 
9500001,2.6 
9520003,2.6 
9540001,2.6 
9540002,2.6 
9560004,2.6 
9620003,2.6 
9650003,2.6 
9780002,2.6 
9790001,2.6 
9840003,2.6 
9910001,2.6 
9910003,2.6 
10020002,2.6 
10100001,2.6 
10180002,2.6 
10220001,2.6 
10360001,2.6 
10410102,2.6 
10450002,2.6 
10660002,2.6 
10710001,2.6 
10790003,2.6 
10910003,2.6 
10970002,2.6 
11010002,2.6 
11040001,2.6 
11060002,2.6 
11060101,2.6 
11140002,2.6 
11160001,2.6 
11360002,2.6 
11360003,2.6 
11380002,2.6 
11410004,2.6 
11680002,2.6 
11690003,2.6 
11700001,2.6 
11710002,2.6 
11840001,2.6 
11910001,2.6 
11910004,2.6 
12090001,2.6 
12110002,2.6 
12170001,2.6 
12400002,2.6 
12450002,2.6 
12460001,2.6 
12460002,2.6 
12460004,2.6 
12470001,2.6 
12480003,2.6 
12500001,2.6 
12500002,2.6 
12500003,2.6 
12500004,2.6 
12630002,2.6 
12790002,2.6 
12820002,2.6 
12910001,2.6 
13110001,2.6 
13170002,2.6 
13340001,2.6 
13340002,2.6 
13410002,2.6 
13440001,2.6 
13440002,2.6 
13450001,2.6 
13450002,2.6 
13520002,2.6 
13530002,2.6 
13540002,2.6 
13590003,2.6 
13630001,2.6 
13630002,2.6 
13720002,2.6 
13740001,2.6 
13750001,2.6 
13760003,2.6 
13790001,2.6 
13790003,2.6 
13830003,2.6 
13870002,2.6 
13950002,2.6 
13950004,2.6 
13980003,2.6 
14070001,2.6 
14170001,2.6 
14260002,2.6 
14260003,2.6 
14300001,2.6 
14310002,2.6 
14470002,2.6 
14490002,2.6 
14550002,2.6 
14740001,2.6 
14790001,2.6 
14790002,2.6 
14860003,2.6 
14870003,2.6 
14920002,2.6 
14930001,2.6 
14950003,2.6 
15140001,2.6 
15140003,2.6 
15150003,2.6 
15160002,2.6 
15190001,2.6 
15230003,2.6 
15250001,2.6 
15330001,2.6 
15340002,2.6 
15390002,2.6 
15450002,2.6 
15500002,2.6 
15650002,2.6 
15750102,2.6 
15750103,2.6 
15860002,2.6 
15980001,2.6 
16280001,2.6 
16340003,2.6 
16400002,2.6 
16610002,2.6 
16640002,2.6 
16760003,2.6 
16800002,2.6 
16950001,2.6 
17030002,2.6 
17070001,2.6 
17090001,2.6 
17100001,2.6 
17220006,2.6 
17390002,2.6 
17400002,2.6 
17420001,2.6 
17430001,2.6 
17440003,2.6 
17450002,2.6 
17450003,2.6 
17560002,2.6 
17570003,2.6 
17620002,2.6 
17620003,2.6 
17840002,2.6 
17900001,2.6 
17900101,2.6 
17920001,2.6 
18000001,2.6 
18030001,2.6 
18040002,2.6 
18060001,2.6 
18110002,2.6 
18160002,2.6 
18380002,2.6 
18750002,2.6 
18860002,2.6 
18870002,2.6 
19040003,2.6 
19050001,2.6 
19070001,2.6 
19080001,2.6 
19270002,2.6 
19280002,2.6 
19290001,2.6 
19320001,2.6 
19450001,2.6 
19630003,2.6 
19770004,2.6 
19780001,2.6 
19790003,2.6 
20000001,2.6 
20100002,2.6 
20140002,2.6 
20440001,2.6 
20440002,2.6 
20490003,2.6 
20490004,2.6 
20500001,2.6 
20520101,2.6 
20530003,2.6 
20530004,2.6 
20540006,2.6 
20570003,2.6 
20590002,2.6 
20590004,2.6 
20600002,2.6 
20600003,2.6 
20610002,2.6 
20670001,2.6 
20680001,2.6 
20680002,2.6 
20680003,2.6 
20690002,2.6 
20850001,2.6 
20890002,2.6 
20960001,2.6 
21050001,2.6 
21070002,2.6 
21070003,2.6 
21100002,2.6 
21120002,2.6 
21130001,2.6 
21170003,2.6 
21250001,2.6 
21450002,2.6 
21550002,2.6 
21660001,2.6 
21670003,2.6 
21680002,2.6 
21690002,2.6 
21730002,2.6 
21740001,2.6 
21750001,2.6 
21830002,2.6 
21870001,2.6 
21950002,2.6 
22010002,2.6 
22130001,2.6 
22130002,2.6 
22140003,2.6 
22250003,2.6 
22390001,2.6 
22390004,2.6 
22580002,2.6 
22600002,2.6 
22650002,2.6 
22730002,2.6 
22740001,2.6 
22790002,2.6 
22880001,2.6 
22880002,2.6 
22950002,2.6 
22980002,2.6 
23020004,2.6 
23050002,2.6 
23080003,2.6 
23110001,2.6 
23150001,2.6 
23160001,2.6 
23280002,2.6 
23310003,2.6 
23330003,2.6 
23340001,2.6 
23500003,2.6 
23520001,2.6 
23550001,2.6 
23580101,2.6 
23650001,2.6 
23800001,2.6 
23840002,2.6 
23860101,2.6 
23940001,2.6 
23940002,2.6 
24030001,2.6 
24130001,2.6 
24130002,2.6 
24150001,2.6 
24200001,2.6 
24230001,2.6 
24230002,2.6 
24300003,2.6 
24500001,2.6 
24510001,2.6 
24540001,2.6 
24600002,2.6 
24690001,2.6 
24690002,2.6 
24710001,2.6 
24770002,2.6 
24860003,2.6 
24890001,2.6 
24950001,2.6 
24970001,2.6 
25010001,2.6 
25010002,2.6 
25040001,2.6 
25040002,2.6 
25060001,2.6 
25150003,2.6 
25220003,2.6 
25260004,2.6 
25310004,2.6 
25320002,2.6 
25330001,2.6 
25340001,2.6 
25340002,2.6 
25420001,2.6 
25420003,2.6 
25460001,2.6 
25480001,2.6 
25480002,2.6 
25490002,2.6 
25640003,2.6 
25660003,2.6 
25690001,2.6 
25900001,2.6 
25900002,2.6 
25990001,2.6 
26040002,2.6 
26060001,2.6 
26130002,2.6 
26190001,2.6 
26230003,2.6 
26290005,2.6 
26320001,2.6 
26340002,2.6 
26360002,2.6 
26400001,2.6 
26430001,2.6 
26470001,2.6 
26480002,2.6 
26500001,2.6 
26530003,2.6 
26550002,2.6 
26780002,2.6 
26830003,2.6 
27120003,2.6 
27150003,2.6 
27230002,2.6 
27330002,2.6 
27350002,2.6 
27410001,2.6 
27570003,2.6 
27600004,2.6 
27610001,2.6 
27700001,2.6 
27750002,2.6 
27840002,2.6 
27860001,2.6 
27870001,2.6 
27930001,2.6 
28280002,2.6 
28300003,2.6 
28340003,2.6 
28580003,2.6 
28710004,2.6 
29020001,2.6 
29110002,2.6 
29330002,2.6 
29350002,2.6 
29460002,2.6 
29660001,2.6 
29740002,2.6 
29870002,2.6 
29940002,2.6 
30010004,2.6 
30090001,2.6 
30140002,2.6 
30210002,2.6 
40060001,2.6 
40110001,2.6 
40130001,2.6 
40140002,2.6 
40160001,2.6 
40170001,2.6 
40200003,2.6 
40260001,2.6 
40260003,2.6 
40320002,2.6 
40370002,2.6 
40390001,2.6 
40410001,2.6 
40430001,2.6 
40490001,2.6 
40510002,2.6 
40550001,2.6 
40550002,2.6 
40630001,2.6 
50100001,2.6 
50490005,2.6 
50530002,2.6 
50530003,2.6 
50820001,2.6 
50940001,2.6 
50950002,2.6 
50970005,2.6 
51020001,2.6 
51020004,2.6 
51060001,2.6 
51070002,2.6 
51070003,2.6 
51080002,2.6 
51080003,2.6 
51090001,2.6 
51230005,2.6 
51310001,2.6 
51380002,2.6 
51730002,2.6 
51840001,2.6 
51870003,2.6 
51910002,2.6 
51920001,2.6 
51930001,2.6 
51950002,2.6 
51960001,2.6 
51960002,2.6 
51980002,2.6 
51990001,2.6 
52000002,2.6 
52140001,2.6 
52330001,2.6 
52340001,2.6 
52360002,2.6 
52400001,2.6 
52410001,2.6 
52420001,2.6 
52440003,2.6 
52490004,2.6 
52510003,2.6 
52510005,2.6 
52520002,2.6 
52560001,2.6 
52580001,2.6 
52590002,2.6 
52620001,2.6 
52630001,2.6 
52700002,2.6 
52840001,2.6 
52870001,2.6 
52900002,2.6 
52920001,2.6 
52930001,2.6 
52980001,2.6 
52990002,2.6 
53000002,2.6 
53090001,2.6 
53130002,2.6 
53160001,2.6 
53180002,2.6 
53180003,2.6 
53200004,2.6 
53270002,2.6 
53300002,2.6 
53410003,2.6 
53480002,2.6 
53500002,2.6 
53500005,2.6 
53590001,2.6 
53840002,2.6 
53910001,2.6 
54060003,2.6 
54230002,2.6 
54240001,2.6 
54260005,2.6 
54480001,2.6 
54550001,2.6 
54570002,2.6 
54590002,2.6 
54670001,2.6 
54720002,2.6 
54810002,2.6 
54830001,2.6 
54830002,2.6 
55100001,2.6 
55100004,2.6 
55120002,2.6 
55160002,2.6 
55270002,2.6 
55270004,2.6 
55400001,2.6 
55400002,2.6 
55580003,2.6 
55600001,2.6 
55660001,2.6 
55690004,2.6 
55910002,2.6 
55930002,2.6 
56080002,2.6 
56120001,2.6 
56140002,2.6 
56190003,2.6 
56220001,2.6 
56220002,2.6 
56370002,2.6 
56370003,2.6 
56390004,2.6 
56440005,2.6 
56540002,2.6 
56550003,2.6 
56660002,2.6 
56670002,2.6 
56690002,2.6 
56700003,2.6 
56720004,2.6 
56810001,2.6 
56830001,2.6 
56850001,2.6 
56860001,2.6 
56880001,2.6 
56990001,2.6 
57090002,2.6 
57110003,2.6 
57220001,2.6 
57270002,2.6 
57280002,2.6 
57300001,2.6 
57770001,2.6 
57810001,2.6 
57840001,2.6 
57850001,2.6 
57860002,2.6 
57890002,2.6 
57900003,2.6 
57930003,2.6 
57960001,2.6 
58010002,2.6 
58190001,2.6 
58220004,2.6 
58550002,2.6 
58580002,2.6 
58690003,2.6 
58750001,2.6 
58760001,2.6 
58760002,2.6 
58770002,2.6 
59140002,2.6 
59150003,2.6 
59180003,2.6 
59220003,2.6 
59230003,2.6 
59240001,2.6 
59250003,2.6 
59250004,2.6 
59280001,2.6 
59420002,2.6 
59430001,2.6 
59470001,2.6 
59610001,2.6 
60040001,2.6 
60110202,2.6 
60130001,2.6 
60200001,2.6 
60210002,2.6 
60300001,2.6 
60310002,2.6 
60330001,2.6 
60350001,2.6 
60350002,2.6 
60400001,2.6 
60440001,2.6 
60520003,2.6 
60710001,2.6 
60760002,2.6 
60830003,2.6 
61110001,2.6 
61110002,2.6 
61240002,2.6 
61520002,2.6 
61720002,2.6 
61740001,2.6 
61750002,2.6 
61770001,2.6 
61930001,2.6 
62030001,2.6 
62030002,2.6 
62250003,2.6 
62410002,2.6 
62440001,2.6 
62470002,2.6 
62520002,2.6 
62570002,2.6 
62680004,2.6 
62700001,2.6 
62940002,2.6 
63390002,2.6 
63430002,2.6 
63450002,2.6 
63500001,2.6 
63530001,2.6 
63540001,2.6 
63570001,2.6 
63590001,2.6 
63590002,2.6 
63940001,2.6 
64030001,2.6 
64230002,2.6 
64230003,2.6 
64240001,2.6 
64250002,2.6 
64260001,2.6 
64300002,2.6 
64330001,2.6 
64460002,2.6 
64490001,2.6 
64490002,2.6 
64580003,2.6 
64630003,2.6 
64650001,2.6 
64650002,2.6 
64660002,2.6 
64660005,2.6 
64670002,2.6 
64670004,2.6 
64680001,2.6 
64700001,2.6 
64720002,2.6 
64770002,2.6 
64960002,2.6 
65000005,2.6 
65010001,2.6 
65030002,2.6 
65060001,2.6 
65070001,2.6 
65080002,2.6 
65090001,2.6 
65100004,2.6 
65130003,2.6 
65350001,2.6 
65420004,2.6 
65440001,2.6 
65450001,2.6 
65470001,2.6 
65550001,2.6 
65560002,2.6 
65570003,2.6 
65580002,2.6 
65590004,2.6 
65630001,2.6 
65630002,2.6 
65660001,2.6 
65670002,2.6 
65720002,2.6 
65750001,2.6 
65760002,2.6 
65970002,2.6 
66000001,2.6 
66100001,2.6 
66310002,2.6 
66340004,2.6 
66340006,2.6 
66360001,2.6 
66390002,2.6 
66400001,2.6 
66420003,2.6 
66430001,2.6 
66480002,2.6 
66510002,2.6 
66520001,2.6 
66520002,2.6 
66550001,2.6 
66580002,2.6 
66620003,2.6 
66640002,2.6 
66750001,2.6 
66760002,2.6 
67020001,2.6 
67140001,2.6 
67170001,2.6 
67210001,2.6 
67220002,2.6 
67220004,2.6 
67280001,2.6 
67320001,2.6 
67450001,2.6 
67560001,2.6 
67980001,2.6 
68010002,2.6 
68100002,2.6 
68330002,2.6 
68420001,2.6 
68500002,2.6 
68710001,2.6 
68980005,2.6 
69080004,2.6 
69370001,2.6 
69440003,2.6 
69450004,2.6 
69470101,2.6 
69750002,2.6 
69770001,2.6 
69940001,2.6 
69990001,2.6 
70000001,2.6 
70040001,2.6 
70050002,2.6 
70150003,2.6 
70310002,2.6 
70330002,2.6 
71040001,2.6 
71040004,2.6 
71060004,2.6 
71090001,2.6 
71110002,2.6 
71160001,2.6 
71220002,2.6 
71230002,2.6 
71270002,2.6 
71370004,2.6 
71530002,2.6 
71540001,2.6 
71550004,2.6 
71560002,2.6 
71660001,2.6 
110003,2.7 
130001,2.7 
240001,2.7 
240002,2.7 
260002,2.7 
290002,2.7 
310003,2.7 
350001,2.7 
360002,2.7 
