pid,av15
19300004,2.3 
19430001,2.3 
19630002,2.3 
19670001,2.3 
19710004,2.3 
19720002,2.3 
20000002,2.3 
20470002,2.3 
20500002,2.3 
20530002,2.3 
20540003,2.3 
20550002,2.3 
20580001,2.3 
20580002,2.3 
20620002,2.3 
20660002,2.3 
20700001,2.3 
20720001,2.3 
21060002,2.3 
21530004,2.3 
21650002,2.3 
21690001,2.3 
21770002,2.3 
22120001,2.3 
22120002,2.3 
22170001,2.3 
22180002,2.3 
22220002,2.3 
22870001,2.3 
22870101,2.3 
22870102,2.3 
22950003,2.3 
23170004,2.3 
23300001,2.3 
23300002,2.3 
23330002,2.3 
23330004,2.3 
23340002,2.3 
23610004,2.3 
23630001,2.3 
23660001,2.3 
23860102,2.3 
23910001,2.3 
23930001,2.3 
23930002,2.3 
24020001,2.3 
24160001,2.3 
24630002,2.3 
24770001,2.3 
24950002,2.3 
25010004,2.3 
25220001,2.3 
25260002,2.3 
25400002,2.3 
25440002,2.3 
25630002,2.3 
25680003,2.3 
25770002,2.3 
26150002,2.3 
26180001,2.3 
26380001,2.3 
26420002,2.3 
26530001,2.3 
26930001,2.3 
27100002,2.3 
27100004,2.3 
27120004,2.3 
27220003,2.3 
27600001,2.3 
27900002,2.3 
27940004,2.3 
28680001,2.3 
28710002,2.3 
28960002,2.3 
28990001,2.3 
28990004,2.3 
29360001,2.3 
29430002,2.3 
29430003,2.3 
29690002,2.3 
29780002,2.3 
30080001,2.3 
40190003,2.3 
40230002,2.3 
40280001,2.3 
40440001,2.3 
40450001,2.3 
40520001,2.3 
40540002,2.3 
40570001,2.3 
40710002,2.3 
50840001,2.3 
50940002,2.3 
51050001,2.3 
51320001,2.3 
51790002,2.3 
51980004,2.3 
51990002,2.3 
52000003,2.3 
52460001,2.3 
52490002,2.3 
52680002,2.3 
52910002,2.3 
52930002,2.3 
52990001,2.3 
53110002,2.3 
53120001,2.3 
53150002,2.3 
53420001,2.3 
53870002,2.3 
54260002,2.3 
54620004,2.3 
54710003,2.3 
54790001,2.3 
54790002,2.3 
54800001,2.3 
54810004,2.3 
54980002,2.3 
55230001,2.3 
55390001,2.3 
55460002,2.3 
55530001,2.3 
55540002,2.3 
55570002,2.3 
55640002,2.3 
55860001,2.3 
55970001,2.3 
56440001,2.3 
56440002,2.3 
56440003,2.3 
56510002,2.3 
56680002,2.3 
57010001,2.3 
57280001,2.3 
57610001,2.3 
57960004,2.3 
58480002,2.3 
58540002,2.3 
58580001,2.3 
58720002,2.3 
58770001,2.3 
58890001,2.3 
59140001,2.3 
59180001,2.3 
59410002,2.3 
59560002,2.3 
59570002,2.3 
59590003,2.3 
59590004,2.3 
60060002,2.3 
60130003,2.3 
60170004,2.3 
60180004,2.3 
60380001,2.3 
60410102,2.3 
60490002,2.3 
60540001,2.3 
60590002,2.3 
60710002,2.3 
60750001,2.3 
60780003,2.3 
60800002,2.3 
61240001,2.3 
61900001,2.3 
63430001,2.3 
63460001,2.3 
63510001,2.3 
63530002,2.3 
63610001,2.3 
64210001,2.3 
64210003,2.3 
64220001,2.3 
64280001,2.3 
64280002,2.3 
64430001,2.3 
64610001,2.3 
64610003,2.3 
64610004,2.3 
64680002,2.3 
64690003,2.3 
64700003,2.3 
65060004,2.3 
65280004,2.3 
65290001,2.3 
65300003,2.3 
65380002,2.3 
65390001,2.3 
65400002,2.3 
65480002,2.3 
65500001,2.3 
65540001,2.3 
65560004,2.3 
65580001,2.3 
65600003,2.3 
65600005,2.3 
65680002,2.3 
66010003,2.3 
66310001,2.3 
66350002,2.3 
66410002,2.3 
66440004,2.3 
66510001,2.3 
66590002,2.3 
66610002,2.3 
66860001,2.3 
67900002,2.3 
68200001,2.3 
69090004,2.3 
69150001,2.3 
69740002,2.3 
69980002,2.3 
69980003,2.3 
70120002,2.3 
70210001,2.3 
70330001,2.3 
71050001,2.3 
71450001,2.3 
71550005,2.3 
71640002,2.3 
10002,2.4 
80002,2.4 
170001,2.4 
180001,2.4 
230002,2.4 
300003,2.4 
370001,2.4 
470001,2.4 
480002,2.4 
520001,2.4 
540002,2.4 
630001,2.4 
750002,2.4 
780001,2.4 
940002,2.4 
1190002,2.4 
1200001,2.4 
1380002,2.4 
1540003,2.4 
1590001,2.4 
1660001,2.4 
1740001,2.4 
1770002,2.4 
1780002,2.4 
1800001,2.4 
1900001,2.4 
2100002,2.4 
2120001,2.4 
2140002,2.4 
2270004,2.4 
2290001,2.4 
2300005,2.4 
2400001,2.4 
2400002,2.4 
2720002,2.4 
2780002,2.4 
2820002,2.4 
2930001,2.4 
2930003,2.4 
3110003,2.4 
3180003,2.4 
3200002,2.4 
3220002,2.4 
3490002,2.4 
3520001,2.4 
3580001,2.4 
3600001,2.4 
3670001,2.4 
3730002,2.4 
3740001,2.4 
3740004,2.4 
3780001,2.4 
3890002,2.4 
3970001,2.4 
4300002,2.4 
4430001,2.4 
4440002,2.4 
4460001,2.4 
4470003,2.4 
4480001,2.4 
4490001,2.4 
4490002,2.4 
4500001,2.4 
4500002,2.4 
4550003,2.4 
4780002,2.4 
4790002,2.4 
4820001,2.4 
5100001,2.4 
5170001,2.4 
5340002,2.4 
5360001,2.4 
5470001,2.4 
5470002,2.4 
5480001,2.4 
5490002,2.4 
5520001,2.4 
5710001,2.4 
5760001,2.4 
5770002,2.4 
5830003,2.4 
5830004,2.4 
5970001,2.4 
5990001,2.4 
6020002,2.4 
6050001,2.4 
6200002,2.4 
6220003,2.4 
6370001,2.4 
6410001,2.4 
6480002,2.4 
6650003,2.4 
6660002,2.4 
6910001,2.4 
6910002,2.4 
6920001,2.4 
6980002,2.4 
7040001,2.4 
7360001,2.4 
7490002,2.4 
7510001,2.4 
7830002,2.4 
7840001,2.4 
7850002,2.4 
7880002,2.4 
7890001,2.4 
7940001,2.4 
7970004,2.4 
8250001,2.4 
8270001,2.4 
8290004,2.4 
8360002,2.4 
8400002,2.4 
8450003,2.4 
8500001,2.4 
8520001,2.4 
8740001,2.4 
8750003,2.4 
8750004,2.4 
8760001,2.4 
8900002,2.4 
8930002,2.4 
8930003,2.4 
8990004,2.4 
9080006,2.4 
9110001,2.4 
9130003,2.4 
9130004,2.4 
9390001,2.4 
9410001,2.4 
9440001,2.4 
9500002,2.4 
9790002,2.4 
9990002,2.4 
10010001,2.4 
10010004,2.4 
10090002,2.4 
10170003,2.4 
10170006,2.4 
10260002,2.4 
10270002,2.4 
10330001,2.4 
10430001,2.4 
10650002,2.4 
10670003,2.4 
11160002,2.4 
11410001,2.4 
11460002,2.4 
11640001,2.4 
12170005,2.4 
12200001,2.4 
12400004,2.4 
12460003,2.4 
12470003,2.4 
12480001,2.4 
12480002,2.4 
12610002,2.4 
12720003,2.4 
12840001,2.4 
12970002,2.4 
13190002,2.4 
13190003,2.4 
13350002,2.4 
13410001,2.4 
13480001,2.4 
13580003,2.4 
13640001,2.4 
13990003,2.4 
14090002,2.4 
14490001,2.4 
14620002,2.4 
14730002,2.4 
14730004,2.4 
14890003,2.4 
14930004,2.4 
15140004,2.4 
15210001,2.4 
15250002,2.4 
15470002,2.4 
15850001,2.4 
15900001,2.4 
15960002,2.4 
16030001,2.4 
16050002,2.4 
16050004,2.4 
16150001,2.4 
16230001,2.4 
16260002,2.4 
16640003,2.4 
16710001,2.4 
17000002,2.4 
17060001,2.4 
17100002,2.4 
17120002,2.4 
17140001,2.4 
17400003,2.4 
17440002,2.4 
17450001,2.4 
17470004,2.4 
17490003,2.4 
17500006,2.4 
17500101,2.4 
17580003,2.4 
17610002,2.4 
17630001,2.4 
17670003,2.4 
17720005,2.4 
17730001,2.4 
17730002,2.4 
17900102,2.4 
18040001,2.4 
18340001,2.4 
18530002,2.4 
18540001,2.4 
18850002,2.4 
19270001,2.4 
19300001,2.4 
19630001,2.4 
19650001,2.4 
19720003,2.4 
19750002,2.4 
20010001,2.4 
20100001,2.4 
20110002,2.4 
20160001,2.4 
20460001,2.4 
20480001,2.4 
20490002,2.4 
20510001,2.4 
20520001,2.4 
20520003,2.4 
20540002,2.4 
20540004,2.4 
20540005,2.4 
20560002,2.4 
20570002,2.4 
20570004,2.4 
20620001,2.4 
20620003,2.4 
20620005,2.4 
20650002,2.4 
20660001,2.4 
20670003,2.4 
20730001,2.4 
20830003,2.4 
20960002,2.4 
21260001,2.4 
21480002,2.4 
21600002,2.4 
21640001,2.4 
21680001,2.4 
21700003,2.4 
21730001,2.4 
21780004,2.4 
21830001,2.4 
22030001,2.4 
22150001,2.4 
22150002,2.4 
22280004,2.4 
22360002,2.4 
22410005,2.4 
22480002,2.4 
22680001,2.4 
22680002,2.4 
22910003,2.4 
22930001,2.4 
22980003,2.4 
22990002,2.4 
23000002,2.4 
23280001,2.4 
23280003,2.4 
23280005,2.4 
23330001,2.4 
23620004,2.4 
23640002,2.4 
23650002,2.4 
23670001,2.4 
23680002,2.4 
23680003,2.4 
23810001,2.4 
23930006,2.4 
23970002,2.4 
24000001,2.4 
24230003,2.4 
24510002,2.4 
24580002,2.4 
24840001,2.4 
24840002,2.4 
24890002,2.4 
24910002,2.4 
24920002,2.4 
24940001,2.4 
25010005,2.4 
25180001,2.4 
25260003,2.4 
25330002,2.4 
25330003,2.4 
25330005,2.4 
25350001,2.4 
25510001,2.4 
25720001,2.4 
25780001,2.4 
25980003,2.4 
26110001,2.4 
26140001,2.4 
26150003,2.4 
26160003,2.4 
26200001,2.4 
26360001,2.4 
26400002,2.4 
26440002,2.4 
26470002,2.4 
26470003,2.4 
26480001,2.4 
26540001,2.4 
26540003,2.4 
26550003,2.4 
26790005,2.4 
26830002,2.4 
26890002,2.4 
26960002,2.4 
26960004,2.4 
26960101,2.4 
27100005,2.4 
27130002,2.4 
27140002,2.4 
27150004,2.4 
27190006,2.4 
27350001,2.4 
27360001,2.4 
27820001,2.4 
27870002,2.4 
27970002,2.4 
28170002,2.4 
28210001,2.4 
28280001,2.4 
28340001,2.4 
28410001,2.4 
28470001,2.4 
28470002,2.4 
28710001,2.4 
28770001,2.4 
28910002,2.4 
28960001,2.4 
28990002,2.4 
29260002,2.4 
29540001,2.4 
29550003,2.4 
29720002,2.4 
30020001,2.4 
30060001,2.4 
40020001,2.4 
40060002,2.4 
40100001,2.4 
40180001,2.4 
40250001,2.4 
40340001,2.4 
40350001,2.4 
40380001,2.4 
40380002,2.4 
40390002,2.4 
40520002,2.4 
40530001,2.4 
40540001,2.4 
40550003,2.4 
40550004,2.4 
40560001,2.4 
40610002,2.4 
40710003,2.4 
50860001,2.4 
50910002,2.4 
50930001,2.4 
50930002,2.4 
50960001,2.4 
50990001,2.4 
51010002,2.4 
51030003,2.4 
51040004,2.4 
51050002,2.4 
51070001,2.4 
51080001,2.4 
51090003,2.4 
51440001,2.4 
51820001,2.4 
51830002,2.4 
51840002,2.4 
51850002,2.4 
51920002,2.4 
51940003,2.4 
51970001,2.4 
51970002,2.4 
51970003,2.4 
52490003,2.4 
52500005,2.4 
52510004,2.4 
52580002,2.4 
52590001,2.4 
52840002,2.4 
52840003,2.4 
52860001,2.4 
52880001,2.4 
52950002,2.4 
52960002,2.4 
52970001,2.4 
52970002,2.4 
52970004,2.4 
53000001,2.4 
53130001,2.4 
53200002,2.4 
53460001,2.4 
53500004,2.4 
53620002,2.4 
54150001,2.4 
54310001,2.4 
54330002,2.4 
54350002,2.4 
54440001,2.4 
54620001,2.4 
54620003,2.4 
54710001,2.4 
54810001,2.4 
54820001,2.4 
55070001,2.4 
55100002,2.4 
55100003,2.4 
55130003,2.4 
55130004,2.4 
55300002,2.4 
55300003,2.4 
55380001,2.4 
55420001,2.4 
55520002,2.4 
55600002,2.4 
55630002,2.4 
55980001,2.4 
55980002,2.4 
56040001,2.4 
56180001,2.4 
56660001,2.4 
56670001,2.4 
56680001,2.4 
56680003,2.4 
56790002,2.4 
56820002,2.4 
56960001,2.4 
57020001,2.4 
57090001,2.4 
57090004,2.4 
57240002,2.4 
57930001,2.4 
58490002,2.4 
58780002,2.4 
58790001,2.4 
59150001,2.4 
59240002,2.4 
59260002,2.4 
59370001,2.4 
59430002,2.4 
59450002,2.4 
59480001,2.4 
59510001,2.4 
59530002,2.4 
59570001,2.4 
59570003,2.4 
60030001,2.4 
60080002,2.4 
60100001,2.4 
60110002,2.4 
60140001,2.4 
60140004,2.4 
60160002,2.4 
60170001,2.4 
60170002,2.4 
60290001,2.4 
60430001,2.4 
60470001,2.4 
60500001,2.4 
60510003,2.4 
60520001,2.4 
60780002,2.4 
61180001,2.4 
61230002,2.4 
61240003,2.4 
61270001,2.4 
61280002,2.4 
61290001,2.4 
61760001,2.4 
61920002,2.4 
61940002,2.4 
62740003,2.4 
63360002,2.4 
63510002,2.4 
63520001,2.4 
63570002,2.4 
63580002,2.4 
63580003,2.4 
63590003,2.4 
63920001,2.4 
63930002,2.4 
63940002,2.4 
63940003,2.4 
63950003,2.4 
63990001,2.4 
64250001,2.4 
64420001,2.4 
64520002,2.4 
64540001,2.4 
64570002,2.4 
64630002,2.4 
64780001,2.4 
64780002,2.4 
64890003,2.4 
65020001,2.4 
65050001,2.4 
65080001,2.4 
65210003,2.4 
65340001,2.4 
65430002,2.4 
65440002,2.4 
65510001,2.4 
65520002,2.4 
65550003,2.4 
65560001,2.4 
65570001,2.4 
65570004,2.4 
65590002,2.4 
65600001,2.4 
65690002,2.4 
66010002,2.4 
66340005,2.4 
66370003,2.4 
66390003,2.4 
66410001,2.4 
66440002,2.4 
66560001,2.4 
66560003,2.4 
66580001,2.4 
66730001,2.4 
67160001,2.4 
67210002,2.4 
67290002,2.4 
67290003,2.4 
67310001,2.4 
67400001,2.4 
67410001,2.4 
68030002,2.4 
68080004,2.4 
68120002,2.4 
68150001,2.4 
68200002,2.4 
68480001,2.4 
68810002,2.4 
69070002,2.4 
69260001,2.4 
69270001,2.4 
69340008,2.4 
69370002,2.4 
69410003,2.4 
69470002,2.4 
69790002,2.4 
69920003,2.4 
69950002,2.4 
69980001,2.4 
70140001,2.4 
71020003,2.4 
71100001,2.4 
71200002,2.4 
71270004,2.4 
71290004,2.4 
71320002,2.4 
71370001,2.4 
71450002,2.4 
71450003,2.4 
71550002,2.4 
71560003,2.4 
71640001,2.4 
71660004,2.4 
10001,2.5 
20002,2.5 
60003,2.5 
370002,2.5 
380002,2.5 
400001,2.5 
420001,2.5 
420002,2.5 
430001,2.5 
430002,2.5 
440003,2.5 
490003,2.5 
500001,2.5 
530002,2.5 
570001,2.5 
580002,2.5 
600002,2.5 
600005,2.5 
620001,2.5 
630002,2.5 
660003,2.5 
700002,2.5 
710002,2.5 
760002,2.5 
780002,2.5 
950002,2.5 
990002,2.5 
1040003,2.5 
1160003,2.5 
1160004,2.5 
1200003,2.5 
1210003,2.5 
1300001,2.5 
1580001,2.5 
1590002,2.5 
1780001,2.5 
1810002,2.5 
1820002,2.5 
1890001,2.5 
2030002,2.5 
2240002,2.5 
2260002,2.5 
2280001,2.5 
2310001,2.5 
2320001,2.5 
2320003,2.5 
2410002,2.5 
2440001,2.5 
2690002,2.5 
2690004,2.5 
2720001,2.5 
2800002,2.5 
2820001,2.5 
2840001,2.5 
2840002,2.5 
2860001,2.5 
3010003,2.5 
3020001,2.5 
3030002,2.5 
3060004,2.5 
3070001,2.5 
3110005,2.5 
3160001,2.5 
3170002,2.5 
3430004,2.5 
3460003,2.5 
3510002,2.5 
3540002,2.5 
3560001,2.5 
3560002,2.5 
3680002,2.5 
3710001,2.5 
3710002,2.5 
3720001,2.5 
3750002,2.5 
3760001,2.5 
3770002,2.5 
3910002,2.5 
3960001,2.5 
3970002,2.5 
4080002,2.5 
4100002,2.5 
4110001,2.5 
4110004,2.5 
4140001,2.5 
4410002,2.5 
4530002,2.5 
4540001,2.5 
4540003,2.5 
4550002,2.5 
4720001,2.5 
4760003,2.5 
4980002,2.5 
5150001,2.5 
5160002,2.5 
5330005,2.5 
5340001,2.5 
5350002,2.5 
5440001,2.5 
5450002,2.5 
5500001,2.5 
5510002,2.5 
5570001,2.5 
5650003,2.5 
5700003,2.5 
5710002,2.5 
5750001,2.5 
5780001,2.5 
5860003,2.5 
6040002,2.5 
6060001,2.5 
6080003,2.5 
6160001,2.5 
6230002,2.5 
6230102,2.5 
6310003,2.5 
6320001,2.5 
6360001,2.5 
6360003,2.5 
6360004,2.5 
6480001,2.5 
6610002,2.5 
6610003,2.5 
6650005,2.5 
6670001,2.5 
6880002,2.5 
6960001,2.5 
7050001,2.5 
7060001,2.5 
7530004,2.5 
7620002,2.5 
7750001,2.5 
7940002,2.5 
7970003,2.5 
7980001,2.5 
7980003,2.5 
7990003,2.5 
8150001,2.5 
8250002,2.5 
8320003,2.5 
8360001,2.5 
8410001,2.5 
8460002,2.5 
8490002,2.5 
8510001,2.5 
8540002,2.5 
8590002,2.5 
8710002,2.5 
8720002,2.5 
8730002,2.5 
8750002,2.5 
8770001,2.5 
8830002,2.5 
8890004,2.5 
8900001,2.5 
9000001,2.5 
9010001,2.5 
9080004,2.5 
9090002,2.5 
9090003,2.5 
9130002,2.5 
9360001,2.5 
9370001,2.5 
9370002,2.5 
9370003,2.5 
9420003,2.5 
9420004,2.5 
9460002,2.5 
9470001,2.5 
9510001,2.5 
9510003,2.5 
9510004,2.5 
9550003,2.5 
9550004,2.5 
9560001,2.5 
9560002,2.5 
9560003,2.5 
9690002,2.5 
9720004,2.5 
9850002,2.5 
10010002,2.5 
10010003,2.5 
10040002,2.5 
10120001,2.5 
10140001,2.5 
10200001,2.5 
10240001,2.5 
10240004,2.5 
10300001,2.5 
10320003,2.5 
