key,key1
1001325CS3000102,1001325CS300010
1000354CS3000012,1000354CS300001
1000418CS1000032,1000418CS100003
1001325CS1000082,1001325CS100008
1000431CS1000092,1000431CS100009
1000207CS1000022,1000207CS100002
1000379CS3000022,1000379CS300002
1001360CS3000142,1001360CS300014
1000353CS1000102,1000353CS100010
1000134CS3000162,1000134CS300016
1000377CS3000012,1000377CS300001
1000186CS2000322,1000186CS200032
1000205CS3000212,1000205CS300021
1000575CS2000312,1000575CS200031
1000573CS1000092,1000573CS100009
1001411CS2000162,1001411CS200016
1000598CS1000102,1000598CS100010
1000902CS2000252,1000902CS200025
1001260CS2000022,1001260CS200002
1001075CS1000082,1001075CS100008
1001075CS1000012,1001075CS100001
1001077CS3000282,1001077CS300028
1000881CS1000022,1000881CS100002
1000009CS1000082,1000009CS100008
1001474CS3000102,1001474CS300010
1000220CS1000022,1000220CS100002
1001096CS3000162,1001096CS300016
1000206CS1000012,1000206CS100001
1000610CS2000312,1000610CS200031
1000360CS2000322,1000360CS200032
1000385CS1000072,1000385CS100007
1000360CS3000202,1000360CS300020
1000664CS2000082,1000664CS200008
1000368CS3000112,1000368CS300011
1000366CS3000102,1000366CS300010
1000385CS2000012,1000385CS200001
1000385CS1000052,1000385CS100005
1000383CS2000032,1000383CS200003
1001258CS3000282,1001258CS300028
1001258CS3000182,1001258CS300018
1001239CS3000112,1001239CS300011
1001239CS1000022,1001239CS100002
1001230CS3000042,1001230CS300004
1000377CS1000072,1000377CS100007
1001393CS3000072,1001393CS300007
1000844CS3000022,1000844CS300002
1001448CS2000312,1001448CS200031
1001369CS1000012,1001369CS100001
1001086CS3000012,1001086CS300001
1001118CS1000062,1001118CS100006
1000517CS3000182,1000517CS300018
1000627CS2000082,1000627CS200008
1001051CS3000102,1001051CS300010
1000611CS2000052,1000611CS200005
1001324CS3000162,1001324CS300016
1000978CS1000052,1000978CS100005
1000550CS1000072,1000550CS100007
1000392CS2000372,1000392CS200037
1001208CS1000072,1001208CS100007
1001420CS2000072,1001420CS200007
1000871CS3000212,1000871CS300021
1000392CS2000032,1000392CS200003
1000430CS2000172,1000430CS200017
1000401CS3000222,1000401CS300022
1000395CS3000182,1000395CS300018
1001248CS1000062,1001248CS100006
1000412CS2000062,1000412CS200006
1000517CS3000022,1000517CS300002
1000413CS3000312,1000413CS300031
1000561CS3000362,1000561CS300036
1000420CS3000322,1000420CS300032
1000070CS3000172,1000070CS300017
1000166CS2000052,1000166CS200005
1000904CS2000062,1000904CS200006
1000423CS2000012,1000423CS200001
1000670CS2000312,1000670CS200031
1001174CS2000372,1001174CS200037
1000258CS3000432,1000258CS300043
1000415CS1000032,1000415CS100003
1001072CS3000192,1001072CS300019
1001141CS2000072,1001141CS200007
1000416CS1000012,1000416CS100001
1000955CS2000302,1000955CS200030
1000408CS1000092,1000408CS100009
1000424CS3000112,1000424CS300011
1000426CS2000012,1000426CS200001
1000411CS3000022,1000411CS300002
1001368CS3000092,1001368CS300009
1000430CS3000112,1000430CS300011
1000411CS2000012,1000411CS200001
1001368CS2000082,1001368CS200008
1001148CS2000162,1001148CS200016
1000529CS1000102,1000529CS100010
1000549CS2000082,1000549CS200008
1000551CS3000182,1000551CS300018
1001041CS1000062,1001041CS100006
1000519CS1000092,1000519CS100009
1001135CS2000242,1001135CS200024
1000976CS1000012,1000976CS100001
1000970CS1000012,1000970CS100001
1000523CS2000012,1000523CS200001
1000934CS1000092,1000934CS100009
1001394CS3000222,1001394CS300022
1000434CS2000372,1000434CS200037
1000540CS1000012,1000540CS100001
1000546CS3000072,1000546CS300007
1000515CS2000162,1000515CS200016
1001400CS2000282,1001400CS200028
1001397CS3000292,1001397CS300029
1000956CS2000282,1000956CS200028
1000543CS1000022,1000543CS100002
1000543CS2000072,1000543CS200007
1000539CS3000222,1000539CS300022
1000603CS1000082,1000603CS100008
1000547CS3000152,1000547CS300015
1000572CS2000282,1000572CS200028
1001405CS3000102,1001405CS300010
1000522CS3000312,1000522CS300031
1000518CS2000302,1000518CS200030
1000520CS2000062,1000520CS200006
1000542CS2000062,1000542CS200006
1000537CS3000112,1000537CS300011
1001406CS1000012,1001406CS100001
1000542CS1000012,1000542CS100001
1000537CS3000012,1000537CS300001
1001041CS1000032,1001041CS100003
1000568CS1000072,1000568CS100007
1000588CS1000082,1000588CS100008
1001038CS2000082,1001038CS200008
1000568CS3000172,1000568CS300017
1000023CS1000092,1000023CS100009
1000640CS3000012,1000640CS300001
1000640CS1000022,1000640CS100002
1000579CS1000102,1000579CS100010
1001199CS2000162,1001199CS200016
1000578CS2000012,1000578CS200001
1000579CS3000012,1000579CS300001
1000958CS3000222,1000958CS300022
1001198CS1000062,1001198CS100006
1000593CS1000102,1000593CS100010
1000955CS1000012,1000955CS100001
1000518CS1000082,1000518CS100008
1001363CS2000282,1001363CS200028
1001413CS3000352,1001413CS300035
1000577CS3000182,1000577CS300018
1000561CS1000052,1000561CS100005
1000561CS2000012,1000561CS200001
1001413CS2000072,1001413CS200007
1000608CS2000062,1000608CS200006
1001413CS2000082,1001413CS200008
1001056CS1000082,1001056CS100008
1000576CS3000112,1000576CS300011
1001480CS1000082,1001480CS100008
1000576CS2000312,1000576CS200031
1000925CS3000282,1000925CS300028
1001410CS1000012,1001410CS100001
1000560CS1000102,1000560CS100010
1000567CS3000012,1000567CS300001
1000945CS2000032,1000945CS200003
1000966CS1000082,1000966CS100008
1001002CS2000012,1001002CS200001
1000957CS2000072,1000957CS200007
1000963CS1000092,1000963CS100009
1000940CS2000082,1000940CS200008
1000952CS1000042,1000952CS100004
1001412CS1000082,1001412CS100008
1000953CS1000092,1000953CS100009
1000945CS3000432,1000945CS300043
1001412CS3000262,1001412CS300026
1001412CS3000072,1001412CS300007
1001478CS3000222,1001478CS300022
1000940CS2000052,1000940CS200005
1000961CS1000052,1000961CS100005
1000961CS2000032,1000961CS200003
1000961CS1000092,1000961CS100009
1000946CS2000012,1000946CS200001
1000951CS2000012,1000951CS200001
1000945CS1000062,1000945CS100006
1001080CS3000182,1001080CS300018
1001083CS2000172,1001083CS200017
1001110CS2000062,1001110CS200006
1000944CS1000102,1000944CS100010
1001480CS2000162,1001480CS200016
1001479CS3000082,1001479CS300008
1000948CS2000242,1000948CS200024
1000269CS2000372,1000269CS200037
1001009CS3000332,1001009CS300033
1000959CS3000212,1000959CS300021
1000954CS3000352,1000954CS300035
1000145CS2000062,1000145CS200006
1000994CS3000242,1000994CS300024
1001452CS2000282,1001452CS200028
1000958CS3000102,1000958CS300010
1000957CS3000212,1000957CS300021
1000954CS3000272,1000954CS300027
1000956CS2000252,1000956CS200025
1001060CS1000012,1001060CS100001
1000954CS2000062,1000954CS200006
1000954CS1000022,1000954CS100002
1000979CS2000252,1000979CS200025
1001175CS1000042,1001175CS100004
1000972CS2000082,1000972CS200008
1001173CS3000102,1001173CS300010
1001002CS3000042,1001002CS300004
1001097CS3000022,1001097CS300002
1001097CS2000062,1001097CS200006
1001173CS2000052,1001173CS200005
1000404CS1000062,1000404CS100006
1000981CS3000142,1000981CS300014
1001159CS2000062,1001159CS200006
1001163CS2000082,1001163CS200008
1000994CS3000292,1000994CS300029
1001009CS2000082,1001009CS200008
1001001CS3000072,1001001CS300007
1000012CS3000282,1000012CS300028
1001001CS3000022,1001001CS300002
1000993CS2000302,1000993CS200030
1001489CS3000162,1001489CS300016
1000999CS1000022,1000999CS100002
1000991CS2000072,1000991CS200007
1001489CS2000282,1001489CS200028
1000944CS2000082,1000944CS200008
1001079CS3000312,1001079CS300031
1000967CS3000022,1000967CS300002
1000977CS2000242,1000977CS200024
1001483CS3000022,1001483CS300002
1000992CS2000082,1000992CS200008
1000589CS1000062,1000589CS100006
1001487CS1000012,1001487CS100001
1000978CS3000322,1000978CS300032
1001483CS2000072,1001483CS200007
1000978CS1000092,1000978CS100009
1000997CS3000192,1000997CS300019
1000994CS1000102,1000994CS100010
1000894CS3000022,1000894CS300002
1000605CS3000282,1000605CS300028
1001487CS2000062,1001487CS200006
1000580CS2000252,1000580CS200025
1000580CS2000162,1000580CS200016
1001156CS2000282,1001156CS200028
1000033CS2000342,1000033CS200034
1001492CS1000022,1001492CS100002
1001006CS1000052,1001006CS100005
1001293CS2000282,1001293CS200028
1001492CS3000112,1001492CS300011
1000020CS2000062,1000020CS200006
1001203CS3000102,1001203CS300010
1000644CS3000272,1000644CS300027
1000128CS1000012,1000128CS100001
1000098CS2000032,1000098CS200003
1000595CS1000022,1000595CS100002
1000611CS3000022,1000611CS300002
1000064CS1000072,1000064CS100007
1001322CS3000162,1001322CS300016
1001414CS3000142,1001414CS300014
1000064CS1000042,1000064CS100004
1001196CS3000162,1001196CS300016
1001155CS1000022,1001155CS100002
1001226CS1000032,1001226CS100003
1000583CS2000032,1000583CS200003
1000068CS2000282,1000068CS200028
1000322CS3000112,1000322CS300011
1000322CS1000092,1000322CS100009
1000322CS2000062,1000322CS200006
1000078CS2000372,1000078CS200037
1000259CS1000082,1000259CS100008
1000564CS3000022,1000564CS300002
1000444CS1000052,1000444CS100005
1001409CS1000012,1001409CS100001
1001409CS3000072,1001409CS300007
1000563CS1000082,1000563CS100008
1001147CS1000012,1001147CS100001
1001153CS2000062,1001153CS200006
1001147CS3000262,1001147CS300026
1001149CS3000212,1001149CS300021
1001454CS2000312,1001454CS200031
1001095CS1000032,1001095CS100003
1000847CS1000092,1000847CS100009
1001064CS1000102,1001064CS100010
1000797CS1000022,1000797CS100002
1001452CS3000182,1001452CS300018
1000638CS3000042,1000638CS300004
1000655CS1000092,1000655CS100009
1000638CS3000242,1000638CS300024
1000790CS1000012,1000790CS100001
1000628CS2000372,1000628CS200037
1001078CS1000012,1001078CS100001
1000637CS2000072,1000637CS200007
1000613CS1000012,1000613CS100001
1001095CS3000022,1001095CS300002
1000664CS1000082,1000664CS100008
1001021CS3000182,1001021CS300018
1000632CS3000152,1000632CS300015
1001418CS3000162,1001418CS300016
1000063CS3000072,1000063CS300007
1000630CS2000262,1000630CS200026
1000620CS3000352,1000620CS300035
1000630CS1000092,1000630CS100009
1000634CS1000092,1000634CS100009
1000653CS2000162,1000653CS200016
1000653CS2000282,1000653CS200028
1000628CS1000092,1000628CS100009
1000889CS2000312,1000889CS200031
1001074CS2000282,1001074CS200028
1000214CS3000112,1000214CS300011
1000628CS2000052,1000628CS200005
1001419CS1000022,1001419CS100002
1000615CS2000072,1000615CS200007
1000119CS2000302,1000119CS200030
1000633CS2000252,1000633CS200025
1000617CS3000072,1000617CS300007
1000616CS2000062,1000616CS200006
1000650CS2000032,1000650CS200003
1000124CS3000022,1000124CS300002
1000617CS2000082,1000617CS200008
1001067CS1000102,1001067CS100010
1000101CS2000282,1000101CS200028
1000931CS2000282,1000931CS200028
1000277CS1000042,1000277CS100004
1001095CS2000032,1001095CS200003
1000095CS1000012,1000095CS100001
1000646CS1000102,1000646CS100010
1000631CS1000012,1000631CS100001
1000093CS3000012,1000093CS300001
1001220CS1000102,1001220CS100010
1001494CS1000022,1001494CS100002
1001494CS3000332,1001494CS300033
1000626CS1000092,1000626CS100009
1000082CS1000092,1000082CS100009
1000673CS3000272,1000673CS300027
1001023CS3000162,1001023CS300016
1000900CS2000252,1000900CS200025
1000552CS3000012,1000552CS300001
1001078CS2000052,1001078CS200005
1001364CS1000102,1001364CS100010
1000621CS3000292,1000621CS300029
1000932CS1000082,1000932CS100008
1000109CS3000152,1000109CS300015
1000614CS3000242,1000614CS300024
1000117CS2000282,1000117CS200028
1000675CS3000222,1000675CS300022
1001162CS3000212,1001162CS300021
1000654CS3000072,1000654CS300007
1001424CS3000222,1001424CS300022
1000006CS1000082,1000006CS100008
1000165CS3000012,1000165CS300001
1000682CS2000312,1000682CS200031
1001427CS1000052,1001427CS100005
1000110CS2000162,1000110CS200016
1000142CS1000012,1000142CS100001
1001185CS2000372,1001185CS200037
1001492CS3000202,1001492CS300020
1001027CS3000102,1001027CS300010
1000164CS1000032,1000164CS100003
1001227CS2000022,1001227CS200002
1001162CS2000342,1001162CS200034
1001233CS2000062,1001233CS200006
1000681CS2000082,1000681CS200008
1001232CS1000022,1001232CS100002
1000674CS2000282,1000674CS200028
1001127CS3000022,1001127CS300002
1000064CS2000162,1000064CS200016
1000672CS1000022,1000672CS100002
1000109CS3000222,1000109CS300022
1000137CS1000012,1000137CS100001
1001158CS1000092,1001158CS100009
1000666CS3000172,1000666CS300017
1001199CS2000172,1001199CS200017
1000428CS2000172,1000428CS200017
1000847CS3000022,1000847CS300002
1001200CS3000282,1001200CS300028
1001273CS3000242,1001273CS300024
1001050CS2000302,1001050CS200030
1000847CS2000242,1000847CS200024
1001092CS2000192,1001092CS200019
1000136CS3000352,1000136CS300035
1001273CS3000282,1001273CS300028
1001273CS1000092,1001273CS100009
1001192CS2000282,1001192CS200028
1001273CS3000332,1001273CS300033
1000044CS1000102,1000044CS100010
1001205CS1000102,1001205CS100010
1001192CS1000102,1001192CS100010
1001192CS2000372,1001192CS200037
1001192CS3000212,1001192CS300021
1001283CS2000282,1001283CS200028
1000047CS2000082,1000047CS200008
1001276CS3000222,1001276CS300022
1001205CS3000032,1001205CS300003
1001275CS1000092,1001275CS100009
1001276CS3000262,1001276CS300026
1000043CS2000312,1000043CS200031
1001211CS3000022,1001211CS300002
1001177CS2000282,1001177CS200028
1001277CS2000062,1001277CS200006
1001283CS1000072,1001283CS100007
1000104CS1000072,1000104CS100007
1001165CS2000292,1001165CS200029
1000104CS1000092,1000104CS100009
1000085CS2000062,1000085CS200006
1001165CS2000072,1001165CS200007
1000060CS3000012,1000060CS300001
1000034CS3000222,1000034CS300022
1001275CS3000172,1001275CS300017
1001165CS2000242,1001165CS200024
1000049CS3000282,1000049CS300028
1000028CS1000102,1000028CS100010
1000105CS3000072,1000105CS300007
1000138CS1000052,1000138CS100005
1000105CS3000182,1000105CS300018
1001169CS1000052,1001169CS100005
1000230CS2000082,1000230CS200008
1000032CS2000052,1000032CS200005
1000120CS2000282,1000120CS200028
1000084CS2000282,1000084CS200028
1001284CS3000182,1001284CS300018
1001169CS3000022,1001169CS300002
1000061CS2000072,1000061CS200007
1000028CS2000372,1000028CS200037
1001169CS2000342,1001169CS200034
1000060CS1000072,1000060CS100007
1000086CS1000062,1000086CS100006
1000604CS3000222,1000604CS300022
1001491CS3000242,1001491CS300024
1000069CS2000032,1000069CS200003
1000053CS3000012,1000053CS300001
1000127CS1000072,1000127CS100007
1001491CS2000292,1001491CS200029
1001233CS1000012,1001233CS100001
1000052CS3000242,1000052CS300024
1001190CS2000262,1001190CS200026
1000137CS3000172,1000137CS300017
1000107CS3000222,1000107CS300022
1000229CS3000112,1000229CS300011
1000128CS1000102,1000128CS100010
1000107CS1000092,1000107CS100009
1001298CS3000142,1001298CS300014
1000103CS3000192,1000103CS300019
1000110CS2000252,1000110CS200025
1000147CS3000182,1000147CS300018
1000118CS2000062,1000118CS200006
1000125CS2000052,1000125CS200005
1000099CS1000092,1000099CS100009
1001195CS3000012,1001195CS300001
1000123CS2000162,1000123CS200016
1000089CS3000222,1000089CS300022
1000098CS3000022,1000098CS300002
1000135CS1000072,1000135CS100007
1000131CS3000222,1000131CS300022
1001299CS1000042,1001299CS100004
1000676CS3000272,1000676CS300027
1001301CS1000082,1001301CS100008
1000160CS3000112,1000160CS300011
1001304CS3000332,1001304CS300033
1000153CS2000312,1000153CS200031
1000235CS1000092,1000235CS100009
1000279CS1000102,1000279CS100010
1001302CS3000062,1001302CS300006
1000226CS1000062,1000226CS100006
1001160CS2000172,1001160CS200017
1000136CS1000092,1000136CS100009
1001160CS3000012,1001160CS300001
1000163CS1000012,1000163CS100001
1000163CS2000012,1000163CS200001
1000158CS2000282,1000158CS200028
1000129CS2000072,1000129CS200007
1000159CS3000092,1000159CS300009
1000139CS1000062,1000139CS100006
1000131CS1000062,1000131CS100006
1000243CS2000342,1000243CS200034
1001152CS2000292,1001152CS200029
1000132CS2000342,1000132CS200034
1001190CS3000182,1001190CS300018
1001304CS3000092,1001304CS300009
1000159CS3000112,1000159CS300011
1000148CS3000022,1000148CS300002
1001304CS1000012,1001304CS100001
1000151CS2000252,1000151CS200025
1000661CS2000312,1000661CS200031
1001329CS3000072,1001329CS300007
1000247CS1000102,1000247CS100010
1000142CS1000052,1000142CS100005
1000147CS2000022,1000147CS200002
1000252CS1000092,1000252CS100009
1001331CS3000042,1001331CS300004
1001329CS2000282,1001329CS200028
1001329CS3000102,1001329CS300010
1000252CS3000172,1000252CS300017
1001331CS3000222,1001331CS300022
1000229CS2000312,1000229CS200031
1000227CS3000022,1000227CS300002
1001336CS3000082,1001336CS300008
1000312CS3000062,1000312CS300006
1001333CS3000332,1001333CS300033
1001245CS3000172,1001245CS300017
1000287CS3000172,1000287CS300017
1000744CS3000112,1000744CS300011
1001082CS2000302,1001082CS200030
1000267CS1000092,1000267CS100009
1001336CS2000062,1001336CS200006
1000256CS2000012,1000256CS200001
1000455CS1000042,1000455CS100004
1001335CS2000372,1001335CS200037
1000258CS2000252,1000258CS200025
1000279CS1000082,1000279CS100008
1000238CS3000112,1000238CS300011
1001334CS3000112,1001334CS300011
1000256CS2000082,1000256CS200008
1000252CS3000022,1000252CS300002
1001442CS3000182,1001442CS300018
1000248CS2000012,1000248CS200001
1001330CS3000352,1001330CS300035
1001330CS3000062,1001330CS300006
1000248CS2000062,1000248CS200006
1001351CS3000072,1001351CS300007
1000923CS1000022,1000923CS100002
1001343CS1000082,1001343CS100008
1000289CS2000312,1000289CS200031
1001243CS3000182,1001243CS300018
1000292CS1000102,1000292CS100010
1001019CS1000052,1001019CS100005
1000196CS2000062,1000196CS200006
1000266CS2000012,1000266CS200001
1001351CS2000312,1001351CS200031
1000292CS3000012,1000292CS300001
1001353CS3000312,1001353CS300031
1001447CS1000012,1001447CS100001
1000274CS3000182,1000274CS300018
1000244CS2000372,1000244CS200037
1000283CS2000282,1000283CS200028
1000455CS3000172,1000455CS300017
1000457CS1000102,1000457CS100010
1000295CS1000012,1000295CS100001
1000344CS1000092,1000344CS100009
1001340CS3000072,1001340CS300007
1000302CS2000082,1000302CS200008
1000299CS1000092,1000299CS100009
1000760CS2000162,1000760CS200016
1001341CS2000372,1001341CS200037
1000761CS2000052,1000761CS200005
1001246CS2000032,1001246CS200003
1000295CS2000012,1000295CS200001
1000265CS3000022,1000265CS300002
1000271CS2000082,1000271CS200008
1001445CS3000272,1001445CS300027
1000282CS1000012,1000282CS100001
1001027CS1000012,1001027CS100001
1001166CS1000032,1001166CS100003
1000013CS1000102,1000013CS100010
1000465CS1000012,1000465CS100001
1001490CS1000012,1001490CS100001
1000304CS1000072,1000304CS100007
1000262CS1000072,1000262CS100007
1000354CS3000112,1000354CS300011
1000263CS3000212,1000263CS300021
1000263CS2000012,1000263CS200001
1001229CS1000102,1001229CS100010
1000339CS1000102,1000339CS100010
1001352CS3000012,1001352CS300001
1000349CS2000072,1000349CS200007
1001494CS3000362,1001494CS300036
1000017CS3000172,1000017CS300017
1001379CS1000082,1001379CS100008
1000349CS2000082,1000349CS200008
1000733CS1000072,1000733CS100007
1000268CS3000072,1000268CS300007
1000342CS2000172,1000342CS200017
1001446CS2000192,1001446CS200019
1000286CS1000082,1000286CS100008
1001446CS1000082,1001446CS100008
1001354CS2000052,1001354CS200005
1000316CS1000012,1000316CS100001
1001240CS1000012,1001240CS100001
1000315CS3000172,1000315CS300017
1000351CS3000012,1000351CS300001
1001259CS3000072,1001259CS300007
1001351CS1000092,1001351CS100009
1001259CS3000012,1001259CS300001
1001206CS2000012,1001206CS200001
1001348CS3000022,1001348CS300002
1000769CS1000092,1000769CS100009
1001251CS3000012,1001251CS300001
1000350CS3000222,1000350CS300022
1000767CS3000022,1000767CS300002
1000017CS2000062,1000017CS200006
1001360CS3000092,1001360CS300009
1001349CS3000312,1001349CS300031
1001251CS3000182,1001251CS300018
1000328CS3000012,1000328CS300001
1000777CS1000102,1000777CS100010
1001350CS3000142,1001350CS300014
1001186CS1000072,1001186CS100007
1000447CS2000282,1000447CS200028
1000218CS1000092,1000218CS100009
1000345CS2000032,1000345CS200003
1000334CS2000082,1000334CS200008
1001391CS1000012,1001391CS100001
1000493CS1000092,1000493CS100009
1001186CS1000022,1001186CS100002
1001379CS2000372,1001379CS200037
1000439CS1000012,1000439CS100001
1001213CS2000372,1001213CS200037
1001382CS3000092,1001382CS300009
1000439CS2000252,1000439CS200025
1000448CS3000112,1000448CS300011
1001450CS2000052,1001450CS200005
1000435CS1000012,1000435CS100001
1000447CS2000242,1000447CS200024
1000482CS1000052,1000482CS100005
1001186CS3000182,1001186CS300018
1001185CS3000332,1001185CS300033
1000446CS2000072,1000446CS200007
1000473CS3000012,1000473CS300001
1001367CS2000072,1001367CS200007
1000480CS3000022,1000480CS300002
1000732CS1000092,1000732CS100009
1000460CS1000102,1000460CS100010
1000692CS1000082,1000692CS100008
1000445CS2000252,1000445CS200025
1000482CS2000082,1000482CS200008
1000492CS2000302,1000492CS200030
1001186CS2000312,1001186CS200031
1000837CS3000022,1000837CS300002
1000804CS1000012,1000804CS100001
1000839CS1000052,1000839CS100005
1000460CS3000022,1000460CS300002
1001180CS2000032,1001180CS200003
1000839CS2000052,1000839CS200005
1000469CS1000052,1000469CS100005
1000467CS2000302,1000467CS200030
1000469CS1000082,1000469CS100008
1000495CS2000302,1000495CS200030
1000499CS3000282,1000499CS300028
1001184CS2000372,1001184CS200037
1000481CS2000012,1000481CS200001
1000744CS2000012,1000744CS200001
1000494CS1000082,1000494CS100008
1000387CS3000022,1000387CS300002
1000768CS3000182,1000768CS300018
1000737CS3000012,1000737CS300001
1000772CS3000282,1000772CS300028
1000501CS1000052,1000501CS100005
1000498CS3000222,1000498CS300022
1000188CS2000282,1000188CS200028
1000476CS1000042,1000476CS100004
1000468CS2000302,1000468CS200030
1000385CS2000062,1000385CS200006
1000468CS1000032,1000468CS100003
1000206CS2000372,1000206CS200037
1001392CS2000062,1001392CS200006
1000360CS3000162,1000360CS300016
1000478CS2000282,1000478CS200028
1001363CS2000082,1001363CS200008
1000477CS1000022,1000477CS100002
1001072CS2000012,1001072CS200001
1000502CS2000252,1000502CS200025
1001373CS3000072,1001373CS300007
1000738CS3000022,1000738CS300002
1001164CS1000092,1001164CS100009
1000465CS1000042,1000465CS100004
1000689CS2000302,1000689CS200030
1000738CS3000272,1000738CS300027
1001134CS3000222,1001134CS300022
1001167CS3000022,1001167CS300002
1000461CS2000282,1000461CS200028
1001167CS3000112,1001167CS300011
1000472CS2000062,1000472CS200006
1000463CS1000012,1000463CS100001
1000806CS1000062,1000806CS100006
1001025CS1000102,1001025CS100010
1000691CS3000162,1000691CS300016
1001025CS1000042,1001025CS100004
1001158CS2000282,1001158CS200028
1001158CS2000072,1001158CS200007
1001178CS1000082,1001178CS100008
1000712CS3000062,1000712CS300006
1000730CS2000072,1000730CS200007
1000690CS2000312,1000690CS200031
1000711CS2000262,1000711CS200026
1000838CS1000102,1000838CS100010
1000838CS1000082,1000838CS100008
1001438CS3000112,1001438CS300011
1000705CS3000112,1000705CS300011
1000719CS2000252,1000719CS200025
1000720CS2000012,1000720CS200001
1000806CS1000072,1000806CS100007
1000804CS3000282,1000804CS300028
1000804CS3000292,1000804CS300029
1000772CS3000182,1000772CS300018
1000710CS3000162,1000710CS300016
1001119CS3000172,1001119CS300017
1001430CS3000182,1001430CS300018
1000710CS3000282,1000710CS300028
1001119CS2000162,1001119CS200016
1001116CS3000022,1001116CS300002
1000706CS3000112,1000706CS300011
1000783CS3000282,1000783CS300028
1000781CS2000162,1000781CS200016
1001456CS3000082,1001456CS300008
1000781CS1000012,1000781CS100001
1000717CS3000292,1000717CS300029
1000375CS1000082,1000375CS100008
1001032CS3000202,1001032CS300020
1001032CS1000012,1001032CS100001
1000883CS3000112,1000883CS300011
1000723CS2000062,1000723CS200006
1000722CS3000182,1000722CS300018
1000783CS2000072,1000783CS200007
1000704CS3000032,1000704CS300003
1001439CS3000082,1001439CS300008
1000857CS3000172,1000857CS300017
1000785CS2000172,1000785CS200017
1000783CS2000012,1000783CS200001
1000797CS2000032,1000797CS200003
1000886CS2000312,1000886CS200031
1000830CS1000032,1000830CS100003
1000785CS2000012,1000785CS200001
1000829CS3000012,1000829CS300001
1000719CS3000172,1000719CS300017
1000782CS2000082,1000782CS200008
1001119CS3000042,1001119CS300004
1000834CS3000362,1000834CS300036
1001028CS2000302,1001028CS200030
1000779CS3000022,1000779CS300002
1000799CS1000042,1000799CS100004
1001453CS1000092,1001453CS100009
1001458CS3000202,1001458CS300020
1001017CS1000052,1001017CS100005
1001025CS3000322,1001025CS300032
1001458CS2000052,1001458CS200005
1001017CS1000102,1001017CS100010
1000801CS2000082,1000801CS200008
1001046CS2000012,1001046CS200001
1000801CS2000282,1000801CS200028
1001032CS2000192,1001032CS200019
1000792CS3000292,1000792CS300029
1000817CS3000112,1000817CS300011
1000691CS2000012,1000691CS200001
1001046CS2000342,1001046CS200034
1001046CS2000172,1001046CS200017
1000821CS1000102,1000821CS100010
1000821CS2000342,1000821CS200034
1000820CS3000362,1000820CS300036
1000793CS3000272,1000793CS300027
1001449CS2000372,1001449CS200037
1000369CS2000372,1000369CS200037
1000190CS2000342,1000190CS200034
1000895CS2000312,1000895CS200031
1001466CS1000012,1001466CS100001
1001221CS3000282,1001221CS300028
1001221CS2000162,1001221CS200016
1000793CS2000162,1000793CS200016
1000746CS2000082,1000746CS200008
1001224CS3000022,1001224CS300002
1001449CS3000092,1001449CS300009
1000865CS1000102,1000865CS100010
1001045CS2000162,1001045CS200016
1001449CS2000242,1001449CS200024
1001062CS2000172,1001062CS200017
1001063CS2000052,1001063CS200005
1001033CS2000282,1001033CS200028
1001048CS1000052,1001048CS100005
1000877CS3000022,1000877CS300002
1000867CS1000012,1000867CS100001
1000867CS2000282,1000867CS200028
1000864CS2000022,1000864CS200002
1000863CS3000012,1000863CS300001
1000863CS1000022,1000863CS100002
1001135CS1000082,1001135CS100008
1001141CS3000172,1001141CS300017
1001005CS3000222,1001005CS300022
1000858CS1000012,1000858CS100001
1001088CS3000112,1001088CS300011
1001088CS2000022,1001088CS200002
1000417CS1000062,1000417CS100006
1001085CS1000082,1001085CS100008
1000858CS1000022,1000858CS100002
1000879CS1000012,1000879CS100001
1000595CS2000372,1000595CS200037
1000586CS1000092,1000586CS100009
1001043CS3000222,1001043CS300022
1001034CS3000162,1001034CS300016
1001125CS3000112,1001125CS300011
1000819CS2000242,1000819CS200024
1000922CS2000302,1000922CS200030
1000023CS3000012,1000023CS300001
1000845CS2000282,1000845CS200028
1000856CS3000182,1000856CS300018
1000856CS3000012,1000856CS300001
1001068CS3000202,1001068CS300020
1000860CS3000012,1000860CS300001
1001214CS2000062,1001214CS200006
1001030CS2000082,1001030CS200008
1001043CS1000042,1001043CS100004
1000871CS1000092,1000871CS100009
1000869CS3000182,1000869CS300018
1001125CS2000252,1001125CS200025
1000920CS3000222,1000920CS300022
1000871CS3000192,1000871CS300019
1001018CS1000012,1001018CS100001
1000927CS2000172,1000927CS200017
1000939CS3000022,1000939CS300002
1001018CS3000222,1001018CS300022
1001131CS3000022,1001131CS300002
1000895CS1000082,1000895CS100008
1001098CS2000302,1001098CS200030
1001130CS2000282,1001130CS200028
1001094CS1000022,1001094CS100002
1001496CS1000052,1001496CS100005
1001125CS3000222,1001125CS300022
1001496CS3000282,1001496CS300028
1000937CS2000062,1000937CS200006
1000910CS1000012,1000910CS100001
1001103CS3000012,1001103CS300001
1001104CS1000042,1001104CS100004
1001029CS2000292,1001029CS200029
1001014CS2000062,1001014CS200006
1001099CS1000072,1001099CS100007
1001118CS3000012,1001118CS300001
1001084CS3000112,1001084CS300011
1001084CS3000242,1001084CS300024
1001053CS3000182,1001053CS300018
1000921CS1000012,1000921CS100001
