pid,hid,housenum,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21relig1,ott_score_21,sns_score_21,pc_ability_21,smart_ability_21,esteem_21,ott_score_20,sns_score_20,pc_ability_20,smart_ability_20,esteem_20,ott_change,sns_change,pc_change,smart_change,esteem_change
64400003,644000,3,2,27,5,1,1,2,2,9,5.25,3.619047619,3.64,32,9,1.25,3.761904762,4.4,28,0,4,-0.142857143,-0.76,0.4
64400004,644000,4,1,22,5,1,1,2,2,9,1.25,3.952380952,4.2,34,9,1.75,3.714285714,4.24,28,0,-0.5,0.238095238,-0.04,0.6
64410001,644100,1,1,50,5,2,10,1,2,6,3.25,5,4.64,32,5,0,1.523809524,2.16,29,1,3.25,3.476190476,2.48,0.3
64410002,644100,2,2,42,5,2,3,1,2,6,1.75,3.761904762,3.96,33,9,0,1.619047619,3.4,33,-3,1.75,2.142857143,0.56,0
64420001,644200,1,1,50,5,2,10,1,2,5,0,4.142857143,4,31,9,0,3.285714286,3.28,32,-4,0,0.857142857,0.72,-0.1
64420002,644200,2,2,47,5,2,1,2,2,5,0,3.428571429,3.72,29,5,0,3.714285714,3.72,32,0,0,-0.285714285,0,-0.3
64430001,644300,1,1,54,5,2,8,1,2,7,0,4.047619048,4.76,33,7,0,2.619047619,3.4,31,0,0,1.428571429,1.36,0.2
64430002,644300,2,2,50,4,2,3,1,2,6,0,3.714285714,4.28,33,0,0,3.476190476,3.64,31,6,0,0.238095238,0.64,0.2
64440002,644400,2,2,86,3,3,3,2,1,0,0,1.095238095,1.12,34,0,0,1,1.16,33,0,0,0.095238095,-0.04,0.1
64450001,644500,1,1,49,5,2,9,1,2,9,0,4.142857143,4.36,31,3,0,4.047619048,3.96,32,6,0,0.095238095,0.4,-0.1
64450002,644500,2,2,45,4,2,5,1,2,9,0,4.047619048,4.52,29,4,0,3.952380952,3.72,31,5,0,0.095238096,0.8,-0.2
64460001,644600,1,1,40,5,2,9,1,2,5,0,3.761904762,4.16,30,3,0,1.523809524,2.04,31,2,0,2.238095238,2.12,-0.1
64460002,644600,2,2,37,4,2,1,2,2,5,0,4.238095238,4.32,32,3,0,1.619047619,2.08,31,2,0,2.619047619,2.24,0.1
64480001,644800,1,1,56,5,2,11,1,2,5,0,3.952380952,4.12,28,4,0,3.333333333,3.32,31,1,0,0.619047619,0.8,-0.3
64480002,644800,2,2,49,5,2,1,2,2,5,0,3.80952381,4,30,0,0,1.380952381,2.2,32,5,0,2.428571429,1.8,-0.2
64490001,644900,1,1,52,5,2,10,1,2,4,0,4.095238095,4.48,34,3,0,2.857142857,4,32,1,0,1.238095238,0.48,0.2
64490002,644900,2,2,49,4,2,4,1,2,5,2.25,3.523809524,4.24,34,3,0,2.238095238,3.8,26,2,2.25,1.285714286,0.44,0.8
64500001,645000,1,1,46,4,2,9,1,2,5,0,3.523809524,4.08,35,5,0,3.476190476,4.2,35,0,0,0.047619048,-0.12,0
64500002,645000,2,2,46,5,2,1,2,2,5,1.75,3.952380952,4.28,31,6,2,3.571428571,4.24,35,-1,-0.25,0.380952381,0.04,-0.4
64510001,645100,1,1,41,5,2,10,1,1,6,4,4.238095238,4.24,28,9,2,4.904761905,4.76,37,-3,2,-0.666666667,-0.52,-0.9
64510002,645100,2,2,40,5,2,1,2,1,6,4,4,3.68,29,6,5,4.761904762,4.72,23,0,-1,-0.761904762,-1.04,0.6
64520001,645200,1,1,45,5,2,9,1,2,7,3.75,3.952380952,4.24,33,7,4.25,5,4.88,31,0,-0.5,-1.047619048,-0.64,0.2
64520002,645200,2,2,40,5,2,1,2,2,9,4.5,3.952380952,4.24,29,6,7.25,4.333333333,4.48,27,3,-2.75,-0.380952381,-0.24,0.2
64530001,645300,1,1,49,5,2,9,1,2,6,4.25,4,3.88,33,5,5.25,5,5,38,1,-1,-1,-1.12,-0.5
64530002,645300,2,2,46,4,2,5,1,2,6,3.75,3.714285714,3.92,30,6,6,4.285714286,4.12,36,0,-2.25,-0.571428572,-0.2,-0.6
64530003,645300,3,1,21,5,1,2,2,2,6,4.5,4,3.64,32,8,6,4.619047619,4.76,38,-2,-1.5,-0.619047619,-1.12,-0.6
64530004,645300,4,2,18,4,1,1,2,2,5,3.75,4,3.72,30,5,6,3.80952381,4.04,37,0,-2.25,0.19047619,-0.32,-0.7
64540001,645400,1,1,46,5,2,9,1,2,6,3.5,4,3.96,30,6,8,5,5,32,0,-4.5,-1,-1.04,-0.2
64540002,645400,2,2,45,5,2,4,1,2,6,3.75,4,3.68,31,6,2,3.380952381,4.56,35,0,1.75,0.619047619,-0.88,-0.4
64540003,645400,3,1,17,4,1,1,2,2,6,3.5,4,4.4,31,8,5,3.714285714,4.08,37,-2,-1.5,0.285714286,0.32,-0.6
64540004,645400,4,2,15,3,1,1,2,2,7,3.5,3.666666667,3.76,30,7,3.25,2.904761905,2.76,31,0,0.25,0.761904762,1,-0.1
64550001,645500,1,1,46,5,2,9,1,2,6,3.25,4,4.24,31,6,3,4.714285714,4.36,32,0,0.25,-0.714285714,-0.12,-0.1
64550002,645500,2,2,42,5,2,1,2,2,5,3.25,4,3.84,31,6,2.25,4.047619048,4.56,32,-1,1,-0.047619048,-0.72,-0.1
64550003,645500,3,2,17,4,1,1,2,2,6,3.25,4,3.72,31,8,5,3.571428571,3.84,32,-2,-1.75,0.428571429,-0.12,-0.1
64550004,645500,4,2,15,3,1,1,2,2,8,3.25,3.857142857,3.64,32,6,3.5,3,2.92,26,2,-0.25,0.857142857,0.72,0.6
64570001,645700,1,1,43,5,2,9,1,2,7,2.25,4,3.84,31,6,4.25,4.380952381,4.36,34,1,-2,-0.380952381,-0.52,-0.3
64570002,645700,2,2,39,5,2,1,2,2,5,3.5,4,3.72,31,6,6,3.428571429,3.64,29,-1,-2.5,0.571428571,0.08,0.2
64580001,645800,1,1,49,5,2,11,1,2,6,2.75,3.714285714,4.44,32,5,4.25,4.380952381,5,36,1,-1.5,-0.666666667,-0.56,-0.4
64580002,645800,2,2,49,4,2,1,2,1,5,2.75,4,3.72,32,4,3.5,3.80952381,4.28,28,1,-0.75,0.19047619,-0.56,0.4
64580003,645800,3,2,27,4,1,5,1,1,7,3.5,4.476190476,3.92,30,6,8,4.857142857,4.4,34,1,-4.5,-0.380952381,-0.48,-0.4
64580004,645800,4,1,24,4,1,6,1,2,6,3.75,4,3.88,30,6,3.25,3.333333333,4.76,31,0,0.5,0.666666667,-0.88,-0.1
64590001,645900,1,1,55,4,2,9,1,1,6,3,3.761904762,3.76,33,5,3.5,2.761904762,2.56,30,1,-0.5,1,1.2,0.3
64590002,645900,2,2,51,4,2,1,2,1,5,3.75,3.857142857,3.68,29,4,5.25,1.285714286,2.84,38,1,-1.5,2.571428571,0.84,-0.9
64590003,645900,3,2,25,5,1,5,1,1,9,3.75,4,3.8,29,5,4.75,4.571428571,4.52,33,4,-1,-0.571428571,-0.72,-0.4
64600001,646000,1,1,55,4,2,9,1,2,6,3.75,4,3.92,30,3,3.5,2.857142857,3.84,32,3,0.25,1.142857143,0.08,-0.2
64600002,646000,2,2,53,4,2,1,2,1,6,4.5,3.80952381,3.48,30,5,4.5,2,2.4,33,1,0,1.80952381,1.08,-0.3
64600003,646000,3,1,23,5,1,3,1,2,8,3.25,4,3.84,31,5,5,4.523809524,4.36,36,3,-1.75,-0.523809524,-0.52,-0.5
64610001,646100,1,1,54,4,2,5,1,2,6,0,3.619047619,3.44,32,5,2,3.380952381,3.32,29,1,-2,0.238095238,0.12,0.3
64610002,646100,2,2,53,4,2,1,2,2,7,3.25,3.523809524,3.28,27,6,2.5,3.619047619,3.32,32,1,0.75,-0.095238095,-0.04,-0.5
64610003,646100,3,2,29,5,1,5,1,2,9,4.25,4,3.88,33,6,2.5,4,4,32,3,1.75,0,-0.12,0.1
64610004,646100,4,2,27,5,1,5,1,2,9,3,4,3.84,31,5,2.75,4.19047619,4.16,30,4,0.25,-0.19047619,-0.32,0.1
64610005,646100,5,2,24,5,1,5,1,2,9,2.75,4,3.8,30,8,3.25,4.333333333,4.16,31,1,-0.5,-0.333333333,-0.36,-0.1
64610006,646100,6,1,16,4,1,1,2,2,6,2.75,3.80952381,3.72,30,5,3,3.80952381,3.76,29,1,-0.25,0,-0.04,0.1
64630001,646300,1,1,61,5,2,10,1,2,6,5,5,5,35,6,0,3.285714286,3.36,32,0,5,1.714285714,1.64,0.3
64630002,646300,2,2,56,4,2,1,2,1,6,2,2.571428571,2.84,32,6,2,3.095238095,3.6,28,0,0,-0.523809524,-0.76,0.4
64630003,646300,3,1,33,5,1,7,1,2,7,2.75,5,4.8,33,7,2.75,4.19047619,4.28,33,0,0,0.80952381,0.52,0
64630004,646300,4,2,29,5,1,5,1,2,6,2.75,4,3.88,32,8,2.5,4.047619048,4.12,32,-2,0.25,-0.047619048,-0.24,0
64650001,646500,1,1,60,4,2,1,2,2,7,0,2.333333333,2.76,29,9,0,2.857142857,3.28,29,-2,0,-0.523809524,-0.52,0
64650002,646500,2,2,60,4,2,7,1,2,5,1.75,2.476190476,2.68,31,8,1.75,3.285714286,3.32,31,-3,0,-0.80952381,-0.64,0
64660001,646600,1,1,55,4,2,7,1,2,6,2.5,3.761904762,3.56,32,5,1.5,3.476190476,3.24,30,1,1,0.285714286,0.32,0.2
64660002,646600,2,2,47,4,2,5,1,2,5,3.25,3.571428571,3.48,31,9,2,3.761904762,3.56,26,-4,1.25,-0.190476191,-0.08,0.5
64660003,646600,3,1,28,5,1,5,1,2,9,3.75,4,3.84,32,5,2,4,3.88,30,4,1.75,0,-0.04,0.2
64660004,646600,4,2,28,5,1,5,1,2,9,3,3.952380952,3.76,32,9,2.75,4,4.2,27,0,0.25,-0.047619048,-0.44,0.5
64660005,646600,5,2,82,2,3,1,2,2,0,0,1,1.04,25,0,0,1,1.08,23,0,0,0,-0.04,0.2
64670001,646700,1,1,56,4,2,7,1,2,7,0,4.047619048,3.52,31,9,0,3.285714286,3.36,28,-2,0,0.761904762,0.16,0.3
64670002,646700,2,2,51,4,2,1,2,2,7,3.75,4.047619048,3.6,31,9,2.25,4,3.6,31,-2,1.5,0.047619048,0,0
64670003,646700,3,2,26,5,1,5,1,2,7,3.75,4.047619048,3.8,33,6,2,4,4,29,1,1.75,0.047619048,-0.2,0.4
64670004,646700,4,2,22,5,1,1,2,2,9,3.5,4.047619048,3.84,29,6,2,3.857142857,4.2,26,3,1.5,0.190476191,-0.36,0.3
64680001,646800,1,2,55,4,4,7,1,2,6,2.5,3.047619048,3.32,30,6,1.75,3.238095238,3.12,30,0,0.75,-0.19047619,0.2,0
64680002,646800,2,1,31,5,1,5,1,2,8,3,5,4.32,32,6,2,4,4,28,2,1,1,0.32,0.4
64700001,647000,1,1,53,4,2,7,1,2,7,2.5,3.619047619,3.4,29,5,2.5,3.285714286,3.44,30,2,0,0.333333333,-0.04,-0.1
64700002,647000,2,2,51,4,2,5,1,1,5,3.5,3.619047619,3.36,31,5,2.25,3.523809524,3.56,30,0,1.25,0.095238095,-0.2,0.1
64700003,647000,3,2,25,5,1,5,1,1,9,3.25,4,3.8,29,5,3.25,4,4,30,4,0,0,-0.2,-0.1
64700004,647000,4,1,22,5,1,1,2,1,9,3.5,4,3.84,28,5,3.5,4,4,30,4,0,0,-0.16,-0.2
64720001,647200,1,1,48,5,2,9,1,2,5,0,3.80952381,3.8,31,9,0,2.952380952,4,34,-4,0,0.857142858,-0.2,-0.3
64720002,647200,2,2,42,4,2,4,1,2,8,4.25,3.714285714,4.2,33,8,1.75,3.476190476,4,34,0,2.5,0.238095238,0.2,-0.1
64770001,647700,1,1,42,5,2,9,1,2,8,0,3,3.76,30,9,0,1.619047619,2.12,32,-1,0,1.380952381,1.64,-0.2
64770002,647700,2,2,39,5,2,1,2,2,9,2.25,3.761904762,4.24,27,9,0,1.523809524,2.44,33,0,2.25,2.238095238,1.8,-0.6
64780001,647800,1,1,40,5,2,9,1,2,7,1.75,5,4.92,32,5,0,2.761904762,3.72,31,2,1.75,2.238095238,1.2,0.1
64780002,647800,2,2,38,5,2,1,2,2,7,2,3.761904762,4.2,33,9,0,2.142857143,3.8,31,-2,2,1.619047619,0.4,0.2
64790001,647900,1,1,43,5,2,9,1,2,8,7.25,4.476190476,5,30,6,0,1.428571429,2.96,31,2,7.25,3.047619047,2.04,-0.1
64790002,647900,2,2,42,4,2,1,2,2,8,5.75,4.19047619,4.28,24,9,0,1.619047619,2.88,31,-1,5.75,2.571428571,1.4,-0.7
64810001,648100,1,1,56,5,1,11,1,2,9,1.5,3.952380952,3.76,29,5,1.25,3.476190476,4.4,33,4,0.25,0.476190476,-0.64,-0.4
64810002,648100,2,2,38,5,1,1,2,2,9,1.25,3.666666667,3.6,32,5,1.75,3.904761905,4.12,30,4,-0.5,-0.238095238,-0.52,0.2
64850001,648500,1,2,81,2,3,2,2,2,0,0,1,1,32,0,0,1,1.04,30,0,0,0,-0.04,0.2
64870001,648700,1,1,59,5,2,12,1,2,9,1.25,3.952380952,3.96,30,9,1.25,3.857142857,4,32,0,0,0.095238095,-0.04,-0.2
64870002,648700,2,2,58,4,2,1,2,2,9,1.25,2.952380952,3.2,31,8,1.25,3.380952381,2.92,31,1,0,-0.428571429,0.28,0
64870003,648700,3,1,26,6,1,1,2,2,9,1.25,4.476190476,3.92,31,6,1.75,4.761904762,4.72,32,3,-0.5,-0.285714286,-0.8,-0.1
64940001,649400,1,1,64,4,2,8,1,2,8,3.25,3.285714286,4,27,7,5,2.80952381,3.16,28,1,-1.75,0.476190476,0.84,-0.1
64950001,649500,1,2,70,3,3,2,2,2,0,0,1,1.2,26,0,0,1,2.12,18,0,0,0,-0.92,0.8
64950002,649500,2,2,41,4,1,5,1,2,7,5.5,4.571428571,4.92,25,8,5.25,3.857142857,3.84,27,-1,0.25,0.714285714,1.08,-0.2
64960001,649600,1,1,58,4,2,6,1,2,8,4.5,2.095238095,2.8,27,7,5.5,2.619047619,3.16,28,1,-1,-0.523809524,-0.36,-0.1
64960002,649600,2,1,33,5,1,7,1,2,8,5.5,4.80952381,4.92,27,8,6.25,3.904761905,4.08,27,0,-0.75,0.904761905,0.84,0
64970001,649700,1,2,47,4,2,5,1,2,7,3.25,3.047619048,3.76,27,7,4.25,3.047619048,3.44,27,0,-1,0,0.32,0
64970002,649700,2,1,46,5,2,7,1,2,7,4.5,3.857142857,4.76,23,6,6,2.904761905,3.2,28,1,-1.5,0.952380952,1.56,-0.5
64980001,649800,1,1,58,4,2,7,1,2,7,3.25,2.761904762,3.44,24,8,7.25,2.80952381,2.96,28,-1,-4,-0.047619048,0.48,-0.4
64990001,649900,1,1,88,2,2,2,2,1,0,0,1,1,24,0,0,1,1,27,0,0,0,0,-0.3
64990002,649900,2,2,89,2,2,2,2,1,0,0,1,1,26,0,0,1,1,26,0,0,0,0,0
65010002,650100,2,2,87,2,3,1,2,1,0,0,1,1,30,0,0,1,1,30,0,0,0,0,0
65030001,650300,1,1,46,4,2,8,1,2,9,5.25,1.857142857,2.88,33,0,0,1.333333333,2.44,29,9,5.25,0.523809524,0.44,0.4
65030002,650300,2,2,45,5,2,6,1,2,9,4.5,2.428571429,3.96,36,6,5.5,3.476190476,4.36,31,3,-1,-1.047619047,-0.4,0.5
65030003,650300,3,1,17,4,1,1,2,2,9,7.25,3.619047619,4.44,38,6,7,4.333333333,4.52,27,3,0.25,-0.714285714,-0.08,1.1
65040001,650400,1,1,76,2,2,5,1,2,0,0,1,1.32,34,0,0,1,1,26,0,0,0,0.32,0.8
65040002,650400,2,2,67,2,2,1,1,2,0,0,1,1.32,35,0,0,1,1,25,0,0,0,0.32,1
65050001,650500,1,1,63,2,2,2,1,2,0,0,1.142857143,1.08,34,0,0,1,1,31,0,0,0.142857143,0.08,0.3
65050002,650500,2,2,61,2,2,1,2,2,0,0,1.142857143,1.12,21,0,0,1,1,27,0,0,0.142857143,0.12,-0.6
65060001,650600,1,1,60,4,2,3,1,2,0,0,1,1.32,33,0,0,1,1,25,0,0,0,0.32,0.8
65060002,650600,2,2,58,3,2,1,1,2,0,0,1,1.32,33,0,0,1,1.84,22,0,0,0,-0.52,1.1
65060004,650600,4,2,89,2,3,1,2,2,0,0,1,1,33,0,0,1,1,27,0,0,0,0,0.6
65070003,650700,3,1,58,4,2,8,1,2,5,0,1,1.88,37,0,0,1,2.52,31,5,0,0,-0.64,0.6
65070004,650700,4,2,58,4,2,1,1,2,4,0,1,2.04,34,0,0,1,2.16,24,4,0,0,-0.12,1
65080001,650800,1,1,87,2,2,3,2,2,0,0,1.047619048,1.16,34,0,0,1,1,24,0,0,0.047619048,0.16,1
65080002,650800,2,2,79,2,2,1,2,2,0,0,1.047619048,1.32,38,0,0,1,1,24,0,0,0.047619048,0.32,1.4
65090001,650900,1,2,77,2,3,1,2,2,0,0,1,1.16,35,0,0,1,1.16,25,0,0,0,0,1
65090002,650900,2,2,44,5,2,6,1,2,6,4.5,4.476190476,4.44,36,7,5,3.428571429,3.92,27,-1,-0.5,1.047619047,0.52,0.9
65090003,650900,3,1,48,5,2,8,1,1,6,4.5,4.428571429,4.64,35,7,5.75,2.619047619,3.28,26,-1,-1.25,1.80952381,1.36,0.9
65090004,650900,4,1,15,3,1,1,2,2,5,4,2.428571429,3.16,35,6,0,1.666666667,3.08,25,-1,4,0.761904762,0.08,1
65100001,651000,1,1,50,3,2,7,1,2,6,4.5,2.476190476,3.08,34,0,0,1,2.6,25,6,4.5,1.476190476,0.48,0.9
65100002,651000,2,2,51,3,2,1,2,2,6,4.25,1.047619048,2.64,38,7,3.25,1.619047619,2.56,26,-1,1,-0.571428571,0.08,1.2
65100003,651000,3,1,24,4,1,6,1,2,6,5,4.619047619,4.72,38,6,4.5,3.380952381,4.28,25,0,0.5,1.238095238,0.44,1.3
65100004,651000,4,1,19,4,1,5,1,2,6,5.25,4.80952381,4.36,36,9,6.25,3.714285714,4.28,24,-3,-1,1.095238096,0.08,1.2
65130002,651300,2,2,57,4,2,5,1,2,6,4,2.476190476,3.4,23,8,4.5,2.523809524,3.2,26,-2,-0.5,-0.047619048,0.2,-0.3
65130003,651300,3,1,69,4,2,2,2,2,6,3.75,1,2.84,25,9,6.25,1.285714286,2.56,27,-3,-2.5,-0.285714286,0.28,-0.2
65140002,651400,2,2,88,2,3,3,2,2,0,0,1,1,26,0,0,1,1,23,0,0,0,0,0.3
65160001,651600,1,1,93,2,2,2,2,2,0,0,1,1,25,0,0,1,1,27,0,0,0,0,-0.2
65190001,651900,1,2,92,2,3,2,2,2,0,0,1,1,25,0,0,1,1,21,0,0,0,0,0.4
65200001,652000,1,2,63,4,3,3,2,2,6,3.5,1,2.76,25,7,4.25,1.428571429,2.56,27,-1,-0.75,-0.428571429,0.2,-0.2
65210001,652100,1,1,75,2,3,3,1,2,0,0,1,1.36,27,0,0,1,1.24,25,0,0,0,0.12,0.2
65210003,652100,3,2,68,3,3,3,1,2,0,0,1,1.52,27,0,0,1,1.32,30,0,0,0,0.2,-0.3
65220001,652200,1,1,74,3,2,4,1,2,5,1.25,1.952380952,2.84,32,0,3,1.80952381,2.72,31,5,-1.75,0.142857142,0.12,0.1
65220002,652200,2,2,69,2,2,1,1,2,5,1.25,1.285714286,2.32,31,0,2.75,1.095238095,2.56,28,5,-1.5,0.190476191,-0.24,0.3
65220003,652200,3,1,37,5,1,7,1,2,6,1.5,4.19047619,4.8,30,0,3.25,4.380952381,4.64,33,6,-1.75,-0.190476191,0.16,-0.3
65230002,652300,2,2,72,2,3,4,1,2,5,2.25,1,1.88,33,0,0,1,2,22,5,2.25,0,-0.12,1.1
65250003,652500,3,1,48,4,1,7,1,2,9,2.75,3.904761905,4.2,28,0,2.5,3.952380952,4.04,28,9,0.25,-0.047619047,0.16,0
65260001,652600,1,1,65,4,2,8,1,2,5,1.5,1.428571429,3.12,29,0,1.5,2.238095238,3.8,31,5,0,-0.809523809,-0.68,-0.2
65260002,652600,2,2,61,3,2,1,1,2,5,1.25,1.714285714,2.64,33,0,2.5,1.761904762,2.8,28,5,-1.25,-0.047619048,-0.16,0.5
65260003,652600,3,1,36,5,1,7,1,2,6,2.75,4.476190476,4.92,33,5,6,4.285714286,4.52,35,1,-3.25,0.19047619,0.4,-0.2
65270002,652700,2,2,91,2,3,1,2,2,0,0,1.142857143,1.08,21,0,0,1,1,20,0,0,0.142857143,0.08,0.1
65280004,652800,4,2,93,2,3,2,2,2,0,0,1,1,21,0,0,1,1,25,0,0,0,0,-0.4
65290002,652900,2,2,72,3,3,4,1,2,5,1.5,1.095238095,2.16,29,0,3,1.285714286,2.64,31,5,-1.5,-0.190476191,-0.48,-0.2
65300001,653000,1,1,65,3,2,6,1,2,5,1.25,2,3.04,32,5,2,2.142857143,3.28,26,0,-0.75,-0.142857143,-0.24,0.6
65300002,653000,2,2,62,3,2,1,1,1,0,1.25,2.285714286,3.24,30,0,3,1.952380952,3.24,35,0,-1.75,0.333333334,0,-0.5
65300003,653000,3,1,96,2,3,1,2,2,0,0,1.047619048,1.04,22,0,0,1,1,20,0,0,0.047619048,0.04,0.2
65300004,653000,4,1,36,5,1,8,1,2,5,3,4.857142857,4.96,34,9,6,4.238095238,4.72,32,-4,-3,0.619047619,0.24,0.2
65310001,653100,1,1,72,3,2,6,1,2,0,2.5,1.428571429,2.04,29,0,2.5,1.142857143,2.56,26,0,0,0.285714286,-0.52,0.3
65310002,653100,2,2,73,2,2,1,1,2,0,3,1,1.68,29,0,3,1,2.24,32,0,0,0,-0.56,-0.3
65320001,653200,1,1,80,2,2,4,1,2,0,0,1,1.32,28,0,0,1,1.28,26,0,0,0,0.04,0.2
65320002,653200,2,2,80,2,2,3,1,2,0,0,1,1.16,28,0,0,1,1.08,24,0,0,0,0.08,0.4
65330001,653300,1,2,69,2,3,4,1,2,5,2,1.095238095,1.92,26,0,1.75,1,1.92,29,5,0.25,0.095238095,0,-0.3
65340001,653400,1,2,80,3,3,4,1,2,0,0,1,1.28,26,0,0,1,1.24,27,0,0,0,0.04,-0.1
65350001,653500,1,2,84,2,3,4,1,2,0,0,1,1.12,23,0,0,1,1.08,34,0,0,0,0.04,-1.1
65360001,653600,1,1,72,2,2,4,1,2,5,0,1,2.12,28,0,0,1,1.24,26,5,0,0,0.88,0.2
65360002,653600,2,2,71,2,2,1,1,2,5,2.75,1,1.92,27,0,2.75,1,2.56,28,5,0,0,-0.64,-0.1
65370002,653700,2,2,78,2,3,4,1,2,8,0,1,1.44,19,0,1.25,1,2.32,27,8,-1.25,0,-0.88,-0.8
65380001,653800,1,1,80,2,2,4,1,2,0,0,1.095238095,1.24,23,0,0,1,1.28,18,0,0,0.095238095,-0.04,0.5
65380002,653800,2,2,75,2,2,1,1,2,0,0,1.142857143,1.16,22,0,0,1,1.24,19,0,0,0.142857143,-0.08,0.3
65390001,653900,1,1,86,2,3,4,1,2,0,0,1,1.16,19,0,0,1,1.56,27,0,0,0,-0.4,-0.8
65400001,654000,1,1,87,2,2,4,1,2,0,0,1,1.16,19,0,0,1,1.16,28,0,0,0,0,-0.9
65400002,654000,2,2,91,2,2,1,1,2,0,0,1.095238095,1,26,0,0,1,1.08,24,0,0,0.095238095,-0.08,0.2
65410001,654100,1,1,55,4,2,8,1,2,6,4,1,2.44,34,0,0,1,1.8,32,6,4,0,0.64,0.2
65410002,654100,2,2,53,4,2,1,1,2,9,0,1,1.8,33,9,0,1,1.88,28,0,0,0,-0.08,0.5
65410003,654100,3,2,28,5,1,5,1,2,6,5,4.476190476,5,35,9,7,3.714285714,5,34,-3,-2,0.761904762,0,0.1
65410004,654100,4,1,26,5,1,1,2,2,9,5.5,4.095238095,4.72,37,7,3,5,5,31,2,2.5,-0.904761905,-0.28,0.6
65420001,654200,1,1,60,4,2,5,1,2,6,5,1,1.8,33,6,5,1,2.52,29,0,0,0,-0.72,0.4
65420002,654200,2,2,58,4,2,5,1,2,6,5,2.523809524,3.32,37,8,3,1,2.08,31,-2,2,1.523809524,1.24,0.6
65420004,654200,4,2,79,2,3,1,2,2,0,0,1,1,34,0,0,1,1,27,0,0,0,0,0.7
65420005,654200,5,1,33,4,1,1,1,2,7,5.25,4.095238095,3.56,33,7,6,3.619047619,5,28,0,-0.75,0.476190476,-1.44,0.5
65430001,654300,1,1,69,2,2,5,1,1,0,0,1,1.32,35,0,0,1,1.68,27,0,0,0,-0.36,0.8
65430002,654300,2,2,67,3,2,5,1,1,6,2.75,1,1.8,33,0,0,1,1.68,31,6,2.75,0,0.12,0.2
65440001,654400,1,1,80,2,2,3,1,1,0,0,1,1,36,0,0,1,1,28,0,0,0,0,0.8
65440002,654400,2,2,77,2,2,1,1,1,0,0,1,1,35,0,0,1,1,30,0,0,0,0,0.5
65450001,654500,1,1,86,2,2,4,1,1,0,0,1,1,35,0,0,1,1,28,0,0,0,0,0.7
65450002,654500,2,2,84,2,2,1,1,1,0,0,1,1,34,0,0,1,1,28,0,0,0,0,0.6
65460001,654600,1,1,69,2,3,2,2,1,0,0,1,1.32,19,0,0,1,1,25,0,0,0,0.32,-0.6
65470001,654700,1,1,74,2,2,3,1,2,5,0,1,1.8,34,0,0,1,1.16,32,5,0,0,0.64,0.2
65470002,654700,2,2,65,2,2,1,1,2,5,0,1,1.8,38,0,0,1,1.8,28,5,0,0,0,1
65480001,654800,1,1,78,2,2,3,1,2,0,0,1,1,33,0,0,1,1,28,0,0,0,0,0.5
65480002,654800,2,2,62,2,2,1,1,2,0,0,1,1,33,0,0,1,1,32,0,0,0,0,0.1
65500002,655000,2,2,87,2,3,1,2,2,0,0,1,1,33,0,0,1,1,29,0,0,0,0,0.4
65520001,655200,1,1,87,2,2,1,2,2,0,0,1.095238095,1.08,25,0,0,1,1,28,0,0,0.095238095,0.08,-0.3
65520002,655200,2,2,79,2,2,3,1,2,0,0,1.095238095,1.16,23,0,0,1,1,29,0,0,0.095238095,0.16,-0.6
65530002,655300,2,2,72,2,3,1,2,2,0,0,1,1.32,26,0,0,1,1.16,30,0,0,0,0.16,-0.4
65540001,655400,1,1,76,2,2,6,1,2,0,0,1,1.24,24,0,0,1,1.8,29,0,0,0,-0.56,-0.5
65540002,655400,2,2,75,2,2,1,1,2,0,0,1,1.16,33,0,0,1,1.8,31,0,0,0,-0.64,0.2
65540003,655400,3,1,54,5,1,1,1,2,5,5,2.952380952,3.68,25,7,5,1.952380952,3.16,28,-2,0,1,0.52,-0.3
65550001,655500,1,1,49,5,2,11,1,2,6,2,5,5,30,7,4.5,5,5,29,-1,-2.5,0,0,0.1
65550002,655500,2,2,37,5,2,6,1,2,6,1.5,5,5,30,6,4.5,2.142857143,3.24,28,0,-3,2.857142857,1.76,0.2
65550003,655500,3,1,20,5,1,1,2,2,6,1.5,4.333333333,4.64,30,6,4.75,2.761904762,3.6,32,0,-3.25,1.571428571,1.04,-0.2
65550004,655500,4,2,16,4,1,1,2,2,6,0,3,2.64,30,8,0,2.333333333,3.08,31,-2,0,0.666666667,-0.44,-0.1
65560001,655600,1,1,47,4,4,12,1,2,7,0,2.095238095,2.4,30,6,0,1,2.6,29,1,0,1.095238095,-0.2,0.1
65560004,655600,4,1,77,3,3,3,1,2,0,0,1,1.24,26,0,0,1,1,31,0,0,0,0.24,-0.5
65570001,655700,1,1,51,3,2,7,1,2,6,0,1.238095238,2.24,30,6,0,1,1.96,30,0,0,0.238095238,0.28,0
65570002,655700,2,2,49,3,2,1,1,2,6,0,1.19047619,3.16,29,6,0,1,2.04,29,0,0,0.19047619,1.12,0
65570003,655700,3,2,22,5,1,1,2,2,8,5,5,5,30,6,7,5,5,34,2,-2,0,0,-0.4
65570004,655700,4,2,87,2,3,1,2,2,0,0,1,1,29,0,0,1,1,33,0,0,0,0,-0.4
65580001,655800,1,1,72,3,2,6,1,2,0,0,1,1.84,28,0,0,1,1.16,28,0,0,0,0.68,0
