시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 도봉구 방학동,731,731,0,한화성원아파트,59.88,202307,1,"30,000",2,1996,방학로11길 10
서울특별시 중랑구 묵동,13,13,0,신내,39.84,202306,21,"35,000",2,1996,숙선옹주로 91
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202306,16,"30,500",2,1996,마들로 684-19
서울특별시 강동구 길동,470,470,0,현대1,84.87,202306,13,"78,000",2,1996,천호대로 1231
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202306,10,"33,300",2,1996,마들로 684-20
서울특별시 구로구 구로동,796-16,796,16,(796-16),42.56,202305,29,"16,300",2,1996,도림로6길 39-34
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,75.75,202305,19,"62,000",2,1996,거북골로 154
서울특별시 강남구 신사동,622,622,0,신성아파트101동,59.67,202305,11,"135,000",2,1996,언주로167길 15
서울특별시 강남구 신사동,622,622,0,신성아파트101동,59.67,202305,11,"135,000",2,1996,언주로167길 15
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,84.57,202305,10,"75,000",2,1996,거북골로 154
서울특별시 구로구 신도림동,639,639,0,우성2,84.82,202305,3,"84,000",2,1996,신도림로 105
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202304,25,"31,000",2,1996,마들로 684-19
서울특별시 중랑구 신내동,661,661,0,신내11대명,49.77,202304,15,"40,000",2,1996,봉화산로 193
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202303,23,"68,900",2,1996,양평로24길 9
서울특별시 중랑구 신내동,785,785,0,건영2차,74.25,202303,11,"60,000",2,1996,신내로7길 20
서울특별시 구로구 구로동,771-2,771,2,(771-2),53.04,202303,9,"21,000",2,1996,구로동로20길 68-2
서울특별시 마포구 도화동,357,357,0,도화동현대,128.26,202303,8,"112,000",2,1996,새창로 52
서울특별시 서대문구 홍제동,455,455,0,현대그린,84.96,202303,6,"60,900",2,1996,세무서2길 64
서울특별시 서초구 잠원동,Nov-71,71,11,한신타워,68.09,202303,3,"165,000",2,1996,잠원로3길 8
서울특별시 구로구 구로동,749-4,749,4,(749-4),45.95,202302,25,"22,000",2,1996,구로동로20길 58-4
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202302,20,"99,500",2,1996,중계로 233
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202302,10,"37,500",2,1996,신내로 127
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202302,10,"30,000",2,1996,마들로 684-19
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202302,4,"101,000",2,1996,중계로 233
서울특별시 구로구 구로동,744-21,744,21,(744-21),33.8,202301,10,"16,000",2,1996,구로동로20길 46-2
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202301,7,"32,000",2,1996,신내로 127
서울특별시 노원구 중계동,445,445,0,염광,84.5,202312,26,"69,500",3,1996,덕릉로79길 23
서울특별시 중랑구 신내동,661,661,0,신내11대명,59.76,202312,18,"45,000",3,1996,봉화산로 193
서울특별시 관악구 봉천동,1698-1,1698,1,보라매삼성,84.84,202311,13,"82,700",3,1996,보라매로 62
서울특별시 성동구 하왕십리동,258,258,0,벽산,114.46,202311,11,"69,300",3,1996,무학로 50
서울특별시 중랑구 신내동,650,650,0,신내6대주,59.76,202310,25,"57,800",3,1996,신내로19길 42
서울특별시 노원구 중계동,580,580,0,성원1,84.78,202310,17,"82,500",3,1996,덕릉로71길 5
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202310,7,"35,500",3,1996,마들로 684-19
서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,202310,6,"27,000",3,1996,신내로 127
서울특별시 강남구 압구정동,446,446,0,현대빌라트,181.81,202310,5,"660,000",3,1996,압구정로29길 49
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202309,25,"35,000",3,1996,마들로 684-19
서울특별시 마포구 도화동,357,357,0,도화동현대,128.26,202309,16,"124,000",3,1996,새창로 52
서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202309,11,"39,500",3,1996,신내로19길 42
서울특별시 서초구 잠원동,Dec-71,71,12,킴스빌리지,23.7,202308,25,"65,500",3,1996,잠원로3길 6
서울특별시 중랑구 신내동,661,661,0,신내11대명,59.76,202308,21,"52,000",3,1996,봉화산로 193
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202308,18,"34,000",3,1996,신내로 127
서울특별시 양천구 신월동,222-7,222,7,신월성원,59.94,202308,8,"33,600",3,1996,곰달래로2길 16
서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202308,7,"38,500",3,1996,신내로19길 42
서울특별시 종로구 평창동,145-5,145,5,일성빌라트,59.82,202307,24,"57,800",3,1996,평창문화로 119
서울특별시 서대문구 홍제동,455,455,0,현대그린,84.96,202307,19,"68,000",3,1996,세무서2길 64
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202307,15,"83,000",3,1996,여의대방로 28
서울특별시 마포구 도화동,357,357,0,도화동현대,68.22,202307,9,"91,500",3,1996,새창로 52
서울특별시 성동구 하왕십리동,258,258,0,벽산,84.94,202307,8,"96,000",3,1996,무학로 50
서울특별시 중랑구 신내동,479,479,0,중앙하이츠,84.97,202307,6,"55,000",3,1996,봉화산로56길 123
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202306,26,"102,000",3,1996,중계로 233
서울특별시 구로구 구로동,792-54,792,54,(792-54),32.47,202306,26,"18,800",3,1996,디지털로27라길 39-7
서울특별시 중랑구 상봉동,494,494,0,금강산아파트,66.54,202306,10,"50,000",3,1996,중랑천로10길 23
서울특별시 광진구 광장동,566,566,0,청구,59.95,202306,10,"85,300",3,1996,아차산로 503-23
서울특별시 마포구 도화동,357,357,0,도화동현대,68.22,202306,3,"92,000",3,1996,새창로 52
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202306,2,"106,750",3,1996,중계로 233
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202305,15,"100,000",3,1996,중계로 233
서울특별시 관악구 신림동,1703-1,1703,1,LIG대학마을(건영아파트3차),58.9,202305,2,"45,000",3,1996,신림로3길 40
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.88,202305,1,"124,000",3,1996,광나루로56길 32
서울특별시 도봉구 방학동,731,731,0,한화성원아파트,59.88,202304,24,"39,000",3,1996,방학로11길 10
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,202303,30,"115,000",3,1996,광나루로56길 32
서울특별시 강서구 염창동,291,291,0,현대3,59.92,202303,18,"56,000",3,1996,양천로75길 60
서울특별시 양천구 신월동,604-4,604,4,삼구,83.85,202303,16,"32,400",3,1996,신월로24길 28-6
서울특별시 강서구 염창동,291,291,0,현대3,59.92,202303,3,"56,500",3,1996,양천로75길 60
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202302,28,"92,000",3,1996,중계로 233
서울특별시 강남구 논현동,103,103,0,쌍용,84.87,202302,28,"105,000",3,1996,도산대로50길 43
서울특별시 영등포구 양평동1가,01월 14일,14,1,한신공영,59.98,202302,25,"61,000",3,1996,영등포로12길 7
서울특별시 강동구 천호동,May-46,46,5,우정아파트,84.97,202302,13,"50,500",3,1996,양재대로125길 19
서울특별시 도봉구 방학동,735,735,0,성원아파트,59.94,202312,28,"41,900",4,1996,도당로6길 14-5
서울특별시 구로구 구로동,780-48,780,48,(780-48),42.97,202312,13,"18,000",4,1996,도림로12길 5-8
서울특별시 영등포구 양평동1가,01월 14일,14,1,한신공영,115.07,202311,23,"70,000",4,1996,영등포로12길 7
서울특별시 영등포구 양평동5가,76,76,0,양평한신,84.87,202311,8,"106,000",4,1996,양평로24길 9
서울특별시 구로구 구로동,747-17,747,17,삼호빌라,47.1,202310,17,"24,000",4,1996,구로동로18길 44-9
서울특별시 도봉구 쌍문동,721,721,0,극동아파트,84.9,202310,16,"49,000",4,1996,노해로45길 26
서울특별시 중랑구 묵동,13,13,0,신내,39.84,202309,26,"37,000",4,1996,숙선옹주로 91
서울특별시 성동구 마장동,817,817,0,삼성,59.76,202309,25,"84,000",4,1996,마장로 271
서울특별시 마포구 성산동,142-9,142,9,세원,59.87,202309,23,"54,000",4,1996,월드컵북로 194
서울특별시 서대문구 홍제동,454,454,0,유원하나,82.35,202309,7,"53,000",4,1996,세검정로 134
서울특별시 강남구 역삼동,836,836,0,한스빌(836),39.89,202309,6,"39,000",4,1996,도곡로3길 26
서울특별시 마포구 도화동,357,357,0,도화동현대,79.83,202309,1,"103,600",4,1996,새창로 52
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202308,25,"86,300",4,1996,여의대방로 28
서울특별시 구로구 구로동,740-7,740,7,(740-7),35.1,202308,21,"18,600",4,1996,구로동로12길 49
서울특별시 중랑구 신내동,650,650,0,신내6대주,59.76,202308,17,"56,000",4,1996,신내로19길 42
서울특별시 종로구 평창동,145-5,145,5,일성빌라트,84.99,202308,4,"71,600",4,1996,평창문화로 119
서울특별시 중랑구 신내동,657,657,0,신내9진흥,49.82,202307,22,"41,750",4,1996,신내로 127
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202307,14,"89,600",4,1996,여의대방로 28
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202307,8,"109,100",4,1996,중계로 233
서울특별시 광진구 광장동,566,566,0,청구,84.86,202307,8,"120,000",4,1996,아차산로 503-23
서울특별시 성동구 하왕십리동,258,258,0,벽산,114.46,202306,21,"116,000",4,1996,무학로 50
서울특별시 중랑구 신내동,479,479,0,중앙하이츠,84.97,202306,18,"58,000",4,1996,봉화산로56길 123
서울특별시 구로구 구로동,740-7,740,7,(740-7),35.1,202306,18,"18,600",4,1996,구로동로12길 49
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202306,14,"74,500",4,1996,양평로24길 9
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202306,10,"34,500",4,1996,마들로 684-19
서울특별시 관악구 봉천동,1698-1,1698,1,보라매삼성,84.84,202306,7,"82,000",4,1996,보라매로 62
서울특별시 성동구 하왕십리동,258,258,0,벽산,84.94,202306,2,"92,000",4,1996,무학로 50
서울특별시 강동구 고덕동,486,486,0,아남1,84.91,202305,30,"94,000",4,1996,양재대로 1706
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202305,22,"36,000",4,1996,마들로 684-19
서울특별시 중랑구 신내동,785,785,0,건영2차,57.3,202305,18,"51,000",4,1996,신내로7길 20
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202305,16,"107,000",4,1996,중계로 233
서울특별시 은평구 신사동,358,358,0,신성수정,84.8,202305,15,"55,000",4,1996,은평터널로7길 2
서울특별시 서초구 양재동,160-2,160,2,우성KBS(113동),84.69,202305,9,"130,000",4,1996,바우뫼로 91
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,202304,28,"120,000",4,1996,광나루로56길 32
서울특별시 구로구 구로동,743-37,743,37,(743-37),51.6,202304,14,"22,700",4,1996,구로동로20길 41-5
서울특별시 마포구 도화동,357,357,0,도화동현대,79.83,202304,14,"109,000",4,1996,새창로 52
서울특별시 중랑구 묵동,13,13,0,신내,49.77,202304,14,"44,000",4,1996,숙선옹주로 91
서울특별시 양천구 신월동,465-5,465,5,신월보성,59.99,202304,6,"39,000",4,1996,오목로13길 33
서울특별시 중랑구 신내동,657,657,0,신내9진흥,49.82,202304,6,"43,800",4,1996,신내로 127
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.86,202304,3,"120,000",4,1996,광나루로56길 32
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202303,25,"71,500",4,1996,양평로24길 9
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,84.57,202303,25,"74,500",4,1996,거북골로 154
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,84.57,202303,25,"74,500",4,1996,거북골로 154
서울특별시 은평구 신사동,358,358,0,신성수정,84.8,202303,20,"52,500",4,1996,은평터널로7길 2
서울특별시 은평구 신사동,358,358,0,신성수정,84.8,202303,20,"52,500",4,1996,은평터널로7길 2
서울특별시 구로구 구로동,799-11,799,11,(799-11),35.58,202303,18,"17,000",4,1996,디지털로27라길 15
서울특별시 서대문구 홍제동,454,454,0,유원하나,103.11,202303,10,"67,000",4,1996,세검정로 134
서울특별시 서초구 잠원동,Nov-71,71,11,한신타워,59.81,202302,14,"144,300",4,1996,잠원로3길 8
서울특별시 강남구 논현동,196,196,0,거평프리젠,42.395,202312,22,"50,000",5,1996,강남대로112길 41
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202312,21,"34,700",5,1996,마들로 684-19
서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202312,8,"39,500",5,1996,신내로19길 42
서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202312,2,"48,500",5,1996,신내로19길 42
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202311,22,"91,000",5,1996,여의대방로 28
서울특별시 중랑구 상봉동,484,484,0,"엘지,쌍용아파트",68.12,202311,1,"57,500",5,1996,봉화산로 130
서울특별시 강동구 둔촌동,89,89,0,현대4,84.94,202310,30,"88,000",5,1996,진황도로61길 7
서울특별시 중랑구 신내동,479,479,0,중앙하이츠,84.97,202309,27,"59,000",5,1996,봉화산로56길 123
서울특별시 중랑구 신내동,479,479,0,중앙하이츠,84.97,202309,27,"59,000",5,1996,봉화산로56길 123
서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202309,23,"50,300",5,1996,신내로19길 42
서울특별시 양천구 신정동,1278,1278,0,목동삼성,114.93,202309,15,"140,000",5,1996,신목로 7
서울특별시 중랑구 상봉동,484,484,0,"엘지,쌍용아파트",68.12,202309,15,"57,500",5,1996,봉화산로 130
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202309,14,"119,500",5,1996,중계로 233
서울특별시 구로구 고척동,322,322,0,성원,56.97,202309,14,"38,000",5,1996,경인로47가길 10
서울특별시 관악구 봉천동,1698-1,1698,1,보라매삼성,84.84,202308,30,"85,500",5,1996,보라매로 62
서울특별시 마포구 도화동,357,357,0,도화동현대,54.72,202308,12,"86,500",5,1996,새창로 52
서울특별시 관악구 신림동,1703-1,1703,1,LIG대학마을(건영아파트3차),69.17,202308,12,"56,000",5,1996,신림로3길 40
서울특별시 영등포구 양평동2가,Jan-39,39,1,오목교벽산블루밍,40.37,202308,3,"42,000",5,1996,선유서로21길 30
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202307,28,"77,000",5,1996,양평로24길 9
서울특별시 중랑구 묵동,13,13,0,신내,39.84,202307,25,"37,200",5,1996,숙선옹주로 91
서울특별시 중랑구 신내동,657,657,0,신내9진흥,49.93,202307,22,"43,400",5,1996,신내로 127
서울특별시 중랑구 묵동,13,13,0,신내,59.76,202307,2,"55,000",5,1996,숙선옹주로 91
서울특별시 광진구 군자동,99,99,0,일성파크,59.96,202307,1,"69,000",5,1996,군자로12길 46
서울특별시 광진구 광장동,566,566,0,청구,59.95,202307,1,"89,000",5,1996,아차산로 503-23
서울특별시 은평구 갈현동,521-2,521,2,명성,111.28,202306,26,"37,000",5,1996,서오릉로18길 20
서울특별시 도봉구 창동,805,805,0,동아그린,59.96,202306,24,"61,500",5,1996,노해로63다길 34
서울특별시 중랑구 신내동,661,661,0,신내11대명,49.77,202306,13,"37,500",5,1996,봉화산로 193
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202306,4,"37,000",5,1996,신내로 127
서울특별시 서대문구 홍제동,454,454,0,유원하나,58.77,202306,1,"47,800",5,1996,세검정로 134
서울특별시 구로구 구로동,770-54,770,54,(770-54),45.6,202305,27,"18,500",5,1996,구로동로22길 78-15
서울특별시 성동구 마장동,817,817,0,삼성,59.76,202305,27,"80,000",5,1996,마장로 271
서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202305,25,"51,900",5,1996,신내로19길 42
서울특별시 마포구 도화동,357,357,0,도화동현대,128.26,202305,18,"116,000",5,1996,새창로 52
서울특별시 구로구 구로동,108-2,108,2,새솔금호,59.9,202305,18,"52,000",5,1996,공원로 35
서울특별시 노원구 공릉동,705,705,0,동부아파트,59.34,202305,12,"43,800",5,1996,공릉로 206
서울특별시 중랑구 신내동,785,785,0,건영2차,84.96,202305,8,"67,500",5,1996,신내로7길 20
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202305,5,"32,000",5,1996,마들로 684-19
서울특별시 중랑구 묵동,13,13,0,신내,39.84,202304,29,"38,500",5,1996,숙선옹주로 91
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202304,25,"77,000",5,1996,양평로24길 9
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202304,23,"78,000",5,1996,양평로24길 9
서울특별시 구로구 구로동,771-30,771,30,(771-30),30.48,202304,17,"15,700",5,1996,구로동로18길 61-5
서울특별시 강동구 길동,470,470,0,현대1,59.88,202304,16,"74,700",5,1996,천호대로 1231
서울특별시 중랑구 묵동,13,13,0,신내,59.76,202304,15,"58,000",5,1996,숙선옹주로 91
서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202304,12,"42,000",5,1996,신내로19길 42
서울특별시 강동구 고덕동,486,486,0,아남1,84.91,202304,6,"62,000",5,1996,양재대로 1706
서울특별시 중랑구 신내동,661,661,0,신내11대명,49.77,202303,9,"42,500",5,1996,봉화산로 193
서울특별시 영등포구 문래동6가,54,54,0,문래미원,59.4,202303,6,"60,000",5,1996,문래로8길 5
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202303,6,"37,500",5,1996,신내로 127
서울특별시 강동구 고덕동,486,486,0,아남1,84.91,202302,16,"87,000",5,1996,양재대로 1706
서울특별시 종로구 평창동,145-5,145,5,일성빌라트,84.99,202302,15,"65,000",5,1996,평창문화로 119
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.86,202302,4,"120,000",5,1996,광나루로56길 32
서울특별시 노원구 중계동,445,445,0,염광,59.34,202302,3,"48,800",5,1996,덕릉로79길 23
서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202312,31,"49,000",6,1996,신내로19길 42
서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,202312,16,"29,900",6,1996,신내로 127
서울특별시 성동구 응봉동,275,275,0,신동아,59.97,202312,9,"71,500",6,1996,독서당로 375
서울특별시 중랑구 상봉동,484,484,0,"엘지,쌍용아파트",68.12,202311,21,"57,200",6,1996,봉화산로 146
서울특별시 도봉구 방학동,735,735,0,성원아파트,84.54,202311,13,"48,000",6,1996,방학로7길 15
서울특별시 광진구 자양동,670,670,0,현대3,59.97,202311,3,"80,000",6,1996,뚝섬로58길 101
서울특별시 서초구 방배동,473-1,473,1,두원,59.27,202310,4,"175,000",6,1996,청두곶길 14
서울특별시 구로구 신도림동,639,639,0,우성2,84.82,202309,23,"95,000",6,1996,신도림로 105
서울특별시 중랑구 신내동,661,661,0,신내11대명,49.77,202309,23,"44,000",6,1996,봉화산로 193
서울특별시 강동구 고덕동,486,486,0,아남1,84.91,202309,20,"60,000",6,1996,양재대로 1706
서울특별시 관악구 봉천동,1698-1,1698,1,보라매삼성,84.84,202309,18,"48,800",6,1996,보라매로 62
서울특별시 중랑구 신내동,661,661,0,신내11대명,59.76,202309,2,"49,500",6,1996,봉화산로 193
서울특별시 중랑구 상봉동,484,484,0,"엘지,쌍용아파트",68.12,202308,26,"59,900",6,1996,봉화산로 130
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202308,23,"36,000",6,1996,마들로 684-19
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,202308,17,"144,000",6,1996,광나루로56길 32
서울특별시 도봉구 도봉동,641,641,0,서원,40.02,202308,5,"26,700",6,1996,마들로 684-19
서울특별시 강남구 역삼동,836,836,0,한스빌(836),39.89,202308,5,"38,000",6,1996,도곡로3길 26
서울특별시 서대문구 홍제동,454,454,0,유원하나,112.14,202308,1,"59,000",6,1996,세검정로 134
서울특별시 서대문구 홍제동,454,454,0,유원하나,112.14,202308,1,"59,000",6,1996,세검정로 134
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202307,28,"69,300",6,1996,덕릉로71길 5
서울특별시 은평구 갈현동,521-2,521,2,명성,81.16,202307,5,"38,000",6,1996,서오릉로18길 20
서울특별시 은평구 갈현동,521-2,521,2,명성,81.16,202307,5,"38,000",6,1996,서오릉로18길 20
서울특별시 은평구 갈현동,521-2,521,2,명성,81.16,202307,5,"38,000",6,1996,서오릉로18길 20
서울특별시 송파구 문정동,Mar-72,72,3,건영1,77.68,202307,1,"103,000",6,1996,새말로8길 12
서울특별시 서대문구 북가좌동,449,449,0,북가좌삼호,75.75,202306,24,"72,000",6,1996,거북골로 154
서울특별시 구로구 고척동,322,322,0,성원,56.97,202306,18,"39,500",6,1996,경인로47가길 10
서울특별시 서초구 잠원동,Nov-71,71,11,한신타워,59.81,202306,17,"158,000",6,1996,잠원로3길 8
서울특별시 성동구 마장동,817,817,0,삼성,59.76,202306,10,"80,000",6,1996,마장로 271
서울특별시 광진구 광장동,566,566,0,청구,59.95,202306,8,"89,000",6,1996,아차산로 503-23
서울특별시 도봉구 도봉동,641,641,0,서원,59.51,202306,8,"44,500",6,1996,마들로 684-19
서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,202306,6,"42,000",6,1996,신내로19길 42
서울특별시 서대문구 홍제동,454,454,0,유원하나,82.35,202306,6,"60,000",6,1996,세검정로 134
서울특별시 강동구 길동,470,470,0,현대1,84.87,202306,6,"77,000",6,1996,천호대로 1231
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202305,23,"105,000",6,1996,중계로 233
서울특별시 영등포구 문래동6가,54,54,0,문래미원,124.41,202305,20,"94,000",6,1996,문래로8길 5
서울특별시 금천구 독산동,1002,1002,0,진도1차,59.94,202305,15,"45,000",6,1996,벚꽃로18길 36
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202305,6,"70,000",6,1996,덕릉로71길 5
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202305,4,"85,000",6,1996,여의대방로 28
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202304,29,"106,300",6,1996,중계로 233
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202304,26,"85,000",6,1996,여의대방로 28
서울특별시 금천구 독산동,1131,1131,0,라이프,84.74,202304,7,"54,000",6,1996,벚꽃로 60
서울특별시 강동구 둔촌동,89,89,0,현대4,59.47,202304,3,"67,500",6,1996,진황도로61길 7
서울특별시 성동구 하왕십리동,258,258,0,벽산,71.33,202304,1,"82,500",6,1996,무학로 50
서울특별시 강남구 논현동,103,103,0,쌍용,59.91,202303,30,"90,000",6,1996,도산대로50길 43
서울특별시 동대문구 장안동,555-1,555,1,한신아파트,84.9,202303,14,"57,000",6,1996,사가정로 245-3
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202303,13,"31,500",6,1996,마들로 684-19
서울특별시 중랑구 상봉동,63,63,0,건영2차아파트,74.25,202303,6,"62,000",6,1996,신내로7나길 24
서울특별시 성동구 마장동,817,817,0,삼성,59.76,202303,2,"78,000",6,1996,마장로 271
서울특별시 구로구 구로동,108-2,108,2,새솔금호,84.89,202303,2,"58,000",6,1996,공원로 35
서울특별시 성동구 하왕십리동,258,258,0,벽산,114.46,202303,1,"107,000",6,1996,무학로 50
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202303,1,"31,500",6,1996,마들로 684-19
서울특별시 서초구 잠원동,Jul-55,55,7,청구빌라트,242.16,202302,22,"415,000",6,1996,잠원로 177
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202302,11,"32,800",6,1996,마들로 684-19
서울특별시 광진구 광장동,567,567,0,광나루현대,84.92,202301,13,"85,000",6,1996,아차산로76길 31
서울특별시 광진구 광장동,567,567,0,광나루현대,84.92,202301,13,"85,000",6,1996,아차산로76길 31
서울특별시 마포구 도화동,357,357,0,도화동현대,54.72,202311,27,"87,500",7,1996,새창로 52
서울특별시 강동구 길동,470,470,0,현대1,59.85,202311,18,"76,200",7,1996,천호대로 1231
서울특별시 중랑구 묵동,13,13,0,신내,39.84,202311,6,"36,500",7,1996,숙선옹주로 91
서울특별시 중랑구 신내동,785,785,0,건영2차,74.25,202311,4,"59,500",7,1996,신내로7길 20
서울특별시 동작구 신대방동,707,707,0,현대,84.57,202310,23,"86,300",7,1996,여의대방로 28
서울특별시 중랑구 신내동,650,650,0,신내6대주,59.76,202310,17,"58,950",7,1996,신내로19길 42
서울특별시 강동구 고덕동,486,486,0,아남1,78.3,202310,14,"90,000",7,1996,양재대로 1706
서울특별시 노원구 월계동,803-1,803,1,극동,80.28,202310,9,"49,000",7,1996,덕릉로60길 266
서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,202309,25,"141,000",7,1996,광나루로56길 32
서울특별시 성동구 마장동,817,817,0,삼성,84.93,202309,21,"105,000",7,1996,마장로 271
서울특별시 마포구 도화동,357,357,0,도화동현대,68.22,202309,16,"101,500",7,1996,새창로 52
서울특별시 서초구 잠원동,Dec-71,71,12,킴스빌리지,37.38,202309,14,"99,000",7,1996,잠원로3길 6
서울특별시 중랑구 신내동,661,661,0,신내11대명,39.76,202309,9,"35,000",7,1996,봉화산로 193
서울특별시 강동구 길동,470,470,0,현대1,84.63,202308,31,"81,000",7,1996,천호대로 1231
서울특별시 강동구 길동,382-6,382,6,우성,48.3,202308,25,"39,000",7,1996,양재대로113길 50
서울특별시 구로구 오류동,335,335,0,금강,59.28,202308,21,"33,000",7,1996,서해안로34가길 18
서울특별시 양천구 목동,930,930,0,현대,57.84,202308,19,"102,000",7,1996,목동동로 202
서울특별시 성동구 하왕십리동,992,992,0,무학현대,84.495,202308,19,"81,000",7,1996,무학봉길 49
서울특별시 강북구 미아동,1351,1351,0,두원프라자,56.1,202308,17,"44,500",7,1996,도봉로 157
서울특별시 노원구 월계동,803-1,803,1,극동,83.31,202308,10,"50,000",7,1996,덕릉로60길 268
서울특별시 서초구 잠원동,Nov-71,71,11,한신타워,59.81,202308,9,"163,000",7,1996,잠원로3길 8
서울특별시 노원구 중계동,580,580,0,성원1,59.75,202308,4,"70,000",7,1996,덕릉로71길 5
서울특별시 강남구 역삼동,836,836,0,한스빌(836),39.89,202308,1,"42,700",7,1996,도곡로3길 26
서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,202307,31,"36,200",7,1996,신내로 127
서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202307,22,"51,200",7,1996,신내로19길 42
서울특별시 영등포구 양평동5가,76,76,0,양평한신,84.87,202307,19,"107,000",7,1996,양평로24길 9
서울특별시 영등포구 당산동1가,09월 01일,9,1,코오롱,59.6,202307,11,"58,600",7,1996,영등포로28길 5
서울특별시 중랑구 신내동,479,479,0,중앙하이츠,84.97,202306,22,"57,000",7,1996,봉화산로56길 123
서울특별시 종로구 명륜2가,236,236,0,아남2,114.36,202306,14,"136,000",7,1996,혜화로3길 33
서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202306,12,"105,000",7,1996,중계로 233
서울특별시 성동구 마장동,817,817,0,삼성,59.76,202306,11,"79,500",7,1996,마장로 271
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202306,5,"35,000",7,1996,마들로 684-19
서울특별시 마포구 도화동,357,357,0,도화동현대,54.72,202306,3,"84,000",7,1996,새창로 52
서울특별시 동작구 신대방동,708,708,0,해태보라매타워,59.94,202305,27,"59,500",7,1996,보라매로3길 29
서울특별시 강동구 둔촌동,89,89,0,현대4,59.49,202305,22,"70,000",7,1996,진황도로61길 7
서울특별시 중랑구 묵동,13,13,0,신내,49.77,202305,20,"49,000",7,1996,숙선옹주로 91
