시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 양천구 신정동,1283,1283,0,푸른마을3,59.99,202305,6,"49,300",4,2001,신정로11길 63
서울특별시 중구 신당동,432-1970,432,1970,유정,29.4,202304,27,"11,700",4,2001,동호로11자길 17
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,59.96,202304,22,"172,000",4,2001,남부순환로 2803
서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,84.91,202304,21,"76,000",4,2001,가마산로79길 7
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,84.88,202304,21,"94,500",4,2001,만양로 19
서울특별시 서초구 서초동,1668-1,1668,1,서초태동스위트,100.02,202304,18,"97,000",4,2001,서초중앙로22길 78
서울특별시 서초구 잠원동,42-13,42,13,대우아이빌,35.38,202304,15,"58,000",4,2001,신반포로45길 23
서울특별시 성동구 금호동4가,800,800,0,대우,59.97,202304,12,"102,500",4,2001,독서당로 272
서울특별시 강서구 염창동,295,295,0,성원,59.91,202304,10,"63,000",4,2001,양천로69길 65
서울특별시 서초구 서초동,1641-1,1641,1,서초삼성래미안,84.97,202304,8,"160,000",4,2001,사임당로17길 116
서울특별시 강남구 청담동,94,94,0,이니그마빌,244.77,202304,3,"350,000",4,2001,압구정로62길 17-4
서울특별시 강서구 화곡동,343-44,343,44,계명아파트나동,75.12,202303,21,"38,500",4,2001,강서로 43-22
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202303,14,"95,000",4,2001,새창로 70
서울특별시 노원구 상계동,1269,1269,0,수락파크빌,114.82,202303,6,"96,000",4,2001,동일로248길 16
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,202302,25,"138,000",4,2001,오금로32길 14
서울특별시 동대문구 이문동,425,425,0,이문삼성래미안아파트,59.919,202302,11,"65,000",4,2001,천장산로11길 17
서울특별시 노원구 공릉동,727,727,0,풍림아파트B,31.32,202302,4,"32,700",4,2001,섬밭로 134
서울특별시 도봉구 쌍문동,315-20,315,20,신건영주택A,59.3,202301,5,"24,000",4,2001,노해로46길 55
서울특별시 성북구 장위동,312,312,0,우방아파트,59.98,202312,30,"51,000",5,2001,화랑로 235
서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,202312,29,"120,000",5,2001,고산자로 160
서울특별시 서대문구 연희동,Feb-91,91,2,연희아트빌,103.98,202312,27,"59,000",5,2001,연희로24길 19-13
서울특별시 노원구 상계동,1275,1275,0,청암1단지,84.8,202312,4,"70,000",5,2001,덕릉로112길 24
서울특별시 동작구 노량진동,331,331,0,형인한강,76.05,202312,2,"69,000",5,2001,만양로 36
서울특별시 동작구 노량진동,331,331,0,형인한강,76.05,202312,2,"69,000",5,2001,만양로 36
서울특별시 송파구 방이동,157,157,0,방이금호어울림,84.3,202311,11,"106,000",5,2001,위례성대로8길 28
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),59.42,202310,30,"25,000",5,2001,동호로11마길 32
서울특별시 성동구 금호동1가,633,633,0,벽산,59.9,202310,11,"88,500",5,2001,금호로 100
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202309,22,"82,700",5,2001,새창로8길 157
서울특별시 노원구 상계동,1269,1269,0,수락파크빌,84.62,202309,13,"72,000",5,2001,동일로248길 16
서울특별시 강북구 번동,760,760,0,오동공원현대,84.7848,202309,12,"63,000",5,2001,오현로31길 89
서울특별시 은평구 역촌동,01월 30일,1,30,역촌,99.68,202308,25,"35,000",5,2001,연서로16길 9-3
서울특별시 구로구 개봉동,480,480,0,현대홈타운,59.49,202308,24,"60,000",5,2001,개봉로20길 158
서울특별시 구로구 구로동,110-9,110,9,우원그린빌,84.206,202308,17,"53,700",5,2001,구로중앙로28다길 22
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,202308,15,"120,000",5,2001,신도림로 16
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202308,10,"95,000",5,2001,고산자로 160
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,84.33,202308,6,"80,000",5,2001,통일로 319
서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,59.33,202308,3,"75,000",5,2001,가마산로79길 7
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202307,26,"104,700",5,2001,새창로 70
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202307,15,"47,000",5,2001,통일로 319
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,84.78,202307,14,"81,500",5,2001,마들로 616
서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,76.32,202307,8,"49,800",5,2001,강서로5나길 50
서울특별시 동대문구 이문동,425,425,0,이문삼성래미안아파트,114.988,202307,5,"90,000",5,2001,천장산로11길 17
서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,84.91,202307,2,"84,000",5,2001,신길로42길 35
서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,202307,1,"126,000",5,2001,고산자로 160
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,59.95,202306,24,"92,000",5,2001,독서당로 343
서울특별시 영등포구 문래동3가,54,54,0,문래자이,121.53,202306,24,"161,500",5,2001,당산로4길 12
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,84.45,202306,15,"120,000",5,2001,독서당로 343
서울특별시 노원구 공릉동,725,725,0,풍림아파트A,84.99,202306,15,"78,000",5,2001,섬밭로 139
서울특별시 성북구 장위동,312,312,0,우방아파트,59.98,202306,14,"40,000",5,2001,화랑로 235
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,202306,12,"158,500",5,2001,오금로32길 14
서울특별시 동대문구 이문동,425,425,0,이문삼성래미안아파트,114.988,202306,11,"90,000",5,2001,천장산로11길 17
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,84.88,202306,9,"96,500",5,2001,만양로 19
서울특별시 광진구 구의동,199-18,199,18,삼성쉐르빌,132.08,202306,8,"147,500",5,2001,구의강변로 106
서울특별시 강남구 삼성동,48,48,0,한일,80.29,202305,31,"165,000",5,2001,봉은사로73길 23
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,59.67,202305,27,"81,000",5,2001,만양로 19
서울특별시 성동구 금호동1가,633,633,0,벽산,84.82,202305,25,"76,000",5,2001,금호로 100
서울특별시 은평구 응암동,109-3,109,3,서강스카이빌,149.99,202305,20,"69,000",5,2001,응암로 319
서울특별시 양천구 신정동,1281,1281,0,푸른마을2,59.85,202305,18,"56,800",5,2001,신정로7길 76
서울특별시 서대문구 창천동,506-27,506,27,엘르빌,134.34,202305,9,"90,000",5,2001,신촌로1길 18
서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,202305,1,"36,000",5,2001,덕릉로94가길 20
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,79.7,202305,1,"124,800",5,2001,오금로32길 14
서울특별시 강서구 화곡동,355-22,355,22,꿈동산(355-22),57.89,202304,29,"25,000",5,2001,곰달래로15가길 34-16
서울특별시 동대문구 휘경동,57,57,0,주공1,84.73,202304,27,"72,300",5,2001,한천로 248
서울특별시 마포구 서교동,381-4,381,4,광남푸른마을,41.37,202304,5,"39,000",5,2001,양화로7안길 35
서울특별시 구로구 개봉동,481,481,0,현대,84.99,202304,1,"72,000",5,2001,개봉로20길 6
서울특별시 중구 신당동,432-1972,432,1972,신신(1차),38.93,202303,23,"15,000",5,2001,동호로11자길 23
서울특별시 강동구 명일동,312-256,312,256,삼보힐아파트,125.05,202303,15,"66,000",5,2001,구천면로65길 12
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,114.48,202303,10,"180,000",5,2001,백범로25길 63
서울특별시 강동구 길동,384-1,384,1,한빛골드빌1차,72.41,202303,10,"57,000",5,2001,성안로 176
서울특별시 노원구 공릉동,725,725,0,풍림아파트A,84.99,202303,3,"78,000",5,2001,섬밭로 139
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,59.96,202302,25,"160,000",5,2001,남부순환로 2803
서울특별시 강동구 길동,384-1,384,1,한빛골드빌1차,72.41,202302,24,"63,000",5,2001,성안로 176
서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,202301,2,"43,000",5,2001,한천로 248
서울특별시 구로구 개봉동,480,480,0,현대홈타운,59.49,202312,28,"58,000",6,2001,개봉로20길 158
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,84.97,202312,15,"90,000",6,2001,난계로 114-31
서울특별시 용산구 산천동,193,193,0,리버힐삼성,84.98,202312,14,"120,000",6,2001,효창원로 17
서울특별시 강서구 염창동,295,295,0,성원,59.91,202312,7,"67,000",6,2001,양천로69길 65
서울특별시 동대문구 청량리동,212,212,0,홍릉동부,59.7,202312,2,"70,000",6,2001,홍릉로10길 48
서울특별시 구로구 고척동,331,331,0,삼익(2단지),59.82,202312,1,"45,000",6,2001,중앙로15길 125
서울특별시 강남구 삼성동,48,48,0,한일,80.29,202311,22,"170,000",6,2001,봉은사로73길 23
서울특별시 동대문구 휘경동,57,57,0,주공1,114.73,202311,21,"87,500",6,2001,한천로 248
서울특별시 성동구 금호동4가,800,800,0,대우,114.71,202311,18,"145,000",6,2001,독서당로 272
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.4,202311,9,"48,000",6,2001,덕릉로94가길 20
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,60,202311,7,"63,000",6,2001,마들로 616
서울특별시 강동구 길동,384-1,384,1,한빛골드빌1차,72.41,202310,31,"64,000",6,2001,성안로 176
서울특별시 양천구 신정동,1281,1281,0,푸른마을2,49.16,202310,27,"42,000",6,2001,신정로7길 76
서울특별시 강서구 내발산동,708-14,708,14,낙원연립재건축조합아파트,69.96,202309,20,"49,500",6,2001,강서로47나길 39
서울특별시 강서구 내발산동,708-14,708,14,낙원연립재건축조합아파트,69.96,202309,20,"49,500",6,2001,강서로47나길 39
서울특별시 서초구 반포동,Jan-95,95,1,테마하우스,113.08,202309,17,"147,000",6,2001,서래로7길 7
서울특별시 양천구 신월동,491-1,491,1,신월대림,59.73,202309,16,"40,000",6,2001,오목로13길 7
서울특별시 중구 신당동,845,845,0,한진해모로,59.76,202309,5,"87,000",6,2001,왕십리로39길 30
서울특별시 동대문구 답십리동,10,10,0,동아,84.72,202309,2,"79,000",6,2001,한천로11길 10-1
서울특별시 강남구 역삼동,706-20,706,20,한화진넥스빌,51.08,202308,29,"48,500",6,2001,언주로86길 11
서울특별시 동대문구 답십리동,10,10,0,동아,59.88,202308,28,"65,000",6,2001,한천로11길 10-1
서울특별시 관악구 봉천동,1615-17,1615,17,반석블레스빌,66.01,202308,24,"53,500",6,2001,남부순환로230길 93
서울특별시 서초구 방배동,2001,2001,0,방배2차현대홈타운,59.86,202308,15,"150,000",6,2001,서초대로1길 34
서울특별시 광진구 자양동,588-20,588,20,진넥스빌,115.24,202308,13,"128,000",6,2001,자양강변길 251
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,84.78,202308,11,"83,000",6,2001,마들로 616
서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,76.32,202307,31,"48,000",6,2001,강서로5나길 50
서울특별시 서대문구 북아현동,1-49,1,49,우민B,81.72,202307,29,"98,900",6,2001,북아현로22길 86
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,84.33,202307,25,"85,000",6,2001,통일로 319
서울특별시 동대문구 답십리동,10,10,0,동아,59.88,202307,18,"66,000",6,2001,한천로11길 10-1
서울특별시 서대문구 홍제동,462,462,0,청구3차,59.4,202307,8,"63,000",6,2001,통일로 332
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,202307,7,"74,500",6,2001,난계로 114-31
서울특별시 양천구 신월동,558-4,558,4,삼도(102),72.01,202307,1,"40,000",6,2001,남부순환로 593
서울특별시 강동구 천호동,11월 22일,22,11,고려아파트(C동),46.61,202306,29,"34,300",6,2001,상암로41길 89
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202306,23,"48,500",6,2001,통일로 319
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,84.97,202306,13,"55,000",6,2001,난계로 114-31
서울특별시 구로구 고척동,331,331,0,삼익(2단지),84.96,202306,1,"59,000",6,2001,중앙로15길 125
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,84.88,202305,27,"98,900",6,2001,만양로 19
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,202305,4,"69,500",6,2001,난계로 114-31
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,59.67,202305,4,"81,500",6,2001,만양로 19
서울특별시 강남구 역삼동,706-20,706,20,한화진넥스빌,39.2,202304,29,"35,000",6,2001,언주로86길 11
서울특별시 동대문구 휘경동,57,57,0,주공2,59.79,202304,29,"56,000",6,2001,한천로 248
서울특별시 구로구 신도림동,642,642,0,대림2,84.95,202304,27,"98,200",6,2001,신도림로 16
서울특별시 용산구 도원동,23,23,0,삼성래미안,114.99,202304,27,"144,000",6,2001,새창로 70
서울특별시 서대문구 북아현동,1-49,1,49,우민B,81.72,202304,20,"94,300",6,2001,북아현로22길 86
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,101.48,202304,19,"87,500",6,2001,마들로 616
서울특별시 양천구 신월동,446-2,446,2,청솔,83.37,202304,17,"48,000",6,2001,월정로 50
서울특별시 강북구 수유동,730,730,0,래미안수유,114.78,202304,12,"73,000",6,2001,한천로159길 8
서울특별시 마포구 중동,392,392,0,마포중동현대,59.88,202304,8,"62,000",6,2001,성암로 91
서울특별시 노원구 공릉동,725,725,0,풍림아파트A,84.99,202304,6,"84,000",6,2001,섬밭로 139
서울특별시 동대문구 휘경동,57,57,0,주공2,59.79,202303,26,"54,800",6,2001,한천로 248
서울특별시 동대문구 휘경동,57,57,0,주공2,59.79,202303,26,"54,800",6,2001,한천로 248
서울특별시 노원구 상계동,1269,1269,0,수락파크빌,84.83,202303,14,"72,500",6,2001,동일로248길 16
서울특별시 광진구 광장동,578,578,0,금호베스트빌,84.91,202302,25,"104,500",6,2001,광나루로 579
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,84.76,202302,18,"202,000",6,2001,남부순환로 2803
서울특별시 강서구 염창동,282,282,0,삼정그린코아,59.739,202301,24,"70,000",6,2001,공항대로75길 30
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,59.95,202312,18,"103,000",7,2001,독서당로 343
서울특별시 성동구 금호동4가,800,800,0,대우,84.71,202312,4,"115,000",7,2001,독서당로 272
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,84.96,202312,1,"99,000",7,2001,백범로25길 63
서울특별시 서초구 잠원동,42-13,42,13,대우아이빌,35.38,202310,21,"61,000",7,2001,신반포로45길 23
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,122.81,202310,14,"280,000",7,2001,남부순환로 2803
서울특별시 광진구 자양동,588-20,588,20,진넥스빌,115.24,202310,7,"128,000",7,2001,자양강변길 251
서울특별시 광진구 자양동,588-20,588,20,진넥스빌,115.24,202310,7,"128,000",7,2001,자양강변길 251
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202309,25,"49,000",7,2001,통일로 319
서울특별시 강북구 수유동,730,730,0,래미안수유,59.88,202309,18,"59,900",7,2001,한천로159길 8
서울특별시 용산구 이촌동,422,422,0,북한강(성원),59.55,202309,7,"147,500",7,2001,이촌로2가길 66
서울특별시 성동구 성수동1가,479-1,479,1,강변동양,84.56,202309,2,"250,000",7,2001,둘레길 21
서울특별시 구로구 개봉동,481,481,0,현대,84.99,202308,31,"75,500",7,2001,개봉로20길 6
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,60,202308,31,"71,800",7,2001,통일로 319
서울특별시 성동구 금호동1가,633,633,0,벽산,84.82,202308,24,"110,000",7,2001,금호로 100
서울특별시 성동구 금호동1가,633,633,0,벽산,84.82,202308,24,"110,000",7,2001,금호로 100
서울특별시 양천구 신정동,1281,1281,0,푸른마을2,49.16,202308,20,"45,500",7,2001,신정로7길 76
서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,202308,14,"43,700",7,2001,한천로 248
서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,84.91,202308,2,"87,500",7,2001,가마산로79길 7
서울특별시 구로구 개봉동,480,480,0,현대홈타운,59.49,202307,29,"58,500",7,2001,개봉로20길 158
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,84.78,202307,26,"81,000",7,2001,마들로 616
서울특별시 성동구 금호동1가,633,633,0,벽산,59.9,202307,22,"93,000",7,2001,금호로 100
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202307,7,"96,500",7,2001,고산자로 160
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,114.75,202306,23,"105,000",7,2001,만양로 19
서울특별시 영등포구 당산동5가,13,13,0,당산효성타운2차,84.38,202306,15,"128,800",7,2001,당산로42길 7
서울특별시 광진구 자양동,788,788,0,자양7차현대홈타운,84.7,202306,12,"119,000",7,2001,능동로4길 41
서울특별시 동대문구 휘경동,57,57,0,주공1,84.29,202306,9,"71,200",7,2001,한천로 248
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202306,2,"105,500",7,2001,새창로 70
서울특별시 마포구 창전동,438,438,0,신촌금호,84.95,202305,22,"96,000",7,2001,서강로9길 19
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,84.96,202305,21,"118,000",7,2001,백범로25길 63
서울특별시 중구 중림동,200,200,0,삼성사이버빌리지,84.93,202305,13,"128,000",7,2001,중림로 10
서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,114.23,202305,2,"59,000",7,2001,강서로5나길 50
서울특별시 노원구 공릉동,725,725,0,풍림아파트A,59.94,202304,29,"65,000",7,2001,섬밭로 139
서울특별시 성동구 금호동1가,633,633,0,벽산,59.9,202304,28,"93,000",7,2001,금호로 100
서울특별시 영등포구 문래동3가,54,54,0,문래자이,84.98,202304,5,"130,000",7,2001,당산로4길 12
서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,202304,1,"42,000",7,2001,한천로 248
서울특별시 구로구 신도림동,642,642,0,대림2,59.88,202303,30,"71,500",7,2001,신도림로 16
서울특별시 양천구 신월동,217-8,217,8,해주,59.59,202303,25,"39,000",7,2001,곰달래로2길 32
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202303,11,"82,500",7,2001,새창로8길 157
서울특별시 동대문구 휘경동,57,57,0,주공1,84.84,202303,4,"70,000",7,2001,한천로 248
서울특별시 중구 신당동,845,845,0,한진해모로,59.76,202302,18,"68,000",7,2001,왕십리로39길 30
서울특별시 은평구 녹번동,Jun-96,96,6,굿모닝기룡아파트(96-6),84.06,202302,15,"30,000",7,2001,녹번로 45
서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,114.23,202302,14,"59,000",7,2001,강서로5나길 50
서울특별시 동대문구 답십리동,10,10,0,동아,84.72,202302,14,"65,000",7,2001,한천로11길 10-1
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,202302,10,"117,500",7,2001,신도림로 16
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,114.48,202302,9,"144,000",7,2001,백범로25길 63
서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,202312,29,"40,500",8,2001,덕릉로94가길 20
서울특별시 용산구 도원동,23,23,0,삼성래미안,59.94,202312,3,"106,000",8,2001,새창로 70
서울특별시 강서구 내발산동,686-1,686,1,보람,84.03,202312,1,"65,500",8,2001,강서로47길 80
서울특별시 강서구 화곡동,1142,1142,0,성삼하이츠,51.57,202311,2,"39,500",8,2001,곰달래로59길 36
서울특별시 노원구 공릉동,727,727,0,풍림아파트B,31.32,202311,1,"30,700",8,2001,섬밭로 134
서울특별시 서대문구 홍제동,464,464,0,무악재한화,84.28,202310,28,"95,000",8,2001,통일로 357
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,59.95,202310,26,"102,000",8,2001,독서당로 343
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202310,21,"104,500",8,2001,고산자로 160
서울특별시 강남구 역삼동,710,710,0,현대까르띠에710,171.944,202309,27,"370,000",8,2001,언주로86길 12
서울특별시 도봉구 창동,665-21,665,21,중흥에스클래스,164.097,202309,22,"90,000",8,2001,노해로62길 77
서울특별시 금천구 독산동,303-1,303,1,은탑로얄클라스,101.9,202309,21,"46,000",8,2001,가산로3길 77
서울특별시 동대문구 휘경동,57,57,0,주공2,39.97,202309,16,"39,000",8,2001,한천로 248
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202309,9,"48,500",8,2001,통일로 319
서울특별시 강서구 염창동,295,295,0,성원,84.81,202309,9,"95,000",8,2001,양천로69길 65
서울특별시 동대문구 휘경동,57,57,0,주공1,84.84,202309,6,"79,500",8,2001,한천로 248
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202308,31,"105,000",8,2001,고산자로 160
서울특별시 도봉구 창동,815,815,0,창동2차현대,84.504,202308,29,"77,250",8,2001,도봉로136길 111
서울특별시 구로구 신도림동,642,642,0,대림2,59.88,202308,26,"82,800",8,2001,신도림로 16
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,84.89,202308,23,"220,000",8,2001,남부순환로 2803
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,133.97,202308,18,"109,000",8,2001,마들로 616
서울특별시 동대문구 답십리동,10,10,0,동아,101.94,202308,16,"80,200",8,2001,한천로11길 10-1
서울특별시 구로구 신도림동,642,642,0,대림2,59.82,202308,15,"86,000",8,2001,신도림로 16
서울특별시 구로구 개봉동,481,481,0,현대,114.99,202308,12,"95,000",8,2001,개봉로20길 6
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,202308,9,"122,500",8,2001,신도림로 16
서울특별시 동작구 노량진동,325,325,0,신동아리버파크,84.88,202308,8,"97,800",8,2001,만양로 19
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,84.96,202307,27,"129,000",8,2001,백범로25길 63
서울특별시 동작구 신대방동,710,710,0,경남교수,113.93,202307,24,"122,500",8,2001,여의대방로10길 14
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202307,22,"100,000",8,2001,고산자로 160
서울특별시 성동구 금호동1가,633,633,0,벽산,59.9,202307,6,"90,000",8,2001,금호로 100
서울특별시 광진구 자양동,788,788,0,자양7차현대홈타운,84.7,202306,21,"117,000",8,2001,능동로4길 41
서울특별시 광진구 광장동,578,578,0,금호베스트빌,59.93,202306,18,"97,000",8,2001,광나루로 579
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202306,17,"77,000",8,2001,새창로8길 157
서울특별시 관악구 봉천동,1707,1707,0,은천1,84.65,202306,3,"78,750",8,2001,인헌12길 46-2
서울특별시 동대문구 이문동,425,425,0,이문삼성래미안아파트,59.919,202305,2,"67,000",8,2001,천장산로11길 17
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,202304,28,"155,000",8,2001,오금로32길 14
서울특별시 강서구 내발산동,672-15,672,15,원다벨라빌,84.0152,202304,20,"46,000",8,2001,우장산로6길 21
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,59.96,202304,19,"168,000",8,2001,남부순환로 2803
서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,60,202304,18,"60,000",8,2001,마들로 616
서울특별시 광진구 자양동,788,788,0,자양7차현대홈타운,59.94,202304,10,"90,500",8,2001,능동로4길 41
서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,202304,8,"46,200",8,2001,한천로 248
서울특별시 서초구 잠원동,42-13,42,13,대우아이빌,35.38,202303,29,"62,500",8,2001,신반포로45길 23
서울특별시 서초구 잠원동,42-13,42,13,대우아이빌,35.38,202303,29,"62,500",8,2001,신반포로45길 23
서울특별시 구로구 신도림동,642,642,0,대림2,59.9,202303,22,"80,500",8,2001,신도림로 16
서울특별시 마포구 중동,392,392,0,마포중동현대,84.9,202303,11,"83,000",8,2001,성암로 91
서울특별시 강동구 암사동,441-2,441,2,정산(102동),83.42,202302,24,"65,000",8,2001,올림픽로104길 14
서울특별시 동대문구 휘경동,57,57,0,주공1,84.84,202302,22,"74,700",8,2001,한천로 248
서울특별시 구로구 개봉동,481,481,0,현대,59.94,202302,17,"60,500",8,2001,개봉로20길 6
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202302,9,"80,000",8,2001,새창로8길 157
서울특별시 성동구 금호동4가,800,800,0,대우,84.71,202301,31,"90,000",8,2001,독서당로 272
서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,84.91,202301,11,"82,000",8,2001,가마산로79길 7
서울특별시 송파구 문정동,19,19,0,문정대우푸르지오2차,59.3,202301,7,"79,300",8,2001,송이로32길 37
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202312,30,"49,000",9,2001,통일로 319
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,202312,16,"76,000",9,2001,난계로 114-31
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,202312,5,"128,800",9,2001,신도림로 16
서울특별시 용산구 한남동,802,802,0,리버탑,84.77,202312,5,"158,000",9,2001,독서당로6길 16
서울특별시 송파구 석촌동,253-2,253,2,예명,53.06,202312,1,"43,000",9,2001,송파대로37길 80
서울특별시 송파구 송파동,170,170,0,SK,83.8,202311,30,"105,500",9,2001,송이로 50
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,114.48,202311,22,"140,000",9,2001,백범로25길 63
서울특별시 구로구 개봉동,480,480,0,현대홈타운,59.49,202311,12,"57,000",9,2001,개봉로20길 158
서울특별시 양천구 신정동,1283,1283,0,푸른마을3,59.91,202311,6,"59,000",9,2001,신정로11길 63
서울특별시 용산구 산천동,193,193,0,리버힐삼성,114.48,202310,23,"145,000",9,2001,효창원로 17
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,202310,20,"108,000",9,2001,고산자로 160
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,202310,20,"120,000",9,2001,신도림로 16
서울특별시 구로구 개봉동,170-30,170,30,신개봉삼환,74.1,202310,18,"57,000",9,2001,경인로38길 13
서울특별시 용산구 산천동,193,193,0,리버힐삼성,84.98,202309,27,"127,000",9,2001,효창원로 17
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,79.7,202309,26,"145,000",9,2001,오금로32길 14
서울특별시 용산구 도원동,23,23,0,삼성래미안,84.92,202309,23,"129,000",9,2001,새창로 70
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,84.33,202309,13,"100,000",9,2001,통일로 319
서울특별시 동작구 노량진동,330,330,0,삼익,84.68,202309,5,"79,900",9,2001,만양로 84
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,59.4,202308,30,"83,000",9,2001,난계로 73
서울특별시 동대문구 이문동,45,45,0,대우,84.891,202308,26,"79,000",9,2001,한천로58길 139
서울특별시 은평구 녹번동,279-1,279,1,해주드림빌,59.84,202308,23,"50,500",9,2001,응암로 366
서울특별시 구로구 개봉동,481,481,0,현대,59.94,202308,19,"64,800",9,2001,개봉로20길 6
서울특별시 서초구 방배동,2001,2001,0,방배2차현대홈타운,84.94,202308,15,"198,000",9,2001,서초대로1길 34
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.4,202308,6,"49,000",9,2001,덕릉로94가길 20
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,59.85,202308,5,"104,500",9,2001,백범로25길 63
서울특별시 성동구 성수동2가,833,833,0,신성미소지움,59.4,202308,4,"93,000",9,2001,뚝섬로13길 11
서울특별시 금천구 독산동,1003-21,1003,21,태영아파트,84.55,202307,8,"55,500",9,2001,범안로 1158
