pid,hid,p21age1,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,satis_1,satis_2,satis_3
108470002,1084700,83,3,3,2,3,2,3,2,2,1,1,5,5,5
108480001,1084800,66,3,3,2,2,2,3,3,2,1,1,4,4,4
108480002,1084800,73,3,3,2,3,1,3,3,2,1,1,4,5,4
108490001,1084900,68,3,3,2,3,2,3,3,3,2,2,5,5,5
108500001,1085000,59,3,3,1,2,2,3,3,2,1,1,5,5,5
108510001,1085100,88,3,3,1,2,2,3,3,2,1,1,5,5,5
108730001,1087300,39,3,4,1,3,1,4,3,2,1,1,6,6,5
108730002,1087300,38,3,3,4,3,3,2,2,2,1,2,6,5,5
108750001,1087500,62,4,4,1,4,1,2,2,2,1,1,4,6,5
108750002,1087500,63,3,3,3,2,1,1,1,2,1,1,5,5,4
108750003,1087500,37,3,3,2,2,1,1,2,2,1,1,6,6,7
108750004,1087500,34,3,3,2,3,2,3,2,2,1,1,6,5,6
108800001,1088000,73,3,3,1,2,2,3,4,2,1,1,6,6,5
108800003,1088000,41,2,2,3,2,2,3,2,2,2,2,5,4,4
108810001,1088100,46,4,4,1,3,1,3,4,2,1,1,6,6,5
108810002,1088100,44,3,3,1,3,1,3,3,3,1,1,5,6,5
108840001,1088400,33,3,2,1,3,2,3,2,2,2,1,5,6,4
108840002,1088400,33,1,2,3,2,2,2,1,2,1,1,6,5,5
108850001,1088500,75,3,3,1,3,2,3,3,3,1,1,5,5,5
108850002,1088500,72,3,3,2,3,1,3,3,3,1,1,5,6,5
109020001,1090200,56,3,3,1,3,2,3,3,2,1,1,6,6,6
109020002,1090200,52,3,3,1,3,1,3,3,3,1,1,5,5,5
109020003,1090200,24,4,3,1,4,1,3,3,3,1,1,6,6,6
109030001,1090300,50,3,3,1,3,1,3,3,3,1,1,6,6,6
109030002,1090300,51,4,3,1,3,1,4,3,3,1,1,6,5,5
109030003,1090300,21,3,3,1,3,1,4,3,3,1,1,6,6,6
109030004,1090300,19,3,4,1,3,1,3,3,3,1,1,6,6,6
109040001,1090400,56,3,3,2,3,2,3,3,3,3,2,6,6,6
109040002,1090400,52,3,3,2,3,2,2,2,3,2,2,6,6,6
109040003,1090400,24,3,2,1,2,2,2,2,2,1,1,5,6,5
109040004,1090400,20,2,2,1,2,1,2,2,2,1,1,6,6,6
109050001,1090500,46,2,2,1,3,2,4,3,3,1,1,6,6,6
109050002,1090500,43,3,3,1,3,2,3,2,3,1,1,6,6,6
109050003,1090500,16,2,2,1,3,2,3,3,3,1,1,5,5,5
109060001,1090600,72,3,2,1,3,1,4,4,4,1,2,6,5,5
109060002,1090600,71,2,2,1,2,2,3,3,2,2,2,7,6,5
109070001,1090700,41,2,2,1,2,2,3,2,3,1,1,5,5,4
109070002,1090700,39,2,2,1,2,2,3,3,3,2,2,5,5,4
109080001,1090800,55,2,3,1,2,2,3,3,2,1,1,5,5,4
109080002,1090800,51,3,2,1,2,2,3,3,3,1,1,5,4,5
109080003,1090800,26,2,3,1,2,2,3,3,2,1,1,6,6,6
109080004,1090800,23,3,2,1,2,2,3,3,2,1,1,4,5,5
109090001,1090900,53,3,3,1,3,1,3,3,2,1,2,6,6,6
109090002,1090900,46,3,3,1,3,1,3,2,2,1,1,5,5,5
109090003,1090900,21,4,4,1,3,1,3,3,3,1,1,5,5,5
109090004,1090900,15,3,3,3,3,3,3,3,3,3,3,6,6,6
109100001,1091000,50,3,3,3,2,3,3,2,2,1,1,6,6,6
109100002,1091000,50,3,3,2,3,2,3,3,2,1,1,6,6,6
109100003,1091000,21,4,4,4,2,3,4,3,3,1,1,7,7,7
109110001,1091100,49,3,3,1,3,1,3,3,2,1,1,6,6,6
109110002,1091100,21,4,4,1,4,1,4,4,1,1,1,6,6,6
109110003,1091100,72,3,3,1,3,1,3,3,2,1,1,6,6,6
109120001,1091200,61,2,2,2,2,2,3,2,2,1,2,4,4,4
109120002,1091200,61,2,2,1,2,3,2,1,2,2,2,4,4,4
109120003,1091200,33,2,2,1,2,2,2,2,2,1,2,4,5,4
109120004,1091200,33,2,2,2,1,2,2,1,2,2,2,3,4,3
109130001,1091300,44,3,3,2,4,2,2,3,2,2,2,4,6,6
109130002,1091300,44,3,3,1,3,1,2,2,2,1,1,6,6,6
109130003,1091300,15,3,3,1,4,1,1,3,3,1,1,6,7,6
109140001,1091400,46,3,3,1,2,1,3,3,3,3,1,7,7,7
109140002,1091400,50,3,3,1,1,1,4,4,4,1,2,6,6,6
109140003,1091400,23,4,4,2,4,2,4,4,4,1,3,7,7,7
109140004,1091400,21,4,4,4,3,3,2,3,4,1,4,7,7,7
109150001,1091500,44,3,2,3,2,3,3,2,3,3,1,3,3,5
109150002,1091500,45,3,3,3,3,4,4,3,3,4,3,4,5,4
109150003,1091500,17,4,3,1,2,2,3,3,3,3,3,6,6,5
109170001,1091700,45,3,3,2,2,2,3,3,2,2,1,4,4,3
109170002,1091700,45,4,4,2,4,1,3,3,2,2,3,6,6,3
109170003,1091700,14,2,2,2,2,2,2,2,2,2,2,3,3,3
109180001,1091800,46,2,2,1,2,2,3,2,2,2,2,4,5,4
109180002,1091800,22,2,2,2,2,2,3,2,2,1,2,4,4,4
109180003,1091800,20,1,2,1,2,2,2,2,2,2,1,4,5,4
109180004,1091800,43,1,2,2,2,3,1,2,2,2,2,3,3,3
109190001,1091900,52,2,1,2,2,2,2,1,2,2,2,3,3,3
109190003,1091900,26,3,3,2,3,1,3,3,3,2,1,4,5,5
109190004,1091900,59,2,2,2,2,2,2,2,2,2,2,2,2,2
109200001,1092000,45,3,3,1,3,3,3,3,3,3,1,3,4,4
109200002,1092000,43,2,2,1,2,2,2,2,2,1,1,4,4,4
109200003,1092000,14,3,3,1,3,1,3,3,3,1,1,4,4,4
109210001,1092100,43,3,3,2,3,2,3,3,2,2,2,6,6,6
109210002,1092100,43,3,3,1,3,2,3,3,3,2,2,5,5,5
109220001,1092200,63,3,2,1,2,3,2,2,1,1,2,4,5,5
109220002,1092200,62,3,2,1,2,1,3,2,2,1,2,4,4,4
109220003,1092200,38,2,2,1,2,2,3,2,1,1,1,5,5,5
109230001,1092300,77,3,3,3,3,1,3,3,1,3,1,6,6,6
109230002,1092300,74,2,2,2,2,2,2,2,2,2,2,4,4,4
109240001,1092400,46,2,2,2,2,2,2,2,2,1,2,7,7,7
109240002,1092400,41,3,2,2,2,2,2,2,2,2,2,5,5,5
109240004,1092400,13,3,3,1,3,1,3,3,1,1,1,6,6,6
109250001,1092500,50,3,2,1,3,3,3,2,4,1,1,5,5,5
109250002,1092500,23,3,2,2,3,2,2,2,3,2,2,4,4,4
109250003,1092500,15,3,3,1,3,2,2,1,3,2,2,4,4,4
109260001,1092600,47,4,4,1,3,1,3,3,2,1,1,6,6,6
109260002,1092600,47,3,3,1,3,1,3,3,1,1,1,6,6,6
109270001,1092700,55,2,2,2,2,2,3,2,2,2,1,3,4,3
109270002,1092700,54,2,2,1,2,2,2,2,2,1,2,3,5,5
109270003,1092700,24,3,3,1,3,1,3,3,2,1,1,5,5,5
109270004,1092700,76,2,2,1,1,3,2,2,2,1,2,3,3,3
109280001,1092800,40,2,1,1,2,2,2,2,3,1,1,5,5,5
109280002,1092800,40,3,3,1,2,2,2,2,2,1,1,6,5,5
109290001,1092900,47,3,2,3,3,2,3,3,2,3,3,5,6,5
109290002,1092900,41,3,2,1,3,2,3,3,3,1,1,6,6,6
109300001,1093000,57,3,2,1,2,1,3,2,2,1,2,5,5,5
109300002,1093000,52,2,2,1,2,2,2,1,1,2,2,5,5,5
109300003,1093000,24,3,2,1,3,2,3,2,2,1,1,5,5,5
109300004,1093000,81,2,2,1,2,1,3,2,1,2,2,4,4,5
109310001,1093100,50,2,2,1,2,2,2,2,1,1,1,4,4,4
109310002,1093100,47,2,2,1,2,2,3,2,1,1,1,4,4,4
109320001,1093200,41,3,3,1,3,1,3,2,1,1,1,5,5,5
109320002,1093200,49,2,2,1,2,1,3,2,2,1,1,5,5,5
109330001,1093300,49,2,2,2,2,2,2,2,2,2,2,5,5,5
109330002,1093300,42,3,3,1,3,2,3,3,1,1,1,5,5,5
109330003,1093300,17,3,3,2,4,2,1,3,3,1,1,3,2,3
109330004,1093300,15,4,4,2,4,1,3,3,3,2,2,7,5,7
109340001,1093400,55,3,3,1,3,1,3,2,1,1,1,5,5,5
109340002,1093400,56,2,2,1,2,2,2,2,1,1,1,3,3,4
109340003,1093400,25,2,3,1,3,2,3,2,1,2,2,4,4,5
109340004,1093400,23,2,2,1,2,2,2,2,2,1,2,5,4,5
109350001,1093500,43,3,3,1,3,2,3,3,2,1,1,6,6,6
109350002,1093500,41,3,3,2,3,2,3,3,3,1,1,6,6,6
109350003,1093500,14,3,3,1,3,1,3,3,3,1,1,6,6,6
109360001,1093600,54,3,3,1,3,2,2,2,2,1,1,5,5,5
109360002,1093600,54,2,2,1,3,2,2,2,2,2,2,5,5,5
109360003,1093600,25,2,2,2,3,2,3,3,2,2,2,5,5,5
109360004,1093600,22,3,2,1,3,1,3,3,3,1,1,5,5,5
109370001,1093700,56,2,2,1,3,2,3,2,2,1,2,4,4,4
109370002,1093700,25,3,3,1,2,1,3,2,1,1,2,4,5,4
109370003,1093700,23,3,3,1,3,1,3,3,1,1,1,5,5,5
109370004,1093700,79,2,2,2,1,3,3,2,2,1,1,4,4,4
109380001,1093800,61,2,2,1,2,2,2,1,2,1,1,3,4,3
109380002,1093800,26,2,2,1,2,2,2,1,1,2,1,4,3,4
109380003,1093800,24,2,2,1,2,2,3,2,2,1,1,3,5,4
109380004,1093800,61,2,2,1,2,1,2,2,1,2,1,4,4,5
109390001,1093900,59,3,3,3,3,2,2,2,1,2,2,2,2,2
109390002,1093900,57,2,2,2,2,2,2,2,2,2,3,5,5,5
109390003,1093900,32,3,2,2,2,2,3,2,3,2,1,3,3,3
109390004,1093900,27,3,2,2,3,2,2,2,3,2,3,5,3,4
109400001,1094000,75,3,3,1,3,1,3,3,1,1,1,6,6,6
109400002,1094000,74,3,3,3,3,1,3,3,1,1,1,6,6,6
109410001,1094100,40,3,2,1,3,1,3,3,2,1,1,5,5,5
109410002,1094100,41,2,2,1,2,2,2,2,2,2,1,5,5,5
109410003,1094100,15,3,3,1,3,1,3,3,1,1,1,5,5,5
109410004,1094100,13,3,3,1,3,1,3,3,2,1,1,5,5,5
109540001,1095400,36,3,2,2,3,2,2,2,3,2,2,4,5,3
109540002,1095400,33,2,2,1,3,3,1,1,2,2,2,4,3,3
109550001,1095500,40,3,3,2,3,3,2,3,3,2,2,6,5,5
109550002,1095500,39,3,3,1,3,3,3,3,2,1,1,6,6,6
109560001,1095600,50,3,3,1,3,3,3,3,3,2,2,6,5,5
109560002,1095600,47,3,3,3,3,2,3,3,2,1,1,6,6,5
109560003,1095600,20,3,3,1,3,3,3,3,3,2,2,5,5,5
109570001,1095700,49,3,3,3,4,2,3,3,2,1,1,6,6,6
109570002,1095700,47,3,3,1,3,3,3,3,3,2,2,6,6,6
109580001,1095800,55,3,3,1,3,3,3,3,3,2,2,6,5,5
109580002,1095800,53,3,3,1,3,2,3,3,2,1,1,6,6,6
109580003,1095800,24,3,3,1,3,3,3,3,3,2,2,6,6,6
109590001,1095900,40,3,3,1,3,2,3,3,3,2,1,6,5,5
109590002,1095900,39,3,3,1,4,2,3,3,2,1,1,5,6,6
109600001,1096000,64,3,3,1,3,2,3,3,2,1,1,6,6,5
109600002,1096000,31,3,3,2,3,3,3,3,3,2,1,6,6,6
109600003,1096000,28,3,3,1,3,2,3,3,3,2,2,6,6,6
109610001,1096100,37,3,3,3,3,4,3,3,2,1,1,5,6,6
109610002,1096100,35,3,3,1,3,3,2,2,2,1,1,6,6,6
109620001,1096200,57,3,3,1,3,2,3,3,3,2,1,6,6,5
109620002,1096200,55,3,3,1,3,2,3,3,3,2,1,6,6,6
109630001,1096300,48,3,3,1,3,1,2,2,2,1,1,4,5,4
109630002,1096300,45,3,2,1,2,2,2,1,3,1,2,4,5,4
109630003,1096300,16,3,3,1,2,1,2,2,2,1,2,4,3,3
109630004,1096300,14,3,2,1,2,2,3,2,2,1,2,4,5,4
109640001,1096400,61,3,3,1,3,2,3,3,2,1,1,5,6,6
109640002,1096400,53,3,3,1,3,3,4,3,3,2,1,6,6,6
109640003,1096400,21,3,3,1,3,3,4,3,3,1,1,6,6,6
109650001,1096500,64,4,3,2,3,3,4,3,3,2,2,6,6,6
109650002,1096500,61,3,3,2,3,2,3,3,2,2,2,5,6,6
109660001,1096600,42,3,3,1,3,3,3,3,2,1,1,5,5,5
109660002,1096600,41,3,3,2,3,3,3,3,3,2,2,6,6,6
109670001,1096700,52,3,3,1,3,2,3,3,3,1,1,6,6,6
109670002,1096700,51,3,4,1,3,3,3,2,3,1,1,6,6,6
109670003,1096700,22,3,4,1,4,3,4,3,3,2,1,6,6,6
109670004,1096700,20,3,3,1,3,3,3,3,2,1,1,6,6,6
109680002,1096800,67,2,2,1,1,2,2,2,2,1,1,5,5,5
109690001,1096900,45,3,3,2,3,1,3,3,3,1,1,4,5,5
109690002,1096900,43,3,2,1,3,2,2,2,3,1,3,4,4,5
109690003,1096900,14,3,2,1,2,1,2,2,3,1,1,4,3,3
109700002,1097000,36,3,3,1,3,3,3,2,3,1,1,6,6,6
109710001,1097100,63,3,3,1,3,2,3,3,3,2,1,6,5,6
109710002,1097100,56,3,2,1,3,3,3,3,2,1,1,6,6,6
109710003,1097100,31,3,3,3,3,2,3,3,3,1,1,6,6,6
109720001,1097200,37,3,3,1,3,3,3,3,2,2,1,5,6,5
109720002,1097200,33,3,3,1,3,2,3,3,2,1,1,6,6,6
109730002,1097300,47,3,3,1,3,2,3,3,3,2,2,6,6,6
109780001,1097800,60,2,3,1,3,1,4,3,3,1,1,6,6,5
109780002,1097800,57,3,3,1,3,1,4,3,3,1,1,6,5,6
109780003,1097800,35,3,2,1,3,1,4,3,3,1,1,7,7,6
109780004,1097800,33,2,2,1,3,1,3,2,2,1,1,7,6,6
109790001,1097900,54,2,2,1,3,1,4,3,3,1,1,6,7,6
109790002,1097900,52,2,3,1,3,1,3,2,2,1,1,5,6,6
109790003,1097900,28,3,3,1,3,1,4,3,3,1,1,5,6,5
109790004,1097900,26,3,3,1,4,1,4,3,3,1,1,6,6,7
109800001,1098000,51,3,4,1,3,1,4,3,3,1,1,6,6,7
109800002,1098000,49,3,3,1,4,1,4,3,3,1,1,6,7,6
109800003,1098000,22,3,3,1,4,1,3,4,3,1,1,5,6,6
109810001,1098100,61,2,2,1,2,1,4,2,2,1,1,5,5,4
109820001,1098200,60,2,3,1,2,1,3,2,2,1,1,5,6,5
109820002,1098200,56,2,2,1,3,1,2,2,2,1,1,6,6,5
109820003,1098200,32,3,3,1,4,1,3,4,3,1,1,6,7,6
109830001,1098300,59,2,2,1,3,1,3,2,2,1,1,6,5,5
109830002,1098300,56,2,2,1,3,1,3,2,2,1,1,5,6,6
109830003,1098300,29,3,3,1,4,1,4,3,3,1,1,6,7,6
109850001,1098500,49,3,3,1,3,1,4,3,3,1,1,6,7,6
109850002,1098500,47,3,3,1,4,1,4,3,3,1,1,6,7,7
109850003,1098500,21,3,3,1,4,1,4,3,3,1,1,6,6,5
109850004,1098500,19,2,2,1,3,1,4,3,2,1,1,6,7,6
109860001,1098600,33,3,3,1,3,1,4,3,3,1,1,6,7,6
109860002,1098600,31,3,3,1,4,1,4,3,3,1,1,6,7,7
109900001,1099000,35,3,3,1,3,1,3,3,3,1,1,6,5,6
109910001,1099100,37,3,3,1,3,2,4,3,4,1,1,6,5,6
109910002,1099100,37,3,4,1,3,2,4,4,3,1,1,5,6,5
109920001,1099200,54,2,2,1,3,2,3,3,3,1,1,5,4,5
109920002,1099200,53,3,3,1,3,2,3,3,3,2,2,6,6,5
109920003,1099200,27,3,3,1,3,2,4,3,4,1,1,6,5,6
109930001,1099300,52,3,3,1,3,2,3,3,3,1,1,5,6,5
109930002,1099300,52,3,3,2,3,2,3,3,3,1,1,5,6,6
109930003,1099300,22,2,3,1,4,2,3,3,2,1,1,6,5,6
109940001,1099400,52,3,4,1,3,2,4,4,3,1,1,6,5,6
109940002,1099400,50,3,4,1,3,2,3,4,3,1,1,5,6,5
109940003,1099400,22,3,3,1,3,2,4,4,3,1,1,5,6,6
109950001,1099500,53,3,3,1,3,2,4,3,4,1,1,5,4,5
109950002,1099500,52,2,3,1,3,2,3,3,3,1,1,5,4,5
109960001,1099600,43,3,3,1,3,2,3,3,3,1,1,5,6,6
109960002,1099600,42,3,4,1,3,2,4,4,3,1,1,6,5,6
109970001,1099700,52,3,3,1,3,3,3,3,3,1,1,6,5,6
109970002,1099700,51,3,3,2,3,2,3,3,3,2,1,6,5,6
109970003,1099700,23,2,2,1,3,2,2,2,3,2,1,6,5,6
110020001,1100200,61,2,2,1,1,2,2,3,2,2,2,4,3,3
110020002,1100200,59,2,2,2,1,2,1,2,2,1,1,4,4,3
110020003,1100200,29,2,2,1,1,2,2,2,2,2,2,4,3,3
110030001,1100300,44,2,2,1,2,2,2,2,2,1,1,3,3,4
110030002,1100300,44,2,2,1,2,2,3,2,2,2,3,4,3,3
110030003,1100300,17,2,2,2,1,1,2,2,2,1,1,3,3,4
110030004,1100300,15,2,2,1,2,2,1,2,2,2,1,4,3,3
110040001,1100400,45,2,2,1,2,2,1,1,2,2,3,4,4,3
110040002,1100400,44,2,2,1,3,2,2,3,2,2,2,4,4,3
110040003,1100400,15,2,2,1,2,2,1,1,1,2,2,4,4,3
110040004,1100400,13,2,2,1,3,2,2,2,3,3,2,4,3,3
110050001,1100500,52,2,2,3,2,2,2,1,2,2,3,4,4,3
110050002,1100500,47,3,2,2,2,3,3,2,2,1,2,4,3,3
110050003,1100500,19,2,2,1,2,2,1,2,2,3,2,4,4,3
110050004,1100500,16,2,2,2,3,3,2,2,1,2,3,4,3,3
110060001,1100600,70,2,2,3,2,2,2,1,2,2,3,4,4,4
110060002,1100600,67,2,2,1,2,2,2,3,2,2,3,4,3,3
110070001,1100700,49,2,2,1,2,3,2,2,3,2,1,4,3,3
110070002,1100700,47,2,2,1,2,2,1,2,2,1,3,4,3,3
110070003,1100700,18,2,2,1,1,2,2,1,1,2,2,4,4,3
110090001,1100900,65,2,2,1,1,1,2,2,2,1,1,4,4,4
110090002,1100900,62,2,2,2,3,2,1,2,2,3,2,3,3,4
110100001,1101000,61,2,2,1,2,2,1,2,2,1,2,4,4,3
110100002,1101000,60,2,2,1,2,2,2,1,2,1,2,4,4,3
110100003,1101000,34,3,2,2,2,3,3,2,2,1,2,3,3,4
110100004,1101000,31,2,2,2,3,2,3,3,3,2,1,4,4,3
110110001,1101100,66,2,2,2,3,3,2,2,3,2,3,4,3,4
110110002,1101100,62,2,2,2,3,2,1,1,2,2,3,4,3,4
110130001,1101300,78,2,2,1,1,2,2,1,2,1,2,3,3,2
110130002,1101300,75,2,2,1,1,2,2,1,2,1,2,3,3,4
110130003,1101300,47,2,2,2,1,2,2,1,2,2,2,4,4,3
110140001,1101400,72,2,2,2,3,2,2,1,2,2,1,4,4,3
110140002,1101400,72,3,2,2,1,2,2,2,3,2,3,4,4,3
110220001,1102200,61,2,3,3,3,3,2,2,2,3,2,6,7,6
110220002,1102200,58,2,2,2,3,3,3,3,2,2,2,5,5,5
110230001,1102300,61,2,3,3,3,3,2,3,3,3,3,6,6,5
110230002,1102300,61,2,3,4,3,3,3,2,2,2,2,5,6,5
110320001,1103200,61,3,2,3,2,2,3,3,2,2,2,4,4,4
110320002,1103200,57,3,3,2,3,3,3,3,2,2,2,4,4,4
110320003,1103200,29,3,2,1,3,2,3,3,2,3,2,4,4,4
110320004,1103200,26,3,2,3,2,2,2,2,2,1,1,4,4,4
110330001,1103300,71,2,2,1,2,2,2,2,2,1,2,4,4,4
110330002,1103300,66,3,3,2,2,3,3,3,3,3,3,4,4,4
110330003,1103300,38,3,3,3,3,2,3,3,3,2,3,5,5,5
110330004,1103300,34,3,3,3,2,3,3,3,3,2,3,5,5,5
110340001,1103400,58,3,2,3,3,2,3,3,2,1,2,4,5,4
110340002,1103400,58,3,2,2,3,3,3,3,3,2,3,4,4,4
110340003,1103400,25,3,2,1,2,2,2,3,3,1,2,4,3,4
110340004,1103400,25,3,2,1,2,2,2,2,2,1,2,4,5,4
110360001,1103600,59,3,2,2,3,3,3,3,3,2,2,3,4,3
110360002,1103600,57,3,3,2,2,2,2,2,2,3,2,4,4,4
110360003,1103600,32,3,3,1,3,2,3,3,3,2,3,5,5,5
110360004,1103600,26,3,3,2,2,3,3,2,2,2,2,5,4,5
110370001,1103700,62,3,4,3,3,3,3,3,3,2,3,5,4,5
110370002,1103700,59,2,2,1,2,2,3,2,2,1,2,4,4,4
110370003,1103700,27,3,3,1,2,2,3,2,2,2,2,4,4,4
110370004,1103700,24,3,2,3,3,2,2,3,3,2,3,4,4,5
110380001,1103800,71,3,3,2,3,3,3,3,3,4,3,4,5,5
110380002,1103800,69,3,3,2,3,3,3,3,3,3,3,5,5,5
110380003,1103800,38,3,3,2,3,3,4,3,3,3,3,5,4,5
110380004,1103800,37,3,3,2,2,3,3,3,3,2,3,5,5,5
110390001,1103900,51,3,3,2,3,2,3,3,2,3,2,4,4,4
110390002,1103900,50,3,2,1,3,2,2,3,3,2,2,4,5,4
110390003,1103900,24,3,2,2,2,3,2,2,2,1,2,4,5,4
110390004,1103900,23,3,3,2,2,1,2,3,3,2,3,5,5,5
110390005,1103900,81,2,1,1,2,1,3,3,3,1,1,5,5,5
110400001,1104000,61,3,2,2,3,2,3,3,3,2,2,4,4,4
110400002,1104000,55,3,2,2,3,3,2,2,2,1,2,4,4,4
110400003,1104000,28,3,3,1,3,3,3,3,3,1,1,4,4,4
110400004,1104000,25,3,3,2,3,3,3,3,3,2,2,5,4,4
110410001,1104100,64,3,3,2,3,3,2,2,2,2,1,5,5,5
110410002,1104100,60,3,3,2,3,3,2,3,3,2,3,4,4,4
110410003,1104100,34,3,3,4,3,3,3,2,3,2,2,4,4,4
110410004,1104100,31,3,2,2,3,2,3,3,3,2,2,5,4,5
110520001,1105200,61,2,3,1,2,2,3,3,3,1,1,6,6,6
110520002,1105200,57,2,2,1,2,2,3,3,3,1,1,6,5,5
110530001,1105300,56,3,2,1,3,2,3,3,2,1,1,6,5,6
110530002,1105300,54,2,2,1,2,2,3,2,2,1,1,6,5,5
110530003,1105300,24,3,3,1,3,2,3,3,3,1,1,5,6,6
110540001,1105400,46,2,3,1,2,2,3,3,2,2,2,5,6,6
110540002,1105400,43,2,2,1,2,2,3,2,2,1,1,5,4,4
110550001,1105500,68,2,3,2,3,2,3,3,2,1,1,5,5,5
110550002,1105500,69,3,2,1,1,2,3,3,2,1,1,5,6,5
110560001,1105600,69,3,3,1,3,2,3,3,3,1,1,5,5,5
110560002,1105600,67,2,2,1,2,2,3,3,3,2,2,5,5,5
110570001,1105700,53,2,2,1,2,2,2,2,2,1,1,5,5,5
110570002,1105700,50,2,2,1,2,2,3,3,3,1,1,6,5,6
110570003,1105700,23,3,2,1,2,2,4,4,3,1,1,5,6,5
110570004,1105700,21,2,1,3,1,3,2,1,3,3,2,4,5,3
110580001,1105800,72,2,2,1,2,2,2,2,1,1,1,5,5,4
110590001,1105900,81,2,2,1,2,2,2,2,2,1,1,5,5,4
110590002,1105900,75,1,2,2,2,3,2,2,2,1,1,5,5,4
110600001,1106000,46,3,3,1,3,2,3,3,3,1,1,5,5,5
110600002,1106000,22,4,4,1,3,1,3,3,3,1,1,6,6,5
110610001,1106100,49,3,3,1,3,1,3,3,3,1,1,5,5,5
110610002,1106100,48,3,3,1,3,2,3,3,3,1,1,6,6,5
110620001,1106200,50,3,2,1,3,2,2,3,2,1,1,5,5,5
110620002,1106200,51,3,3,1,2,1,3,3,2,1,1,6,6,6
110620003,1106200,22,3,3,1,3,1,3,3,3,1,1,6,6,6
110620004,1106200,19,3,3,1,4,1,4,3,3,1,1,6,6,6
110630001,1106300,54,3,3,1,3,2,3,3,3,1,1,6,6,5
110630002,1106300,51,3,3,1,3,2,3,3,3,1,1,5,5,5
110630003,1106300,23,3,3,1,3,2,3,2,2,1,1,6,6,6
110640001,1106400,52,2,2,1,3,1,3,3,3,2,1,6,6,6
110640002,1106400,51,3,3,1,3,1,3,3,3,1,1,6,6,6
110640003,1106400,21,4,4,1,3,1,3,3,3,1,1,6,6,6
110640004,1106400,19,4,4,1,4,1,3,3,3,1,1,6,5,5
110650001,1106500,53,3,3,1,3,2,2,2,2,1,1,6,6,6
110650002,1106500,51,2,2,1,2,2,2,2,2,1,1,5,5,5
110650003,1106500,21,4,3,1,4,1,3,3,3,1,1,6,6,6
110650004,1106500,19,3,3,1,3,1,2,2,2,1,1,6,6,6
110660001,1106600,45,3,3,1,3,2,3,3,3,1,1,6,6,6
110660002,1106600,46,2,2,1,2,2,2,2,1,1,1,6,6,5
110670001,1106700,56,3,3,1,3,1,3,3,3,1,1,6,6,6
110670002,1106700,54,3,3,1,3,1,3,3,3,2,2,6,6,6
110680001,1106800,50,4,4,1,4,1,4,4,4,1,1,6,6,6
110680002,1106800,16,3,3,1,3,1,3,3,3,1,1,6,6,5
110690001,1106900,41,3,3,1,3,2,3,3,2,1,1,6,6,6
110690002,1106900,39,4,4,1,3,1,3,3,4,1,1,6,6,5
110700001,1107000,71,3,3,1,3,1,3,3,3,1,1,6,5,5
110710001,1107100,72,3,3,1,2,1,3,3,2,1,1,5,5,4
110720001,1107200,50,3,3,1,3,2,3,3,2,1,1,6,6,6
110720002,1107200,47,3,3,1,3,2,4,3,3,1,1,6,6,6
110720004,1107200,18,3,4,3,1,1,3,3,4,1,1,6,6,6
110730001,1107300,41,3,3,1,2,1,2,3,3,1,1,5,5,5
110730002,1107300,40,3,3,1,3,2,1,1,2,1,1,6,6,6
110740001,1107400,35,3,3,1,2,1,3,3,3,1,1,5,5,5
110740002,1107400,33,3,3,1,3,2,3,3,3,1,1,6,6,6
110750001,1107500,53,3,3,1,3,2,3,4,2,1,1,5,5,5
110760001,1107600,49,3,3,1,3,2,3,3,2,1,1,6,6,6
110760002,1107600,48,3,3,1,3,1,3,3,3,1,1,6,6,6
110760004,1107600,18,3,3,1,4,2,3,3,2,1,1,6,6,6
110770001,1107700,34,4,3,1,3,2,3,3,2,1,1,6,6,6
110780001,1107800,61,3,3,1,3,2,3,3,2,1,1,5,5,5
110780002,1107800,59,3,3,3,3,3,2,3,3,4,3,5,5,5
110790001,1107900,49,3,3,2,3,2,3,3,3,2,2,6,6,6
110790002,1107900,47,3,4,3,3,2,4,3,3,1,1,6,6,5
110790004,1107900,17,3,3,2,2,2,3,3,2,1,3,5,5,5
110800001,1108000,48,3,3,1,3,2,3,4,3,1,1,6,6,6
110800002,1108000,21,3,3,1,3,3,3,4,1,1,1,6,5,5
110800003,1108000,19,3,3,1,3,3,3,3,3,1,1,6,6,6
110820001,1108200,46,3,3,2,4,3,4,2,2,2,1,5,5,5
110820002,1108200,48,3,3,2,4,2,3,3,3,1,1,3,4,5
110830001,1108300,42,2,2,1,3,2,2,2,2,2,2,2,2,2
110830002,1108300,42,2,2,2,2,2,2,2,2,2,2,4,4,4
110850001,1108500,63,3,2,1,3,2,3,3,2,1,1,4,5,5
110910001,1109100,43,3,2,1,2,2,1,1,1,3,3,1,1,1
110910002,1109100,40,2,1,2,3,3,2,2,2,2,2,4,4,5
110920001,1109200,54,4,4,2,2,2,3,3,3,2,2,6,5,5
110920002,1109200,51,3,4,3,3,2,4,3,3,1,1,6,5,4
110920003,1109200,25,3,3,4,4,4,3,4,4,3,3,6,5,6
110920004,1109200,19,3,3,3,2,2,3,3,2,3,3,6,5,5
110930001,1109300,54,3,3,2,2,3,2,2,3,3,2,2,3,2
110940001,1109400,57,3,3,2,3,2,3,3,3,2,2,7,6,6
