pid,hid,housenum,gender,age,school,income,home,internet,game,social,shop,comm,tv,movie-ott,study-book,info-search,other
56550002,565500,2,2,48,5,1,1230,255,0,94.99999998,0,70.00000002,0,0,0,49.99999998,40.00000002
56550003,565500,3,1,19,5,1,1145,190,120,34.99999998,0,34.99999998,0,0,0,0,0
56550004,565500,4,2,17,4,1,1140,49.99999998,0,0,0,49.99999998,0,0,0,0,0
56570001,565700,1,1,47,6,5,865.0000002,540,0,0,0,30,0,0,0,0,510
56570002,565700,2,2,49,5,1,1135,40.00000002,0,0,0,0,0,0,0,40.00000002,0
56570003,565700,3,1,17,4,1,820.0000002,15,0,15,0,0,0,0,0,0,0
56570004,565700,4,1,15,3,1,705,15,0,15,0,0,0,0,0,0,0
56590001,565900,1,1,46,5,6,730.0000002,75,0,0,0,19.99999998,0,30,0,25.00000002,0
56590002,565900,2,2,48,4,7,724.9999998,150,0,0,0,4.99999998,0,45,0,0,100
56600001,566000,1,1,56,4,5,580,45,0,0,0,45,0,0,0,0,0
56600002,566000,2,2,50,4,5,724.9999998,40.00000002,0,0,0,30,0,0,0,10.00000002,0
56600003,566000,3,1,26,5,5,955.0000002,215,0,0,0,79.99999998,0,55.00000002,0,79.99999998,0
56600004,566000,4,2,25,5,5,705,145,0,0,0,110,0,0,0,0,34.99999998
56610001,566100,1,1,58,4,5,910.0000002,10.00000002,0,0,0,10.00000002,0,0,0,0,0
56610002,566100,2,2,57,4,3,910.0000002,0,0,0,0,0,0,0,0,0,0
56610004,566100,4,2,83,2,2,1070,0,0,0,0,0,0,0,0,0,0
56640001,566400,1,1,59,4,4,754.9999998,0,0,0,0,0,0,0,0,0,0
56640002,566400,2,2,55,4,4,585,79.99999998,0,0,0,19.99999998,0,0,0,0,60
56640003,566400,3,2,27,5,5,754.9999998,165,10.00000002,45,4.99999998,0,0,0,60,0,45
56640004,566400,4,2,26,5,5,664.9999998,165,0,70.00000002,0,0,0,0,19.99999998,0,75
56650002,566500,2,2,80,2,4,960,0,0,0,0,0,0,0,0,0,0
56660001,566600,1,2,67,2,3,1355,0,0,0,0,0,0,0,0,0,0
56660002,566600,2,1,40,4,1,1440,220,0,0,0,10.00000002,0,100,0,110,0
56670001,566700,1,1,73,2,2,1440,0,0,0,0,0,0,0,0,0,0
56670002,566700,2,2,72,2,2,994.9999998,0,0,0,0,0,0,0,0,0,0
56680001,566800,1,1,80,4,4,915,25.00000002,0,0,0,15,0,0,0,10.00000002,0
56680002,566800,2,2,74,3,1,1330,25.00000002,0,0,0,0,0,0,0,25.00000002,0
56680003,566800,3,2,48,3,1,1440,220,0,0,0,0,0,120,0,79.99999998,19.99999998
56690002,566900,2,2,87,2,2,1045,0,0,0,0,0,0,0,0,0,0
56700002,567000,2,2,42,4,5,709.9999998,0,0,0,0,0,0,0,0,0,0
56700003,567000,3,2,19,5,1,625.0000002,120,0,0,0,19.99999998,0,34.99999998,60,4.99999998,0
56700004,567000,4,1,15,3,1,1365,395,0,0,0,15,0,30,350,0,0
56700005,567000,5,1,13,3,1,1440,450,270,0,0,0,0,0,180,0,0
56750001,567500,1,1,48,4,7,855,55.00000002,0,0,0,0,0,0,0,55.00000002,0
56750002,567500,2,2,50,4,3,1330,10.00000002,0,0,0,10.00000002,0,0,0,0,0
56770001,567700,1,1,86,2,2,1440,0,0,0,0,0,0,0,0,0,0
56770002,567700,2,2,82,2,2,1440,0,0,0,0,0,0,0,0,0,0
56780001,567800,1,2,79,2,2,1000,0,0,0,0,0,0,0,0,0,0
56790001,567900,1,1,84,4,3,1060,0,0,0,0,0,0,0,0,0,0
56800001,568000,1,1,64,4,4,685.0000002,0,0,0,0,0,0,0,0,0,0
56800002,568000,2,2,60,4,1,1170,0,0,0,0,0,0,0,0,0,0
56800003,568000,3,1,30,5,4,904.9999998,105,34.99999998,0,0,4.99999998,0,0,0,64.99999998,0
56800004,568000,4,2,22,5,1,1200,440,0,70.00000002,0,19.99999998,0,0,315,34.99999998,0
56820001,568200,1,1,56,2,2,1355,10.00000002,0,0,0,10.00000002,0,0,0,0,0
56820002,568200,2,2,40,4,5,940.0000002,30,0,0,0,30,0,0,0,0,0
56850001,568500,1,2,65,4,4,949.9999998,30,0,0,0,19.99999998,0,0,0,10.00000002,0
56850002,568500,2,1,38,4,5,915,79.99999998,34.99999998,0,0,25.00000002,0,0,0,19.99999998,0
56870001,568700,1,1,78,2,2,1235,0,0,0,0,0,0,0,0,0,0
56870002,568700,2,2,79,2,2,1235,0,0,0,0,0,0,0,0,0,0
56920001,569200,1,2,74,2,2,1230,0,0,0,0,0,0,0,0,0,0
56980001,569800,1,1,50,4,6,1300,64.99999998,10.00000002,0,0,15,0,19.99999998,0,19.99999998,0
56980002,569800,2,2,51,4,1,1320,75,10.00000002,0,0,10.00000002,0,25.00000002,0,30,0
56980003,569800,3,1,25,5,1,1440,170,160,4.99999998,0,4.99999998,0,0,0,0,0
56980004,569800,4,1,24,5,1,1025,64.99999998,40.00000002,0,0,15,0,0,0,10.00000002,0
56980005,569800,5,1,10,2,1,1330,280,85.00000002,0,0,15,0,0,180,0,0
57010001,570100,1,1,43,5,5,945,15,0,0,0,10.00000002,0,0,0,4.99999998,0
57010002,570100,2,2,40,5,1,1305,34.99999998,0,0,0,10.00000002,0,0,0,25.00000002,0
57030001,570300,1,1,72,2,2,1235,0,0,0,0,0,0,0,0,0,0
57030002,570300,2,2,69,2,2,1330,0,0,0,0,0,0,0,0,0,0
57050001,570500,1,1,58,4,7,1085,25.00000002,0,0,0,15,0,0,0,10.00000002,0
57050002,570500,2,2,51,4,1,1215,64.99999998,0,0,0,15,0,19.99999998,0,30,0
57050003,570500,3,2,29,5,5,975,100,40.00000002,0,0,40.00000002,0,0,0,19.99999998,0
57050004,570500,4,2,27,5,5,975,55.00000002,0,0,0,25.00000002,0,10.00000002,0,19.99999998,0
57050005,570500,5,2,24,5,1,940.0000002,25.00000002,0,0,0,15,0,0,0,10.00000002,0
57050006,570500,6,2,21,5,1,1020,49.99999998,10.00000002,0,0,10.00000002,0,0,0,30,0
57090001,570900,1,1,52,5,6,1125,19.99999998,0,0,0,10.00000002,0,0,0,10.00000002,0
57090002,570900,2,2,52,5,5,1170,55.00000002,0,0,0,10.00000002,0,0,0,45,0
57110001,571100,1,1,57,5,7,685.0000002,55.00000002,0,0,0,25.00000002,0,0,0,30,0
57110002,571100,2,2,56,4,1,1285,25.00000002,0,0,0,19.99999998,0,0,0,4.99999998,0
57110003,571100,3,1,32,5,6,590,70.00000002,0,0,0,19.99999998,0,4.99999998,0,45,0
57110004,571100,4,2,30,5,5,739.9999998,70.00000002,0,0,0,10.00000002,0,0,0,60,0
57120001,571200,1,1,56,5,6,735,4.99999998,0,0,0,4.99999998,0,0,0,0,0
57120002,571200,2,2,56,4,4,730.0000002,4.99999998,0,0,0,4.99999998,0,0,0,0,0
57120003,571200,3,2,33,5,5,745.0000002,70.00000002,0,0,0,10.00000002,0,0,0,10.00000002,49.99999998
57120004,571200,4,1,28,5,4,649.9999998,55.00000002,30,0,0,10.00000002,0,0,0,15,0
57130001,571300,1,1,37,5,6,750,60,0,0,0,49.99999998,0,10.00000002,0,0,0
57130002,571300,2,2,34,5,5,724.9999998,15,0,0,0,15,0,0,0,0,0
57130003,571300,3,1,11,2,1,1010,100,49.99999998,0,0,34.99999998,0,4.99999998,0,10.00000002,0
57130004,571300,4,1,9,2,1,1015,40.00000002,10.00000002,0,0,25.00000002,0,4.99999998,0,0,0
57150001,571500,1,1,47,4,6,1120,79.99999998,0,0,4.99999998,15,0,30,0,30,0
57150002,571500,2,2,39,4,1,1245,100,0,0,0,15,0,49.99999998,0,34.99999998,0
57150003,571500,3,1,11,2,1,1200,170,105,0,0,15,0,25.00000002,0,25.00000002,0
57160001,571600,1,1,51,5,6,1055,15,0,0,0,15,0,0,0,0,0
57160002,571600,2,2,40,5,1,1090,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57160003,571600,3,2,14,3,1,1200,30,0,0,0,10.00000002,0,0,0,19.99999998,0
57160004,571600,4,2,12,2,1,1015,15,0,0,0,15,0,0,0,0,0
57170001,571700,1,1,39,5,5,850.0000002,94.99999998,45,0,0,34.99999998,0,15,0,0,0
57180001,571800,1,1,43,4,5,619.9999998,64.99999998,0,0,0,40.00000002,0,15,0,10.00000002,0
57180002,571800,2,2,40,5,5,739.9999998,55.00000002,0,0,4.99999998,30,0,10.00000002,0,10.00000002,0
57180003,571800,3,1,11,2,1,915,64.99999998,25.00000002,0,0,4.99999998,0,10.00000002,0,25.00000002,0
57190001,571900,1,1,51,5,6,720,30,0,0,0,4.99999998,0,4.99999998,0,19.99999998,0
57190002,571900,2,2,46,5,1,1270,70.00000002,25.00000002,0,4.99999998,10.00000002,0,15,0,15,0
57190003,571900,3,1,11,2,1,960,115,79.99999998,0,0,19.99999998,0,10.00000002,0,4.99999998,0
57200001,572000,1,1,35,5,6,715.0000002,45,19.99999998,0,0,25.00000002,0,0,0,0,0
57200002,572000,2,2,35,5,1,1290,15,0,0,0,0,0,0,0,15,0
57210001,572100,1,1,70,2,4,1065,0,0,0,0,0,0,0,0,0,0
57210002,572100,2,2,71,2,2,1215,0,0,0,0,0,0,0,0,0,0
57220001,572200,1,1,69,3,4,979.9999998,0,0,0,0,0,0,0,0,0,0
57220002,572200,2,2,66,2,1,1190,15,0,0,0,15,0,0,0,0,0
57220003,572200,3,1,36,5,5,735,19.99999998,19.99999998,0,0,0,0,0,0,0,0
57220004,572200,4,2,35,5,5,735,0,0,0,0,0,0,0,0,0,0
57230001,572300,1,1,78,2,4,970.0000002,0,0,0,0,0,0,0,0,0,0
57230002,572300,2,2,74,2,2,1180,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57240001,572400,1,1,69,2,4,1080,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57240002,572400,2,2,67,2,2,985.0000002,15,0,0,0,15,0,0,0,0,0
57250001,572500,1,1,79,2,4,930,0,0,0,0,0,0,0,0,0,0
57250002,572500,2,2,68,2,1,1175,0,0,0,0,0,0,0,0,0,0
57250003,572500,3,1,38,5,5,970.0000002,90,75,0,0,4.99999998,0,0,10.00000002,0,0
57250004,572500,4,2,37,5,5,994.9999998,55.00000002,0,0,0,34.99999998,0,0,0,19.99999998,0
57250005,572500,5,2,10,2,1,1290,94.99999998,0,0,0,19.99999998,0,0,0,75,0
57260001,572600,1,1,69,2,4,934.9999998,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57260002,572600,2,2,65,2,4,900,30,0,0,0,25.00000002,0,0,0,4.99999998,0
57260003,572600,3,1,40,5,5,919.9999998,100,10.00000002,0,0,4.99999998,0,25.00000002,0,60,0
57260004,572600,4,2,36,5,5,904.9999998,49.99999998,10.00000002,0,0,34.99999998,0,0,0,0,4.99999998
57260005,572600,5,1,9,2,1,1095,130,90,0,0,0,0,0,40.00000002,0,0
57270001,572700,1,1,49,4,5,735,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57270002,572700,2,2,42,4,1,1180,15,0,0,0,15,0,0,0,0,0
57270003,572700,3,1,15,3,1,840,130,19.99999998,0,0,30,0,0,79.99999998,0,0
57270004,572700,4,2,13,3,1,945,115,0,0,0,34.99999998,0,0,79.99999998,0,0
57280001,572800,1,1,42,4,5,855,45,0,0,0,25.00000002,0,10.00000002,0,10.00000002,0
57280002,572800,2,2,41,4,1,835.0000002,55.00000002,0,0,0,30,0,25.00000002,0,0,0
57280003,572800,3,1,14,3,1,810,145,105,0,0,4.99999998,0,25.00000002,10.00000002,0,0
57280004,572800,4,2,11,2,1,870,115,30,4.99999998,0,0,0,25.00000002,40.00000002,15,0
57280005,572800,5,1,9,2,1,904.9999998,34.99999998,34.99999998,0,0,0,0,0,0,0,0
57290001,572900,1,1,80,2,2,1195,0,0,0,0,0,0,0,0,0,0
57290002,572900,2,2,74,4,4,1245,0,0,0,0,0,0,0,0,0,0
57310001,573100,1,1,72,4,4,979.9999998,15,0,0,0,15,0,0,0,0,0
57310002,573100,2,2,70,4,1,1150,30,0,0,0,30,0,0,0,0,0
57320001,573200,1,1,50,5,5,1035,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57320002,573200,2,2,41,4,1,1105,79.99999998,0,0,40.00000002,40.00000002,0,0,0,0,0
57320003,573200,3,1,15,3,1,1355,280,100,0,0,19.99999998,0,0,160,0,0
57330001,573300,1,1,77,4,4,925.0000002,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57330002,573300,2,2,70,3,1,1220,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57340001,573400,1,1,62,4,4,750,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57340002,573400,2,2,56,4,1,1240,79.99999998,0,0,10.00000002,15,0,34.99999998,0,19.99999998,0
57340003,573400,3,2,27,5,5,940.0000002,34.99999998,0,0,0,19.99999998,0,10.00000002,0,4.99999998,0
57350001,573500,1,1,58,5,5,750,70.00000002,0,0,4.99999998,30,0,0,0,25.00000002,10.00000002
57350002,573500,2,2,57,4,1,1075,45,0,0,0,25.00000002,0,0,0,19.99999998,0
57350003,573500,3,1,26,5,5,900,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57370001,573700,1,1,68,4,4,784.9999998,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57370002,573700,2,2,67,3,1,1040,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57380001,573800,1,1,67,4,5,945,15,0,0,0,15,0,0,0,0,0
57380002,573800,2,2,63,4,1,1070,15,0,0,0,15,0,0,0,0,0
57390001,573900,1,1,71,3,4,964.9999998,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57390002,573900,2,2,56,4,1,1200,30,0,0,0,30,0,0,0,0,0
57400001,574000,1,1,66,4,5,720,30,0,0,0,30,0,0,0,0,0
57400002,574000,2,2,61,4,1,1155,19.99999998,0,0,0,19.99999998,0,0,0,0,0
57410001,574100,1,1,43,5,5,655.0000002,30,0,0,0,19.99999998,0,0,0,10.00000002,0
57410002,574100,2,2,45,4,1,1130,45,0,0,0,25.00000002,0,19.99999998,0,0,0
57410003,574100,3,1,10,2,1,1115,70.00000002,0,0,0,10.00000002,0,0,60,0,0
57420001,574200,1,1,61,4,5,750,34.99999998,0,0,0,19.99999998,0,0,0,15,0
57420002,574200,2,2,56,4,1,1125,90,0,0,0,34.99999998,0,34.99999998,0,19.99999998,0
57420004,574200,4,1,29,5,5,750,25.00000002,0,0,0,10.00000002,0,4.99999998,0,10.00000002,0
57430001,574300,1,1,71,3,4,745.0000002,15,0,0,0,15,0,0,0,0,0
57430002,574300,2,2,68,4,2,1125,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57430003,574300,3,1,39,5,5,750,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57460001,574600,1,1,44,5,5,810,60,0,0,0,45,0,10.00000002,0,4.99999998,0
57460002,574600,2,2,42,4,1,1020,64.99999998,10.00000002,0,4.99999998,25.00000002,0,19.99999998,0,4.99999998,0
57460003,574600,3,2,15,3,1,1240,215,180,0,0,10.00000002,0,10.00000002,0,15,0
57460004,574600,4,1,11,2,1,1185,150,79.99999998,0,0,4.99999998,0,49.99999998,0,15,0
57470001,574700,1,1,61,4,5,900,34.99999998,0,0,0,25.00000002,0,0,0,4.99999998,4.99999998
57470002,574700,2,2,56,4,1,1115,15,0,0,0,15,0,0,0,0,0
57470004,574700,4,2,24,5,4,769.9999998,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57480001,574800,1,1,62,4,5,870,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57480002,574800,2,2,59,4,1,1175,30,0,0,0,30,0,0,0,0,0
57480003,574800,3,1,31,5,5,769.9999998,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57500001,575000,1,1,48,5,5,690,25.00000002,0,0,0,25.00000002,0,0,0,0,0
57500002,575000,2,2,44,4,1,1115,30,0,0,0,30,0,0,0,0,0
57500003,575000,3,2,14,3,1,1230,34.99999998,19.99999998,0,0,15,0,0,0,0,0
57510001,575100,1,2,36,5,6,990,170,0,40.00000002,15,49.99999998,0,45,0,0,19.99999998
57520001,575200,1,1,57,5,6,630,34.99999998,0,0,0,34.99999998,0,0,0,0,0
57520002,575200,2,2,54,5,6,880.0000002,30,0,0,0,30,0,0,0,0,0
57530001,575300,1,1,54,5,8,730.0000002,85.00000002,10.00000002,0,45,4.99999998,0,10.00000002,0,15,0
57530002,575300,2,2,53,4,5,769.9999998,64.99999998,0,0,19.99999998,45,0,0,0,0,0
57550001,575500,1,1,49,5,7,795,155,10.00000002,0,30,70.00000002,0,4.99999998,0,40.00000002,0
57550002,575500,2,2,44,4,7,700.0000002,125,0,34.99999998,30,15,0,15,0,30,0
57550003,575500,3,2,19,5,1,1195,295,30,60,0,19.99999998,0,140,0,45,0
57550004,575500,4,1,14,3,1,1035,400,170,34.99999998,0,0,0,10.00000002,175,10.00000002,0
57560001,575600,1,1,54,5,7,825,120,0,0,40.00000002,15,0,0,0,0,64.99999998
57560002,575600,2,2,52,5,4,745.0000002,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57580001,575800,1,1,65,4,6,970.0000002,135,0,0,0,34.99999998,0,45,0,10.00000002,45
57580002,575800,2,2,57,4,1,1340,145,0,0,60,19.99999998,0,0,0,4.99999998,60
57590001,575900,1,1,82,4,4,840,0,0,0,0,0,0,0,0,0,0
57590002,575900,2,2,82,3,1,1210,0,0,0,0,0,0,0,0,0,0
57600001,576000,1,1,70,4,4,844.9999998,64.99999998,0,0,0,15,0,0,0,0,49.99999998
57600002,576000,2,2,63,4,1,1235,34.99999998,0,0,25.00000002,10.00000002,0,0,0,0,0
57620001,576200,1,1,54,3,7,760.0000002,145,0,85.00000002,0,45,0,0,0,0,15
57630001,576300,1,1,39,4,6,720,79.99999998,0,0,0,19.99999998,0,60,0,0,0
57630002,576300,2,2,36,5,5,859.9999998,155,0,19.99999998,10.00000002,49.99999998,0,60,0,0,15
57650001,576500,1,1,43,5,7,895.0000002,100,0,10.00000002,15,45,0,10.00000002,0,10.00000002,10.00000002
57650002,576500,2,2,43,4,5,1015,130,0,19.99999998,19.99999998,25.00000002,0,15,0,15,34.99999998
57660001,576600,1,1,43,5,6,874.9999998,160,0,34.99999998,10.00000002,64.99999998,0,40.00000002,0,10.00000002,0
57660002,576600,2,2,35,4,5,850.0000002,120,0,45,30,4.99999998,0,40.00000002,0,0,0
57660003,576600,3,1,9,2,1,1190,210,75,0,0,19.99999998,0,10.00000002,90,15,0
57660004,576600,4,1,13,3,1,1235,400,230,49.99999998,0,25.00000002,0,30,60,4.99999998,0
57660005,576600,5,2,11,2,1,1360,255,40.00000002,19.99999998,0,34.99999998,0,45,100,15,0
57670001,576700,1,1,43,5,7,829.9999998,110,10.00000002,19.99999998,0,45,0,10.00000002,0,4.99999998,19.99999998
57670004,576700,4,2,11,2,1,1375,245,110,0,0,15,0,49.99999998,49.99999998,19.99999998,0
57680001,576800,1,1,70,3,5,780,85.00000002,0,0,0,10.00000002,0,0,0,0,75
57680002,576800,2,2,64,4,4,940.0000002,110,0,0,45,0,0,0,0,30,34.99999998
57700001,577000,1,1,64,5,5,690,85.00000002,0,0,0,10.00000002,0,0,0,55.00000002,19.99999998
57700002,577000,2,2,58,4,1,1310,79.99999998,0,10.00000002,0,30,0,0,0,25.00000002,15
57730001,577300,1,1,62,4,5,910.0000002,15,0,0,0,15,0,0,0,0,0
57730002,577300,2,2,59,4,1,1275,10.00000002,0,0,0,10.00000002,0,0,0,0,0
57730003,577300,3,2,24,5,5,829.9999998,55.00000002,0,0,0,45,0,0,0,10.00000002,0
57730004,577300,4,1,21,5,1,1050,105,45,0,0,34.99999998,0,0,0,25.00000002,0
57750001,577500,1,1,66,5,6,750,45,0,0,0,19.99999998,0,0,0,25.00000002,0
57750002,577500,2,2,64,5,5,769.9999998,40.00000002,0,0,0,40.00000002,0,0,0,0,0
57760001,577600,1,1,50,5,6,765,70.00000002,0,0,0,19.99999998,0,0,0,49.99999998,0
57760002,577600,2,2,46,4,1,1180,45,0,0,0,30,0,0,0,15,0
57780001,577800,1,2,71,2,3,1175,0,0,0,0,0,0,0,0,0,0
57800001,578000,1,1,74,4,3,1225,0,0,0,0,0,0,0,0,0,0
57800002,578000,2,2,73,4,2,1290,0,0,0,0,0,0,0,0,0,0
57820001,578200,1,2,74,2,2,1305,0,0,0,0,0,0,0,0,0,0
57820002,578200,2,1,47,4,4,1030,34.99999998,0,0,0,34.99999998,0,0,0,0,0
57840001,578400,1,1,74,3,4,760.0000002,0,0,0,0,0,0,0,0,0,0
57860001,578600,1,1,85,2,2,1290,0,0,0,0,0,0,0,0,0,0
57860002,578600,2,2,82,2,2,1290,0,0,0,0,0,0,0,0,0,0
57870001,578700,1,1,78,2,2,1345,4.99999998,0,0,0,4.99999998,0,0,0,0,0
57870002,578700,2,2,74,2,2,1335,10.00000002,0,0,0,4.99999998,0,0,0,4.99999998,0
57890001,578900,1,1,62,4,4,769.9999998,34.99999998,0,0,0,25.00000002,0,0,0,10.00000002,0
57890002,578900,2,2,62,4,1,1395,49.99999998,30,0,0,10.00000002,0,0,0,10.00000002,0
57900001,579000,1,1,83,2,2,1335,0,0,0,0,0,0,0,0,0,0
57900002,579000,2,2,77,2,2,1315,0,0,0,0,0,0,0,0,0,0
57910001,579100,1,1,55,5,7,760.0000002,30,0,0,0,15,0,0,0,15,0
57910002,579100,2,2,52,5,5,964.9999998,45,0,0,0,25.00000002,0,15,0,4.99999998,0
57930002,579300,2,2,70,2,4,604.9999998,55.00000002,0,0,0,34.99999998,0,0,0,19.99999998,0
57930003,579300,3,2,63,3,4,720,34.99999998,0,0,0,25.00000002,0,0,0,10.00000002,0
57960001,579600,1,1,65,4,5,1130,40.00000002,0,0,0,19.99999998,0,0,0,19.99999998,0
57960002,579600,2,2,65,4,1,1305,15,0,0,0,10.00000002,0,0,0,4.99999998,0
57960003,579600,3,1,39,5,5,1025,49.99999998,10.00000002,0,4.99999998,15,0,0,0,19.99999998,0
57960004,579600,4,2,85,2,2,1225,0,0,0,0,0,0,0,0,0,0
57970001,579700,1,1,78,2,2,1310,0,0,0,0,0,0,0,0,0,0
57970002,579700,2,2,71,2,2,1285,0,0,0,0,0,0,0,0,0,0
57980001,579800,1,1,78,2,3,1245,0,0,0,0,0,0,0,0,0,0
57980002,579800,2,2,74,2,2,1260,0,0,0,0,0,0,0,0,0,0
57990001,579900,1,1,45,5,6,859.9999998,45,15,0,0,15,0,0,0,15,0
57990002,579900,2,2,42,4,1,1285,45,30,0,0,15,0,0,0,0,0
57990003,579900,3,1,12,2,1,1075,90,85.00000002,0,0,4.99999998,0,0,0,0,0
57990004,579900,4,2,10,2,1,1050,45,34.99999998,0,0,10.00000002,0,0,0,0,0
58000001,580000,1,1,55,5,6,700.0000002,60,0,0,0,34.99999998,0,0,0,25.00000002,0
58000002,580000,2,2,55,4,1,1330,34.99999998,10.00000002,0,0,15,0,0,0,10.00000002,0
58000003,580000,3,1,29,5,5,715.0000002,64.99999998,34.99999998,0,0,15,0,0,0,15,0
58000004,580000,4,2,27,5,5,750,75,25.00000002,0,4.99999998,10.00000002,0,30,0,4.99999998,0
58010002,580100,2,2,55,4,5,655.0000002,10.00000002,0,0,0,10.00000002,0,0,0,0,0
58010003,580100,3,1,29,5,5,850.0000002,40.00000002,30,0,0,0,0,0,0,10.00000002,0
58020001,580200,1,1,49,5,6,1040,64.99999998,25.00000002,0,0,10.00000002,0,25.00000002,0,4.99999998,0
58020002,580200,2,2,45,5,1,1210,90,25.00000002,0,0,10.00000002,0,40.00000002,0,15,0
58020003,580200,3,2,11,2,1,1070,79.99999998,30,0,0,10.00000002,0,25.00000002,0,15,0
58030001,580300,1,1,73,3,5,910.0000002,25.00000002,0,0,0,15,0,0,0,10.00000002,0
58030002,580300,2,2,68,2,1,1285,19.99999998,0,0,0,15,0,0,0,4.99999998,0
58040001,580400,1,2,43,5,4,780,55.00000002,10.00000002,0,0,19.99999998,0,25.00000002,0,0,0
58040002,580400,2,1,51,5,6,874.9999998,55.00000002,15,0,0,19.99999998,0,10.00000002,0,10.00000002,0
58040003,580400,3,1,13,3,1,930,155,105,0,0,40.00000002,0,4.99999998,0,4.99999998,0
58050001,580500,1,1,70,4,3,1215,0,0,0,0,0,0,0,0,0,0
58050002,580500,2,2,61,2,4,690,15,0,0,0,4.99999998,0,0,0,10.00000002,0
58050003,580500,3,2,38,4,5,735,90,10.00000002,0,0,64.99999998,0,10.00000002,0,4.99999998,0
58050004,580500,4,1,10,2,1,1010,94.99999998,25.00000002,0,0,55.00000002,0,4.99999998,0,10.00000002,0
58070001,580700,1,1,43,4,5,904.9999998,79.99999998,15,0,0,19.99999998,0,25.00000002,0,19.99999998,0
58070002,580700,2,1,45,4,4,675,64.99999998,10.00000002,0,4.99999998,25.00000002,0,4.99999998,0,19.99999998,0
58070003,580700,3,2,72,2,1,1390,25.00000002,0,0,0,10.00000002,0,4.99999998,0,10.00000002,0
58080001,580800,1,1,41,5,6,970.0000002,105,10.00000002,0,0,15,0,25.00000002,0,55.00000002,0
58080002,580800,2,2,37,5,6,960,105,19.99999998,0,0,34.99999998,0,19.99999998,0,30,0
58080003,580800,3,1,11,2,1,1260,180,140,0,0,0,0,10.00000002,0,30,0
58090001,580900,1,1,52,4,5,1095,30,0,0,0,10.00000002,0,19.99999998,0,0,0
58090002,580900,2,2,45,4,5,1010,15,0,0,0,0,0,0,0,15,0
58090003,580900,3,2,22,5,1,1180,115,0,0,0,10.00000002,0,0,0,90,15
58090004,580900,4,2,20,5,1,1070,135,0,0,0,10.00000002,0,0,0,110,15
58100001,581000,1,1,55,4,5,1000,45,0,0,0,19.99999998,0,25.00000002,0,0,0
58100002,581000,2,2,51,4,4,990,4.99999998,0,0,0,4.99999998,0,0,0,0,0
58100003,581000,3,1,28,5,4,990,190,85.00000002,0,0,10.00000002,0,19.99999998,0,30,45
58110001,581100,1,1,60,5,5,655.0000002,19.99999998,0,0,0,15,0,0,0,4.99999998,0
58110002,581100,2,2,59,4,1,1005,19.99999998,0,0,0,15,0,0,0,4.99999998,0
58110003,581100,3,2,32,5,5,810,90,0,0,0,4.99999998,0,0,0,34.99999998,49.99999998
58120001,581200,1,1,64,4,5,724.9999998,105,0,0,0,25.00000002,0,60,0,19.99999998,0
58120002,581200,2,2,61,4,1,975,19.99999998,0,0,0,19.99999998,0,0,0,0,0
58120003,581200,3,1,36,5,5,745.0000002,70.00000002,0,0,0,0,0,0,0,4.99999998,64.99999998
58130001,581300,1,1,48,5,6,679.9999998,45,0,0,0,25.00000002,0,0,0,19.99999998,0
58130002,581300,2,2,48,4,1,1035,45,0,0,0,19.99999998,0,0,0,25.00000002,0
58130003,581300,3,1,21,5,1,975,160,155,0,0,4.99999998,0,0,0,0,0
58130004,581300,4,1,18,4,1,739.9999998,49.99999998,34.99999998,0,0,4.99999998,0,0,0,10.00000002,0
58140001,581400,1,1,65,4,5,625.0000002,40.00000002,0,10.00000002,0,25.00000002,0,0,0,4.99999998,0
58140002,581400,2,2,58,4,1,675,60,10.00000002,10.00000002,0,25.00000002,0,0,0,15,0
58140003,581400,3,1,36,5,5,700.0000002,49.99999998,25.00000002,0,0,10.00000002,0,0,0,15,0
58140005,581400,5,1,28,5,5,790.0000002,90,49.99999998,10.00000002,0,30,0,0,0,0,0
58150001,581500,1,1,62,4,5,940.0000002,49.99999998,19.99999998,0,0,19.99999998,0,10.00000002,0,0,0
58150002,581500,2,2,58,4,1,1025,25.00000002,0,0,0,25.00000002,0,0,0,0,0
58160001,581600,1,1,64,4,6,895.0000002,45,30,0,0,10.00000002,0,0,0,4.99999998,0
58160002,581600,2,2,62,4,1,1045,45,0,0,0,25.00000002,0,0,0,19.99999998,0
