pid,d20wt,d20wt2,d20wt_org,d20wt_org2,KMPS10,d20CB7,d20CB8,d20CB60,d20CB61,d20CB62,d20M_fre39
10001,0.136185547,0.183347554,0.274957723,1.907603667, ,0,0,11,0,0,0
10001,0.136185547,0.183347554,0.274957723,1.907603667, ,0,0,0,0,0,0
10001,0.136185547,0.183347554,0.274957723,1.907603667, ,0,0,0,0,0,0
10002,0.129019172,0.161045602,0.224794277,1.258894053, ,0,0,0,0,0,0
10002,0.129019172,0.161045602,0.224794277,1.258894053, ,0,0,0,0,0,0
10002,0.129019172,0.161045602,0.224794277,1.258894053, ,0,0,0,0,0,0
10003,0.166529757, ,0.424264874, , ,0,0,0,0,0,0
10003,0.166529757, ,0.424264874, , ,0,0,0,0,0,0
10003,0.166529757, ,0.424264874, , ,0,0,0,0,0,0
10004,0.189377175, ,0.482883287, , ,0,0,0,0,0,0
10004,0.189377175, ,0.482883287, , ,0,0,10,0,0,0
10004,0.189377175, ,0.482883287, , ,0,0,0,0,0,0
20001,1.582599054,1.826189498,0.189836454, , ,0,0,0,0,0,0
20001,1.582599054,1.826189498,0.189836454, , ,0,0,0,0,0,0
20001,1.582599054,1.826189498,0.189836454, , ,0,0,0,0,0,0
20002,1.374715496, ,0.175136551, , ,0,0,0,0,0,0
20002,1.374715496, ,0.175136551, , ,0,0,0,0,0,0
20002,1.374715496, ,0.175136551, , ,0,0,0,0,0,0
20003,2.20073381, ,0.333392531, , ,0,0,10,10,0,0
20003,2.20073381, ,0.333392531, , ,0,0,0,0,0,0
20003,2.20073381, ,0.333392531, , ,0,0,0,0,0,0
30001,1.257104733,1.343792261,2.653770424, , ,0,0,0,0,0,0
30001,1.257104733,1.343792261,2.653770424, , ,0,0,0,0,0,0
30001,1.257104733,1.343792261,2.653770424, , ,0,0,0,0,0,0
30002,1.17058669,1.27079424,2.282673408,3.998906201, ,0,0,0,0,8,0
30002,1.17058669,1.27079424,2.282673408,3.998906201, ,0,0,0,0,0,0
30002,1.17058669,1.27079424,2.282673408,3.998906201, ,0,0,0,8,0,0
30003,1.336973157,1.389581039,2.318585784,9.049248304, ,0,0,0,0,0,0
30003,1.336973157,1.389581039,2.318585784,9.049248304, ,0,0,0,0,0,0
30003,1.336973157,1.389581039,2.318585784,9.049248304, ,0,0,0,11,0,0
30004,1.732102141,2.00066557,4.412000369, , ,0,0,0,0,0,0
30004,1.732102141,2.00066557,4.412000369, , ,0,0,0,0,0,0
30004,1.732102141,2.00066557,4.412000369, , ,0,0,0,0,0,0
40001,0.890242525, ,1.370911352, , ,0,0,10,0,0,0
40001,0.890242525, ,1.370911352, , ,0,0,10,10,10,0
40001,0.890242525, ,1.370911352, , ,0,0,10,0,0,0
40002,0.828973134,0.87258611,1.179206332,3.370273285, ,0,0,0,0,0,0
40002,0.828973134,0.87258611,1.179206332,3.370273285, ,0,0,0,0,0,0
40002,0.828973134,0.87258611,1.179206332,3.370273285, ,0,0,0,0,0,0
40003,0.946802862,0.956991974,1.197758308, , ,0,0,0,0,0,0
40003,0.946802862,0.956991974,1.197758308, , ,0,0,0,0,0,0
40003,0.946802862,0.956991974,1.197758308, , ,0,0,0,0,0,0
40004,0.914715891,1.359749137,1.211226243, , ,0,0,0,0,0,0
40004,0.914715891,1.359749137,1.211226243, , ,0,0,0,0,0,0
40004,0.914715891,1.359749137,1.211226243, , ,0,0,0,0,0,0
50001,0.810749887,0.869814024,1.288558098, , ,0,0,0,7,0,0
50001,0.810749887,0.869814024,1.288558098, , ,0,0,11,0,7,0
50001,0.810749887,0.869814024,1.288558098, , ,0,0,0,0,0,0
50002,0.754951438,0.833509654,1.108369164,3.167814556, ,0,0,0,0,0,0
50002,0.754951438,0.833509654,1.108369164,3.167814556, ,0,0,0,0,0,0
50002,0.754951438,0.833509654,1.108369164,3.167814556, ,0,0,0,0,0,0
50003,0.833037947,0.870069624,1.138465578, , ,0,0,19,0,19,0
50003,0.833037947,0.870069624,1.138465578, , ,0,0,19,19,0,0
50003,0.833037947,0.870069624,1.138465578, , ,0,0,19,0,0,0
50004,0.833037947,1.299329184,1.138465578, , ,0,0,0,0,0,0
50004,0.833037947,1.299329184,1.138465578, , ,0,0,0,0,0,0
50004,0.833037947,1.299329184,1.138465578, , ,0,0,19,0,0,0
60001,0.370662437,0.528504295,0.930372652, , ,0,0,0,0,8,0
60001,0.370662437,0.528504295,0.930372652, , ,0,0,11,11,8,0
60001,0.370662437,0.528504295,0.930372652, , ,0,0,0,11,11,0
60002,0.314697541,0.443730913,0.7482924,3.986388468, ,0,0,0,0,0,0
60002,0.314697541,0.443730913,0.7482924,3.986388468, ,0,0,8,0,0,0
60002,0.314697541,0.443730913,0.7482924,3.986388468, ,0,0,0,0,0,0
60003,0.347247492,0.469037538,0.768611368, , ,0,0,0,0,0,0
60003,0.347247492,0.469037538,0.768611368, , ,11,11,11,0,0,0
60003,0.347247492,0.469037538,0.768611368, , ,0,0,0,0,0,0
60004,0.347247492,0.469037538,0.768611368, , ,0,0,0,0,0,0
60004,0.347247492,0.469037538,0.768611368, , ,0,0,0,0,0,0
60004,0.347247492,0.469037538,0.768611368, , ,0,0,0,0,0,0
80001,5.735746153,5.922256009,3.688058802,8.484764496, ,0,0,0,0,0,0
80001,5.735746153,5.922256009,3.688058802,8.484764496, ,0,0,0,0,0,0
80001,5.735746153,5.922256009,3.688058802,8.484764496, ,0,0,0,0,0,0
90001,2.816880607,3.137024134,4.044564373,6.594071786, ,0,0,0,0,0,0
90001,2.816880607,3.137024134,4.044564373,6.594071786, ,0,0,0,0,0,0
90001,2.816880607,3.137024134,4.044564373,6.594071786, ,0,0,0,0,0,0
100001,2.025606597,2.111289896,2.799646935,8.650147908, ,0,0,0,0,0,0
100001,2.025606597,2.111289896,2.799646935,8.650147908, ,0,0,0,0,0,0
100001,2.025606597,2.111289896,2.799646935,8.650147908, ,0,0,0,0,0,0
100002,1.886197751,1.995137687,2.408150891,5.115257509, ,0,0,0,0,0,0
100002,1.886197751,1.995137687,2.408150891,5.115257509, ,0,0,0,0,0,0
100002,1.886197751,1.995137687,2.408150891,5.115257509, ,0,0,0,0,0,0
100003,2.790982668,3.150383985,4.654525952, , ,0,0,0,0,0,0
100003,2.790982668,3.150383985,4.654525952, , ,0,0,0,0,0,0
100003,2.790982668,3.150383985,4.654525952, , ,0,0,0,0,0,0
130001,0.935547331,1.061199284,0.139724197, , ,0,0,0,0,0,0
130001,0.935547331,1.061199284,0.139724197, , ,0,0,0,0,0,0
130001,0.935547331,1.061199284,0.139724197, , ,0,0,0,0,0,0
130002,0.88539164,0.931061601,0.123497238, , ,0,0,0,0,0,0
130002,0.88539164,0.931061601,0.123497238, , ,0,0,0,0,0,0
130002,0.88539164,0.931061601,0.123497238, , ,0,0,0,0,0,0
140001,2.877975265,2.914582799,0.37142874, , ,0,0,0,0,0,0
140001,2.877975265,2.914582799,0.37142874, , ,0,0,0,0,0,0
140001,2.877975265,2.914582799,0.37142874, , ,0,0,0,0,0,0
160001,1.376394692,1.485659968,1.981231091,4.315277716, ,0,0,0,0,0,0
160001,1.376394692,1.485659968,1.981231091,4.315277716, ,0,0,0,0,0,0
160001,1.376394692,1.485659968,1.981231091,4.315277716, ,0,0,0,0,0,0
160002,1.346071449,1.479807528,1.82771151,2.947883827, ,0,0,0,0,0,0
160002,1.346071449,1.479807528,1.82771151,2.947883827, ,0,0,0,0,0,0
160002,1.346071449,1.479807528,1.82771151,2.947883827, ,0,0,0,0,0,0
180001,5.847871714,5.922256009,6.827117582,9.441947507, ,0,0,0,0,0,0
180001,5.847871714,5.922256009,6.827117582,9.441947507, ,0,0,0,0,0,0
180001,5.847871714,5.922256009,6.827117582,9.441947507, ,0,0,0,0,0,0
220001,0.611415047,0.659952312,0.879756418,2.050934975, ,0,0,0,0,0,0
220001,0.611415047,0.659952312,0.879756418,2.050934975, ,0,0,0,0,0,0
220001,0.611415047,0.659952312,0.879756418,2.050934975, ,0,0,0,0,0,0
220002,0.59794501,0.657352571,0.811586764,1.174238004, ,0,0,0,0,0,0
220002,0.59794501,0.657352571,0.811586764,1.174238004, ,0,0,0,0,0,0
220002,0.59794501,0.657352571,0.811586764,1.174238004, ,0,0,0,0,0,0
230001,0.273710119,0.386140305,0.373730925, , ,0,0,0,0,0,0
230001,0.273710119,0.386140305,0.373730925, , ,0,0,0,0,0,0
230001,0.273710119,0.386140305,0.373730925, , ,0,0,0,0,0,0
230002,0.249848805,0.344681865,0.341093266,2.15200015, ,0,0,0,0,0,0
230002,0.249848805,0.344681865,0.341093266,2.15200015, ,0,0,0,0,0,0
230002,0.249848805,0.344681865,0.341093266,2.15200015, ,0,0,0,0,0,0
230003,0.220669967, ,0.364621152, , ,0,0,0,0,7,0
230003,0.220669967, ,0.364621152, , ,0,0,0,0,0,0
230003,0.220669967, ,0.364621152, , ,0,0,11,0,0,0
260001,0.188608164,0.273909063,0.250619899,1.443107925, ,0,0,0,0,0,0
260001,0.188608164,0.273909063,0.250619899,1.443107925, ,0,0,0,0,0,0
260001,0.188608164,0.273909063,0.250619899,1.443107925, ,0,0,0,0,0,0
260002,0.163833389,0.229685867,0.231213256, , ,0,0,0,0,0,0
260002,0.163833389,0.229685867,0.231213256, , ,0,0,0,0,0,0
260002,0.163833389,0.229685867,0.231213256, , ,0,0,0,0,0,0
260003,0.230632929, ,0.386711159, , ,0,0,0,0,7,0
260003,0.230632929, ,0.386711159, , ,0,0,0,0,0,0
260003,0.230632929, ,0.386711159, , ,0,0,0,0,0,0
260004,0.262275125, ,0.440140976, , ,0,0,0,0,0,0
260004,0.262275125, ,0.440140976, , ,0,0,0,0,0,0
260004,0.262275125, ,0.440140976, , ,0,0,0,0,0,0
270001,1.288466009,1.462054212,2.066447096,3.787781027, ,0,0,0,0,0,0
270001,1.288466009,1.462054212,2.066447096,3.787781027, ,0,0,0,0,0,0
270001,1.288466009,1.462054212,2.066447096,3.787781027, ,0,0,0,0,0,0
270002,1.199095003,1.313969333,1.926991826, , ,0,0,0,0,0,0
270002,1.199095003,1.313969333,1.926991826, , ,0,0,0,0,0,0
270002,1.199095003,1.313969333,1.926991826, , ,0,0,0,0,0,0
290001,1.089260057,1.434774046,2.014740499,7.286412822, ,0,0,0,0,0,0
290001,1.089260057,1.434774046,2.014740499,7.286412822, ,0,0,0,0,0,0
290001,1.089260057,1.434774046,2.014740499,7.286412822, ,0,0,0,0,0,0
290002,1.193287675,1.633440384,2.20752183, , ,0,0,0,0,0,0
290002,1.193287675,1.633440384,2.20752183, , ,0,0,0,0,0,0
290002,1.193287675,1.633440384,2.20752183, , ,0,0,0,0,0,0
290003,0.962049754,1.299845882,2.153713, , ,0,0,0,0,0,0
290003,0.962049754,1.299845882,2.153713, , ,0,0,0,0,0,0
290003,0.962049754,1.299845882,2.153713, , ,0,0,0,0,0,0
300001,0.273520247,0.355607028,0.070357963, , ,0,0,0,0,0,0
300001,0.273520247,0.355607028,0.070357963, , ,0,0,0,0,0,0
300001,0.273520247,0.355607028,0.070357963, , ,0,0,0,0,0,0
300002,0.253863306,0.58648644,0.070472824, , ,0,0,0,0,0,0
300002,0.253863306,0.58648644,0.070472824, , ,0,0,0,0,0,0
300002,0.253863306,0.58648644,0.070472824, , ,0,0,0,0,0,0
300003,0.253863306,0.343763894,0.070472824, , ,0,0,0,0,0,0
300003,0.253863306,0.343763894,0.070472824, , ,0,0,0,0,0,0
300003,0.253863306,0.343763894,0.070472824, , ,0,0,0,0,0,0
300004,0.291871884,0.395648596,0.078799225, , ,0,0,0,0,0,0
300004,0.291871884,0.395648596,0.078799225, , ,0,0,0,0,0,0
300004,0.291871884,0.395648596,0.078799225, , ,0,0,0,0,0,0
310001,0.400807122,0.45962748,0.459959781, , ,0,0,0,0,0,0
310001,0.400807122,0.45962748,0.459959781, , ,0,0,0,0,0,0
310001,0.400807122,0.45962748,0.459959781, , ,0,0,0,0,0,0
310002,0.373006206,0.427991275,0.428919153,1.587511392, ,0,0,0,0,0,0
310002,0.373006206,0.427991275,0.428919153,1.587511392, ,0,0,0,0,0,0
310002,0.373006206,0.427991275,0.428919153,1.587511392, ,0,0,0,0,0,0
310003,0.525091463,0.705866475,0.717380248,3.775395509, ,0,0,0,0,0,0
310003,0.525091463,0.705866475,0.717380248,3.775395509, ,0,0,0,0,0,0
310003,0.525091463,0.705866475,0.717380248,3.775395509, ,0,0,0,0,0,0
310004,0.525091463,0.705866475,0.717380248, , ,0,0,0,0,0,0
310004,0.525091463,0.705866475,0.717380248, , ,0,0,0,0,0,0
310004,0.525091463,0.705866475,0.717380248, , ,0,0,0,0,0,0
320001,1.104650386,1.315128923,1.368203021,7.835017861, ,0,0,0,0,0,0
320001,1.104650386,1.315128923,1.368203021,7.835017861, ,0,0,0,0,0,0
320001,1.104650386,1.315128923,1.368203021,7.835017861, ,0,0,0,0,0,0
320002,1.0454289,1.157146822,1.209305887,3.537695583, ,0,0,0,0,0,0
320002,1.0454289,1.157146822,1.209305887,3.537695583, ,0,0,0,0,0,0
320002,1.0454289,1.157146822,1.209305887,3.537695583, ,0,0,0,0,0,0
320003,1.035610297,1.21302469,1.306908246, , ,0,0,0,0,0,0
320003,1.035610297,1.21302469,1.306908246, , ,0,0,0,0,0,0
320003,1.035610297,1.21302469,1.306908246, , ,0,0,0,0,0,0
330001,0.847869026,0.958477431,0.937712344,2.955498502, ,0,0,0,0,0,0
330001,0.847869026,0.958477431,0.937712344,2.955498502, ,0,0,0,0,0,0
330001,0.847869026,0.958477431,0.937712344,2.955498502, ,0,0,0,0,0,0
340001,0.545113177,0.480801182,0.072233532, , ,0,0,0,0,0,0
340001,0.545113177,0.480801182,0.072233532, , ,0,0,0,0,0,0
340001,0.545113177,0.480801182,0.072233532, , ,0,0,0,0,0,0
340003,0.758024589,0.839092369,0.126857195, , ,0,0,0,0,0,0
340003,0.758024589,0.839092369,0.126857195, , ,0,0,7,0,0,0
340003,0.758024589,0.839092369,0.126857195, , ,0,0,0,0,0,0
340004,0.758024589,0.863332979,0.126857195, , ,0,0,0,0,0,0
340004,0.758024589,0.863332979,0.126857195, , ,0,0,0,0,0,0
340004,0.758024589,0.863332979,0.126857195, , ,0,0,0,0,0,0
350001,0.998741635,1.336674022,1.719330277,5.736228989, ,0,0,0,0,0,0
350001,0.998741635,1.336674022,1.719330277,5.736228989, ,0,0,0,0,0,0
350001,0.998741635,1.336674022,1.719330277,5.736228989, ,0,0,0,0,0,0
350002,0.991828453,1.322213714,1.895836189, , ,0,0,0,0,0,0
350002,0.991828453,1.322213714,1.895836189, , ,0,0,0,0,0,0
350002,0.991828453,1.322213714,1.895836189, , ,0,0,0,0,0,0
350003,0.976738437,1.257947715,1.586104595, , ,0,0,0,0,0,0
350003,0.976738437,1.257947715,1.586104595, , ,0,0,0,0,0,0
350003,0.976738437,1.257947715,1.586104595, , ,0,0,0,0,0,0
360001,1.215755866,1.382003595,0.232551453, , ,0,0,0,0,0,0
360001,1.215755866,1.382003595,0.232551453, , ,0,0,0,0,11,0
360001,1.215755866,1.382003595,0.232551453, , ,0,0,0,8,0,0
360002,1.132083586,1.323289258,0.200032005, , ,0,0,0,0,0,0
360002,1.132083586,1.323289258,0.200032005, , ,0,0,0,0,0,0
360002,1.132083586,1.323289258,0.200032005, , ,0,0,0,0,0,0
380001,1.289011496,1.473075689,2.163310569, , ,0,0,0,0,0,0
380001,1.289011496,1.473075689,2.163310569, , ,0,0,0,0,0,0
380001,1.289011496,1.473075689,2.163310569, , ,0,0,0,0,0,0
380002,1.200297525,1.395225164,1.860798306,3.86920666, ,0,0,0,11,0,0
380002,1.200297525,1.395225164,1.860798306,3.86920666, ,0,0,0,0,0,0
380002,1.200297525,1.395225164,1.860798306,3.86920666, ,0,0,0,0,0,0
390001,0.230725742,0.242243535,0.070357963, , ,0,0,0,0,0,0
390001,0.230725742,0.242243535,0.070357963, , ,0,0,0,0,0,0
390001,0.230725742,0.242243535,0.070357963, , ,0,0,0,0,0,0
390002,0.324799201,0.405000659,0.110954418, , ,0,0,0,0,11,0
390002,0.324799201,0.405000659,0.110954418, , ,0,0,0,0,0,0
390002,0.324799201,0.405000659,0.110954418, , ,0,0,0,0,0,0
390003,0.39003206,0.54954264,0.147983631, , ,9,9,0,0,0,0
390003,0.39003206,0.54954264,0.147983631, , ,0,0,0,0,0,0
390003,0.39003206,0.54954264,0.147983631, , ,0,0,0,0,0,0
390004,0.280481158,0.308049361,0.084263099, , ,0,0,0,0,0,0
390004,0.280481158,0.308049361,0.084263099, , ,0,0,0,8,0,0
390004,0.280481158,0.308049361,0.084263099, , ,0,0,0,0,0,0
400001,0.470283188,0.669764749,0.578871183, , ,0,0,0,0,0,0
400001,0.470283188,0.669764749,0.578871183, , ,0,0,0,0,0,0
400001,0.470283188,0.669764749,0.578871183, , ,0,0,0,0,0,0
400002,0.414467531,0.565571104,0.460652603,1.763475661, ,0,0,0,0,0,0
400002,0.414467531,0.565571104,0.460652603,1.763475661, ,0,0,0,0,0,0
400002,0.414467531,0.565571104,0.460652603,1.763475661, ,0,0,0,0,0,0
400004,0.467027939, ,0.638297919, , ,0,0,0,0,0,0
400004,0.467027939, ,0.638297919, , ,0,0,0,0,0,0
400004,0.467027939, ,0.638297919, , ,0,0,0,0,0,0
410002,1.049372602,1.160717814,1.504917807,1.874490589, ,0,0,0,0,0,0
410002,1.049372602,1.160717814,1.504917807,1.874490589, ,0,0,0,0,0,0
410002,1.049372602,1.160717814,1.504917807,1.874490589, ,0,0,0,0,0,0
410003,1.140406968,1.245787167,1.369841755, , ,0,0,0,0,0,0
410003,1.140406968,1.245787167,1.369841755, , ,0,0,0,0,0,0
410003,1.140406968,1.245787167,1.369841755, , ,0,0,0,0,0,0
420001,1.496933508,1.759250957,0.454054012,1.531395013, ,0,0,0,0,0,0
420001,1.496933508,1.759250957,0.454054012,1.531395013, ,0,0,0,0,0,0
420001,1.496933508,1.759250957,0.454054012,1.531395013, ,0,0,0,0,0,0
420002,1.330137657,1.394513029,0.338788683,1.208123305, ,0,0,0,0,0,0
420002,1.330137657,1.394513029,0.338788683,1.208123305, ,0,0,0,0,0,0
420002,1.330137657,1.394513029,0.338788683,1.208123305, ,0,0,10,10,10,0
420003,1.592039123,2.42905378,0.396704692, , ,0,0,0,0,0,0
420003,1.592039123,2.42905378,0.396704692, , ,0,0,0,0,0,0
420003,1.592039123,2.42905378,0.396704692, , ,0,0,0,0,0,0
430001,3.305928178,2.140105575,2.636212431,1.793602008, ,0,0,0,0,0,0
430001,3.305928178,2.140105575,2.636212431,1.793602008, ,0,0,0,0,0,0
430001,3.305928178,2.140105575,2.636212431,1.793602008, ,0,0,0,0,0,0
430002,2.723024305,1.712960261,2.011945203,1.26406815, ,0,0,0,0,0,0
430002,2.723024305,1.712960261,2.011945203,1.26406815, ,0,0,0,0,0,0
430002,2.723024305,1.712960261,2.011945203,1.26406815, ,0,0,0,0,0,0
430003,4.480571347,2.983622179,3.756673635, , ,0,0,11,0,0,0
430003,4.480571347,2.983622179,3.756673635, , ,0,0,0,0,0,0
430003,4.480571347,2.983622179,3.756673635, , ,0,0,0,0,0,0
430004,4.480571347,2.983622179,3.756673635, , ,0,0,0,0,0,0
430004,4.480571347,2.983622179,3.756673635, , ,0,0,0,0,0,0
430004,4.480571347,2.983622179,3.756673635, , ,0,0,0,0,0,0
440001,0.139576195,0.168272798,0.27812925,1.466197339, ,0,0,0,0,0,0
440001,0.139576195,0.168272798,0.27812925,1.466197339, ,0,0,0,0,0,0
440001,0.139576195,0.168272798,0.27812925,1.466197339, ,0,0,0,0,0,0
440002,0.129019172,0.161045602,0.218967601,0.72633076, ,0,0,0,0,0,0
440002,0.129019172,0.161045602,0.218967601,0.72633076, ,0,0,0,0,0,0
440002,0.129019172,0.161045602,0.218967601,0.72633076, ,0,0,0,0,0,0
440003,0.129019172,0.209767573,0.231561047,1.954800296, ,0,0,0,0,0,0
440003,0.129019172,0.209767573,0.231561047,1.954800296, ,0,0,0,0,0,0
440003,0.129019172,0.209767573,0.231561047,1.954800296, ,0,0,0,0,0,0
440004,0.161630239,0.209767573,0.366229931,1.702057685, ,0,0,0,0,0,0
440004,0.161630239,0.209767573,0.366229931,1.702057685, ,0,0,0,0,0,0
440004,0.161630239,0.209767573,0.366229931,1.702057685, ,0,0,0,0,0,0
450002,0.220476576,0.299374914,0.202626711,0.819241628, ,0,0,0,0,0,0
450002,0.220476576,0.299374914,0.202626711,0.819241628, ,0,0,0,0,0,0
450002,0.220476576,0.299374914,0.202626711,0.819241628, ,0,0,0,0,0,0
450003,0.243281018,0.313001702,0.208128792, , ,0,0,11,11,11,0
450003,0.243281018,0.313001702,0.208128792, , ,0,0,11,11,11,0
450003,0.243281018,0.313001702,0.208128792, , ,0,0,11,0,0,0
450004,0.243281018,0.313001702,0.208128792, , ,0,0,11,11,11,0
450004,0.243281018,0.313001702,0.208128792, , ,0,0,11,0,0,0
450004,0.243281018,0.313001702,0.208128792, , ,0,0,11,11,0,0
460001,2.227860432,2.659619527,1.948739526, , ,0,0,0,0,0,0
460001,2.227860432,2.659619527,1.948739526, , ,0,0,0,0,0,0
460001,2.227860432,2.659619527,1.948739526, , ,0,0,0,0,0,0
460002,2.090410731,2.489226459,1.703880585,3.051581215, ,0,0,0,0,0,0
460002,2.090410731,2.489226459,1.703880585,3.051581215, ,0,0,0,0,0,0
460002,2.090410731,2.489226459,1.703880585,3.051581215, ,0,0,0,0,0,0
470001,0.795259985,0.982349517,1.234868614,2.307975254, ,0,0,0,0,0,0
470001,0.795259985,0.982349517,1.234868614,2.307975254, ,0,0,0,0,0,0
470001,0.795259985,0.982349517,1.234868614,2.307975254, ,0,0,0,0,0,0
470002,0.726404289,0.888846232,1.051092311,1.718570765, ,0,0,0,0,0,0
470002,0.726404289,0.888846232,1.051092311,1.718570765, ,0,0,0,0,0,0
470002,0.726404289,0.888846232,1.051092311,1.718570765, ,0,0,0,0,0,0
470003,0.685550625,0.78573237,1.120760976, , ,0,0,0,0,0,0
470003,0.685550625,0.78573237,1.120760976, , ,0,0,0,0,0,0
470003,0.685550625,0.78573237,1.120760976, , ,0,0,0,0,0,0
480001,0.972794951,1.069438844,1.39529836, , ,0,0,0,0,0,0
480001,0.972794951,1.069438844,1.39529836, , ,0,0,0,0,0,0
480001,0.972794951,1.069438844,1.39529836, , ,0,0,0,0,0,0
480002,0.920642375,1.002141358,1.233254492,4.153532112, ,0,0,0,0,0,0
480002,0.920642375,1.002141358,1.233254492,4.153532112, ,0,0,0,0,0,0
480002,0.920642375,1.002141358,1.233254492,4.153532112, ,0,0,0,0,0,0
490001,0.24970338,0.243513078,0.429377273,1.087356427, ,0,0,0,0,0,0
490001,0.24970338,0.243513078,0.429377273,1.087356427, ,0,0,0,0,0,0
490001,0.24970338,0.243513078,0.429377273,1.087356427, ,0,0,0,0,0,0
490003,0.399741382,0.524031055,0.817368932,4.27252437, ,0,0,0,10,0,0
490003,0.399741382,0.524031055,0.817368932,4.27252437, ,0,0,10,10,0,0
490003,0.399741382,0.524031055,0.817368932,4.27252437, ,0,0,0,0,0,0
500001,4.963223035,5.026354695,5.264143965,5.894871806, ,0,0,0,0,0,0
500001,4.963223035,5.026354695,5.264143965,5.894871806, ,0,0,0,0,0,0
500001,4.963223035,5.026354695,5.264143965,5.894871806, ,0,0,0,0,0,0
510001,0.829219198,0.937394647,0.924552437,2.914020871, ,0,0,0,8,8,0
510001,0.829219198,0.937394647,0.924552437,2.914020871, ,0,0,0,0,0,0
510001,0.829219198,0.937394647,0.924552437,2.914020871, ,0,0,0,0,0,0
520001,4.948162573,5.010256366,7.118699834, , ,0,0,0,0,0,0
520001,4.948162573,5.010256366,7.118699834, , ,0,0,0,0,0,0
520001,4.948162573,5.010256366,7.118699834, , ,0,0,0,0,0,0
520002,4.233214348,4.280662852,5.81996013,7.947531558, ,0,0,0,0,0,0
520002,4.233214348,4.280662852,5.81996013,7.947531558, ,0,0,0,0,0,0
520002,4.233214348,4.280662852,5.81996013,7.947531558, ,0,0,0,0,0,0
530001,0.808407399,1.072420377,0.115346488, , ,0,0,0,0,0,0
530001,0.808407399,1.072420377,0.115346488, , ,0,0,0,0,0,0
530001,0.808407399,1.072420377,0.115346488, , ,0,0,0,0,0,0
530002,0.765067815,1.002676684,0.10195065, , ,0,0,0,0,0,0
530002,0.765067815,1.002676684,0.10195065, , ,0,0,0,0,0,0
530002,0.765067815,1.002676684,0.10195065, , ,0,0,0,0,0,0
530003,0.831226035,1.102892981,0.117832465, , ,0,0,0,0,0,0
530003,0.831226035,1.102892981,0.117832465, , ,0,0,0,0,0,0
530003,0.831226035,1.102892981,0.117832465, , ,0,0,0,0,0,0
530004,0.711124165,0.967901692,0.096335042, , ,0,0,0,0,0,0
530004,0.711124165,0.967901692,0.096335042, , ,0,0,0,0,0,0
530004,0.711124165,0.967901692,0.096335042, , ,0,0,0,0,0,0
540001,0.971460965,1.364301779,2.120065062,7.644814011, ,0,0,0,0,0,0
540001,0.971460965,1.364301779,2.120065062,7.644814011, ,0,0,0,0,0,0
540001,0.971460965,1.364301779,2.120065062,7.644814011, ,0,0,0,0,0,0
540002,0.9118022,1.244664136,1.976623178, , ,0,0,0,0,0,0
540002,0.9118022,1.244664136,1.976623178, , ,0,0,0,0,0,0
540002,0.9118022,1.244664136,1.976623178, , ,0,0,0,0,0,0
540003,0.805316487,1.127614175,2.112966428, , ,0,0,0,0,0,0
540003,0.805316487,1.127614175,2.112966428, , ,0,0,0,0,0,0
540003,0.805316487,1.127614175,2.112966428, , ,0,0,0,0,0,0
550001,1.170297602,1.364067046,1.839502718, , ,0,0,0,0,0,0
550001,1.170297602,1.364067046,1.839502718, , ,0,0,0,0,0,0
550001,1.170297602,1.364067046,1.839502718, , ,0,0,0,0,0,0
550002,1.115398049,1.387164501,2.049953993,9.482912585, ,0,0,0,0,0,0
550002,1.115398049,1.387164501,2.049953993,9.482912585, ,0,0,0,0,0,0
550002,1.115398049,1.387164501,2.049953993,9.482912585, ,0,0,0,0,0,0
550003,0.970147013,1.1530791,1.833343493, , ,0,0,0,0,0,0
550003,0.970147013,1.1530791,1.833343493, , ,0,0,0,0,0,0
550003,0.970147013,1.1530791,1.833343493, , ,0,0,0,0,0,0
560001,2.13232676,2.519739028,2.350077616,4.460397176, ,0,0,0,0,0,0
560001,2.13232676,2.519739028,2.350077616,4.460397176, ,0,0,0,0,0,0
560001,2.13232676,2.519739028,2.350077616,4.460397176, ,0,0,10,10,0,0
560002,2.000771088,2.40831747,2.054790581,2.899696474, ,0,0,0,0,0,0
560002,2.000771088,2.40831747,2.054790581,2.899696474, ,0,0,0,0,0,0
560002,2.000771088,2.40831747,2.054790581,2.899696474, ,0,0,0,0,0,0
570001,2.436560619,2.667381236,3.507650844,7.977516768, ,0,0,0,0,0,0
570001,2.436560619,2.667381236,3.507650844,7.977516768, ,0,0,0,0,0,0
570001,2.436560619,2.667381236,3.507650844,7.977516768, ,0,0,0,0,0,0
570002,2.382880944,2.582233109,3.235853631,4.881475216, ,0,0,0,0,0,0
570002,2.382880944,2.582233109,3.235853631,4.881475216, ,0,0,0,0,0,0
570002,2.382880944,2.582233109,3.235853631,4.881475216, ,0,0,0,0,0,0
580001,1.436159045,1.694250065,1.67424024,9.431745793, ,0,0,0,0,0,0
580001,1.436159045,1.694250065,1.67424024,9.431745793, ,0,0,0,0,0,0
580001,1.436159045,1.694250065,1.67424024,9.431745793, ,0,0,0,0,0,0
580002,1.359165025,1.49992951,1.479801278,4.484795973, ,0,0,0,0,0,0
580002,1.359165025,1.49992951,1.479801278,4.484795973, ,0,0,0,0,0,0
580002,1.359165025,1.49992951,1.479801278,4.484795973, ,0,0,0,0,0,0
