Date,Open,High,Low,Close,Adj Close,Volume
2013-12-24,28600,28640,28300,28300,38.936008,10980350
2013-12-26,28160,28300,28020,28160,38.743389,12307800
2013-12-27,28200,28220,27900,27920,75.328369,10510000
2013-12-30,27920,27940,27200,27440,74.033318,16908100
2014-01-02,26960,27100,26040,26180,70.633835,31025000
2014-01-03,26000,26220,25740,25920,69.93235,26496600
2014-01-06,26060,26400,25920,26140,70.525917,19735800
2014-01-07,26000,26360,25900,26080,70.364029,19763200
2014-01-08,26000,26080,25740,25820,69.66256,20474650
2014-01-09,26140,26140,25500,25500,68.799194,21250950
2014-01-10,25500,25720,25440,25440,68.637314,18189150
2014-01-13,25660,25940,25460,25900,69.878387,16449350
2014-01-14,25940,26600,25800,26260,70.84967,14716650
2014-01-15,26600,26620,25960,25980,70.094238,11747450
2014-01-16,26000,26200,25860,26020,70.202148,9752450
2014-01-17,26020,26300,25840,25840,69.716507,12774250
2014-01-20,26100,26380,25920,26320,71.011551,8682800
2014-01-21,26300,26540,26220,26480,71.443245,7562300
2014-01-22,26280,26560,26240,26560,71.659073,10826500
2014-01-23,26320,26440,25980,25980,70.094238,10336950
2014-01-24,26000,26360,25820,26140,70.525917,14001750
2014-01-27,25860,26080,25700,25840,69.716507,13346300
2014-01-28,25460,25860,25460,25660,69.230881,11701350
2014-01-29,25600,25760,25540,25600,69.068993,19181850
2014-02-03,25720,25760,25420,25440,68.637314,16259200
2014-02-04,25260,25260,24980,24980,67.396217,16033000
2014-02-05,24900,25100,24680,24740,66.748703,14926650
2014-02-06,24900,25340,24800,25180,67.935829,15197450
2014-02-07,25500,25580,25260,25500,68.799194,9943600
2014-02-10,25420,25620,25240,25540,68.907112,7799650
2014-02-11,25620,26300,25440,26220,70.741745,12684000
2014-02-12,26620,26620,26100,26140,70.525917,10027400
2014-02-13,26000,26400,25800,25960,70.040283,5838450
2014-02-14,25920,26160,25840,26020,70.202148,6220750
2014-02-17,25840,26120,25600,25700,69.338806,9386650
2014-02-18,25700,25980,25640,25900,69.878387,5910650
2014-02-19,26000,26000,25600,25800,69.608589,6179750
2014-02-20,25800,25920,25620,25720,69.392746,9543300
2014-02-21,26660,26660,26000,26600,71.767006,14346200
2014-02-24,26680,26900,26420,26560,71.659073,7425050
2014-02-25,26640,26800,26520,26680,71.982834,8785300
2014-02-26,26740,26860,26500,26840,72.414528,12918050
2014-02-27,26700,26840,26600,26820,72.360558,7891350
2014-02-28,26740,26980,26640,26980,72.792244,14232350
2014-03-03,26720,26800,26420,26500,71.497208,12104150
2014-03-04,26400,26580,26300,26300,70.957611,7900150
2014-03-05,26700,26820,26600,26600,71.767006,7491500
2014-03-06,26580,26580,26200,26520,71.551163,8616750
2014-03-07,26780,26780,26580,26780,72.252632,7548650
2014-03-10,26400,26600,26340,26400,71.227394,8657600
2014-03-11,26400,26540,26180,26440,71.335312,9079800
2014-03-12,26400,26400,25860,25880,69.824432,12579250
2014-03-13,25880,26260,25800,25800,69.608589,11750200
2014-03-14,25400,25700,25400,25500,68.799194,10836800
2014-03-17,25500,25520,25160,25320,68.31356,8820000
2014-03-18,25400,25660,25320,25560,68.961067,11045600
2014-03-19,25600,25700,25360,25380,68.475433,7638550
2014-03-20,25400,25440,25240,25240,68.097694,5939400
2014-03-21,25380,25460,25240,25460,68.691269,8321300
2014-03-24,25200,25480,25180,25460,68.691269,7073900
2014-03-25,25380,25400,24820,24940,67.288307,13625000
2014-03-26,25380,25800,24960,25700,69.338806,17444700
2014-03-27,25800,26660,25700,26660,71.928871,20877850
2014-03-28,26400,26760,26400,26700,72.036789,10648700
2014-03-31,26900,26900,26440,26860,72.468483,13259850
2014-04-01,26900,26900,26620,26780,72.252632,11081000
2014-04-02,27000,27140,26860,27140,73.22393,13100050
2014-04-03,27020,27900,27020,27800,75.004608,19098800
2014-04-04,27540,27940,27540,27600,74.465004,18400350
2014-04-07,27940,27940,27480,27940,75.382332,10761750
2014-04-08,27740,27980,27500,27880,75.220436,10608200
2014-04-09,27880,27900,27280,27420,73.979362,16061600
2014-04-10,27380,27600,27200,27600,74.465004,9999200
2014-04-11,27240,27360,27180,27300,73.655609,10659350
2014-04-14,27300,27720,27300,27400,73.925407,10586000
2014-04-15,27720,27740,27380,27400,73.925407,10969800
2014-04-16,27400,27840,27260,27600,74.465004,9308550
2014-04-17,27520,27600,27320,27400,73.925407,7241650
2014-04-18,27400,27580,27400,27560,74.357079,9518350
2014-04-21,27580,27720,27500,27600,74.465004,3299250
2014-04-22,27480,27680,27420,27500,74.195213,6084300
2014-04-23,27880,27900,27640,27780,74.950645,9500750
2014-04-24,28180,28180,27980,28140,75.921928,10546200
2014-04-25,28400,28560,27960,27980,75.490234,15269800
2014-04-28,28080,28120,27640,27760,74.896683,9431450
2014-04-29,27780,27900,27020,27200,73.385796,10909200
2014-04-30,27600,27620,26520,26860,72.468483,15047300
2014-05-02,27080,27180,26880,26920,72.630356,14943350
2014-05-07,27000,27120,26800,26880,72.52243,14189700
2014-05-08,27100,27100,26880,27000,72.846184,16281900
2014-05-09,27120,27160,26520,26700,72.036789,13157050
2014-05-12,26720,27900,26640,27760,74.896683,15944800
2014-05-13,27760,28500,27760,28000,75.544212,12107400
2014-05-14,28180,28300,28020,28300,76.353615,11103750
2014-05-15,28280,28380,28060,28200,76.083801,6806700
2014-05-16,28000,28740,27980,28560,77.055099,15856500
2014-05-19,28560,29000,28160,28960,78.134293,19281050
2014-05-20,28900,29080,28700,29020,78.296173,16007300
2014-05-21,28700,29000,28700,28820,77.756561,10842500
2014-05-22,28820,28960,28520,28520,76.947174,9540000
2014-05-23,28100,28560,28100,28560,77.055099,8511650
2014-05-26,28400,28640,28300,28440,76.731323,3735600
2014-05-27,28340,28460,28060,28140,75.921928,4748400
2014-05-28,28380,28700,28180,28660,77.324883,9200950
2014-05-29,29000,29300,28800,29200,78.781807,12521500
2014-05-30,29400,29640,28860,28860,77.864487,15831050
2014-06-02,28860,29160,28780,29100,78.512024,7439450
2014-06-03,29680,29900,29300,29400,79.321426,17234250
2014-06-05,29320,29600,29000,29140,78.619949,13507050
2014-06-09,29400,29460,28040,28180,76.029846,22269600
2014-06-10,28420,28760,28100,28720,77.486778,9214100
2014-06-11,28240,28600,28240,28440,76.731323,8625750
2014-06-12,28600,28600,28020,28260,76.245697,12943150
2014-06-13,28040,28080,27260,27340,73.763527,18589050
2014-06-16,27600,27640,27240,27480,74.141243,15319950
2014-06-17,27200,27560,27020,27480,74.141243,13476750
2014-06-18,27460,27520,27120,27160,73.277885,11044350
2014-06-19,26900,26980,26400,26460,71.389282,22339700
2014-06-20,26600,26600,25920,26020,70.202148,23902650
2014-06-23,26420,26640,26320,26440,71.335312,12488250
2014-06-24,26800,27080,26640,26900,72.576401,11890850
2014-06-25,26600,26660,26360,26400,71.227394,10231900
2014-06-26,26180,26860,26140,26500,71.497208,12765300
2014-06-27,26140,26380,26120,26220,72.102165,8953050
2014-06-30,26200,26480,26180,26440,72.707146,8881050
2014-07-01,26160,26280,26020,26200,72.04718,8725400
2014-07-02,26340,26620,26120,26600,73.147141,11139250
2014-07-03,26720,26720,26320,26360,72.487167,8543050
2014-07-04,26440,26520,26060,26120,71.827179,5978850
2014-07-07,25820,26020,25800,25840,71.057213,9437050
2014-07-08,25880,26380,25740,25900,71.222206,12073200
2014-07-09,25740,26160,25660,26160,71.93718,11829900
2014-07-10,26160,26220,26040,26120,71.827179,8960200
2014-07-11,26000,26040,25640,25680,70.617226,10779600
2014-07-14,25960,26000,25720,25720,70.727219,7082150
2014-07-15,26000,26460,25940,26400,72.597153,11976050
2014-07-16,26260,26460,26220,26420,72.652145,9114200
2014-07-17,26520,26700,26400,26600,73.147141,10922700
2014-07-18,26300,26860,26280,26860,73.862106,9742650
2014-07-21,26980,27200,26860,27060,74.412094,8059950
2014-07-22,26960,27160,26900,26960,74.1371,6300950
2014-07-23,27080,27140,26700,26760,73.58712,6417300
2014-07-24,27000,27160,26620,27100,74.522079,8051700
2014-07-25,26920,27100,26700,27100,74.522079,8790150
2014-07-28,27100,27340,26880,27160,74.687073,8992550
2014-07-29,27100,27760,27060,27720,76.227005,12809300
2014-07-30,27760,28160,27480,27900,76.721992,17359450
2014-07-31,27480,27700,26720,26860,73.862106,24351350
2014-08-01,26100,26560,25840,25840,71.057213,28231050
2014-08-04,26000,26340,25820,26340,72.432159,12066750
2014-08-05,26020,26420,26000,26320,72.377159,8626450
2014-08-06,26120,26320,25900,26000,71.4972,10830100
2014-08-07,26000,26040,25700,25800,70.947212,9527250
2014-08-08,25680,25700,24960,25000,68.747314,20621450
2014-08-11,25500,25640,25140,25400,69.847267,18619250
2014-08-12,25400,25880,25240,25320,69.627281,8995700
2014-08-13,25500,25500,24960,25280,69.517273,12845000
2014-08-14,25480,25640,25080,25220,69.352287,10447350
2014-08-18,25580,25600,25000,25000,68.747314,10518950
2014-08-19,25280,25460,25060,25080,68.967293,10044400
2014-08-20,25280,25420,25020,25220,69.352287,9430600
2014-08-21,25100,25220,24620,24700,67.922333,17105400
2014-08-22,24900,24940,24700,24940,68.582306,8407650
2014-08-25,24620,24620,24420,24560,67.537361,11577200
2014-08-26,24700,24700,24420,24440,67.207352,10719450
2014-08-27,24460,24740,24440,24600,67.647346,12171000
2014-08-28,25160,25160,24720,24840,68.307327,10311850
2014-08-29,24760,24760,24560,24680,67.867348,14558250
2014-09-01,24720,24740,24480,24520,67.427361,5664050
2014-09-02,24420,24500,23880,23880,65.667419,15899600
2014-09-03,24000,24000,23600,23780,65.392433,21238750
2014-09-04,24200,24320,24040,24200,66.547401,12099950
2014-09-05,24300,24320,23900,24020,66.052422,10770400
2014-09-11,24000,24140,23840,23840,65.557426,23309200
2014-09-12,24000,24160,24000,24020,66.052422,10872350
2014-09-15,24140,24160,23920,24000,65.997406,7161500
2014-09-16,24160,24300,24020,24120,66.327408,7092400
2014-09-17,24140,24520,24140,24520,67.427361,7545750
2014-09-18,24600,24600,24080,24200,66.547401,9476750
2014-09-19,24460,24460,24120,24200,66.547401,13435050
2014-09-22,24080,24080,23600,23760,65.337433,16022100
2014-09-23,23560,23700,23220,23220,63.852497,19541400
2014-09-24,23040,23220,22820,23000,63.247513,15789200
2014-09-25,23240,23320,22940,23120,63.577503,19414500
2014-09-26,23040,23700,22960,23700,65.17244,12413550
2014-09-29,23860,24000,23400,23900,65.722435,9401000
2014-09-30,23700,23760,23300,23680,65.117455,12379300
2014-10-01,23480,23660,23120,23120,63.577503,11929800
2014-10-02,23300,23300,22820,22820,62.752533,12732750
2014-10-06,22900,23120,22760,23020,63.302517,21252900
2014-10-07,23240,23720,23240,23240,63.907497,10149150
2014-10-08,22840,23020,22480,22600,62.147564,14720550
2014-10-10,22000,22280,21980,22100,60.772621,21837450
2014-10-13,21640,22540,21560,22160,60.937614,11344750
2014-10-14,22540,22920,22400,22540,61.982567,16572550
2014-10-15,22560,22900,22400,22500,61.872578,14143600
2014-10-16,22320,22420,22080,22300,61.322594,15148300
2014-10-17,22120,22300,21740,21780,59.892643,16281750
2014-10-20,22300,22340,22020,22120,60.827614,9476750
2014-10-21,21880,22000,21620,21660,59.562656,11766050
2014-10-22,21940,22080,21800,22080,60.717621,11127700
2014-10-23,22260,22260,21800,21880,60.167641,8505900
2014-10-24,22060,22240,21840,22240,61.157604,8378450
2014-10-27,22020,22220,21740,21900,60.222637,8388600
2014-10-28,21800,22000,21720,21820,60.002647,6243850
2014-10-29,22000,22600,21800,22600,62.147564,13726100
2014-10-30,22580,23660,22300,23620,64.952446,24566950
2014-10-31,23960,25000,23700,24880,68.417328,38623150
2014-11-03,25000,25040,24320,24700,67.922333,13475800
2014-11-04,24380,24840,24100,24340,66.932381,13000300
2014-11-05,24300,24500,23880,24040,66.107407,10162150
2014-11-06,23960,24200,23860,24080,66.217415,8570150
2014-11-07,24360,24360,23900,24120,66.327408,6030200
2014-11-10,24520,25380,24440,25360,69.737267,19202900
2014-11-11,25100,25220,24540,24620,67.702347,12141400
2014-11-12,24620,24680,24380,24600,67.647346,9079600
2014-11-13,24560,24640,23980,24000,65.997406,11547150
2014-11-14,24020,24020,23600,23880,65.667419,10621750
2014-11-17,23800,24400,23640,24100,66.272392,9693950
2014-11-18,24400,24540,24300,24400,67.097374,10754700
2014-11-19,24760,24760,24240,24360,66.987373,12502750
2014-11-20,24120,24400,24120,24200,66.547401,10024150
2014-11-21,24380,24520,24340,24460,67.262367,12336350
2014-11-24,24940,24960,24200,24400,67.097374,10284300
2014-11-25,24480,24480,23800,23800,65.447426,17811050
2014-11-26,23800,24220,23640,24020,66.052422,12287900
2014-11-27,25460,26020,25280,25280,69.517273,44377800
2014-11-28,25900,25920,25480,25740,70.782219,9844550
2014-12-01,25880,25960,25740,25900,71.222206,12866850
2014-12-02,25900,25900,25320,25900,71.222206,9222700
2014-12-03,26000,26020,25900,25960,71.387207,9735500
2014-12-04,26040,26060,25960,26000,71.4972,8871350
2014-12-05,26280,26280,26000,26040,71.607193,5637800
2014-12-08,26060,26420,26040,26380,72.542145,7916550
2014-12-09,26380,27140,26380,26980,74.192093,13553100
2014-12-10,26920,26920,26340,26340,72.432159,15977800
2014-12-11,26340,26380,25880,26100,71.772186,20490850
2014-12-12,26060,26080,25480,25720,70.727219,14397250
2014-12-15,25600,25600,25200,25460,70.01226,14337950
2014-12-16,25400,25780,25360,25580,70.342232,12894750
2014-12-17,25580,25660,25060,25320,69.627281,13088650
2014-12-18,25320,25580,25040,25320,69.627281,11808250
