hid,h21area,h21hhld,h21fly_typ,h21houstyp,h21h_income1,h21h_income2
630000,10,3,5,1,4,2
630100,10,3,3,3,8,4
630300,10,1,1,1,1,1
630400,10,2,2,1,5,3
630600,10,2,2,2,8,4
630700,10,3,3,1,7,4
630900,10,3,3,3,10,5
631000,10,2,2,3,5,3
631200,10,1,1,2,4,2
631500,10,3,3,2,10,5
631600,10,1,1,3,3,2
631900,10,2,2,1,4,2
632100,10,4,3,3,9,5
632300,10,3,3,3,11,6
632301,10,3,3,2,7,4
632500,10,2,2,1,3,2
632800,10,1,1,1,2,1
632900,10,2,2,1,6,3
633000,10,3,3,1,8,4
633200,10,2,2,1,2,1
633300,10,4,3,1,12,6
633400,10,4,3,1,11,6
633500,10,2,2,1,2,1
633600,10,1,1,1,2,1
633700,10,1,1,1,2,1
633800,10,1,1,1,2,1
633900,10,1,1,1,2,1
634000,10,2,2,1,3,2
634100,10,2,2,1,5,3
634300,10,5,4,2,9,5
634500,13,3,3,1,12,6
634800,10,1,1,1,1,1
634900,10,1,1,1,2,1
635000,10,1,1,1,2,1
635100,10,1,1,1,2,1
635200,10,1,1,1,3,2
635300,10,1,1,1,2,1
635400,10,1,1,1,9,5
635500,10,1,1,1,2,1
635600,10,2,2,1,4,2
635700,10,3,3,1,12,6
635800,10,3,5,1,8,4
635900,10,3,5,1,8,4
636000,10,3,5,1,11,6
636100,10,1,1,2,3,2
636300,10,4,3,2,11,6
636400,10,4,3,2,9,5
636500,10,4,3,2,14,6
636600,10,3,3,2,8,4
637100,10,2,3,2,12,6
637200,10,4,3,2,6,3
637800,10,2,2,2,12,6
637900,10,3,3,2,22,6
638200,10,4,3,2,8,4
638400,10,1,1,2,8,4
638500,10,2,2,1,3,2
638600,10,4,3,1,10,5
638700,10,2,2,1,5,3
638800,1,2,3,3,6,3
638900,10,2,2,1,2,1
639000,10,3,3,1,7,4
639100,10,3,3,2,16,6
639200,10,4,3,2,10,5
639300,10,3,3,2,6,3
639500,10,4,3,2,13,6
640100,10,3,3,2,11,6
640200,10,5,3,2,15,6
640300,10,1,1,2,2,1
640400,10,3,3,2,8,4
640500,6,5,3,2,9,5
640700,10,3,3,2,12,6
640800,10,4,3,2,11,6
640900,10,2,3,2,8,4
641100,17,3,3,1,8,4
641200,17,1,1,1,2,1
641300,17,1,1,1,2,1
641400,17,2,2,1,2,1
641600,17,2,3,1,7,4
641700,17,3,3,1,12,6
641800,17,1,1,1,2,1
641900,17,4,3,1,9,5
642100,11,2,3,2,7,4
642200,11,4,5,2,6,3
642300,11,2,3,2,9,5
642500,11,3,3,2,8,4
642600,11,2,3,2,4,2
642700,11,1,1,2,2,1
642800,11,2,5,2,3,2
643000,11,2,3,2,5,3
643100,11,2,2,2,3,2
643200,11,2,2,2,3,2
643300,11,4,3,2,10,5
643400,11,3,3,2,13,6
643500,11,3,5,2,6,3
643600,11,2,2,2,4,2
643700,11,4,3,2,14,6
643800,11,3,3,2,10,5
644000,11,4,3,3,14,6
644100,10,4,3,2,11,6
644200,11,5,3,2,9,5
644300,11,3,3,3,9,5
644400,11,1,1,2,2,1
644500,11,4,3,2,12,6
644600,11,5,3,2,8,4
644800,11,4,3,2,9,5
644900,11,4,3,2,12,6
645000,11,4,3,2,9,5
645100,11,2,2,2,9,5
645200,11,4,3,4,8,4
645300,11,4,3,2,13,6
645400,11,4,3,2,12,6
645500,11,5,3,2,8,4
645700,11,5,3,2,8,4
645800,11,5,3,2,18,6
645900,11,3,3,2,13,6
646000,11,3,3,2,9,5
646100,11,6,3,2,18,6
646300,11,4,3,2,19,6
646500,11,2,2,2,6,3
646600,11,5,4,2,19,6
646700,11,4,3,2,14,6
646800,11,2,3,2,11,6
647000,17,4,3,2,12,6
647200,11,5,3,2,10,5
647700,10,4,3,2,9,5
647800,11,6,3,1,8,4
647900,11,3,3,2,8,4
648100,11,2,5,3,9,5
648500,11,4,4,2,11,6
648700,11,3,3,2,11,6
649400,11,4,3,1,12,6
649500,11,2,3,3,6,3
649600,11,2,3,2,10,5
649700,11,4,3,2,8,4
649800,11,3,3,1,10,5
649900,11,2,2,1,2,1
650100,11,1,1,1,1,1
650200,11,1,1,1,3,2
650300,11,4,3,1,11,6
650400,11,2,2,1,4,2
650500,11,2,2,1,2,1
650600,11,3,5,1,2,1
650700,11,2,2,1,7,4
650800,11,2,2,1,2,1
650900,11,6,4,1,11,6
651000,11,4,3,1,15,6
651300,11,2,2,1,5,3
651400,11,1,1,1,2,1
651600,11,2,2,1,2,1
651900,11,1,1,1,1,1
652000,11,3,4,1,7,4
652100,11,2,5,1,4,2
652200,11,3,3,1,9,5
652300,11,1,1,1,3,2
652500,11,1,1,1,7,4
652600,11,3,3,1,12,6
652700,11,1,1,1,2,1
652800,11,4,4,1,12,6
652900,11,1,1,1,4,2
653000,11,4,4,1,13,6
653100,11,2,2,1,5,3
653200,11,2,2,1,5,3
653300,11,1,1,1,3,2
653400,11,1,1,1,3,2
653500,11,1,1,1,3,2
653600,11,2,2,1,4,2
653700,11,1,1,1,3,2
653800,11,2,2,1,4,2
653900,11,1,1,1,4,2
654000,11,2,2,1,4,2
654100,11,4,3,1,11,6
654200,11,4,4,1,13,6
654300,11,2,2,1,8,4
654400,11,2,2,1,2,1
654500,11,2,2,1,3,2
654600,11,1,1,1,2,1
654700,11,2,2,1,3,2
654800,11,2,2,1,3,2
655000,17,1,1,1,1,1
655200,11,2,2,1,2,1
655300,11,1,1,1,2,1
655400,11,3,3,1,6,3
655500,11,4,3,1,15,6
655600,11,2,4,1,13,6
655700,11,4,4,1,7,4
655800,11,2,2,1,5,3
655900,11,3,4,1,7,4
655901,11,4,3,2,11,6
656000,11,4,4,1,9,5
656100,11,2,2,1,3,2
656200,11,1,1,1,1,1
656300,11,3,3,1,9,5
656400,11,2,2,1,5,3
656500,11,2,5,1,3,2
656600,11,1,1,3,4,2
656700,11,2,2,1,5,3
656800,11,4,3,1,22,6
656900,11,3,3,1,6,3
657000,11,2,2,1,3,2
657100,11,2,3,1,6,3
657200,11,1,1,1,3,2
657300,11,1,1,1,2,1
657400,11,2,2,1,6,3
657500,11,2,2,1,3,2
657600,11,2,2,1,6,3
657800,11,3,3,1,9,5
658000,11,2,2,1,3,2
658100,11,4,3,1,18,6
658400,11,1,1,2,6,3
658500,11,1,1,2,7,4
659200,11,2,2,1,2,1
659300,11,1,1,1,1,1
659600,11,4,4,1,9,5
659700,11,1,1,1,1,1
659800,11,5,4,1,13,6
659900,11,3,3,1,9,5
660000,11,2,2,3,8,4
660100,11,3,3,2,16,6
660200,11,3,3,2,16,6
660400,11,2,2,2,3,2
660500,12,2,5,2,13,6
660600,11,4,3,2,8,4
660700,11,3,3,2,18,6
660900,11,3,3,2,9,5
661000,11,2,2,2,3,2
661300,11,1,1,2,4,2
661400,8,1,1,3,4,2
662200,17,1,1,3,2,1
662300,17,3,4,2,9,5
662400,17,2,2,1,9,5
662600,17,2,2,2,5,3
662700,17,5,4,1,13,6
662900,17,3,3,3,16,6
663000,17,3,4,2,14,6
663100,11,4,3,3,15,6
663200,11,2,2,1,2,1
663400,11,6,4,2,18,6
663500,11,1,1,3,2,1
663700,11,4,3,3,13,6
663900,11,4,3,1,13,6
664000,11,2,2,3,2,1
664100,11,2,2,1,6,3
664200,11,5,4,5,14,6
664400,11,4,3,1,8,4
664500,11,1,1,1,2,1
664700,11,2,2,1,2,1
664800,11,4,3,2,11,6
664900,11,2,2,1,7,4
665000,11,1,1,1,2,1
665100,11,4,3,2,20,6
665200,11,3,3,2,7,4
665500,11,4,3,2,12,6
665600,11,4,3,2,9,5
665700,11,1,1,1,2,1
665800,11,2,2,2,2,1
665900,11,2,2,2,2,1
666000,11,2,2,2,2,1
666100,11,1,1,2,2,1
666300,11,3,3,2,7,4
666400,11,3,3,3,9,5
666600,11,3,3,2,9,5
666800,6,2,2,2,4,2
667200,9,4,3,2,16,6
668600,9,3,3,2,10,5
668700,9,1,1,2,2,1
669100,9,2,3,1,3,2
669200,9,2,2,2,15,6
669500,9,1,1,2,2,1
669700,9,2,2,2,6,3
670100,9,4,3,2,15,6
670300,9,2,3,2,6,3
670500,9,3,3,2,6,3
670600,9,3,3,2,14,6
671500,9,2,2,1,2,1
671600,9,1,1,1,1,1
671900,9,2,2,1,4,2
672000,9,1,1,1,1,1
672100,9,2,2,2,2,1
672200,9,1,1,2,11,6
672500,9,1,1,2,1,1
672800,9,1,1,2,5,3
673000,9,1,1,2,1,1
673200,9,2,2,1,4,2
673400,9,1,1,1,1,1
673500,9,2,2,2,8,4
673700,9,2,5,1,4,2
673900,9,2,3,2,1,1
674700,9,3,5,3,6,3
675000,9,3,3,1,10,5
675200,9,1,1,1,1,1
675300,9,2,2,1,4,2
675500,9,3,3,3,11,6
675600,9,2,2,2,11,6
678800,9,2,2,1,1,1
679000,9,1,1,1,1,1
679800,9,2,2,3,7,4
680100,9,4,4,1,10,5
680200,9,2,3,1,6,3
680300,9,2,2,1,4,2
680400,9,1,1,1,1,1
680500,9,4,4,1,10,5
680600,9,2,2,1,4,2
681000,9,1,1,1,1,1
681300,9,2,2,1,3,2
681500,9,1,1,1,1,1
682000,9,2,2,1,2,1
682500,9,2,2,1,4,2
682501,9,1,1,2,9,5
682600,9,2,2,1,4,2
682700,9,5,3,1,4,2
682800,9,1,1,1,1,1
682900,9,4,4,1,8,4
683000,9,4,4,1,4,2
683100,9,2,2,1,7,4
683200,9,2,3,1,4,2
683400,9,1,1,1,1,1
683500,9,4,3,1,10,5
683700,9,2,2,1,2,1
683800,9,3,4,1,3,2
683900,9,3,5,1,4,2
684000,9,3,5,1,5,3
684001,9,2,3,3,5,3
684400,9,2,2,2,6,3
684500,9,1,1,4,2,1
684700,9,2,2,1,10,5
684800,9,1,1,4,2,1
684900,9,1,1,1,4,2
685200,9,4,3,3,12,6
685300,9,3,3,1,12,6
685400,9,4,3,2,9,5
685500,9,1,1,2,2,1
686000,9,2,2,2,4,2
686100,9,1,1,1,1,1
686200,9,5,4,3,12,6
686400,9,4,3,3,15,6
686500,9,4,3,3,6,3
686600,9,2,2,3,5,3
686700,9,3,3,3,13,6
687100,9,2,2,1,1,1
687200,9,3,4,1,4,2
687400,9,3,3,1,1,1
687600,9,2,2,3,2,1
687900,9,2,2,1,1,1
688000,9,7,4,1,18,6
688300,9,2,2,2,4,2
688400,9,1,1,2,2,1
688500,9,2,3,2,6,3
688600,9,3,3,2,9,5
688900,9,1,1,2,2,1
689000,9,2,2,2,4,2
689400,16,2,2,2,13,6
690200,16,3,3,2,13,6
690400,16,5,3,2,8,4
690900,16,5,3,2,13,6
691000,16,3,3,2,12,6
691200,16,3,3,3,6,3
691400,16,3,3,3,9,5
691700,16,1,1,2,2,1
692000,16,5,3,3,11,6
692300,16,2,3,2,8,4
692400,16,5,3,2,18,6
692500,16,2,2,2,10,5
692700,16,3,3,1,4,2
692900,16,2,2,2,4,2
693100,16,1,1,1,1,1
693500,16,1,1,1,3,2
693600,16,1,1,2,2,1
693700,16,2,2,1,2,1
693800,16,1,1,1,2,1
694100,16,4,3,3,20,6
694101,16,2,2,1,5,3
694600,16,2,2,3,13,6
694700,16,2,2,3,4,2
694702,16,5,3,3,15,6
695900,16,3,3,1,13,6
696100,16,2,2,1,2,1
696200,16,4,4,1,6,3
696300,16,2,2,1,3,2
696400,16,2,2,1,3,2
696700,16,4,4,1,15,6
696800,16,2,2,1,9,5
696900,16,4,3,1,6,3
697000,16,4,3,1,11,6
698200,16,1,1,1,2,1
698300,16,2,2,1,3,2
698700,16,2,2,1,4,2
699000,16,2,2,1,2,1
699900,16,2,2,1,6,3
700100,15,4,3,2,11,6
700200,15,4,3,1,8,4
700300,15,3,3,1,6,3
700600,15,1,1,1,2,1
701100,14,4,3,2,10,5
701200,14,5,3,2,14,6
701400,14,1,1,1,6,3
701500,14,3,3,1,9,5
702100,12,2,2,2,6,3
702200,12,2,2,2,8,4
703100,13,1,1,1,2,1
703300,13,4,4,2,16,6
704200,10,4,3,2,12,6
705100,6,4,3,2,10,5
705400,11,4,3,2,15,6
706100,9,5,3,2,16,6
706300,9,2,2,2,7,4
710200,1,3,3,2,12,6
710300,1,4,3,3,10,5
710400,1,4,3,3,20,6
710500,1,2,3,3,14,6
710600,1,5,4,1,11,6
710900,8,1,1,2,6,3
711000,8,3,3,2,5,3
711100,8,3,3,2,5,3
711500,8,3,3,2,8,4
711600,8,3,3,2,8,4
711800,8,4,3,3,22,6
712000,8,5,3,2,13,6
712200,8,4,3,1,9,5
712300,8,2,5,1,5,3
712600,7,4,3,2,9,5
712700,7,4,3,2,6,3
713100,8,2,2,2,12,6
713300,8,2,2,2,8,4
713600,8,3,3,2,12,6
713700,4,4,3,2,21,6
713900,8,4,4,3,15,6
714000,2,1,1,2,1,1
714100,2,2,2,2,6,3
714300,2,3,3,2,9,5
714400,15,4,3,2,7,4
714500,8,4,3,2,6,3
714600,8,3,3,2,7,4
714800,8,3,3,2,15,6
715000,8,3,3,2,6,3
715100,8,4,3,2,21,6
715400,8,5,4,3,9,5
715500,8,5,4,3,15,6
715600,8,5,3,3,5,3
715700,8,5,3,3,9,5
715800,8,4,3,3,11,6
715900,8,4,3,3,18,6
716000,4,4,3,2,16,6
716300,2,1,1,1,2,1
716400,1,4,3,1,22,6
716600,8,4,3,2,16,6
1000200,1,3,3,3,8,4
1000300,1,1,1,3,4,2
1000500,8,3,3,2,8,4
1000600,1,4,3,3,10,5
1000700,1,2,2,3,4,2
1000800,8,2,3,2,10,5
1000900,8,2,2,2,12,6
1001200,8,2,2,2,8,4
1001300,8,2,2,2,11,6
1001400,8,3,3,2,15,6
1001600,8,3,3,2,16,6
1001700,8,3,3,2,11,6
1001800,8,2,2,2,12,6
1001900,1,3,3,2,15,6
1002000,1,4,3,2,12,6
1002100,1,2,2,2,4,2
1002500,1,3,3,2,12,6
1002600,1,2,2,2,3,2
1002700,1,2,3,2,10,5
1002800,1,2,5,2,6,3
1002900,1,4,3,2,15,6
1003000,8,4,3,2,22,6
1003100,8,3,3,2,11,6
1003200,8,2,3,2,8,4
1003300,1,3,3,2,15,6
1003600,1,3,3,3,16,6
1003700,1,3,3,1,10,5
1003800,1,3,3,3,13,6
1003900,1,3,3,3,13,6
1004000,1,2,2,3,15,6
1004100,8,4,3,1,9,5
1004200,1,3,4,2,6,3
1004300,1,1,1,2,1,1
1004400,1,4,3,2,6,3
1004500,1,1,1,2,1,1
1004600,1,3,3,2,11,6
1004700,1,1,1,2,1,1
1004800,1,1,1,2,2,1
1004900,1,5,3,2,8,4
1005000,1,2,2,1,7,4
1005100,1,2,3,1,6,3
1005200,1,3,3,1,12,6
1005300,1,4,3,1,12,6
1005400,1,2,2,1,6,3
1005500,1,3,3,1,12,6
1005600,1,2,3,1,6,3
1005700,8,3,3,2,22,6
1006200,1,3,3,1,22,6
1006300,1,2,2,1,16,6
1006400,1,1,1,3,7,4
1006500,1,3,3,3,12,6
1006600,1,2,2,3,11,6
1006700,1,3,3,1,19,6
1006800,1,3,3,3,20,6
1006900,1,3,3,3,13,6
1007000,1,3,3,3,14,6
1007100,1,1,1,2,1,1
1007200,1,2,2,2,2,1
1007300,1,3,3,1,5,3
1007500,1,4,3,3,11,6
1007600,1,3,3,2,11,6
1007700,1,1,1,3,5,3
1007800,1,2,2,3,5,3
1007900,1,1,1,1,4,2
1008000,1,2,2,2,7,4
1008200,1,3,3,2,13,6
1008300,1,4,3,2,22,6
1008400,1,4,3,2,13,6
1008600,1,3,3,2,9,5
1008700,1,2,2,3,2,1
1008800,1,4,3,2,8,4
1009100,1,4,3,2,15,6
1011100,1,3,3,2,22,6
1011400,1,4,3,2,8,4
1011500,1,5,3,2,14,6
1011800,1,3,3,1,4,2
1011900,1,3,3,3,6,3
1012000,1,4,3,3,7,4
1012100,1,4,3,2,12,6
1012200,8,2,2,2,11,6
1015500,1,2,2,3,12,6
1015600,1,2,3,3,13,6
1015700,1,3,3,3,21,6
1015800,1,3,3,3,11,6
1015900,1,4,4,3,13,6
1016000,1,1,1,3,6,3
1016100,1,4,3,3,18,6
1016200,1,3,3,4,15,6
1016300,1,1,1,3,9,5
1016400,1,1,1,3,4,2
1016500,1,1,1,1,3,2
1016600,1,1,1,1,6,3
1016900,1,1,1,4,3,2
1017000,1,4,4,3,12,6
1017100,1,3,3,1,12,6
1017200,1,4,3,1,15,6
1017300,1,4,3,1,19,6
1017400,1,3,3,3,10,5
1018000,1,3,3,3,11,6
1018100,1,3,3,3,10,5
1018200,1,4,3,3,12,6
1018300,1,2,2,1,3,2
1018400,1,3,3,3,5,3
1018500,1,3,3,1,8,4
1018600,1,5,3,3,11,6
1018700,1,4,3,3,11,6
1018800,1,4,3,3,11,6
1018900,1,3,3,3,11,6
1019000,1,4,3,1,10,5
1019100,1,4,3,2,11,6
1019200,1,3,3,2,12,6
1019300,1,4,3,2,9,5
1019400,1,2,2,2,8,4
1019500,1,4,3,2,18,6
1019600,1,1,1,2,5,3
1019700,1,2,2,2,5,3
1019800,1,4,3,2,16,6
1019900,1,1,1,2,4,2
1020000,1,1,1,2,6,3
1020100,1,3,3,3,8,4
1020200,1,4,3,2,22,6
1020300,8,3,3,2,10,5
1020400,8,3,3,2,8,4
1020500,8,2,2,2,10,5
1020600,8,2,2,3,4,2
1020700,8,5,3,2,19,6
1020800,8,4,3,2,12,6
1020900,8,3,3,2,16,6
1021000,8,4,3,2,14,6
1021100,1,3,3,4,16,6
1021200,1,2,3,4,6,3
1021300,8,3,3,1,12,6
1021400,8,3,3,1,9,5
1021500,8,4,3,1,15,6
1023000,2,4,3,2,8,4
1023100,2,4,4,2,12,6
1023200,2,2,2,2,7,4
1023300,2,3,3,2,10,5
1023400,2,4,3,2,12,6
1023500,2,1,1,2,8,4
1023600,2,2,2,2,5,3
1023700,2,4,3,2,9,5
1023800,2,2,2,2,9,5
1023900,2,6,4,2,16,6
1024200,2,2,2,2,8,4
1024300,2,1,1,3,3,2
1024400,2,1,1,2,2,1
1024500,2,2,2,2,5,3
1024600,2,1,1,2,2,1
1024700,2,2,3,2,7,4
1024800,2,3,3,2,20,6
1024900,2,1,1,2,6,3
1025000,2,2,2,2,11,6
1025100,2,2,2,2,12,6
1025400,2,4,3,2,8,4
1025600,2,2,2,2,22,6
1025700,2,2,2,2,12,6
1025800,2,2,2,2,7,4
1025900,2,3,3,2,7,4
1026000,2,3,3,2,10,5
1026100,2,2,2,2,12,6
1026200,2,2,2,2,8,4
1026300,2,2,2,2,12,6
1026400,2,2,2,2,9,5
1026600,2,2,2,2,7,4
1026700,2,3,3,1,16,6
1026800,2,1,1,2,2,1
1026900,2,3,3,2,8,4
1027200,2,4,3,1,11,6
1027300,2,3,3,2,11,6
1027500,2,2,2,2,10,5
1027600,15,2,2,2,6,3
1027800,2,1,1,3,6,3
1027900,2,1,1,3,2,1
1028000,2,2,2,3,6,3
1028100,2,3,3,3,11,6
1028200,2,2,2,3,6,3
1028300,2,2,2,3,10,5
1028400,2,2,2,1,4,2
1028500,2,2,2,1,11,6
1028600,2,4,3,2,22,6
1028700,2,3,3,2,8,4
1028800,2,5,4,1,11,6
1029000,2,2,2,3,16,6
1029100,2,1,1,3,6,3
1029200,2,2,2,3,11,6
1029300,2,2,2,3,13,6
1029400,2,2,2,3,8,4
1029500,2,1,1,3,6,3
1029600,2,1,1,3,6,3
1029700,2,1,1,3,4,2
1033900,3,4,3,4,8,4
1034000,3,2,2,3,11,6
1034100,3,4,3,2,9,5
1034200,3,5,4,2,22,6
1034300,3,4,3,1,19,6
1034400,3,3,3,2,22,6
1034500,3,4,3,2,22,6
1034600,3,2,2,1,22,6
1034700,3,4,3,1,19,6
1035400,3,2,3,1,6,3
1035600,3,4,3,2,22,6
1035700,3,3,5,1,22,6
1035800,3,6,4,1,20,6
1035900,3,4,3,2,16,6
1036000,3,3,3,2,5,3
1036100,3,3,3,2,21,6
1036200,3,5,3,2,14,6
1036300,3,4,3,3,10,5
1036600,3,3,3,2,15,6
1036700,3,2,2,2,11,6
1036800,3,4,3,2,12,6
1037000,3,3,3,2,14,6
1037100,3,4,3,2,12,6
1037200,3,4,3,2,22,6
1037300,3,4,3,2,11,6
1037400,3,4,3,2,13,6
1037500,3,4,3,2,15,6
1037600,3,2,2,2,5,3
1038400,3,5,3,4,22,6
1038500,3,4,3,1,20,6
1038600,3,1,1,2,4,2
1038700,3,3,3,2,9,5
1038800,3,2,2,2,6,3
1038900,3,2,3,2,15,6
1039000,14,2,5,1,7,4
1039100,3,4,3,2,18,6
1041300,3,4,3,2,22,6
1041400,3,4,3,3,15,6
1041500,3,4,3,2,22,6
1041600,3,2,5,2,2,1
1041700,3,4,3,2,13,6
1041800,3,3,3,2,10,5
1041900,3,1,1,2,15,6
1042100,3,3,3,2,11,6
1042200,3,4,3,2,20,6
1042300,3,4,3,2,12,6
1042400,3,3,3,1,14,6
1042500,3,4,3,2,20,6
1042700,3,4,3,1,16,6
1042800,3,5,3,4,13,6
1042900,3,3,3,2,8,4
1043000,3,3,3,1,22,6
1044600,3,4,3,2,19,6
1044700,3,3,3,2,13,6
1044800,3,2,2,2,6,3
1044900,3,5,3,1,20,6
1045000,3,4,3,3,12,6
1045100,3,3,3,2,13,6
1045400,3,2,2,1,11,6
1045500,3,4,3,2,21,6
1045600,3,4,3,2,16,6
1046700,4,3,3,2,22,6
1046701,4,2,2,2,18,6
1046800,4,2,2,2,18,6
1046900,4,3,3,2,22,6
1046901,4,1,1,4,6,3
1047000,4,2,5,4,8,4
1047100,4,4,3,2,6,3
1047200,4,6,4,2,22,6
1047300,4,4,3,2,21,6
1047400,4,2,2,2,20,6
1047500,4,3,3,4,13,6
1047600,4,4,3,2,22,6
1047700,4,1,1,2,2,1
1047800,4,4,3,2,22,6
1047900,4,4,3,2,12,6
1048000,4,4,3,2,11,6
1048100,4,3,3,2,11,6
1048200,4,4,3,2,10,5
1048300,4,3,3,2,10,5
1048400,4,4,3,2,8,4
1048500,4,4,3,2,14,6
1048600,8,3,3,2,22,6
1048601,4,2,2,3,10,5
1048700,4,4,3,2,11,6
1048800,4,3,3,3,21,6
1048900,4,3,3,2,11,6
1049000,4,4,3,2,9,5
1049100,4,4,4,2,21,6
1049200,8,4,3,2,9,5
1049300,4,4,3,2,9,5
1049400,4,3,3,2,22,6
1049500,4,3,3,2,15,6
1049600,4,4,3,2,18,6
1049700,4,4,3,2,9,5
1049800,4,4,3,2,13,6
1049900,4,4,3,2,13,6
1050200,8,3,3,2,14,6
1050300,8,3,3,2,11,6
1050400,4,2,2,3,8,4
1050500,8,2,2,2,14,6
1050600,8,2,3,2,10,5
1050700,8,3,3,2,11,6
1050800,8,3,3,2,16,6
1050900,8,2,3,2,10,5
1051000,8,4,3,2,12,6
1051100,8,2,2,2,10,5
1051200,8,4,3,2,22,6
1051300,4,3,3,3,12,6
1051400,4,3,3,2,16,6
1051500,4,3,3,2,14,6
1051600,4,2,3,2,9,5
1051700,4,3,3,2,16,6
1051800,4,2,5,2,9,5
1051900,4,4,3,2,22,6
1052000,4,1,1,2,5,3
1052100,4,4,3,2,21,6
1052200,4,3,3,2,16,6
1052300,4,3,3,2,18,6
1052500,4,3,3,2,16,6
1052600,4,3,3,2,18,6
1052700,1,4,3,2,13,6
1052800,4,2,2,2,11,6
1052900,4,2,3,2,9,5
1053100,4,1,1,2,3,2
1053200,4,3,3,2,18,6
1053300,4,2,2,2,10,5
1053400,4,4,3,3,11,6
1053900,4,3,3,3,11,6
1054300,4,1,1,3,5,3
1054400,8,4,3,2,14,6
1054500,8,4,3,2,19,6
1054600,8,1,1,2,6,3
1054700,8,3,3,2,9,5
1054800,8,3,3,2,16,6
1054900,4,2,2,3,14,6
1055000,4,2,2,2,10,5
1055100,4,4,3,3,20,6
1055300,4,3,3,2,14,6
1055400,4,2,5,2,14,6
1055500,4,2,2,4,9,5
1055600,4,3,3,4,15,6
1055700,4,2,2,3,13,6
1055800,4,3,3,3,8,4
1055900,4,4,3,3,14,6
1056000,4,4,3,3,19,6
1056100,4,1,1,3,6,3
1056200,4,3,3,3,18,6
1056300,4,4,4,4,8,4
1061500,5,3,3,1,11,6
1061600,5,4,3,1,7,4
1061700,5,2,2,1,4,2
1061800,5,2,2,1,3,2
1061900,5,1,1,1,2,1
1062000,5,2,2,1,4,2
1062100,5,1,1,1,2,1
1062200,5,2,3,1,8,4
1062300,5,2,2,1,3,2
1062400,5,3,3,1,8,4
1062500,5,3,3,1,9,5
1062600,5,2,2,1,8,4
1062700,5,3,4,2,6,3
1062800,5,3,3,2,12,6
1062900,5,2,3,2,12,6
1063000,5,4,3,2,6,3
1063100,5,1,1,2,2,1
1063200,5,2,2,2,12,6
1063300,5,4,3,2,13,6
1063400,5,2,3,2,5,3
1063500,13,3,3,2,8,4
1063600,5,4,3,2,12,6
1063700,5,3,4,2,8,4
1063800,5,3,3,2,4,2
1063900,5,4,3,2,8,4
1064000,5,4,3,2,15,6
1064100,5,2,2,2,8,4
1066500,6,4,3,1,8,4
1066600,6,3,3,2,11,6
1066700,6,3,3,2,11,6
1066800,6,2,2,2,8,4
1066900,6,3,3,2,11,6
1067000,6,5,3,2,5,3
1067100,6,2,2,2,4,2
1067200,6,2,2,1,4,2
1067300,6,4,3,3,13,6
1067400,6,4,3,2,15,6
1067500,1,2,2,3,2,1
1067600,6,2,5,2,6,3
1067800,6,3,3,2,9,5
1067900,6,2,2,2,6,3
1068000,6,2,2,2,2,1
1068100,6,2,2,2,12,6
1068200,6,1,1,2,1,1
1068300,6,1,1,2,6,3
1068500,6,1,1,3,2,1
1068600,6,1,1,3,2,1
1068700,6,1,1,3,4,2
1068800,11,1,1,3,2,1
1068900,6,4,3,3,8,4
1069000,6,1,1,3,4,2
1069100,6,1,1,2,2,1
1069200,6,1,1,3,3,2
1069300,6,1,1,2,2,1
1069500,6,1,1,2,4,2
1069600,6,2,2,2,5,3
1069800,6,2,2,2,6,3
1069900,6,2,3,2,8,4
1070000,6,2,2,2,5,3
1070100,6,2,2,2,7,4
1070200,6,1,1,2,6,3
1070300,6,4,3,1,18,6
1070400,6,4,3,1,6,3
1070500,6,4,3,1,11,6
1070600,6,4,3,1,10,5
1070700,6,3,3,1,7,4
1070800,6,2,2,1,2,1
1070900,6,2,2,1,6,3
1071000,6,2,2,1,3,2
1071100,6,5,3,1,11,6
1071200,6,4,3,1,11,6
1075400,7,4,3,2,7,4
1075500,7,4,3,2,13,6
1075600,7,3,3,2,12,6
1075700,7,4,3,2,6,3
1075800,7,3,3,2,11,6
1075900,7,3,3,2,16,6
1076100,7,4,3,2,14,6
1076200,7,3,3,2,8,4
1076300,7,1,1,2,2,1
1076600,7,1,1,2,9,5
1076700,7,3,3,2,8,4
1077000,7,4,3,2,9,5
1077100,7,2,2,2,9,5
1077300,7,3,3,2,6,3
1077400,7,1,1,2,2,1
1077500,7,2,2,2,3,2
1077800,7,2,2,1,6,3
1077900,7,1,1,1,4,2
1078000,7,2,2,3,7,4
1078100,7,2,5,1,2,1
1078200,7,2,2,1,7,4
1078300,7,1,1,1,8,4
1078400,7,3,3,1,11,6
1078500,7,1,1,1,8,4
1078600,7,2,2,1,13,6
1078700,7,3,3,1,11,6
1079000,7,2,3,1,7,4
1079100,7,1,1,1,3,2
1079200,7,2,2,1,11,6
1079300,7,3,3,1,11,6
1079400,7,3,3,1,13,6
1079500,7,2,3,1,6,3
1079600,7,3,3,1,6,3
1079900,7,3,3,1,6,3
1080000,7,1,1,1,1,1
1080100,7,3,3,1,6,3
1082400,17,5,4,2,10,5
1082500,17,4,3,2,8,4
1082800,17,4,3,2,8,4
1082900,17,3,3,2,12,6
1083000,17,2,3,2,9,5
1083200,17,1,1,3,4,2
1083300,17,1,1,3,5,3
1083400,17,2,5,2,11,6
