code,year,bank,y1,y2,y3,y4,y5,y6,x1,p1,p2,x2,w1,w2,
21,2008,CK저축은행,"71,812 ","54,243 ","47,825 ","1,737 ","67,978 ","64,681 ",24 ,433 ,300 ,"3,107 ",18.04 ,0.10 ,
22,2008,고려저축은행,"555,748 ","425,007 ","174,350 ","58,333 ","513,634 ","486,140 ",101 ,"1,850 ","1,398 ","4,831 ",18.32 ,0.29 ,
23,2008,국제저축은행,"178,790 ","147,585 ","83,434 ","3,216 ","171,524 ","165,081 ",24 ,534 ,490 ,"6,723 ",22.25 ,0.07 ,
24,2008,금화저축은행,"318,982 ","280,181 ","46,093 ","6,028 ","299,151 ","287,318 ",32 ,"1,141 ",709 ,"3,375 ",35.66 ,0.21 ,
25,2008,남양저축은행,"371,946 ","324,912 ","16,737 ","18,225 ","325,985 ","306,595 ",34 ,985 ,760 ,"6,046 ",28.97 ,0.13 ,
26,2008,대명상호저축은행,"128,629 ","94,159 ","68,972 ","4,254 ","116,950 ","112,136 ",33 ,631 ,329 ,"2,605 ",19.12 ,0.13 ,
27,2008,대백저축은행,"136,025 ","120,991 ","47,286 ","1,488 ","125,773 ","119,314 ",19 ,487 ,510 ,179 ,25.63 ,2.85 ,
28,2008,대신저축은행,,,,,,,,,,,,,
29,2008,대아상호저축은행,"80,422 ","42,810 ","30,382 ","1,269 ","75,935 ","72,196 ",29 ,593 ,298 ,"5,056 ",20.45 ,0.06 ,
30,2008,대원상호저축은행,"64,908 ","59,324 ","14,905 ","2,346 ","71,828 ","43,098 ",14 ,208 ,277 ,"2,649 ",14.86 ,0.10 ,
31,2008,대한저축은행,"207,767 ","154,017 ","34,299 ","19,357 ","190,514 ","181,180 ",30 ,637 ,413 ,"9,765 ",21.23 ,0.04 ,
32,2008,더블저축은행,"106,787 ","61,527 ","30,457 ","1,779 ","101,220 ","96,666 ",19 ,289 ,476 ,"10,322 ",15.21 ,0.05 ,
33,2008,더케이저축은행,"543,259 ","419,214 ","42,389 ","15,156 ","499,951 ","474,889 ",56 ,"1,434 ","1,247 ","9,676 ",25.61 ,0.13 ,
34,2008,동양저축은행,"182,370 ","167,506 ","13,044 ","2,516 ","153,150 ","145,285 ",21 ,313 ,421 ,"6,494 ",14.90 ,0.06 ,
35,2008,동원제일저축은행,"269,540 ","225,449 ","52,270 ","3,465 ","247,666 ","234,510 ",32 ,681 ,630 ,"9,110 ",21.28 ,0.07 ,
36,2008,드림저축은행,"186,041 ","133,049 ","9,763 ","1,233 ","165,274 ","157,427 ",38 ,957 ,932 ,"13,112 ",25.18 ,0.07 ,
37,2008,디비저축은행,"1,189,150 ","831,826 ","43,747 ","96,616 ","1,080,829 ","1,013,313 ",145 ,"3,651 ","5,163 ","134,524 ",25.18 ,0.04 ,
38,2008,디에이치저축은행,"282,107 ","248,796 ","27,711 ","6,207 ","260,160 ","248,760 ",28 ,816 ,545 ,"2,657 ",29.14 ,0.21 ,
39,2008,라온저축은행,"99,018 ","73,382 ","36,585 ","8,310 ","93,160 ","89,397 ",27 ,503 ,384 ,"5,661 ",18.63 ,0.07 ,
40,2008,라이브저축은행,"32,877 ","3,874 ",411 ,379 ,"5,271 ","4,425 ",14 ,130 ,327 ,"5,675 ",9.29 ,0.06 ,
41,2008,머스트삼일저축은행,"110,649 ","87,509 ","31,667 ","1,005 ","105,463 ","95,587 ",26 ,594 ,716 ,"7,510 ",22.85 ,0.10 ,
42,2008,모아저축은행,"1,303,098 ","1,036,506 ","208,697 ","15,045 ","1,249,260 ","1,196,340 ",208 ,"3,630 ","3,455 ","49,465 ",17.45 ,0.07 ,
43,2008,민국저축은행,"396,201 ","339,796 ","6,579 ","16,597 ","349,521 ","329,270 ",44 ,"1,053 ","1,433 ","11,877 ",23.93 ,0.12 ,
44,2008,바로저축은행,"813,659 ","682,275 ","15,487 ","45,072 ","750,314 ","718,349 ",44 ,"1,475 ","1,062 ","4,955 ",33.52 ,0.21 ,
45,2008,부림저축은행,"318,395 ","254,458 ","26,446 ","13,361 ","266,541 ","254,744 ",37 ,"1,042 ",772 ,"10,288 ",28.16 ,0.08 ,
46,2008,비엔케이저축은행,,,,,,,,,,,,,
47,2008,삼정저축은행,"204,275 ","145,044 ","25,127 ","9,830 ","176,270 ","169,068 ",24 ,778 ,484 ,"4,508 ",32.42 ,0.11 ,
48,2008,삼호저축은행,,,,,,,,,,,,,
49,2008,상상인저축은행,"221,452 ","172,442 ","24,844 ","2,198 ","182,968 ","175,604 ",37 ,"1,012 ","1,097 ","6,935 ",27.35 ,0.16 ,
50,2008,상상인플러스저축은행,"355,445 ","285,277 ","58,014 ","15,711 ","331,124 ","313,070 ",62 ,"1,422 ",942 ,"6,347 ",22.94 ,0.15 ,
51,2008,세람상호저축은행,"417,553 ","342,908 ","90,456 ","18,976 ","386,802 ","370,167 ",68 ,"1,636 ","1,798 ","17,394 ",24.06 ,0.10 ,
52,2008,센트럴저축은행,"84,533 ","66,222 ","9,640 ",629 ,"67,834 ","64,987 ",19 ,404 ,279 ,"6,660 ",21.26 ,0.04 ,
53,2008,솔브레인저축은행,"68,749 ","50,927 ","23,938 ","2,205 ","57,993 ","55,492 ",15 ,297 ,302 ,822 ,19.80 ,0.37 ,
54,2008,스마트저축은행,"263,534 ","223,500 ","74,660 ","6,493 ","248,848 ","238,751 ",59 ,"1,034 ",822 ,"13,630 ",17.53 ,0.06 ,
55,2008,스카이저축은행,"373,842 ","302,435 ","28,820 ","4,656 ","351,232 ","330,940 ",42 ,"1,566 ","1,559 ","22,328 ",37.29 ,0.07 ,
56,2008,스타저축은행,"177,151 ","123,686 ","72,608 ","13,187 ","149,538 ","142,315 ",62 ,"1,164 ","2,398 ","7,543 ",18.77 ,0.32 ,
57,2008,신한저축은행,,,,,,,,,,,,,
58,2008,아산저축은행,"138,297 ","110,723 ","38,855 ","8,043 ","126,635 ","122,236 ",17 ,463 ,331 ,"1,028 ",27.24 ,0.32 ,
59,2008,아이비케이저축은행,,,,,,,,,,,,,
60,2008,아주저축은행,"714,509 ","532,736 ","40,645 ","41,238 ","680,909 ","617,719 ",95 ,"2,202 ","1,384 ","10,650 ",23.18 ,0.13 ,
61,2008,안국저축은행,"163,247 ","138,485 ","29,502 ","1,221 ","146,232 ","139,876 ",27 ,622 ,384 ,"2,159 ",23.04 ,0.18 ,
62,2008,안양저축은행,"249,712 ","188,001 ","66,105 ","2,268 ","231,602 ","217,784 ",41 ,927 ,"1,273 ","14,584 ",22.61 ,0.09 ,
63,2008,애큐온저축은행,"2,637,238 ","2,321,896 ","525,067 ","152,629 ","2,526,859 ","2,407,230 ",660 ,"12,698 ","16,876 ","59,241 ",19.24 ,0.28 ,
64,2008,에스비아이저축은행,"2,474,003 ","2,133,322 ","301,719 ","220,183 ","2,309,925 ","2,088,952 ",200 ,"6,899 ","10,209 ","31,349 ",34.50 ,0.33 ,
65,2008,에스앤티저축은행,"76,262 ","13,536 ","2,161 ","5,635 ","61,579 ","60,193 ",17 ,321 ,425 ,"3,265 ",18.88 ,0.13 ,
66,2008,엔에이치저축은행,,,,,,,,,,,,,
67,2008,엠에스상호저축은행,"307,642 ","227,529 ","44,265 ","9,389 ","291,795 ","281,404 ",60 ,"1,137 ","1,342 ","12,666 ",18.95 ,0.11 ,
68,2008,영진저축은행,"121,923 ","94,660 ","27,423 ","1,204 ","113,002 ","108,804 ",21 ,737 ,496 ,"4,557 ",35.10 ,0.11 ,
69,2008,예가람저축은행,"229,652 ","194,704 ","23,607 ","8,594 ","203,933 ","195,626 ",66 ,"1,451 ","1,132 ","2,794 ",21.98 ,0.41 ,
70,2008,오성상호저축은행,"105,871 ","80,242 ","22,604 ","6,979 ","92,764 ","89,331 ",29 ,632 ,384 ,"5,409 ",21.79 ,0.07 ,
71,2008,오에스비저축은행,"646,345 ","562,030 ","29,907 ","12,328 ","579,978 ","479,347 ",76 ,"2,317 ","1,722 ","30,683 ",30.49 ,0.06 ,
72,2008,오케이저축은행,,,,,,,,0 ,,0 ,,,
73,2008,오투저축은행,"103,165 ","68,746 ","18,491 ","2,358 ","96,992 ","93,438 ",33 ,634 ,541 ,"2,319 ",19.21 ,0.23 ,
74,2008,우리저축은행,"483,002 ","351,525 ","51,846 ","22,797 ","509,964 ","449,725 ",39 ,636 ,"2,421 ","18,602 ",16.31 ,0.13 ,
75,2008,웰컴저축은행,,,,,,,,,,,,,
76,2008,유니온상호저축은행,"211,900 ","172,586 ","31,308 ","17,307 ","195,972 ","186,680 ",24 ,833 ,812 ,"7,667 ",34.71 ,0.11 ,
77,2008,유안타저축은행,"597,179 ","437,843 ","8,434 ","50,773 ","432,922 ","400,115 ",61 ,"2,081 ","2,060 ","4,949 ",34.11 ,0.42 ,
78,2008,유진저축은행,"756,292 ","675,096 ","126,877 ","16,713 ","707,230 ","672,604 ",44 ,"1,465 ","1,334 ","20,052 ",33.30 ,0.07 ,
79,2008,융창상호저축은행,"237,588 ","168,985 ","65,404 ","2,382 ","222,962 ","208,999 ",33 ,760 ,"1,106 ","32,742 ",23.03 ,0.03 ,
80,2008,인성저축은행,"390,477 ","347,446 ","30,748 ","19,440 ","369,268 ","348,967 ",51 ,981 ,"1,152 ","4,882 ",19.24 ,0.24 ,
81,2008,인천저축은행,"182,478 ","162,791 ","12,558 ","6,144 ","164,536 ","157,273 ",16 ,617 ,489 ,"8,196 ",38.56 ,0.06 ,
82,2008,제이티저축은행,"685,169 ","171,989 ","85,185 ","37,018 ","621,475 ","596,632 ",159 ,"3,390 ","4,264 ","5,718 ",21.32 ,0.75 ,
83,2008,제이티친애저축은행,,,,,,,,,,,,,
84,2008,조은저축은행,"300,028 ","255,926 ","5,010 ","37,620 ","280,882 ","264,263 ",27 ,587 ,552 ,"6,772 ",21.74 ,0.08 ,
85,2008,조흥저축은행,"143,921 ","114,541 ","32,104 ","5,506 ","128,770 ","123,979 ",31 ,877 ,559 ,"4,436 ",28.29 ,0.13 ,
86,2008,진주저축은행,"295,227 ","202,038 ","74,940 ","40,705 ","266,029 ","256,097 ",71 ,"1,375 ","1,098 ","20,837 ",19.37 ,0.05 ,
87,2008,참저축은행,"152,766 ","126,748 ","35,633 ","11,203 ","145,098 ","140,393 ",25 ,587 ,638 ,"4,308 ",23.48 ,0.15 ,
88,2008,청주저축은행,"108,749 ","88,810 ","25,468 ",945 ,"96,155 ","92,931 ",31 ,486 ,305 ,"1,334 ",15.68 ,0.23 ,
89,2008,케이비저축은행,,,,,,,,,,,,,
90,2008,키움예스저축은행,"393,741 ","304,445 ","17,638 ","4,617 ","353,283 ","331,320 ",57 ,"1,300 ","1,216 ","24,784 ",22.81 ,0.05 ,
91,2008,키움저축은행,"434,666 ","362,594 ","70,120 ","3,763 ","401,229 ","382,613 ",56 ,"1,443 ",912 ,"7,205 ",25.77 ,0.13 ,
92,2008,페퍼저축은행,"220,810 ","171,381 ","19,957 ","7,585 ","204,648 ","195,698 ",27 ,"1,042 ",740 ,"4,338 ",38.59 ,0.17 ,
93,2008,평택상호저축은행,"208,496 ","139,287 ","24,402 ","15,916 ","184,801 ","167,031 ",36 ,735 ,752 ,"7,321 ",20.42 ,0.10 ,
94,2008,푸른상호저축은행,"1,372,429 ","1,165,199 ","73,712 ","76,770 ","1,257,044 ","1,013,510 ",144 ,"4,002 ","3,741 ","35,124 ",27.79 ,0.11 ,
95,2008,하나저축은행,,,,,,,,,,,,,
96,2008,한국투자저축은행,"1,697,125 ","1,205,686 ","388,305 ","52,758 ","1,572,694 ","1,444,343 ",184 ,"4,436 ","3,792 ","14,538 ",24.11 ,0.26 ,
97,2008,한성저축은행,"119,908 ","91,019 ","53,811 ","1,215 ","109,309 ","104,802 ",59 ,"1,116 ",683 ,"3,012 ",18.92 ,0.23 ,
98,2008,한화저축은행,"387,770 ","410,764 ","72,267 ","12,994 ","444,514 ","406,136 ",57 ,"1,226 ","1,551 ","8,927 ",21.51 ,0.17 ,
99,2008,흥국저축은행,"243,239 ","175,686 ","60,213 ","8,662 ","226,330 ","215,681 ",28 ,694 ,422 ,"2,176 ",24.79 ,0.19 ,
21,2009,CK저축은행,62676,42518,37180,2437,59700,56452,23,480,201,3085,20.86956522,0.065153971,
22,2009,고려저축은행,445583,326910,116250,70436,401722,372786,,2108,1372,4670,,0.29379015,
23,2009,국제저축은행,185862,143883,64813,13304,177284,170606,25,711,535,3842,28.44,0.13925039,
24,2009,금화저축은행,369585,316988,49403,25068,346955,333269,33,1186,684,3255,35.93939394,0.210138249,
25,2009,남양저축은행,460466,412521,17168,18725,410419,387477,38,914,801,6804,24.05263158,0.117724868,
26,2009,대명상호저축은행,134442,96317,60625,8997,123598,118529,32,685,331,2572,21.40625,0.128693624,
27,2009,대백저축은행,159154,123881,47217,10733,148446,141964,19,461,514,157,24.26315789,3.27388535,
28,2009,대신저축은행,,,,,,,,,,,,,
29,2009,대아상호저축은행,79068,45015,31885,1496,75420,71510,25,560,279,5043,22.4,0.055324212,
30,2009,대원상호저축은행,75319,64757,13643,5481,82896,59892,15,213,283,2623,14.2,0.107891727,
31,2009,대한저축은행,218645,160178,53815,23538,202503,190491,25,732,468,9727,29.28,0.048113499,
32,2009,더블저축은행,98848,58114,22039,4636,94689,88621,19,281,507,10225,14.78947368,0.049584352,
33,2009,더케이저축은행,478009,412953,55776,17395,438773,421518,54,1432,1152,9335,26.51851852,0.123406535,
34,2009,동양저축은행,201029,163177,10808,22074,175303,166871,20,358,391,6423,17.9,0.060874981,
35,2009,동원제일저축은행,271132,243658,36835,2338,245024,234140,30,708,726,9053,23.6,0.080194411,
36,2009,드림저축은행,256578,208005,55925,20154,234592,224321,35,926,958,12318,26.45714286,0.077772366,
37,2009,디비저축은행,1552267,1152613,138127,142671,1432681,1307043,136,3299,4664,133940,24.25735294,0.034821562,
38,2009,디에이치저축은행,325290,283582,12082,20115,303889,291464,27,762,575,2623,28.22222222,0.21921464,
39,2009,라온저축은행,103482,75612,39487,10759,97501,93416,26,650,371,5562,25,0.066702625,
40,2009,라이브저축은행,33354,3806,360,123,5859,4958,13,138,278,5614,10.61538462,0.049519059,
41,2009,머스트삼일저축은행,110833,86035,28019,1663,104923,97297,26,653,601,7470,25.11538462,0.080455154,
42,2009,모아저축은행,1615321,1282340,262660,174531,1548472,1472406,186,4016,3723,60733,21.59139785,0.061301105,
43,2009,민국저축은행,430626,356829,6130,30262,380348,363826,43,1019,1570,10179,23.69767442,0.15423912,
44,2009,바로저축은행,951588,805375,23740,79150,877466,838939,50,1551,1042,4801,31.02,0.217038117,
45,2009,부림저축은행,382040,271810,20440,28936,327932,313415,39,1031,768,10040,26.43589744,0.076494024,
46,2009,비엔케이저축은행,,,,,,,,,,,,,
47,2009,삼정저축은행,294545,240369,19599,14494,260217,247107,27,756,559,3425,28,0.163211679,
48,2009,삼호저축은행,417787,76862,15996,2418,409550,384373,29,307,371,1324,10.5862069,0.28021148,
49,2009,상상인저축은행,639026,561294,51666,22783,591548,566004,72,1155,1372,7204,16.04166667,0.19044975,
50,2009,상상인플러스저축은행,360665,286731,55492,9687,334453,316265,57,1288,1130,6052,22.59649123,0.186715135,
51,2009,세람상호저축은행,526648,431270,102750,23380,489834,471039,80,1788,2189,17228,22.35,0.127060599,
52,2009,센트럴저축은행,93593,78507,8270,535,77544,72663,20,415,266,6629,20.75,0.040126716,
53,2009,솔브레인저축은행,82188,54886,19651,6584,70060,67093,15,415,326,718,27.66666667,0.454038997,
54,2009,스마트저축은행,290063,238298,82633,17352,278728,269511,57,1019,847,13714,17.87719298,0.061761703,
55,2009,스카이저축은행,389684,319999,31279,4990,363625,346106,39,2340,1627,22293,60,0.072982551,
56,2009,스타저축은행,180091,125982,74232,29259,147715,141117,60,1227,1034,7378,20.45,0.140146381,
57,2009,신한저축은행,,,,,,,,,,,,,
58,2009,아산저축은행,151891,121193,39266,14121,138522,133026,17,517,327,992,30.41176471,0.329637097,
59,2009,아이비케이저축은행,,,,,,,,,,,,,
60,2009,아주저축은행,675934,466306,38295,65841,699387,643532,89,1830,1146,10420,20.56179775,0.109980806,
61,2009,안국저축은행,191432,153874,28209,1352,172426,166242,26,570,446,3226,21.92307692,0.138251705,
62,2009,안양저축은행,275006,221740,84912,3907,256316,242355,34,706,1125,19605,20.76470588,0.057383321,
63,2009,애큐온저축은행,2228843,1858905,517578,174321,2111087,1975288,681,16345,16753,64259,24.00146843,0.260710562,
64,2009,에스비아이저축은행,3093625,2552857,434610,405021,2880256,2478461,210,7471,9719,11381,35.57619048,0.853967138,
65,2009,에스앤티저축은행,149672,99882,7523,7809,131887,126556,23,507,521,3163,22.04347826,0.164717041,
66,2009,엔에이치저축은행,,,,,,,,,,,,,
67,2009,엠에스상호저축은행,326056,217676,43529,56131,311799,296196,60,1000,1184,12505,16.66666667,0.094682127,
68,2009,영진저축은행,118124,82644,27618,1570,107956,103256,21,870,410,4420,41.42857143,0.092760181,
69,2009,예가람저축은행,216437,168817,44847,25292,187113,179924,85,1658,1114,2519,19.50588235,0.442238984,
70,2009,오성상호저축은행,102140,74669,26262,16052,88226,83960,29,626,364,5329,21.5862069,0.068305498,
71,2009,오에스비저축은행,696832,592378,24812,20427,619379,508493,77,2444,1949,38918,31.74025974,0.050079655,
72,2009,오케이저축은행,,,,,,,,,,0,,,
73,2009,오투저축은행,92356,68234,19083,9725,87205,83740,30,701,470,2226,23.36666667,0.21114106,
74,2009,우리저축은행,559391,372892,63854,32153,585532,533154,43,676,4548,22666,15.72093023,0.20065296,
75,2009,웰컴저축은행,,,,,,,,,,,,,
76,2009,유니온상호저축은행,244799,174609,25509,36807,230475,221411,22,508,1068,7509,23.09090909,0.142229325,
77,2009,유안타저축은행,1233064,762431,3548,263626,990061,935764,75,2616,2488,7242,34.88,0.343551505,
78,2009,유진저축은행,854702,701130,119854,69734,811298,772945,59,1323,1437,21418,22.42372881,0.067093099,
79,2009,융창상호저축은행,263576,210084,89197,3000,248975,234132,32,657,1146,32475,20.53125,0.035288684,
80,2009,인성저축은행,484715,406575,45671,37755,461297,430688,50,1213,1051,4719,24.26,0.222716677,
81,2009,인천저축은행,194670,155477,15415,18546,178068,170271,21,526,511,8143,25.04761905,0.062753285,
82,2009,제이티저축은행,503235,319138,151544,17057,443103,423041,175,3789,4952,6351,21.65142857,0.779719729,
83,2009,제이티친애저축은행,,,,,,,,,,,,,
84,2009,조은저축은행,270121,232007,4486,25520,252728,237939,27,607,486,6734,22.48148148,0.072171072,
85,2009,조흥저축은행,149672,106574,25287,7828,132762,126626,30,857,541,4313,28.56666667,0.125434732,
86,2009,진주저축은행,297792,202261,82501,30549,261212,253125,70,1375,1126,20641,19.64285714,0.054551621,
87,2009,참저축은행,170224,140799,38591,10224,160745,155397,29,474,595,4778,16.34482759,0.124529092,
88,2009,청주저축은행,103269,85273,29559,4831,90836,87988,32,483,289,1338,15.09375,0.215994021,
89,2009,케이비저축은행,,,,,,,,,,,,,
90,2009,키움예스저축은행,461398,365074,13131,7456,417457,376774,57,1349,1184,38580,23.66666667,0.030689476,
91,2009,키움저축은행,465778,387629,53876,35857,429024,411699,56,1513,970,7193,27.01785714,0.13485333,
92,2009,페퍼저축은행,234751,192124,24749,13887,217460,207283,28,974,673,4037,34.78571429,0.166707951,
93,2009,평택상호저축은행,230277,151784,44366,32338,204491,188863,36,723,635,7275,20.08333333,0.087285223,
94,2009,푸른상호저축은행,1472893,1192323,84423,108269,1323917,1091008,145,3900,3677,65481,26.89655172,0.056153693,
95,2009,하나저축은행,,,,,,,,,,,,,
96,2009,한국투자저축은행,1148830,1029763,335925,26592,1008527,900734,175,4837,3853,14609,27.64,0.263741529,
97,2009,한성저축은행,143828,110350,76219,1259,130902,125716,62,1172,684,3140,18.90322581,0.217834395,
98,2009,한화저축은행,572058,546955,81178,47296,590681,545217,48,1287,1430,8286,26.8125,0.172580256,
99,2009,흥국저축은행,301787,227893,54701,24439,283998,267723,29,882,690,2281,30.4137931,0.302498904,
21,2010,CK저축은행,"55,550 ","38,581 ","34,113 ","1,834 ","53,168 ","50,244 ",22 ,398 ,202 ,"3,072 ",18.09 ,0.07 ,
22,2010,고려저축은행,"397,098 ","292,728 ","147,165 ","53,023 ","347,269 ","320,511 ",116 ,"2,180 ","1,800 ","4,517 ",18.79 ,0.40 ,
23,2010,국제저축은행,"186,475 ","151,529 ","33,525 ","3,012 ","175,640 ","169,450 ",30 ,890 ,540 ,"3,720 ",29.67 ,0.15 ,
24,2010,금화저축은행,"400,334 ","322,297 ","46,891 ","37,776 ","376,421 ","363,325 ",33 ,"1,088 ",684 ,"3,205 ",32.97 ,0.21 ,
25,2010,남양저축은행,"503,717 ","438,648 ","12,876 ","23,065 ","445,430 ","424,315 ",34 ,935 ,889 ,"8,270 ",27.50 ,0.11 ,
26,2010,대명상호저축은행,"142,957 ","93,693 ","57,422 ","5,817 ","128,478 ","123,930 ",39 ,652 ,392 ,"4,416 ",16.72 ,0.09 ,
27,2010,대백저축은행,"163,964 ","131,819 ","42,936 ","17,021 ","151,982 ","145,060 ",20 ,526 ,562 ,216 ,26.30 ,2.60 ,
28,2010,대신저축은행,,,,,,,,,,,,,
29,2010,대아상호저축은행,"83,136 ","45,644 ","31,706 ","1,462 ","79,013 ","75,502 ",25 ,604 ,355 ,"5,035 ",24.16 ,0.07 ,
30,2010,대원상호저축은행,"73,040 ","56,268 ","10,755 ","6,486 ","81,562 ","52,654 ",15 ,233 ,438 ,"2,602 ",15.53 ,0.17 ,
31,2010,대한저축은행,"186,685 ","99,462 ","34,715 ","18,645 ","175,387 ","166,248 ",31 ,707 ,449 ,"9,865 ",22.81 ,0.05 ,
32,2010,더블저축은행,"97,377 ","63,697 ","29,319 ","7,709 ","92,103 ","88,110 ",20 ,333 ,468 ,"10,139 ",16.65 ,0.05 ,
33,2010,더케이저축은행,"574,451 ","465,641 ","57,644 ","51,952 ","532,645 ","513,021 ",53 ,"1,365 ","1,145 ","9,085 ",25.75 ,0.13 ,
34,2010,동양저축은행,"194,054 ","159,829 ","10,206 ","21,095 ","184,062 ","176,658 ",21 ,474 ,445 ,"6,409 ",22.57 ,0.07 ,
35,2010,동원제일저축은행,"274,646 ","253,067 ","29,538 ","3,931 ","244,317 ","235,145 ",30 ,836 ,702 ,"8,957 ",27.87 ,0.08 ,
36,2010,드림저축은행,"271,855 ","231,268 ","58,475 ","13,022 ","248,902 ","238,830 ",33 ,837 ,933 ,"10,886 ",25.36 ,0.09 ,
37,2010,디비저축은행,"1,715,646 ","1,311,998 ","147,776 ","131,869 ","1,580,854 ","1,452,565 ",152 ,"5,301 ","5,848 ","134,822 ",34.88 ,0.04 ,
38,2010,디에이치저축은행,"308,078 ","275,361 ","10,796 ","7,349 ","286,571 ","276,487 ",29 ,780 ,595 ,"2,590 ",26.90 ,0.23 ,
39,2010,라온저축은행,"103,790 ","69,971 ","39,933 ","8,665 ","97,052 ","92,852 ",26 ,514 ,377 ,"5,495 ",19.77 ,0.07 ,
40,2010,라이브저축은행,"28,486 ","3,997 ",360 ,103 ,"4,685 ","3,695 ",12 ,136 ,289 ,"5,549 ",11.33 ,0.05 ,
41,2010,머스트삼일저축은행,"112,179 ","88,952 ","25,218 ","1,380 ","105,441 ","99,914 ",26 ,638 ,661 ,"7,467 ",24.54 ,0.09 ,
42,2010,모아저축은행,"1,675,192 ","1,209,157 ","302,267 ","232,170 ","1,598,625 ","1,519,223 ",179 ,"4,106 ","4,340 ","60,905 ",22.94 ,0.07 ,
43,2010,민국저축은행,"436,515 ","333,857 ","5,619 ","50,388 ","387,643 ","371,134 ",42 ,"1,056 ","1,606 ","10,087 ",25.14 ,0.16 ,
44,2010,바로저축은행,"1,019,351 ","787,842 ","60,341 ","126,480 ","945,232 ","889,230 ",48 ,"1,273 ","1,065 ","4,985 ",26.52 ,0.21 ,
45,2010,부림저축은행,"369,675 ","299,056 ","18,442 ","11,097 ","317,001 ","307,319 ",35 ,"1,163 ",790 ,"9,831 ",33.23 ,0.08 ,
46,2010,비엔케이저축은행,,,,,,,,,,,,,
47,2010,삼정저축은행,"349,726 ","273,737 ","13,531 ","32,531 ","312,136 ","298,362 ",28 ,737 ,566 ,"3,409 ",26.32 ,0.17 ,
48,2010,삼호저축은행,"234,978 ","61,358 ","9,442 ","2,357 ","245,010 ","237,749 ",40 ,643 ,489 ,"1,391 ",16.08 ,0.35 ,
49,2010,상상인저축은행,"708,576 ","549,928 ","108,645 ","126,772 ","654,129 ","603,331 ",74 ,"1,511 ","2,826 ","7,058 ",20.42 ,0.40 ,
50,2010,상상인플러스저축은행,"349,040 ","290,637 ","62,191 ","25,102 ","337,238 ","318,520 ",48 ,"1,179 ",858 ,"5,905 ",24.56 ,0.15 ,
51,2010,세람상호저축은행,"615,580 ","490,540 ","107,997 ","63,765 ","574,891 ","555,204 ",93 ,"2,105 ","2,076 ","16,777 ",22.63 ,0.12 ,
52,2010,센트럴저축은행,"89,473 ","68,950 ","18,282 ",558 ,"71,068 ","68,637 ",19 ,437 ,254 ,"6,604 ",23.00 ,0.04 ,
53,2010,솔브레인저축은행,"89,064 ","61,665 ","18,167 ","7,254 ","74,250 ","71,614 ",13 ,44 ,734 ,961 ,3.38 ,0.76 ,
54,2010,스마트저축은행,"273,148 ","178,097 ","42,156 ","51,105 ","259,922 ","243,041 ",64 ,"1,540 ","1,449 ","17,460 ",24.06 ,0.08 ,
55,2010,스카이저축은행,"373,418 ","298,958 ","19,930 ","4,910 ","337,412 ","322,044 ",39 ,"1,561 ","1,536 ","35,539 ",40.03 ,0.04 ,
56,2010,스타저축은행,"165,256 ","109,764 ","74,593 ","17,289 ","127,571 ","122,178 ",63 ,"1,151 ","2,020 ","7,253 ",18.27 ,0.28 ,
57,2010,신한저축은행,,,,,,,,,,,,,
58,2010,아산저축은행,"162,570 ","122,759 ","43,187 ","22,494 ","147,431 ","142,378 ",19 ,570 ,347 ,973 ,30.00 ,0.36 ,
59,2010,아이비케이저축은행,,,,,,,,,,,,,
60,2010,아주저축은행,"664,532 ","460,340 ","47,623 ","191,029 ","632,961 ","584,953 ",104 ,"1,898 ","1,773 ","12,406 ",18.25 ,0.14 ,
61,2010,안국저축은행,"196,024 ","160,842 ","25,064 ","8,080 ","175,478 ","169,863 ",27 ,563 ,485 ,"3,440 ",20.85 ,0.14 ,
62,2010,안양저축은행,"330,505 ","256,954 ","71,585 ","8,162 ","309,653 ","291,272 ",36 ,838 ,"1,180 ","19,473 ",23.28 ,0.06 ,
63,2010,애큐온저축은행,"2,439,109 ","2,046,178 ","744,459 ","269,111 ","2,286,105 ","2,120,940 ",698 ,"14,057 ","20,697 ","60,230 ",20.14 ,0.34 ,
64,2010,에스비아이저축은행,"3,132,262 ","2,312,034 ","707,216 ","554,277 ","2,921,539 ","2,649,373 ",208 ,"5,721 ","16,014 ","12,913 ",27.50 ,1.24 ,
65,2010,에스앤티저축은행,"182,102 ","112,763 ","19,262 ","18,159 ","162,596 ","156,896 ",26 ,596 ,634 ,"3,249 ",22.92 ,0.20 ,
66,2010,엔에이치저축은행,,,,,,,,,,,,,
67,2010,엠에스상호저축은행,"317,078 ","187,654 ","52,206 ","60,261 ","299,752 ","285,036 ",58 ,"1,051 ","1,263 ","12,368 ",18.12 ,0.10 ,
68,2010,영진저축은행,"125,009 ","85,250 ","26,971 ","1,050 ","114,177 ","107,886 ",20 ,901 ,429 ,"4,348 ",45.05 ,0.10 ,
69,2010,예가람저축은행,"234,573 ","202,405 ","99,153 ","9,960 ","203,318 ","193,558 ",97 ,"1,997 ","2,158 ","3,271 ",20.59 ,0.66 ,
70,2010,오성상호저축은행,"103,139 ","67,678 ","26,970 ","17,268 ","87,771 ","83,763 ",29 ,700 ,369 ,"5,275 ",24.14 ,0.07 ,
