code,year,bank,y1,y2,y3,y4,y5,y6,x1,p1,p2,x2,w1,w2,
24,2019,금화저축은행,"640,814 ","546,770 ","138,985 ","52,119 ","554,019 ","540,844 ",32 ,"3,612 ","2,222 ","2,852 ",112.88 ,0.78 ,
25,2019,남양저축은행,"646,237 ","554,916 ","35,421 ","75,057 ","520,107 ","509,307 ",31 ,"2,803 ","2,253 ","6,635 ",90.42 ,0.34 ,
26,2019,대명상호저축은행,"197,449 ","164,778 ","100,740 ","2,068 ","169,386 ","164,647 ",30 ,"1,494 ","1,023 ","3,924 ",49.80 ,0.26 ,
27,2019,대백저축은행,"154,447 ","121,572 ","15,950 ","9,864 ","137,990 ","134,386 ",19 ,889 ,"1,318 ",208 ,46.79 ,6.34 ,
28,2019,대신저축은행,"1,501,670 ","1,320,632 ","309,479 ","10,964 ","1,335,780 ","1,292,972 ",185 ,"9,965 ","20,799 ","8,269 ",53.86 ,2.52 ,
29,2019,대아상호저축은행,"26,782 ","1,993 ","1,703 ","1,718 ","24,378 ","22,686 ",18 ,690 ,483 ,"3,924 ",38.33 ,0.12 ,
30,2019,대원상호저축은행,"16,890 ","1,090 ","1,090 ",68 ,"15,479 ","14,870 ",15 ,476 ,404 ,"1,494 ",31.73 ,0.27 ,
31,2019,대한저축은행,"218,520 ","171,266 ","48,081 ","3,131 ","191,961 ","186,006 ",42 ,"2,372 ","1,542 ","7,969 ",56.48 ,0.19 ,
32,2019,더블저축은행,"258,849 ","190,261 ","68,895 ","3,317 ","235,543 ","229,982 ",33 ,"1,720 ","1,288 ","7,927 ",52.12 ,0.16 ,
33,2019,더케이저축은행,"650,048 ","566,258 ","4,786 ",0 ,"579,101 ","563,248 ",65 ,"5,394 ","3,539 ","9,236 ",82.98 ,0.38 ,
34,2019,동양저축은행,"289,457 ","234,135 ","160,910 ","11,914 ","256,861 ","251,119 ",36 ,"1,503 ","1,419 ","7,788 ",41.75 ,0.18 ,
35,2019,동원제일저축은행,"685,430 ","585,545 ","303,706 ",864 ,"640,088 ","625,284 ",90 ,"4,568 ","5,570 ","5,255 ",50.76 ,1.06 ,
36,2019,드림저축은행,"406,867 ","315,890 ","65,525 ","8,979 ","344,495 ","332,613 ",37 ,"3,101 ","2,042 ","12,370 ",83.81 ,0.17 ,
37,2019,디비저축은행,"1,260,527 ","985,451 ","263,711 ","34,428 ","1,080,046 ","1,040,851 ",122 ,"9,046 ","11,487 ","127,959 ",74.15 ,0.09 ,
38,2019,디에이치저축은행,"216,766 ","186,411 ","38,587 ","1,659 ","189,121 ","180,613 ",23 ,"2,133 ","1,199 ","2,779 ",92.74 ,0.43 ,
39,2019,라온저축은행,"140,303 ","102,064 ","22,336 ","5,865 ","128,585 ","126,035 ",23 ,"1,320 ","1,043 ","9,593 ",57.39 ,0.11 ,
40,2019,라이브저축은행,"348,241 ","208,264 ","7,885 ","2,917 ","303,458 ","296,910 ",44 ,815 ,"1,572 ","6,419 ",18.52 ,0.24 ,
41,2019,머스트삼일저축은행,"168,614 ","128,375 ","100,088 ",0 ,"159,794 ","155,888 ",22 ,"1,215 ","1,065 ","4,747 ",55.23 ,0.22 ,
42,2019,모아저축은행,"1,922,910 ","1,661,852 ","378,630 ","157,785 ","1,689,040 ","1,642,600 ",239 ,"13,762 ","11,095 ","17,815 ",57.58 ,0.62 ,
43,2019,민국저축은행,"361,214 ","293,746 ","4,094 ","13,933 ","276,152 ","270,154 ",39 ,"2,561 ","1,764 ","9,618 ",65.67 ,0.18 ,
44,2019,바로저축은행,"1,084,770 ","930,018 ","159,236 ","93,306 ","927,420 ","910,290 ",77 ,"6,093 ","3,888 ","9,382 ",79.13 ,0.41 ,
45,2019,부림저축은행,"331,032 ","243,684 ","10,897 ","18,691 ","239,252 ","233,412 ",36 ,"2,643 ","1,569 ","6,382 ",73.42 ,0.25 ,
46,2019,비엔케이저축은행,"1,077,314 ","864,408 ","332,276 ","9,917 ","931,741 ","902,230 ",115 ,"8,015 ","12,478 ","40,903 ",69.70 ,0.31 ,
47,2019,삼정저축은행,"330,541 ","242,855 ","15,528 ","19,137 ","272,418 ","266,464 ",27 ,"5,243 ","1,371 ","10,729 ",194.19 ,0.13 ,
48,2019,삼호저축은행,"297,311 ","229,791 ","131,932 ","5,625 ","265,007 ","255,879 ",59 ,"2,126 ","2,343 ","2,543 ",36.03 ,0.92 ,
49,2019,상상인저축은행,"1,767,174 ","1,335,587 ","168,529 ","29,743 ","1,573,614 ","1,526,753 ",106 ,"6,986 ","8,646 ","23,652 ",65.91 ,0.37 ,
50,2019,상상인플러스저축은행,"1,122,487 ","885,707 ","148,126 ","13,183 ","1,000,263 ","966,110 ",55 ,"4,104 ","5,016 ","8,565 ",74.62 ,0.59 ,
51,2019,세람상호저축은행,"603,362 ","507,351 ","175,016 ","16,159 ","545,963 ","530,436 ",91 ,"6,788 ","4,736 ","16,645 ",74.59 ,0.28 ,
52,2019,센트럴저축은행,"93,095 ","59,821 ","5,545 ",770 ,"64,102 ","62,255 ",17 ,926 ,616 ,"6,552 ",54.47 ,0.09 ,
53,2019,솔브레인저축은행,"219,806 ","174,807 ","34,409 ","2,994 ","189,100 ","185,142 ",21 ,"1,543 ",993 ,441 ,73.48 ,2.25 ,
54,2019,스마트저축은행,"689,251 ","565,270 ","436,281 ",661 ,"620,060 ","600,627 ",147 ,"9,037 ","7,280 ","18,639 ",61.48 ,0.39 ,
55,2019,스카이저축은행,"410,107 ","347,376 ","6,395 ","14,118 ","350,338 ","340,629 ",35 ,"6,111 ","2,427 ","31,359 ",174.60 ,0.08 ,
56,2019,스타저축은행,"129,209 ","93,002 ","39,491 ","4,936 ","79,475 ","77,366 ", ,"2,229 ","1,742 ","6,487 ",,0.27 ,
57,2019,신한저축은행,"1,575,533 ","1,462,851 ","908,871 ",586 ,"1,413,264 ","1,265,341 ",187 ,"12,745 ","17,486 ","13,002 ",68.16 ,1.34 ,
58,2019,아산저축은행,"220,252 ","168,797 ","34,527 ","10,519 ","193,008 ","188,422 ",18 ,"1,551 ",977 ,999 ,86.17 ,0.98 ,
59,2019,아이비케이저축은행,"1,211,442 ","1,034,673 ","294,519 ","14,587 ","1,077,631 ","1,045,453 ",140 ,"7,895 ","8,748 ","7,396 ",56.39 ,1.18 ,
60,2019,아주저축은행,"1,110,597 ","895,985 ","458,118 ","20,964 ","1,011,809 ","988,714 ",147 ,"10,138 ","9,570 ","5,759 ",68.97 ,1.66 ,
61,2019,안국저축은행,"361,080 ","287,823 ","44,898 ","16,892 ","327,742 ","319,971 ",30 ,"2,478 ","1,912 ","4,999 ",82.60 ,0.38 ,
62,2019,안양저축은행,"570,683 ","470,962 ","61,581 ","5,807 ","511,752 ","496,260 ",44 ,"3,525 ","2,814 ","18,352 ",80.11 ,0.15 ,
63,2019,애큐온저축은행,"2,353,168 ","2,026,539 ","853,112 ","86,489 ","2,093,075 ","2,034,592 ",393 ,"31,782 ","26,308 ","12,603 ",80.87 ,2.09 ,
64,2019,에스비아이저축은행,"8,687,599 ","7,373,079 ","3,803,321 ","468,428 ","7,812,049 ","7,587,270 ",549 ,"47,407 ","86,657 ","31,103 ",86.35 ,2.79 ,
65,2019,에스앤티저축은행,"173,018 ","124,705 ","31,110 ",607 ,"134,643 ","132,492 ",21 ,"1,346 ","1,103 ","2,638 ",64.10 ,0.42 ,
66,2019,엔에이치저축은행,"1,451,194 ","1,298,226 ","334,327 ","2,000 ","1,268,939 ","1,235,800 ",149 ,"9,252 ","12,955 ","3,168 ",62.09 ,4.09 ,
67,2019,엠에스상호저축은행,"428,352 ","329,641 ","209,621 ","57,742 ","396,264 ","384,541 ",63 ,"2,798 ","3,713 ","8,743 ",44.41 ,0.42 ,
68,2019,영진저축은행,"215,367 ","171,108 ","22,277 ","3,500 ","193,932 ","188,213 ",21 ,"1,868 ","1,051 ","4,266 ",88.95 ,0.25 ,
69,2019,예가람저축은행,"1,046,794 ","941,035 ","336,499 ","28,384 ","907,318 ","881,045 ",188 ,"9,934 ","10,290 ","2,811 ",52.84 ,3.66 ,
70,2019,오성상호저축은행,"122,259 ","88,446 ","19,055 ","11,647 ","102,178 ","100,359 ",20 ,"1,532 ",863 ,"5,647 ",76.60 ,0.15 ,
71,2019,오에스비저축은행,"1,990,508 ","1,584,727 ","352,913 ","39,829 ","1,794,883 ","1,742,929 ",201 ,"14,898 ","11,262 ","56,112 ",74.12 ,0.20 ,
72,2019,오케이저축은행,"7,291,771 ","6,740,803 ","3,443,889 ","11,702 ","6,695,137 ","6,473,660 ","1,143 ","74,606 ","103,648 ","19,733 ",65.27 ,5.25 ,
73,2019,오투저축은행,"396,002 ","339,137 ","139,783 ","5,584 ","361,165 ","352,088 ",33 ,"2,532 ","2,208 ","10,456 ",76.73 ,0.21 ,
74,2019,우리저축은행,"240,317 ","136,686 ","66,131 ","4,316 ","217,469 ","207,525 ",20 ,999 ,"1,593 ","33,986 ",49.95 ,0.05 ,
75,2019,웰컴저축은행,"3,069,398 ","2,687,175 ","1,723,991 ","43,547 ","2,737,045 ","2,592,507 ",706 ,"38,723 ","66,668 ","13,006 ",54.85 ,5.13 ,
76,2019,유니온상호저축은행,"272,596 ","207,890 ","63,786 ","5,597 ","237,759 ","231,872 ",45 ,"3,766 ","2,326 ","3,214 ",83.69 ,0.72 ,
77,2019,유안타저축은행,"466,320 ","356,210 ","126,363 ","29,512 ","331,403 ","323,656 ",67 ,"4,374 ","4,078 ","1,056 ",65.28 ,3.86 ,
78,2019,유진저축은행,"2,911,022 ","2,389,688 ","1,349,978 ","74,220 ","2,557,470 ","2,466,254 ",332 ,"23,117 ","31,197 ","9,117 ",69.63 ,3.42 ,
79,2019,융창상호저축은행,"387,415 ","282,618 ","65,216 ","1,004 ","356,856 ","345,699 ",51 ,"2,782 ","3,792 ","28,982 ",54.55 ,0.13 ,
80,2019,인성저축은행,"578,967 ","445,163 ","114,398 ","2,940 ","494,825 ","482,298 ",36 ,"2,998 ","2,403 ","5,008 ",83.28 ,0.48 ,
81,2019,인천저축은행,"439,137 ","347,594 ","65,532 ","13,059 ","387,743 ","351,936 ",26 ,"2,539 ","2,478 ","7,884 ",97.65 ,0.31 ,
82,2019,제이티저축은행,"1,416,468 ","1,167,307 ","517,947 ","62,507 ","1,289,800 ","1,259,611 ",234 ,"13,728 ","14,160 ","4,231 ",58.67 ,3.35 ,
83,2019,제이티친애저축은행,"2,206,705 ","1,862,525 ","1,112,069 ","78,690 ","2,005,304 ","1,950,926 ",498 ,"28,891 ","25,756 ","11,867 ",58.01 ,2.17 ,
84,2019,조은저축은행,"329,464 ","286,680 ","44,490 ",975 ,"290,489 ","282,300 ",60 ,"4,079 ","3,114 ","2,510 ",67.98 ,1.24 ,
85,2019,조흥저축은행,"271,167 ","233,518 ","47,388 ",411 ,"241,830 ","235,111 ",32 ,"2,528 ","1,355 ","3,720 ",79.00 ,0.36 ,
86,2019,진주저축은행,"400,337 ","316,777 ","79,142 ","24,467 ","348,650 ","341,063 ",78 ,"5,082 ","3,241 ","14,551 ",65.15 ,0.22 ,
87,2019,참저축은행,"619,114 ","460,295 ","255,330 ","10,283 ","554,772 ","530,493 ",76 ,"9,645 ","5,753 ","37,300 ",126.91 ,0.15 ,
88,2019,청주저축은행,"229,763 ","185,974 ","88,007 ","6,259 ","187,141 ","182,331 ",44 ,"2,225 ","1,467 ","1,666 ",50.57 ,0.88 ,
89,2019,케이비저축은행,"1,341,487 ","1,156,421 ","553,220 ","24,676 ","1,145,952 ","1,114,084 ",162 ,"13,479 ","15,910 ","20,338 ",83.20 ,0.78 ,
90,2019,키움예스저축은행,"1,011,845 ","785,957 ","213,843 ","33,205 ","905,405 ","866,863 ",95 ,"5,292 ","6,161 ","38,601 ",55.71 ,0.16 ,
91,2019,키움저축은행,"1,140,568 ","995,518 ","431,128 ","55,030 ","1,000,746 ","968,371 ",127 ,"7,518 ","9,240 ","6,863 ",59.20 ,1.35 ,
92,2019,페퍼저축은행,"3,316,959 ","2,829,482 ","1,487,513 ","42,917 ","3,016,771 ","2,937,958 ",381 ,"29,626 ","24,417 ","55,769 ",77.76 ,0.44 ,
93,2019,평택상호저축은행,"144,025 ","91,966 ","4,910 ","14,717 ","109,732 ","103,518 ",22 ,"1,990 ","1,460 ","7,972 ",90.45 ,0.18 ,
94,2019,푸른상호저축은행,"995,366 ","753,013 ","50,299 ","48,026 ","730,005 ","691,460 ",134 ,"10,065 ","6,723 ","26,605 ",75.11 ,0.25 ,
95,2019,하나저축은행,"1,304,797 ","1,117,660 ","360,290 ","18,488 ","1,099,857 ","1,067,047 ",147 ,"10,605 ","17,504 ","5,084 ",72.14 ,3.44 ,
96,2019,한국투자저축은행,"3,411,660 ","3,126,014 ","1,173,500 ","12,854 ","2,985,334 ","2,910,179 ",376 ,"27,135 ","29,991 ","11,280 ",72.17 ,2.66 ,
97,2019,한성저축은행,"274,787 ","212,558 ","150,416 ","2,172 ","214,641 ","209,619 ",70 ,"3,610 ","2,398 ","4,086 ",51.57 ,0.59 ,
98,2019,한화저축은행,"955,695 ","847,873 ","161,778 ","49,416 ","841,885 ","823,424 ",89 ,"6,432 ","4,774 ","6,847 ",72.27 ,0.70 ,
99,2019,흥국저축은행,"419,826 ","365,966 ","88,947 ","3,262 ","371,367 ","357,330 ",33 ,"2,483 ","2,230 ","7,511 ",75.24 ,0.30 ,
