pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
4830002,48300,2,2.622589982,4.871450906, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,3,2,2,1973,5,42,4,3,5, , , , , , , , , , ,2,2,2,1,1,72, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,24,2013, ,4, ,2, , , ,35,4,17,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,30,7,0,1, , ,9,11,5,13,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2
4830003,48300,3,2.787214241,6.169584, ,0, ,0,1,1,1,1,1,0,0,0,0,0,0,3,1,1,3,3,3,3,2,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,18,2014, ,4, ,13, , , ,19,2,0,1,5, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,20,5,0,1, , ,16,11,1,8,13, ,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
4870001,48700,1,4.020327531,6.096411739, ,1, ,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,3,1,1,1987,3,28,5,4,5, , , , , , , , , , ,1,6,5,1,1,22, ,2, , ,1,1,0,1,0,2, ,2, ,2, ,2, ,38,2015, ,4, ,20, , , ,34,4,3,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,6,2,0,1,0,1, ,2,2, , , , , , ,6,2,100,11,0,1, , ,11,16,10,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3, ,1,2,2,2,2,2,1,1,1,1,3,2,2,3,3,3,4,4,5,4,4,4,4,4,4,1,3,1,4,4,4,1,1,3,1,3,2,4,4,4,3,3,1,2,3,4,4,3
4880001,48800,1,2.223838516, , ,1, ,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1952,7,63,5,4,5, , , , , , , , , , ,2,6,5,1,1,39, ,1,2, ,1,1,0,1,0,1, ,1, ,2, ,2, ,44,2013, ,4, ,1, , , ,55,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,30,7,0,1, , ,11,9,6,1,2,10,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,1,4,1,4,4,3,1,1,3,2,3,1,3,4,4,4,3,2,1,3,3,3,3
4880002,48800,2,1.981323249, , ,1, ,0,0,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1956,6,59,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2014, ,4, ,1, , , ,40,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,60,11,0,1, , ,11,16,6,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,2,2,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2
4880004,48800,4,2.374998587,5.702112728, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,1,1,3,3,2,3,2,1983,4,32,5,4,5, , , , , , , , , , ,1,8,6,1,1,22, ,1,2, ,1,1,0,1,0,1, ,1, ,2, ,1, ,9,2011, ,1, ,1, , , ,60,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,2,1,5,2,12,3,100,11,0,1, , ,16,10,11,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,5,5,5,5,5,5,3,3,1,3,2,3,3,2,1,1,2,2,2,2,3,3,3,3,3,2,2,3,2,3,2
4920001,49200,1,1.587439355, , ,1, ,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1975,5,40,5,4,5, , , , , , , , , , ,2,10,7,1,1,22, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2012, ,1, ,1, , , ,38,4,0,1,1, ,2, ,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,5,2,0,1,7,2,63,11,0,1, , ,3,17,18,13,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,2,2,1,1,2,3,3,3,5,5,5,5,5,5,5,3,3,2,3,3,3,2,3,2,2,2,1,2,1,4,4,3,3,3,2,2,4,3,3,3
4920002,49200,2,1.351253417,3.544746379, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1975,5,40,5,4,5, , , , , , , , , , ,2,2,2,2, , ,2,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2012, ,3, ,1, , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,36,8,0,1, , ,19,11,3,1,6,13,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,2,3,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,1,2,3,2,3,2,1
4930001,49300,1,1.003085661, , ,1, ,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,1939,8,76,3,2,3, , , , , , , , , , ,2,2,2,2, , ,4,1,3, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,10,2,0,1,5, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,14,13,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4930002,49300,2,1.042690347,2.504974334, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,2,2,1947,7,68,2,1,5, , , , , , , , , , ,2,2,2,2, , ,2,1,3, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,12,2,0,1,5, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,14,13,6,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4940001,49400,1,2.902552255,5.271432222, ,0, ,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,2,1,2,1956,6,59,4,3,5, , , , , , , , , , ,3,5,4,1,2,24, ,1,1, ,1,1,0,1,0,2, ,1, ,2, ,3, ,54,2012, ,4, ,6, , , ,55,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,0,1,0,1, , ,11,9, ,1,13,6,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,3,4,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2
4940002,49400,2,4.020327531, , ,0, ,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,3,2,3,1,1980,4,35,5,4,5, , , , , , , , , , ,1,5,4,1,1,53, ,2, , ,1,1,0,1,0,1, ,2, ,2, ,2, ,44,2012, ,4, ,17, , , ,54,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,1,1,1,1,1,3,1,10,3,105,11,2,1,205,11,9,3,16,14,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,2,3,3,2,3,2,2,4,2,3,2,2,2,4,4,4,3,4,2,2,4,2,2,2
4950001,49500,1,1.924403564,2.842524701, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1977,4,38,5,4,5, , , , , , , , , , ,2,9,6,1,1,27, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,56,2014, ,4, ,22, , , ,55,6,0,1,1, ,2, ,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,0,1, , ,3,9,1,1,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,3,3,1,3,2,1,1,1,1,1,1,1,1,1,2,5,2,5,5,5,3,2,2,1,3,2,2,3,3,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2
4950002,49500,2,1.511173861,1.73662655, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1978,4,37,5,4,5, , , , , , , , , , ,2,2,2,2, , ,2,1,2, ,1,1,0,1,0,3, ,2, ,2, ,1, ,1,2013, ,3, ,8, , , ,45,5,13,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,45,10,1,1,10,3,5,11,9,13,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3, ,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,3,3,1,3,2,3,2,2,1,2,2,2,2,2,3,3,2,3,2,3,1,2,2,2,3
4960001,49600,1,1.436106706, , ,1, ,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,3,3,2,1,1,1973,5,42,6,5,5, , , , , , , , , , ,2,10,7,1,1,32, ,2, , ,1,1,0,1,0,1, ,2, ,2, ,1, ,18,2010, ,3, ,1, , , ,55,6,0,1,1, ,2, ,2,0,1,5,2,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,20,5,0,1, , ,9,6,4,1,6,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2
4960002,49600,2,1.69838131,3.444896798, ,1, ,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,2,2,2,1976,4,39,5,4,5, , , , , , , , , , ,2,2,2,2, , ,2,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,44,2014, ,3, ,10, , , ,27,3,0,1,1, ,2, ,2,0,1,5,2,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,40,9,5,2,60,11,11,5,6,13,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3, ,1,2,3,1,1,2,1,1,1,1,1,1,1,3,1,1,3,3,3,4,3,3,3,3,3,1,3,1,3,3,3,1,1,3,1,3,1,3,3,3,3,3,1,1,3,3,2,2
4960003,49600,3,1.810279788, , ,1, ,0,0,0,0,0,1,1,1,1,1,0,0,3,1,1,3,3,2,3,1,2009,1,6,1,6, , , , , , , , , , , ,1,1,1,2, , ,4,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,14,3,5,2,60,11,9999, , ,5,13, ,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , 
4960101,49601,1,1.69838131, , ,1, ,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1978,4,37,5,4,5, , , , , , , , , , ,1,1,1,2, , ,4,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,18,2012, ,3, ,15, , , ,80,9,0,1,1, ,2, ,2,10,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,48,10,0,1, , ,19,11,2,6,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,4,3,3,3,3,3,2,3,2,3,3,3,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1
4980001,49800,1,1.979239584,3.168685309, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1982,4,33,4,3,5, , , , , , , , , , ,2,6,5,1,1,85, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,45,2013, ,4, ,2, , , ,75,8,24,3,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,12,3,0,1, , ,3,16,1,13,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,2,3,1,2,2,3,3,3,1,2,1,3,1,3,2,2,2,1,1,2,2,2,1,1,1
4980002,49800,2,1.55423487,2.17195744, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1985,4,30,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,3, ,1, ,2, ,3, ,45,2015, ,4, ,4, , , ,79,8,52,6,5, ,2, ,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,12,3,0,1, , ,10,1,5,6,13,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4980003,49800,3,1.656636207, , ,1, ,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,3,3,2,3,1,2007,1,8,2,1,1,2, , , , , , , , , ,1,1,1,2, , ,1,1,3, ,1,1,0,0,1, , , , , , , , , , , , , , , , , ,15,2,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,12,3,0,1, , ,9999, , ,5,9,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , 
4990001,49900,1,0.828277089,2.033589731, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,1,1975,5,40,5,4,5, , , , , , , , , , ,2,8,6,1,1,51, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,1, ,16,2014, ,4, ,3, , , ,85,9,10,2,3, ,2, ,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,2,2,1, , ,5,2,1,1,9,2,0,1, , ,9,8,1,3,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,3,1,3,3,3,1,1,2,3,3,2,3,2,3,3,2,2,2,3,3,3,2
4990002,49900,2,0.979544432,1.344915006, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1976,4,39,5,4,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,1,2013, ,4, ,5, , , ,38,4,10,2,5, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,32,7,0,1, , ,19,5,11,6,13,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,1,2,6,3,1,2,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,3,2,2,1,1
4990003,49900,3,1.044082077, , ,1, ,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,3,3,2,3,1,2007,1,8,2,1,1,2, , , , , , , , , ,1,1,1,2, , ,1,1,2, ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,4,1,28,6,1,1,10,3,9999, , ,5,13,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , 
5000001,50000,1,2.525750402,4.525634562, ,0, ,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,1970,5,45,5,4,5, , , , , , , , , , ,2,6,5,1,3,25, ,2, , ,1,1,0,1,0,2, ,2, ,2, ,2, ,24,2013, ,4, ,18, , , ,38,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,100,11,7,2,150,11,9,11,19,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,2,3,1,3,3,3,3,3,2,1,1,3,1,1,1,4,3,4,4,4,4,3,3,3,2,3,1,3,3,2,2,2,2,1,3,2,3,3,3,2,3,1,1,3,3,3,2
5000002,50000,2,2.14995858, , ,0, ,0,1,0,1,1,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,1971,5,44,6,5,5, , , , , , , , , , ,2,11,7,1,1,28, ,2, , ,1,1,0,1,0,2, ,2, ,2, ,2, ,24,2013, ,4, ,18, , , ,35,4,25,3,1, ,2, ,2,0,1,0,1,0,1,0,1,10,3,0,1,0,1,0,1, ,2,2, , , , , , ,10,3,100,11,20,5,200,11,19,10,16,13,6,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,3,5,4,4,4,4,3,4,4,4,1,3,1,3,3,2,1,1,1,2,3,2,3,3,3,3,3,2,1,2,3,2,1
5010001,50100,1,1.990105569,5.821150875, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,4,2,1,1,1938,8,77,2,1,5, , , , , , , , , , ,2,2,2,2, , ,4,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,24,2015, ,4, ,6, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,14,19,1,3,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,3,3,3,3,3,2,2,2,3,3,3,2,2,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3
5010002,50100,2,1.813458506,3.65596182, ,1, ,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,3,4,2,2,2,1941,8,74,2,1,5, , , , , , , , , , ,2,2,2,1,1,44, ,1,3, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,18,2,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,1,12,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,3,2,3,2,3,2,1,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2
5010003,50100,3,1.950958485, , ,1, ,0,0,0,1,1,1,1,1,1,1,1,0,3,1,1,3,4,2,3,2,1965,6,50,4,3,5, , , , , , , , , , ,4,4,4,1,1,39, ,1,1, ,1,1,0,1,0,3, ,1, ,2, ,1, ,10,2015, ,4, ,6, , , ,62,7,0,1,1, ,1,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,0,1, , ,5,4,18,6,13,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,3,3,2,2,3,2,1,2,2,2,2,3,3,3,3,2,2,2,3,3,3,1
5010005,50100,5,1.788904568, , ,1, ,0,0,0,0,1,1,1,1,1,1,1,0,5,1,1,3,4,2,5,2,2002,2,13,3,2,1, ,1, , , , , , , , ,1,1,1,2, , ,1,1,3, ,1,1,0,1,0,2, ,1, ,2, ,3, ,55,2013, ,3, ,22, , , ,32,4,25,3,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,0,1, , ,1,3,16,9,5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,10, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,3,2,3,3,3,3,3,2,3,3,2,2,2
5020001,50200,1,1.241017629,2.67295188, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,2,1,1,1974,5,41,5,4,5, , , , , , , , , , ,2,10,7,1,1,15, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,26,2013, ,4, ,8, , , ,59,6,12,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,8,4,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,4,4,4,4,1,4,1,4,3,3,1,1,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2
5020002,50200,2,1.467663327,1.774353976, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,1,1,3,3,2,2,2,1977,4,38,5,4,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,44,2013, ,4, ,13, , , ,30,4,1,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,5,6,9,6,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,5,4,4,4,1,3,1,4,4,1,1,1,3,3,3,1,2,3,3,3,3,2,3,2,2,2,2
5020003,50200,3,1.367287638, , ,0, ,0,0,0,0,0,1,1,1,1,0,0,0,3,1,1,3,3,2,3,2,2008,1,7,2,1,1,1, , , , , , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,5, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , 
5030002,50300,2,0.365258534,1.328612492, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,1958,6,57,4,3,5, , , , , , , , , , ,2,9,6,1,1,52, ,2, , ,1,1,0,1,0,2, ,2, ,2, ,1, ,1,2014, ,3, ,20, , , ,35,4,14,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,30,7,0,1, , ,2,9,10,5,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,4,5,4,4,1,4,2,4,4,4,1,1,1,1,2,2,2,1,2,2,2,3,3,2,2,2,2
