pid,hid,housenum,p20ans,p21ans,p20area,p20area_siz,p20hhldsiz,p20gender,p20age1,p20school,p20mar,p20income1,p20job1,p20job2,p20relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p20d25040,p20d25041,p20d25042,p20d25043,p20d25044,p20d25045,p20d25046,p20d25047,p20d25048,p20d25049,p20d25050,p20d25051,p20d25052,p20d25053,p20d25054,p20d25055,p20d25056,p20d25057,p20d25058,p20d25059,p20d25060,pc_ability,p20d25061,p20d25062,p20d25063,p20d25064,p20d25065,p20d25066,p20d25067,p20d25068,p20d25070,p20d25071,p20d25072,p20d25073,p20d25074,p20d25075,p20d25076,p20d25077,p20d25078,p20d25079,p20d25080,p20d25081,p20d25082,p20d25083,p20d25084,p20d25085,p20d25086,smart_ability,p20h01001,p20h01002,p20h01003,p20h01004,p20h01005,p20h01006,p20h01007,p20h01008,p20h01009,p20h01010,esteem
53860004,538600,4,1,1,14,1,3,1,17,4,1,1,2, ,1,1,1,9,1,1,7,7,4,9,3,3,6,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,1,4,4,4,1,2,35
53860005,538600,5,1,1,14,1,3,2,11,2,1,1,2, ,1,1,1,9,1,5,7,9,4,5,3,1,6,3.75,5,1,2,5,1,5,1,1,1,1,3,3,1,1,1,1,1,1,1,3,1,1.904761905,5,5,5,5,5,5,5,2,5,1,1,1,5,3,1,1,1,1,5,5,5,5,3,3,3,3.44, , , , , , , , , , ,#VALUE!
53870001,538700,1,1,1,14,1,3,1,60,3,2,1,2, ,1,1,1,9,1,1,9,9,6,9,1,1,4,3.75,5,5,5,4,3,5,4,4,3,1,2,3,4,3,2,2,2,2,1,1,1,2.952380952,5,5,5,5,5,5,5,5,5,5,2,2,3,3,3,3,2,2,4,4,4,1,1,1,1,3.44,3,2,1,2,2,2,2,1,1,1,30
53870002,538700,2,1,1,14,1,3,2,44,4,2,1,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,4,4,4,5,4,5,4,4,2,3,4,4,4,3,3,3,3,3,1,1,2,3.333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,3,5,5,4.48,3,2,1,2,2,2,2,1,1,1,30
53870003,538700,3,1,1,14,1,3,2,15,3,1,1,2, ,2,1,1,9,1,1,5,9,9,9,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,2,3,3,3,2,2,29
53890001,538900,1,1,0,14,2,2,1,68,2,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32,3,2,3,2,2,3,3,3,2,2,26
53890002,538900,2,1,1,14,2,2,2,65,2,2,8,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.380952381,5,5,5,5,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.84,4,3,1,3,2,3,4,4,1,1,33
53900001,539000,1,1,1,14,2,1,2,62,2,3,4,1,3,2,1,2,8,2, , , , ,0,0,0,0,0,4,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.476190476,5,5,5,5,5,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.16,2,2,2,3,2,3,3,3,1,1,29
53910002,539100,2,1,1,14,2,1,2,69,2,3,4,1,3,1,1,1,9,2, , , , ,0,0,0,0,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,5,5,5,5,5,2,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.4,3,3,1,3,3,3,3,3,1,1,31
53940001,539400,1,1,1,14,2,2,2,70,3,3,4,1,1,1,1,1,9,1,4,9,9,4,6,1,1,6,3.5,4,4,4,4,4,4,4,2,1,1,1,1,4,4,4,4,1,1,1,1,1,2.619047619,5,5,5,5,5,4,5,4,5,4,1,1,1,1,5,5,5,5,1,4,4,4,2,2,2,3.6,4,4,1,3,2,3,4,4,1,1,34
53950001,539500,1,1,1,14,1,3,1,42,5,2,6,1,1,1,1,1,9,1,1,7,6,6,9,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,2,4,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,2,4.68,2,2,1,3,1,2,2,2,1,1,30
53950002,539500,2,1,1,14,1,3,2,41,5,2,9,1,1,1,2, ,0,1,1,7,6,6,9,3,4,4,5,4,5,5,4,5,4,5,5,4,3,2,2,4,4,5,5,5,5,5,2,4,4.142857143,5,4,4,4,4,4,4,4,4,4,4,4,2,2,5,4,4,5,5,4,5,4,4,5,2,4,2,2,1,3,1,2,2,2,1,1,30
53970001,539700,1,1,1,14,1,2,1,60,3,2,5,1,3,2,1,7,3,2, , , , ,0,0,0,0,0,1,2,1,4,4,4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2.047619048,4,4,4,4,3,2,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.88,3,3,3,2,3,2,2,2,2,2,25
53970002,539700,2,1,1,14,1,2,2,57,3,2,3,1,4,2,1,7,3,2, , , , ,0,0,0,0,0,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.428571429,4,4,4,4,3,1,4,3,4,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2.16,3,3,2,2,2,3,3,3,2,2,28
53980001,539800,1,1,1,14,1,2,1,59,4,2,5,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,2,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.380952381,4,4,4,4,4,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.88,3,3,1,3,2,3,3,4,1,2,30
53980002,539800,2,1,1,14,1,2,2,58,4,2,3,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1.619047619,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2.28,3,3,2,2,3,4,3,3,2,2,28
53990001,539900,1,1,1,14,1,1,2,84,2,3,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,2,3,2,2,2,3,3,2,2,3,27
54000001,540000,1,1,1,14,1,2,1,83,2,2,3,1,4,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,2,2,3,2,3,2,2,3,2,3,21
54000002,540000,2,1,1,14,1,2,2,83,2,2,2,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.12,3,3,2,3,2,3,2,3,2,2,28
54010001,540100,1,1,1,14,1,3,1,63,4,2,5,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.095238095,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2.08,1,2,2,2,1,2,2,2,2,2,25
54010002,540100,2,1,1,14,1,3,2,59,2,2,2,1,4,1,2, ,0,2, , , , ,0,0,0,0,0,2,1,1,4,3,4,3,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1.80952381,4,4,4,4,3,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.56,3,2,2,2,2,3,3,3,1,2,28
54020001,540200,1,1,1,14,1,3,2,48,4,2,1,2, ,2,2, ,0,1,6,9,9,6,4,1,1,4,2.5,3,2,2,4,4,4,3,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2.619047619,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3.72,2,2,2,2,2,2,2,2,2,2,25
54020002,540200,2,1,1,14,1,3,1,51,5,2,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,25
54020003,540200,3,1,1,14,1,3,1,24,5,1,1,2, ,2,1,2,8,1,4,9,9,6,6,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,25
54020004,540200,4,1,1,14,1,3,2,21,5,1,1,2, ,2,1,1,9,1,1,5,9,1,9,5,1,9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,25
54020005,540200,5,1,1,14,1,3,2,72,2,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6,2,2,2,2,2,2,2,2,2,2,25
54030001,540300,1,1,0,14,2,3,1,43,5,2,8,1,3,1,1,1,9,1,1,9,9,1,9,1,1,9,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.88,3,3,1,3,1,3,3,4,1,1,32
54030002,540300,2,1,0,14,2,3,2,40,5,2,8,1,1,1,1,1,9,1,1,6,9,4,9,4,1,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,4.68,3,3,1,3,1,3,3,4,1,1,32
54030003,540300,3,1,0,14,2,3,1,13,3,1,1,2, ,2,2, ,0,1,1,9,9,1,9,1,1,9,5,4,4,4,4,4,4,4,3,1,1,1,1,3,3,3,3,1,4,1,1,1,2.619047619,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,2,2,2,5,2,5,1,1,1,1,3,3,3,1,3,1,3,3,4,1,1,32
54050001,540500,1,1,1,14,1,3,1,49,5,2,14,1,3,2,1,1,9,1,1,9,9,6,9,1,1,4,3.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,1,4,4,4,1,1,37
54050002,540500,2,1,1,14,1,3,2,45,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,3,5,5,5,5,5,5,4,5,5,5,5,2,2,4,1,3,4.047619048,5,5,5,5,5,3,2,3,5,5,3,3,4,3,5,5,5,5,3,3,2,3,3,2,2,3.76,4,4,1,4,1,4,4,4,1,1,37
54050003,540500,3,1,1,14,1,3,1,22,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,2,4,4,4,4,1,33
54050004,540500,4,1,1,14,1,3,1,18,4,1,1,2, ,2,1,1,9,1,4,9,9,9,6,1,1,1,2.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,2,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,1,4,4,4,2,1,36
54060001,540600,1,1,1,14,1,3,1,48,4,2,8,1,1,1,1,1,9,1,1,9,6,5,9,1,4,5,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,3,2,4,4,3,3,1,31
54060002,540600,2,1,1,14,1,3,2,45,5,2,6,1,1,1,1,1,9,1,4,4,7,7,6,6,3,3,4.5,4,5,5,5,5,5,4,3,5,5,3,3,5,5,5,5,5,5,4,4,3,4.428571429,5,5,5,5,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,3,3,3,4.6,3,3,2,3,2,3,3,3,1,2,30
54060003,540600,3,1,1,14,1,3,2,20,5,1,1,2, ,2,1,1,9,1,1,1,5,4,9,9,5,6,7.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,3,1,4,1,4,3,4,3,3,30
54060004,540600,4,1,1,14,1,3,1,17,4,1,1,2, ,2,1,1,9,1,1,2,5,5,9,8,5,5,6.75,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4.8,2,2,2,2,2,3,3,3,3,3,24
54090001,540900,1,1,1,14,1,1,2,93,2,3,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,3,26
54100002,541000,2,1,1,14,1,1,2,77,2,3,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,3,2,2,30
54130001,541300,1,1,0,14,1,2,1,68,3,2,7,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.476190476,4,4,4,4,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,2,1,1,2,2,1,1,1,1,1,26
54130002,541300,2,1,1,14,1,2,2,67,3,2,2,1,4,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19047619,4,4,4,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1.8,2,3,3,2,2,3,3,3,1,2,27
54140001,541400,1,1,1,14,1,2,1,81,4,2,4,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19047619,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4,2,2,3,2,2,3,2,3,2,2,24
54140002,541400,2,1,1,14,1,2,2,82,3,2,2,1,4,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,2,2,2,3,2,2,2,2,3,2,25
54160002,541600,2,1,1,14,1,1,2,66,3,2,4,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.142857143,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.44,2,2,2,2,3,3,3,2,2,2,26
54180001,541800,1,1,0,14,1,2,2,85,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,2,27
54180002,541800,2,1,0,14,1,2,1,67,4,2,6,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2.19047619,4,4,4,4,3,2,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2.84,2,3,2,2,3,3,2,2,2,2,26
54190001,541900,1,1,1,14,1,2,1,80,2,2,3,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,27
54190002,541900,2,1,1,14,1,2,2,79,2,2,2,1,4,1,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,25
54200002,542000,2,1,1,14,1,2,2,62,2,2,3,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.380952381,4,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.68,2,1,2,2,2,1,1,1,2,2,23
54210002,542100,2,1,1,14,1,2,2,76,2,3,2,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,2,1,2,2,2,3,2,2,1,1,27
54210004,542100,4,1,1,14,1,2,1,37,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,2,4,3,4,4,4,4,2,4,4,3,4,3,3,3,3,2,2,3,2,2,3.095238095,5,5,4,4,4,4,4,4,5,5,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3.76,3,3,2,3,2,3,2,4,2,2,27
54220001,542200,1,1,1,14,1,2,1,68,4,2,5,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,1,1,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1.333333333,4,4,4,4,2,2,3,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.84,3,2,2,2,2,3,3,2,2,2,28
54220002,542200,2,1,1,14,1,2,2,69,3,2,4,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,4,3,4,4,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64,2,3,2,2,3,3,2,2,2,2,26
54230001,542300,1,1,1,14,1,3,1,44,5,2,6,1,3,2,1,1,9,1,4,9,9,9,6,1,1,1,2.25,5,5,4,4,4,5,4,4,5,4,4,4,3,3,3,3,3,4,3,3,3,3.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,3,3,4.44,3,2,1,3,2,3,2,2,1,1,31
54230002,542300,2,1,1,14,1,3,2,43,5,2,1,2, ,2,1,1,9,1,3,9,9,3,7,1,1,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,3,2,2,2,2,1,1,29
54230003,542300,3,1,1,14,1,3,2,15,3,1,1,2, ,2,1,3,7,1,4,4,4,9,6,6,6,1,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,1,2,2,2,1,1,31
54250001,542500,1,1,1,14,1,3,2,47,5,2,7,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3.523809524,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,3,3,3.76,2,2,2,3,1,3,3,2,3,3,27
54250002,542500,2,1,1,14,1,3,2,22,5,1,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,3,3,3,25
54250003,542500,3,1,1,14,1,3,1,19,5,1,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,3,3,3,26
54250004,542500,4,1,1,14,1,3,1,55,5,2,11,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3.333333333,3,3,4,4,3,4,4,3,3,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,3,3.32,3,3,3,3,2,3,3,2,2,2,29
54260001,542600,1,1,1,14,1,3,2,46,4,2,1,2, ,1,2, ,0,1,6,9,9,6,4,1,1,4,2.5,3,2,2,4,4,4,3,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2.619047619,5,5,5,5,5,5,4,5,4,4,4,3,3,2,2,2,2,3,4,3,3,3,3,3,3,3.6,2,2,2,2,2,2,2,2,2,2,25
54260003,542600,3,1,1,14,1,3,1,21,5,1,1,2, ,2,1,2,8,1,4,9,9,6,6,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,25
54260004,542600,4,1,1,14,1,3,2,17,4,1,1,2, ,2,1,1,9,1,1,6,9,1,9,4,1,9,5.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,25
54260005,542600,5,1,1,14,1,3,1,51,5,2,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,25
54320002,543200,2,1,1,14,2,1,2,77,2,3,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,3,3,1,4,1,3,3,3,1,1,34
54330001,543300,1,1,1,14,1,3,1,79,3,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,25
54330002,543300,2,1,1,14,1,3,2,70,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,2,2,2,2,2,2,2,2,25
54330004,543300,4,1,1,14,1,3,2,21,5,1,1,2, ,2,1,1,9,1,1,5,6,1,9,5,4,9,6.75,5,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,4,4.761904762,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,5,5,5,4,4,4,4.72,2,2,2,2,2,2,2,2,2,2,25
54330006,543300,6,1,0,14,1,3,1,20,4,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4.285714286,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,25
54350002,543500,2,1,1,14,2,2,2,73,2,3,4,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.88,3,3,1,4,2,3,3,3,1,1,33
54380001,543800,1,1,0,14,2,1,2,83,2,3,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,3,3,1,1,29
54390001,543900,1,1,1,14,2,1,2,81,2,3,3,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
54420001,544200,1,1,0,14,2,1,2,75,2,3,2,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,3,3,2,2,2,1,2,2,2,24
54460001,544600,1,1,1,14,2,1,2,78,2,3,3,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,3,1,2,30
