pid,hid,housenum,p20ans,p21ans,p20area,p20area_siz,p20hhldsiz,p20gender,p20age1,p20school,p20mar,p20income1,p20job1,p20job2,p20relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p20d25040,p20d25041,p20d25042,p20d25043,p20d25044,p20d25045,p20d25046,p20d25047,p20d25048,p20d25049,p20d25050,p20d25051,p20d25052,p20d25053,p20d25054,p20d25055,p20d25056,p20d25057,p20d25058,p20d25059,p20d25060,pc_ability,p20d25061,p20d25062,p20d25063,p20d25064,p20d25065,p20d25066,p20d25067,p20d25068,p20d25070,p20d25071,p20d25072,p20d25073,p20d25074,p20d25075,p20d25076,p20d25077,p20d25078,p20d25079,p20d25080,p20d25081,p20d25082,p20d25083,p20d25084,p20d25085,p20d25086,smart_ability,p20h01001,p20h01002,p20h01003,p20h01004,p20h01005,p20h01006,p20h01007,p20h01008,p20h01009,p20h01010,esteem
15300003,153000,3,1,1,8,1,3,1,23,5,1,2,2, ,2,1,5,5,1,2,7,8,6,8,3,2,4,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,3,3,1,1,1,35
15300004,153000,4,1,1,8,1,3,2,16,4,1,1,2, ,2,1,1,9,1,1,1,1,1,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.88,4,3,1,3,1,3,3,3,2,1,33
15310001,153100,1,1,1,8,1,1,2,84,2,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,1,2,2,2,2,1,2,1,1,25
15340001,153400,1,1,1,8,1,3,1,54,5,2,7,1,1,1,1,2,8,1,4,1,4,4,6,9,6,6,6.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4.68,3,4,4,3,3,4,4,3,1,1,31
15340002,153400,2,1,1,8,1,3,2,50,4,2,4,1,1,1,1,5,5,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,2,3,3,2,2,4,3,3,1,1,29
15340003,153400,3,1,1,8,1,3,1,23,5,1,1,2, ,1,1,1,9,1,6,7,7,6,4,3,3,4,3.5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,4,5,5,4.761904762,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,3,3,4,4.68,3,3,2,3,1,2,3,3,2,1,30
15340004,153400,4,1,1,8,1,3,2,21,5,1,1,2, ,1,1,1,9,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,5,5,2,2,3,3,5,5,5,5,5,4,3,4,3,4.238095238,5,5,5,5,5,5,5,5,5,5,2,3,2,3,5,5,5,5,5,5,5,3,4,2,2,4.24,3,2,1,3,2,4,3,1,1,1,34
15390001,153900,1,1,1,8,1,3,1,48,5,2,6,1,1,2,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,4.761904762,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4.88,3,3,1,3,2,3,3,2,1,2,32
15390002,153900,2,1,1,8,1,3,2,48,4,2,1,2, ,2,1,1,9,1,1,9,9,9,9,1,1,1,3,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,1,1,1,1,3.333333333,4,4,4,4,3,3,4,4,3,4,4,4,3,4,3,4,5,5,4,3,3,4,4,1,1,3.56,4,3,2,2,3,3,2,2,2,3,27
15400001,154000,1,1,1,8,1,3,1,57,4,2,9,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,4,3,4,3,2,3,3,3,4,4,2,2,4,4,4,4,2,2,1,1,1,2.857142857,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,4,4,3,3,2,2,2,3.6,3,3,1,3,2,3,3,2,1,1,33
15400002,154000,2,1,1,8,1,3,2,48,3,2,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1.333333333,4,4,4,4,3,3,2,2,3,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,1,2.08,3,3,2,3,2,3,3,2,1,2,31
15410001,154100,1,1,1,8,1,3,1,43,5,2,9,1,1,2,1,2,8,1,5,5,6,7,5,5,4,3,4.25,5,5,4,4,4,5,5,5,5,5,4,3,4,4,4,5,5,4,4,4,4,4.380952381,4,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4.64,3,3,1,3,2,3,3,2,1,1,33
15410002,154100,2,1,1,8,1,3,2,44,4,2,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,2,3,4,3,3.619047619,4,4,3,4,4,5,5,4,3,4,4,5,4,4,3,4,4,4,5,5,4,4,3,4,4,4.04,3,3,2,2,2,3,3,2,1,2,30
15410003,154100,3,1,1,8,1,3,2,19,5,1,1,2, ,2,1,2,8,1,1,7,5,6,9,3,5,4,5.25,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,4,5,5,4,4,4,4.571428571,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,4,4,5,5,4,4.64,3,3,1,3,2,3,3,2,1,1,33
15470002,154700,2,1,1,8,1,1,2,78,2,3,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,2,2,2,3,4,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1.76,4,4,3,2,2,3,3,4,2,2,28
15480001,154800,1,1,1,8,1,3,1,49,5,2,8,1,3,1,2, ,0,1,7,8,8,8,3,2,2,2,2.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4.84,4,4,3,3,3,4,3,2,1,1,33
15480002,154800,2,1,1,8,1,3,2,47,4,2,5,1,1,1,1,2,8,1,7,7,8,8,3,3,2,2,2.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,4,3,3,2,2,2,29
15480003,154800,3,1,1,8,1,3,2,18,4,1,1,2, ,1,1,1,9,1,1,9,9,1,9,1,1,9,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,4.666666667,5,5,5,5,5,5,5,5,5,5,2,3,4,3,5,5,5,5,5,5,5,5,4,3,2,4.44,3,2,1,3,1,3,3,2,2,1,32
15480004,154800,4,1,1,8,1,3,1,16,4,1,1,2, ,1,1,2,8,1,6,9,9,9,4,1,1,1,1.75,5,5,5,5,5,5,5,5,2,3,4,3,5,5,5,5,5,5,5,5,5,4.619047619,5,5,5,5,5,5,5,5,5,5,1,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4.68,3,2,1,3,2,3,4,2,1,1,33
15530001,155300,1,1,1,8,1,2,1,82,3,2,4,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,1,1,1,2.333333333,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,1,3,1,1,1,1,2.8,3,2,1,2,2,3,3,3,2,2,28
15540001,155400,1,1,1,8,1,1,2,93,3,3,5,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,1,2,1,2,2,2,1,1,29
15550001,155500,1,1,1,8,1,1,1,81,3,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32,2,3,1,2,2,3,2,2,1,1,30
15560001,155600,1,1,1,8,1,3,1,49,5,2,8,1,1,2,1,3,7,1,3,9,9,7,7,1,1,3,3,4,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4.666666667,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,5,5,5,4,5,3,4,4,4,4.56,3,3,1,3,1,3,3,1,1,2,34
15560002,155600,2,1,1,8,1,3,2,43,5,2,1,2, ,2,1,3,7,1,5,6,7,5,5,4,3,5,4.25,5,5,5,5,5,5,3,5,4,4,3,3,5,5,5,5,4,3,2,2,2,4.047619048,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,5,3,4,2,3,4,3,4.24,3,3,1,3,2,2,2,3,2,2,28
15560003,155600,3,1,1,8,1,3,1,18,4,1,1,2, ,2,1,4,6,1,4,6,6,4,6,4,4,6,5,5,5,5,5,5,5,4,5,1,3,3,3,5,5,5,5,5,5,5,5,5,4.476190476,5,5,5,5,5,5,5,5,5,3,1,3,4,3,5,5,5,5,5,5,5,3,4,5,4,4.4,3,4,1,4,2,4,4,2,1,1,37
15560004,155600,4,1,1,8,1,3,1,15,3,1,1,2, ,2,1,2,8,1,2,5,9,3,8,5,1,7,5.25,5,5,5,5,5,5,3,5,1,3,3,3,5,5,5,5,5,4,3,3,3,4.095238095,5,5,5,5,5,5,5,5,5,3,1,3,3,3,5,5,5,5,5,5,5,2,3,5,3,4.24,3,3,1,3,3,3,3,2,2,2,30
15590002,155900,2,1,1,4,1,3,2,47,4,4,10,1,2,1,1,3,7,2, , , , ,0,0,0,0,0,2,4,4,4,4,2,2,2,5,5,4,3,4,4,3,3,3,2,3,2,2,3.19047619,5,5,5,5,5,5,5,5,5,2,5,5,2,2,5,5,3,5,5,3,5,3,2,4,2,4.12,3,3,1,3,1,3,3,3,1,1,33
15590004,155900,4,1,1,4,1,3,1,23,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,2,5,3,3,3,3,3,3,4,3,2,3,4,4,2,3,3,3,4,2,3,3.095238095,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4.12,4,4,4,4,4,4,4,4,4,4,25
15590005,155900,5,1,1,4,1,3,2,78,3,3,3,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,2,2,3,2,1,1,31
15600001,156000,1,1,1,4,1,3,1,57,4,2,9,1,1,1,1,2,8,1,2,9,9,9,8,1,1,1,2.75,4,4,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,2,3,2,2,3.380952381,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,3,3,4,4,2,2,3.64,3,3,1,3,3,3,3,3,1,1,31
15600002,156000,2,1,1,4,1,3,2,53,4,2,5,1,1,1,1,5,5,1,2,9,9,9,8,1,1,1,2.75,3,3,3,3,3,3,2,2,4,4,3,3,4,4,3,3,4,2,3,2,2,3,4,4,4,4,4,4,4,4,2,2,5,4,2,2,4,4,2,2,4,2,3,2,2,2,2,3.12,3,3,1,3,3,3,2,3,1,1,30
15600003,156000,3,1,1,4,1,3,1,12,2,1,1,2, ,1,1,2,8,1,2,9,9,9,8,1,1,1,2.75,3,3,4,4,4,3,2,2,2,3,3,2,4,3,3,3,3,2,3,2,2,2.857142857,5,5,5,5,5,4,4,4,2,2,2,3,2,2,4,4,3,3,4,3,3,3,2,2,1,3.28, , , , , , , , , , ,#VALUE!
15610001,156100,1,1,1,4,1,3,1,51,5,2,14,1,3,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,2,3,3,3,1,1,32
15610002,156100,2,1,1,4,1,3,2,49,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,4,2,4,5,5,5,5,2,5,5,2,2,5,5,5,5,5,4,3,2,3,3.952380952,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,4,4,4,4,4.64,2,3,2,3,2,2,2,3,2,1,27
15610003,156100,3,1,1,4,1,3,2,74,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,2,3,3,2,2,1,31
15610004,156100,4,1,1,4,1,3,2,16,4,1,1,2, ,2,1,5,5,1,2,1,1,1,8,9,9,9,8.75,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,4.761904762,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,3,3,1,4,1,4,3,3,1,1,35
15630001,156300,1,1,1,4,1,2,1,77,4,2,5,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,2,1,1,3,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2.08,3,3,1,3,1,3,3,2,1,1,34
15630002,156300,2,1,1,4,1,2,2,76,2,2,7,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2.04,3,3,1,3,1,3,3,2,1,1,34
15630101,156301,1,1,1,4,1,3,2,49,5,2,5,2, ,1,1,1,9,1,4,8,9,4,6,2,1,6,3.75,5,5,4,5,5,5,4,3,5,5,4,5,5,5,5,5,5,4,5,4,5,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,2,3,3,2,2,1,30
15630102,156301,2,1,1,4,1,3,2,24,5,1,1,2, ,1,1,5,5,1,1,8,9,1,9,2,1,9,5.25,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4.88,3,2,3,3,4,2,1,3,2,3,21
15630103,156301,3,1,1,4,1,3,2,23,5,1,1,2, ,1,1,1,9,1,4,9,9,4,6,1,1,6,3.5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.92,3,3,1,3,2,3,3,3,1,2,31
15630104,156301,4,1,1,4,1,3,1,52,4,2,11,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,4,3,4,4,4,3,4,4,3,2,3,3,3,3,3,3,3,2,2,3.142857143,5,5,5,5,5,4,3,3,4,4,4,4,3,3,3,3,3,3,4,3,4,3,2,2,2,3.56,3,2,1,2,2,2,2,3,1,2,27
15640001,156400,1,1,1,4,1,3,1,51,5,2,18,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4.92,4,4,1,4,2,4,3,3,1,1,36
15640002,156400,2,1,1,4,1,3,2,51,4,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,5,5,5,5,3,1,5,5,3,2,5,5,5,5,1,3,2,1,1,3.571428571,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,4.84,2,2,2,3,2,2,2,2,2,2,26
15640003,156400,3,1,1,4,1,3,2,20,5,1,1,2, ,2,1,2,8,1,4,6,7,6,6,4,3,4,4.25,5,5,5,5,5,5,3,5,3,4,5,5,5,5,5,5,5,3,5,5,5,4.666666667,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.76,4,4,1,4,1,4,4,1,1,1,40
15650001,156500,1,1,1,8,1,3,1,48,4,2,5,1,3,2,1,1,9,1,6,8,9,8,4,2,1,2,2.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,1,1,2,2,24
15650002,156500,2,1,1,8,1,3,2,44,4,2,2,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,4,4,5,3,2,5,5,2,2,3,1,1,1,2,3,1,1,1,2.619047619,5,5,5,5,4,5,5,4,5,5,5,5,2,2,3,1,1,1,3,1,2,2,2,4,3,3.4,4,4,2,4,1,4,2,2,1,1,36
15650003,156500,3,1,1,8,1,3,2,14,3,1,1,2, ,2,1,1,9,1,1,9,9,6,9,1,1,4,3.75,1,4,1,4,4,5,2,1,1,1,4,3,3,2,2,2,1,1,3,1,1,2.238095238,5,5,5,5,5,5,5,2,5,3,1,1,5,5,5,2,2,2,5,3,5,2,2,4,4,3.72,4,4,4,4,4,4,4,4,4,4,25
15650004,156500,4,1,1,8,1,3,2,14,3,1,1,2, ,2,1,6,4,1,6,9,9,9,4,1,1,1,1.75,2,4,3,2,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,1,2.523809524,4,4,4,4,4,4,3,4,4,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3.08,3,3,2,2,1,2,2,2,1,2,29
15650005,156500,5,1,1,8,1,3,2,11,2,1,1,2, ,1,1,1,9,1,1,4,5,4,9,6,5,6,6.5,4,5,2,3,3,4,2,2,1,1,3,3,3,4,4,4,4,2,3,3,1,2.904761905,4,4,4,4,3,3,3,3,4,2,1,1,3,3,3,4,4,4,3,1,4,2,1,5,3,3.04, , , , , , , , , , ,#VALUE!
15660001,156600,1,1,0,8,1,3,1,38,5,2,7,1,3,2,1,1,9,1,1,9,9,1,9,1,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,2,3,2,3,2,2,27
15660002,156600,2,1,0,8,1,3,2,38,5,2,3,2, ,2,1,2,8,1,1,5,9,1,9,5,1,9,6,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,4,3,4.666666667,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4.88,3,3,2,3,2,3,2,2,2,1,30
15660003,156600,3,1,0,8,1,3,1,9,2,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.238095238,4,4,4,4,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.76, , , , , , , , , , ,#VALUE!
15660004,156600,4,1,0,8,1,3,2,6,1,1,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , ,#VALUE!
15680001,156800,1,1,1,4,1,3,1,47,5,2,5,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,3,5,4,4,4,5,3,3,5,5,3,3,4,4,4,3,2,1,3,2,1,3.380952381,5,5,5,5,5,5,4,5,5,3,5,5,2,2,5,5,4,4,5,3,3,2,1,2,2,3.88,2,2,2,3,2,2,2,2,2,2,26
15680002,156800,2,1,1,4,1,3,2,45,5,2,14,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,3,3,4,4,3,2,4,4,2,2,4,4,4,4,2,2,3,2,2,3.047619048,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,3,2,3,2,3.6,3,3,2,3,1,2,2,2,1,1,31
15680003,156800,3,1,1,4,1,3,2,20,5,1,3,2, ,2,1,2,8,1,5,6,5,5,5,4,5,5,4.75,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,3,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4.84,4,3,1,4,1,4,4,3,1,1,37
15680004,156800,4,1,1,4,1,3,1,19,4,1,1,2, ,2,1,5,5,1,2,2,2,2,8,8,8,8,8,4,5,4,4,4,4,3,4,3,4,2,2,4,3,3,4,3,4,2,2,2,3.333333333,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,4,4,5,5,5,3,3,3,3,4.44,2,2,2,3,2,2,2,2,2,2,26
15710001,157100,1,1,1,4,1,3,2,53,5,2,5,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,2,4,4,4,4,4,1,2,5,4,2,2,4,4,4,4,4,2,4,1,2,3.19047619,5,5,5,5,5,5,5,4,5,1,5,5,2,2,5,5,5,5,4,2,4,2,2,4,4,4.04,4,4,1,1,1,3,4,2,1,1,35
15710002,157100,2,1,1,4,1,3,1,59,5,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,4,1,4,4,4,1,1,4,2,1,4,4,4,3,3,1,1,1,1,1,2.380952381,5,5,5,5,5,5,2,4,5,1,5,4,2,4,4,4,3,3,3,3,3,2,1,3,3,3.56,3,3,3,3,3,3,3,3,3,3,25
15710003,157100,3,1,1,4,1,3,1,28,5,1,7,1,1,2,1,6,4,1,6,8,6,6,4,2,4,4,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,3,3,3,1,1,33
15710004,157100,4,1,1,4,1,3,2,24,5,1,1,2, ,2,1,5,5,1,1,6,9,1,9,4,1,9,5.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,4,1,4,4,4,1,1,36
15720002,157200,2,1,1,4,1,3,2,76,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.72,2,3,2,3,3,4,4,4,2,1,29
15720003,157200,3,1,1,4,1,3,2,48,4,2,1,2, ,2,1,1,9,1,2,9,9,5,8,1,1,5,3.75,2,5,5,3,5,5,5,1,5,5,1,1,5,5,5,5,3,1,1,1,1,3.333333333,5,5,5,5,5,5,5,5,5,3,5,5,1,1,5,5,5,5,5,2,1,2,1,1,1,3.72,4,4,1,4,1,4,4,2,1,1,39
15720004,157200,4,1,1,4,1,3,2,22,4,1,5,1,1,2,1,1,9,1,1,6,9,6,9,4,1,4,4.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2,1,4,4,4,1,1,34
15730001,157300,1,1,1,4,1,3,1,70,4,2,5,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,1,2,1,3,3,2,1,1,33
15730002,157300,2,1,1,4,1,3,2,67,4,2,5,2, ,1,1,2,8,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,4,4,3,3,3,3,5,1,4,1,1,4,3,3.64,3,3,1,3,1,3,3,2,1,1,34
15730007,157300,7,1,1,4,1,3,2,42,6,4,5,1,3,2,1,1,9,1,4,8,8,4,6,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,1,4,4,4,1,2,36
15730008,157300,8,1,1,4,1,3,1,14,3,1,1,2, ,1,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,2,1,4,4,4,4,4,4,4,2,1,3.619047619,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,4.2,3,3,1,3,2,3,3,3,1,2,31
15730101,157301,1,1,1,4,1,3,2,39,5,2,9,1,1,1,1,1,9,1,4,7,9,7,6,3,1,3,3.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,3,2,2,2,3,1,2,27
15730102,157301,2,1,1,4,1,3,1,41,5,2,11,1,1,1,1,1,9,1,5,7,7,6,5,3,3,4,3.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,2,2,2,2,1,2,29
15730103,157301,3,1,1,4,1,3,1,10,2,1,1,2, ,1,1,4,6,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,1,1,3,2,5,1,1,1,1,2.76, , , , , , , , , , ,#VALUE!
15730104,157301,4,1,1,4,1,3,2,8,2,1,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,5,5,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.761904762,5,5,5,5,5,1,1,4,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2.36, , , , , , , , , , ,#VALUE!
