id,lat,lon
542,37.52190300 ,126.96319060 
543,37.52599840 ,126.93256290 
544,37.52213130 ,126.93377870 
545,37.52599840 ,126.93256290 
546,37.52213130 ,126.93377870 
547,37.49478980 ,126.98667140 
548,37.49478980 ,126.98667140 
549,37.55952410 ,126.96720590 
550,37.54311840 ,127.01566780 
551,37.48565510 ,126.85499080 
552,37.53286340 ,127.00457190 
553,37.60461110 ,127.02516640 
554,37.61188390 ,127.00249450 
555,37.56108150 ,126.95883910 
556,37.58489130 ,126.94604860 
557,37.45614660 ,126.90671470 
558,37.45614660 ,126.90671470 
559,37.45614660 ,126.90671470 
560,37.52213130 ,126.93377870 
561,37.52128810 ,126.93249880 
562,37.52599840 ,126.93256290 
563,37.60726040 ,127.07766520 
564,37.60726040 ,127.07766520 
565,37.52213130 ,126.93377870 
566,37.54311840 ,127.01566780 
567,37.49478980 ,126.98667140 
568,37.60726040 ,127.07766520 
569,37.60726040 ,127.07766520 
570,37.56657610 ,127.03388590 
571,37.56657610 ,127.03388590 
572,37.53286340 ,127.00457190 
573,37.56108150 ,126.95883910 
574,37.45614660 ,126.90671470 
575,37.45614660 ,126.90671470 
576,37.52213130 ,126.93377870 
577,37.52213130 ,126.93377870 
578,37.52599840 ,126.93256290 
579,37.52213130 ,126.93377870 
580,37.52128810 ,126.93249880 
581,37.52128810 ,126.93249880 
582,37.52128810 ,126.93249880 
583,37.52599840 ,126.93256290 
584,37.52213130 ,126.93377870 
585,37.52128810 ,126.93249880 
586,37.60726040 ,127.07766520 
587,37.60726040 ,127.07766520 
588,37.60726040 ,127.07766520 
589,37.60726040 ,127.07766520 
590,37.60726040 ,127.07766520 
591,37.60726040 ,127.07766520 
592,37.49478980 ,126.98667140 
593,37.49478980 ,126.98667140 
594,37.49478980 ,126.98667140 
595,37.60726040 ,127.07766520 
596,37.60726040 ,127.07766520 
597,37.60461110 ,127.02516640 
598,37.63381060 ,127.01548100 
599,37.58489130 ,126.94604860 
600,37.56108150 ,126.95883910 
601,37.58489130 ,126.94604860 
602,37.56108150 ,126.95883910 
603,37.57237240 ,126.93630160 
604,37.56108150 ,126.95883910 
605,37.56108150 ,126.95883910 
606,37.45614660 ,126.90671470 
607,37.45614660 ,126.90671470 
608,37.45614660 ,126.90671470 
609,37.45614660 ,126.90671470 
610,37.45614660 ,126.90671470 
611,37.52213130 ,126.93377870 
612,37.52599840 ,126.93256290 
613,37.52599840 ,126.93256290 
614,37.52599840 ,126.93256290 
615,37.49478980 ,126.98667140 
616,37.49478980 ,126.98667140 
617,37.55952410 ,126.96720590 
618,37.54311840 ,127.01566780 
619,37.56657610 ,127.03388590 
620,37.53286340 ,127.00457190 
621,37.60461110 ,127.02516640 
622,37.63381060 ,127.01548100 
623,37.58489130 ,126.94604860 
624,37.58489130 ,126.94604860 
625,37.45614660 ,126.90671470 
626,37.45614660 ,126.90671470 
627,37.52599840 ,126.93256290 
628,37.52213130 ,126.93377870 
629,37.60726040 ,127.07766520 
630,37.49478980 ,126.98667140 
631,37.49478980 ,126.98667140 
632,37.49478980 ,126.98667140 
633,37.60726040 ,127.07766520 
634,37.55952410 ,126.96720590 
635,37.55952410 ,126.96720590 
636,37.60726040 ,127.07766520 
637,37.56657610 ,127.03388590 
638,37.54311840 ,127.01566780 
639,37.54311840 ,127.01566780 
640,37.61188390 ,127.00249450 
641,37.63381060 ,127.01548100 
642,37.57237240 ,126.93630160 
643,37.58489130 ,126.94604860 
644,37.58489130 ,126.94604860 
645,37.45614660 ,126.90671470 
646,37.45614660 ,126.90671470 
647,37.52213130 ,126.93377870 
648,37.52213130 ,126.93377870 
649,37.52213130 ,126.93377870 
650,37.52128810 ,126.93249880 
651,37.49478980 ,126.98667140 
652,37.55615020 ,126.98250910 
653,37.52213130 ,126.93377870 
654,37.52213130 ,126.93377870 
655,37.52599840 ,126.93256290 
656,37.52213130 ,126.93377870 
657,37.52213130 ,126.93377870 
658,37.49478980 ,126.98667140 
659,37.49478980 ,126.98667140 
660,37.49478980 ,126.98667140 
661,37.49478980 ,126.98667140 
662,37.52599840 ,126.93256290 
663,37.52128810 ,126.93249880 
664,37.49478980 ,126.98667140 
665,37.52128810 ,126.93249880 
666,37.52213130 ,126.93377870 
667,37.52128810 ,126.93249880 
668,37.52213130 ,126.93377870 
669,37.52599840 ,126.93256290 
670,37.49478980 ,126.98667140 
671,37.49478980 ,126.98667140 
672,37.49478980 ,126.98667140 
673,37.52190300 ,126.96319060 
674,37.52190300 ,126.96319060 
675,37.52128810 ,126.93249880 
676,37.52599840 ,126.93256290 
677,37.52599840 ,126.93256290 
678,37.52213130 ,126.93377870 
679,37.52599840 ,126.93256290 
